_timestamp,loss_interior,loss,step,loss_boundary,time,_runtime,_step,l2_error
1715623586.5431554,0.0008903263095599649,0.0013702830592506523,7779,0.00047995674969068743,470.97175765037537,476.58694648742676,96,0.019888690412743448
1715623633.1409664,0.0008647833510770718,0.0012806691042138688,8557,0.00041588575313679713,517.5706412792206,523.1847574710846,97,0.019680658406918725
1715623684.3499403,0.0027021080260887726,0.0030541742103681623,9413,0.00035206618427938987,568.7794206142426,574.3937313556671,98,0.018124846187208096
1715623740.6608062,0.0011080138440160232,0.0014153217366818125,10354,0.0003073078926657893,625.0902688503265,630.704597234726,99,0.016678672053556564
1715623802.6200562,0.0015561021836764484,0.0017924100062446013,11389,0.00023630782256815305,687.0493030548096,692.6638472080231,100,0.017103145224448474
1715623870.8397527,0.00835500622346569,0.008657816739796804,12528,0.00030281051633111364,755.2688992023468,760.8835437297821,101,0.013493921075839906
1715623945.9485283,0.0031311062836774646,0.0033483906723246744,13781,0.00021728438864720978,830.3781433105469,835.9923193454742,102,0.014904426025513179
1715624028.491122,0.00024766173459591273,0.0003786970896155243,15159,0.0001310353550196116,912.9199590682983,918.5349130630493,103,0.010380608015869191
1715624119.344012,0.010664183667059122,0.010785925370763335,16675,0.00012174170370421347,1003.7731039524078,1009.3878030776978,104,0.02049228250161993
1715624219.1211038,0.0031587755208253784,0.0033691167624987747,18342,0.00021034124167339634,1103.5505528450012,1109.1648948192596,105,0.010131177196220675
1715624328.8966336,0.0029846116897992896,0.0031666489643457827,20177,0.00018203727454649328,1213.3263049125671,1218.9404246807098,106,0.012520147676118913
1715624449.7350912,0.0006915662610122117,0.0007632938677136049,22194,7.172760670139317e-05,1334.164588212967,1339.778882265091,107,0.00948918581710086
1715624582.6481767,0.00036987276411516143,0.00045872433394753204,24414,8.885156983237059e-05,1467.0777819156647,1472.6919677257538,108,0.007653513194581726
1715624728.8910375,0.0008516822020552273,0.0009337799018124206,26855,8.209769975719327e-05,1613.3206086158752,1618.9348285198212,109,0.01200634853423791
1715624889.8632104,0.0007355266492899213,0.000784597238406516,29540,4.907058911659472e-05,1774.2927205562592,1779.9070014953613,110,0.007452743724602116
1715625066.9939282,0.008827012609948764,0.009141951791657684,32494,0.00031493918170892094,1951.4231328964233,1957.0377192497253,111,0.023625824814603145
1715625262.0317256,0.00023163174991665839,0.00026802553290460247,35744,3.639378298794406e-05,2146.4615325927734,2152.0755167007446,112,0.0054229245535980086
1715625476.3158796,0.0001619480073021627,0.00018997546309599249,39318,2.8027455793829774e-05,2360.745260477066,2366.359670639038,113,0.005174325882423214
1715625711.8878753,0.00253700409587845,0.0027162125437349034,43250,0.0001792084478564534,2596.3174061775208,2601.9316663742065,114,0.008217609000934083
1715625970.962814,0.0014137863023714991,0.0015212818803246948,47575,0.00010749557795319562,2855.392226457596,2861.0066051483154,115,0.01320860472597413
1715626115.5934522,0.00018528576649197843,0.00020538358632470727,49987,2.009781983272885e-05,3000.02303814888,3005.637243270874,116,0.003979039888307822
