time,_runtime,l2_error,_timestamp,_step,loss,loss_boundary,loss_interior,step
68.22941303253174,71.96661186218262,0.031993491933229104,1715444895.5775208,42,0.005190050973908325,0.001113686726553231,0.004076364247355095,46
74.12760806083679,77.86498975753784,0.027771883297164804,1715444901.4758987,43,0.003806770700244945,0.0008670708282998552,0.00293969987194509,50
81.54964351654053,85.28706908226013,0.021708769489587835,1715444908.897978,44,0.0026168112803191916,0.0005224959361894674,0.002094315344129724,55
90.4391119480133,94.17637276649475,0.020420624689930954,1715444917.7872818,45,0.00219882784092264,0.00045352158029807134,0.0017453062606245689,61
99.43971180915833,103.17711663246155,0.018975141500877975,1715444926.7880256,46,0.0018049240979748048,0.00041951003900865704,0.0013854140589661477,67
108.47940635681152,112.2168185710907,0.01706039988157336,1715444935.8277276,47,0.001435392903643184,0.00030636631091287214,0.0011290265927303117,73
120.39154744148254,124.12888288497925,0.015276254144725188,1715444947.7397919,48,0.0012809333000502222,0.00026705663979552206,0.0010138766602547002,81
132.34546184539795,136.08300185203552,0.014904557351213495,1715444959.6939108,49,0.0011534695004373373,0.0002219230056874747,0.0009315464947498625,89
145.79383873939514,149.5312614440918,0.013899198392983205,1715444973.1421704,50,0.0009307361444331401,0.0001890066478710284,0.0007417294965621117,98
159.2863495349884,163.02383422851562,0.012387549656758265,1715444986.6347432,51,0.0008111256088408692,0.0001867959094918442,0.0006243296993490249,107
175.5911786556244,179.32864546775818,0.011801345292097658,1715445002.9395545,52,0.0006375615203371146,0.00014855902477648342,0.0004890024955606312,118
193.68564701080322,197.4231686592102,0.010927144217103751,1715445021.0340776,53,0.000546786918903492,0.00014090547853089363,0.0004058814403725984,130
213.12567567825317,216.86308240890503,0.00995059100443997,1715445040.4739914,54,0.00046136452946697734,0.00011220182241735654,0.0003491627070496208,143
233.92127442359924,237.65873432159424,0.009353771643191174,1715445061.2696433,55,0.00040080106875440603,9.273746813995493e-05,0.0003080636006144511,157
256.3523941040039,260.0897767543793,0.008774704600368971,1715445083.7006857,56,0.00036481761878042764,8.207791715983467e-05,0.00028273970162059296,172
283.01446747779846,286.7521102428436,0.00890316425628097,1715445110.3630192,57,0.000320100369364878,7.534353510823402e-05,0.000244756834256644,190
309.687185049057,313.42467737197876,0.008147821351050188,1715445137.0355864,58,0.0003133564499411183,7.680635594349036e-05,0.00023655009399762796,208
340.9689431190491,344.70645570755005,0.00783286280209375,1715445168.3173647,59,0.0002794404012124849,6.949624897506581e-05,0.0002099441522374191,229
375.10632157325745,378.8436486721039,0.007591659307564186,1715445202.4545577,60,0.00024764414566941185,5.7284937999768924e-05,0.0001903592076696429,252
412.3095419406891,416.04698061943054,0.007240580911548039,1715445239.6578896,61,0.00023705681898437422,6.087809207053833e-05,0.00017617872691383588,277
453.5060682296753,457.24349331855774,0.006351354419553107,1715445280.8544023,62,0.00019987577422106694,4.521971051279479e-05,0.00015465606370827214,305
498.00001668930054,501.73734307289124,0.005679814878591328,1715445325.348252,63,0.00017348247766494333,3.280821462057824e-05,0.00014067426304436507,335
548.4968619346619,552.2343854904175,0.005566995087245927,1715445375.8452945,64,0.000174051739958348,3.349217568798127e-05,0.00014055956427036674,369
603.6325743198395,607.3700757026672,0.0053697847334045175,1715445430.9809847,65,0.00015317154178565702,2.6157860917811562e-05,0.00012701368086784546,406
663.0487651824951,666.7862050533295,0.005018142230118406,1715445490.397114,66,0.00013941897142986882,2.52257796448764e-05,0.00011419319178499242,446
729.8091344833374,733.5465259552002,0.00479692660671155,1715445557.157435,67,0.00014271131040743037,2.553458605199668e-05,0.00011717672435543368,491
802.2877855300903,806.02521443367,0.0046378719160751975,1715445629.6361234,68,0.00013618138970795336,2.0772939000479155e-05,0.0001154084507074742,540
882.1885471343994,885.9259247779846,0.004514700196456412,1715445709.5368338,69,0.00011956017414294456,2.1581900725835337e-05,9.797827341710921e-05,594
968.9637129306793,972.7011218070984,0.004374909196754668,1715445796.3120308,70,0.00010607859798874649,1.854218359639415e-05,8.753641439235234e-05,653
1065.3230962753296,1069.060417175293,0.0038420857226373548,1715445892.6713262,71,0.00010667445377403934,1.7586736054517264e-05,8.908771771952208e-05,718
1172.0295250415802,1175.7668554782867,0.0038256016891650593,1715445999.3777645,72,0.00010245470546211664,1.4727693289399217e-05,8.772701217271742e-05,790
1289.0875055789948,1292.824940443039,0.003538241708497204,1715446116.4358494,73,9.79448282663881e-05,1.3696428767429975e-05,8.424839949895812e-05,869
1418.1632401943207,1421.9006757736206,0.003545150198370967,1715446245.5115848,74,8.988975637077713e-05,1.417788168030472e-05,7.571187469047242e-05,956
1552.1953873634338,1555.9327917099,0.0032961866471840026,1715446379.5437007,75,8.669248603559812e-05,1.066538770212202e-05,7.602709833347611e-05,1052
1704.7089076042175,1708.446388244629,0.0031914043129813827,1715446532.0572972,76,8.349165518465396e-05,1.1046573894024588e-05,7.244508129062937e-05,1157
1873.7464308738708,1877.483835697174,0.0030074191616586664,1715446701.0947447,77,7.552016008227148e-05,1.0118883699524524e-05,6.540127638274695e-05,1272
2059.737908601761,2063.475344657898,0.002963733275796173,1715446887.0862536,78,7.422026894653172e-05,9.912873799464443e-06,6.430739514706727e-05,1400
2125.6319568157196,2129.369889497757,0.002974626986111931,1715446952.9807985,79,7.027337737156515e-05,9.02874208990143e-06,6.124463528166371e-05,1539
2147.2423605918884,2150.980077981949,0.0029745780078427016,1715446974.590987,80,7.078061408767796e-05,9.735170848795932e-06,6.104544323888204e-05,1693
