_runtime,loss_boundary,loss_interior,_step,_timestamp,step,time,l2_error,loss
118.02979040145874,3.6101331326837025,6.8587713030570026,44,1715452471.9788914,55,114.25374674797058,2.338841671180341,10.468904435740704
130.00613403320312,3.8402024528358676,7.133732629490043,45,1715452483.955235,61,126.23059296607971,2.317623448278171,10.97393508232591
141.9850788116455,3.5193934318320204,6.789072406044673,46,1715452495.9341798,67,138.20914840698242,2.3256347103185835,10.308465837876694
153.97989511489868,3.7410705512572546,6.492423172688323,47,1715452507.928996,73,150.2042076587677,2.321887053962412,10.233493723945578
169.91956901550293,3.714016747089984,5.951875085691994,48,1715452523.86867,81,166.1439425945282,2.3185593219122045,9.665891832781979
185.90200805664062,3.632983964339483,5.978476659935073,49,1715452539.851109,89,182.1260907649994,2.2945854350859407,9.611460624274557
203.8688337802887,3.614145415440596,5.778521268925634,50,1715452557.8179348,98,200.09307289123535,2.318387714240525,9.39266668436623
221.83050990104675,3.703592525669099,5.07434772155501,51,1715452575.7796109,107,218.05460953712463,2.279201733486072,8.777940247224109
243.79314374923706,3.4656457261967577,6.16803180282862,52,1715452597.7422447,118,240.01756286621094,2.271792251451816,9.633677529025377
267.71866607666016,3.3887844828609213,4.564911346713203,53,1715452621.667767,130,263.942743062973,2.2420920000355506,7.953695829574125
293.74185967445374,3.474909280034467,5.572130767074384,54,1715452647.6909606,143,289.9661703109741,2.194472978046649,9.047040047108851
321.74530053138733,3.1713308738390213,4.485945940631531,55,1715452675.6944015,157,317.96958804130554,2.144109776662128,7.657276814470553
351.670663356781,3.2126756662008376,3.7674421750883313,56,1715452705.6197643,172,347.89477157592773,2.10736926199907,6.980117841289169
387.57787108421326,2.3820704546889178,2.9982688915702966,57,1715452741.526972,190,383.8020329475403,1.8931907923862359,5.380339346259214
423.4616479873657,2.1273986873626147,2.243295632335193,58,1715452777.410749,208,419.6859471797943,1.7406898080812558,4.370694319697808
465.2869312763214,1.869050759384146,1.8330819258370417,59,1715452819.2360322,229,461.51098227500916,1.6472137386854804,3.702132685221188
511.14284563064575,1.639583605094243,1.3787132904819943,60,1715452865.0919466,252,507.36687874794006,1.5037100590405332,3.0182968955762375
560.98730635643,1.1853083366630413,1.1601855088736963,61,1715452914.9364073,277,557.2113978862762,1.3619754778770794,2.345493845536738
616.8378858566284,0.9581074469766587,0.7634666636859714,62,1715452970.7869868,305,613.0619134902954,1.224096612145672,1.72157411066263
676.6330134868622,0.8755275815502576,0.7290329758525547,63,1715453030.5821145,335,672.8569793701172,1.109978490034726,1.6045605574028121
744.4653105735779,0.6974766838227563,0.6613363560421738,64,1715453098.4144115,369,740.6892681121826,1.0202623210543367,1.35881303986493
818.2480037212372,0.5212604916335716,0.5795447968490792,65,1715453172.1971047,406,814.4721071720123,0.9310765635774968,1.100805288482651
897.9640214443207,0.46517201050457463,0.45607394129045437,66,1715453251.9131224,446,894.1879885196686,0.8248809364645134,0.921245951795029
987.5611655712128,0.3870875845845228,0.42682433054155194,67,1715453341.5102665,491,983.7850835323334,0.75163225502425,0.8139119151260747
1085.2884912490845,0.2892947888095457,0.45485327585419005,68,1715453439.2375922,540,1081.512588262558,0.6533915056181404,0.7441480646637357
1192.8108794689178,0.24719417348794603,0.37340587009324067,69,1715453546.7599804,594,1189.034924030304,0.58628167170577,0.6206000435811867
1310.4456329345703,0.16882526265445202,0.2889804995149793,70,1715453664.394734,653,1306.669720172882,0.5024472718975107,0.4578057621694313
1439.9910607337952,0.13173954223898784,0.2557740072016081,71,1715453793.9401617,718,1436.2135553359985,0.4383416963735989,0.3875135494405959
1583.3980536460876,0.10623634110855809,0.2260355172587157,72,1715453937.3471546,790,1579.6220576763153,0.3729222240842281,0.3322718583672738
1740.8739798069,0.07332615744149666,0.18483044615514813,73,1715454094.8230808,869,1737.0981612205505,0.32248434269252807,0.2581566035966448
1914.163417339325,0.06519470093793645,0.16811358036582857,74,1715454268.1125183,956,1910.3874444961548,0.28223566021627383,0.23330828130376502
2104.6702978610992,0.04765619168928781,0.153797591181157,75,1715454458.6193988,1052,2100.894430398941,0.24804529641806652,0.2014537828704448
2313.0734508037567,0.03443895186435818,0.1343228392050306,76,1715454667.0225518,1157,2309.297399044037,0.21951386184385538,0.16876179106938877
2541.6151547431946,0.02984503331955646,0.11576481193680321,77,1715454895.5642557,1272,2537.839286804199,0.19567714163619643,0.14560984525635967
2795.9017560482025,0.027095087145899335,0.10179850840354857,78,1715455149.850857,1400,2792.125762939453,0.18013448265677628,0.1288935955494479
3004.514493703842,0.025348408675825718,0.08529906542276663,79,1715455358.4635947,1505,3000.738609790802,0.17185648168917653,0.11064747409859235
