step,time,l2_error,loss,arm,system,seed,lr,damping,momentum,norm_constraint,num_seconds,equation
46,27.555335760116577,0.5432706718501239,3933.1462134106832,engdw,p5,2,,,,,7000,poisson
50,29.836119651794434,0.4390659045816088,2858.548311570229,engdw,p5,2,,,,,7000,poisson
55,32.69117736816406,0.3366798656635779,1445.8897285652324,engdw,p5,2,,,,,7000,poisson
61,36.13461494445801,0.24586860899032553,971.9858186937371,engdw,p5,2,,,,,7000,poisson
67,39.57649803161621,0.1789773689854158,612.4448713466227,engdw,p5,2,,,,,7000,poisson
73,43.01868557929993,0.13108241240788426,288.42911526607566,engdw,p5,2,,,,,7000,poisson
81,47.60622239112854,0.08646726141022427,451.32691028400757,engdw,p5,2,,,,,7000,poisson
89,52.197309732437134,0.057131895099959314,61.826743520732684,engdw,p5,2,,,,,7000,poisson
98,57.35983610153198,0.03565995472514029,29.62095085187553,engdw,p5,2,,,,,7000,poisson
107,62.530346393585205,0.02236672277625504,8.888024953452426,engdw,p5,2,,,,,7000,poisson
118,68.84054112434387,0.01309003326509496,9.067817441261333,engdw,p5,2,,,,,7000,poisson
130,75.72054147720337,0.007448242739497742,1.7278366346933007,engdw,p5,2,,,,,7000,poisson
143,83.17449688911438,0.004829666024717611,0.7439241630791998,engdw,p5,2,,,,,7000,poisson
157,91.20281720161438,0.005108889143976784,0.3225592549225719,engdw,p5,2,,,,,7000,poisson
172,99.80806875228882,0.00740673230867053,0.41164187294282734,engdw,p5,2,,,,,7000,poisson
190,110.12413573265076,0.00902987617737422,0.030157566456102274,engdw,p5,2,,,,,7000,poisson
208,120.58440208435059,0.012144698263727443,0.014194275318399606,engdw,p5,2,,,,,7000,poisson
229,132.75930047035217,0.013677689207212747,0.005964462627694766,engdw,p5,2,,,,,7000,poisson
252,145.9452464580536,0.01250302610186867,0.012509549507729988,engdw,p5,2,,,,,7000,poisson
277,160.26219701766968,0.009346222113449395,0.0008630640612411861,engdw,p5,2,,,,,7000,poisson
305,176.304025888443,0.006128602101713259,0.0012605494568107565,engdw,p5,2,,,,,7000,poisson
335,193.47626900672913,0.003950264607458098,0.0009818490073209415,engdw,p5,2,,,,,7000,poisson
369,212.94870448112488,0.002516470719047856,0.00023075691884451015,engdw,p5,2,,,,,7000,poisson
406,234.1688632965088,0.001612354051007266,0.0003055481957198033,engdw,p5,2,,,,,7000,poisson
446,257.0840847492218,0.0010641521687261716,0.0007383265883899408,engdw,p5,2,,,,,7000,poisson
491,282.865394115448,0.0007699280659442511,7.329477164761636e-05,engdw,p5,2,,,,,7000,poisson
540,310.9349465370178,0.0006650133234061127,0.00011128041749013195,engdw,p5,2,,,,,7000,poisson
594,341.85635209083557,0.0004903922468996397,8.422246988781988e-05,engdw,p5,2,,,,,7000,poisson
653,375.6497836112976,0.00033742633100976717,2.581978717353753e-05,engdw,p5,2,,,,,7000,poisson
718,412.8544855117798,0.000316995646468385,0.00023027291360637237,engdw,p5,2,,,,,7000,poisson
790,454.08482813835144,0.000258058499001848,0.00014019621310993013,engdw,p5,2,,,,,7000,poisson
869,499.3283851146698,0.00018344827643334435,2.7680096992008564e-05,engdw,p5,2,,,,,7000,poisson
956,549.1459562778473,0.0001854193564370499,1.0756949394465116e-05,engdw,p5,2,,,,,7000,poisson
1052,604.1622030735016,0.00014922561051906543,1.5777007400778593e-05,engdw,p5,2,,,,,7000,poisson
1157,664.3394491672516,0.00011761862230510207,7.059483990509854e-05,engdw,p5,2,,,,,7000,poisson
1272,730.2794692516327,9.811169228563483e-05,5.060475798989861e-06,engdw,p5,2,,,,,7000,poisson
1400,803.636506319046,9.220229448688329e-05,3.4379327566146385e-05,engdw,p5,2,,,,,7000,poisson
1539,883.2920160293579,7.554730596139871e-05,3.7544157208935565e-05,engdw,p5,2,,,,,7000,poisson
1693,971.5401451587677,7.095091815976194e-05,1.0096382963136875e-06,engdw,p5,2,,,,,7000,poisson
1863,1069.0620501041412,6.343188732574433e-05,6.196862879669349e-05,engdw,p5,2,,,,,7000,poisson
2049,1175.6254606246948,5.847799261537335e-05,5.6042852356150465e-06,engdw,p5,2,,,,,7000,poisson
2254,1293.0821435451508,5.507137952247261e-05,6.8419554209403255e-06,engdw,p5,2,,,,,7000,poisson
2479,1422.1443183422089,4.956733562496099e-05,3.18462627666723e-05,engdw,p5,2,,,,,7000,poisson
2727,1564.4858112335205,4.588689811082987e-05,1.2394256299623606e-06,engdw,p5,2,,,,,7000,poisson
3000,1721.1640348434448,4.226589924660099e-05,1.0426931542379923e-06,engdw,p5,2,,,,,7000,poisson
3299,1892.5603511333466,3.979634870585885e-05,1.6932610902925398e-06,engdw,p5,2,,,,,7000,poisson
3629,2081.688414812088,3.72700724005618e-05,7.880934059933047e-08,engdw,p5,2,,,,,7000,poisson
3992,2289.877211332321,3.422110332527487e-05,3.242786394413453e-07,engdw,p5,2,,,,,7000,poisson
4391,2518.6851477622986,3.2986383429178936e-05,1.0269861780739904e-07,engdw,p5,2,,,,,7000,poisson
4831,2770.865002632141,3.0217750954521175e-05,2.211764680924157e-07,engdw,p5,2,,,,,7000,poisson
5314,3048.761750459671,2.8073942725549172e-05,3.4847931454350415e-07,engdw,p5,2,,,,,7000,poisson
5845,3352.9650049209595,2.6226611355523107e-05,3.3862957030069324e-07,engdw,p5,2,,,,,7000,poisson
6429,3688.179395675659,2.4856516152102816e-05,1.8424170366622699e-07,engdw,p5,2,,,,,7000,poisson
7072,4056.6042988300323,2.3292677366565954e-05,1.0029068269859733e-05,engdw,p5,2,,,,,7000,poisson
7779,4461.934523820877,2.1731528621679174e-05,1.9705599048202096e-08,engdw,p5,2,,,,,7000,poisson
8557,4907.83985543251,2.052412740847765e-05,9.358571680242193e-07,engdw,p5,2,,,,,7000,poisson
9413,5398.745758771896,1.9427572766097703e-05,9.441653838064796e-08,engdw,p5,2,,,,,7000,poisson
10354,5940.407366514206,1.7942796282032677e-05,2.60224243386504e-07,engdw,p5,2,,,,,7000,poisson
11389,6532.7817051410675,1.6977929039556586e-05,4.204930354864036e-07,engdw,p5,2,,,,,7000,poisson
12203,7000.398940324783,1.6510310389937503e-05,1.3945707556437045e-08,engdw,p5,2,,,,,7000,poisson
0,0.8088579177856445,3.9198181745810303,122.1390913161856,engdw,p5,3,,,,,7000,poisson
1,1.7350592613220215,3.718318264028759,118530.70585375013,engdw,p5,3,,,,,7000,poisson
2,2.303987979888916,3.5250483827346937,94903.21766878526,engdw,p5,3,,,,,7000,poisson
3,2.871722936630249,3.3353495090092076,89552.35935667025,engdw,p5,3,,,,,7000,poisson
4,3.4393508434295654,3.1567753226583077,82199.69938454335,engdw,p5,3,,,,,7000,poisson
5,4.024033308029175,2.9875389068036906,76679.19166217391,engdw,p5,3,,,,,7000,poisson
6,4.611547946929932,2.831373035346327,75579.79905083607,engdw,p5,3,,,,,7000,poisson
7,5.184420108795166,2.6824903979445747,56661.21904127376,engdw,p5,3,,,,,7000,poisson
8,5.756117105484009,2.5380136840275376,57985.799435385314,engdw,p5,3,,,,,7000,poisson
9,6.328531503677368,2.403568428284949,53717.53032894899,engdw,p5,3,,,,,7000,poisson
10,6.898292064666748,2.2776437468445336,43632.86680049396,engdw,p5,3,,,,,7000,poisson
11,7.468505620956421,2.1585215651462057,38061.79062402674,engdw,p5,3,,,,,7000,poisson
12,8.037623882293701,2.0431740030811354,39736.21294596473,engdw,p5,3,,,,,7000,poisson
13,8.609580755233765,1.9357449268881235,39234.78852869718,engdw,p5,3,,,,,7000,poisson
14,9.17794680595398,1.8331995773603438,34433.424204997995,engdw,p5,3,,,,,7000,poisson
15,9.747603416442871,1.7362811642664704,24329.514492416532,engdw,p5,3,,,,,7000,poisson
16,10.317316055297852,1.6455423286724147,22087.90359379469,engdw,p5,3,,,,,7000,poisson
17,10.887299537658691,1.5594695767080353,23727.6781152979,engdw,p5,3,,,,,7000,poisson
18,11.457425117492676,1.4787694877158941,19238.456046432635,engdw,p5,3,,,,,7000,poisson
19,12.026147365570068,1.400477114506877,18919.803892923206,engdw,p5,3,,,,,7000,poisson
20,12.595595121383667,1.3275411853116865,15248.808613884199,engdw,p5,3,,,,,7000,poisson
21,13.16640329360962,1.2568303359601833,12611.142749607749,engdw,p5,3,,,,,7000,poisson
22,13.735350847244263,1.1909254801451006,12509.683027253413,engdw,p5,3,,,,,7000,poisson
23,14.303983688354492,1.1283938883262197,13965.924103883352,engdw,p5,3,,,,,7000,poisson
24,14.87389349937439,1.0692866354910031,12845.715879769607,engdw,p5,3,,,,,7000,poisson
25,15.44303584098816,1.0136887151094776,7948.987771449526,engdw,p5,3,,,,,7000,poisson
26,16.010935068130493,0.9613799596548126,8163.137309284401,engdw,p5,3,,,,,7000,poisson
27,16.579227447509766,0.9130960253563517,8701.667609344815,engdw,p5,3,,,,,7000,poisson
28,17.149796962738037,0.8657417825384124,5989.848598639918,engdw,p5,3,,,,,7000,poisson
29,17.723865270614624,0.8213288206150969,6966.154937424792,engdw,p5,3,,,,,7000,poisson
30,18.299442529678345,0.779182196898689,6281.591865194799,engdw,p5,3,,,,,7000,poisson
31,18.8743314743042,0.7387135276043537,5711.0569121171875,engdw,p5,3,,,,,7000,poisson
32,19.449235439300537,0.701024181558441,4494.513950713118,engdw,p5,3,,,,,7000,poisson
33,20.02310609817505,0.6638533707431395,4557.23855332905,engdw,p5,3,,,,,7000,poisson
34,20.597302198410034,0.6302601150835624,3412.7239300603364,engdw,p5,3,,,,,7000,poisson
35,21.17978286743164,0.597503702474596,3348.8443945928593,engdw,p5,3,,,,,7000,poisson
36,21.762240171432495,0.5676224862030602,3920.845470518592,engdw,p5,3,,,,,7000,poisson
37,22.33663034439087,0.5381769249389479,2351.0247892141774,engdw,p5,3,,,,,7000,poisson
38,22.91049289703369,0.5109282545163312,2479.1172135007964,engdw,p5,3,,,,,7000,poisson
39,23.48543667793274,0.4846198269179387,1958.280245157559,engdw,p5,3,,,,,7000,poisson
40,24.058847188949585,0.45966571345803686,1785.8408761818491,engdw,p5,3,,,,,7000,poisson
42,25.20338273048401,0.4133825176588498,1629.4525974788296,engdw,p5,3,,,,,7000,poisson
46,27.486510753631592,0.3346714920105931,1069.4963551531387,engdw,p5,3,,,,,7000,poisson
50,29.771172046661377,0.27090558788519953,663.1596061013686,engdw,p5,3,,,,,7000,poisson
55,32.620487213134766,0.20751832403076584,421.8520699592492,engdw,p5,3,,,,,7000,poisson
61,36.0409152507782,0.15158203353352612,192.6070705838699,engdw,p5,3,,,,,7000,poisson
67,39.46486282348633,0.11147040444657592,108.84194803153444,engdw,p5,3,,,,,7000,poisson
73,42.88825345039368,0.08224963374807989,47.558150145269444,engdw,p5,3,,,,,7000,poisson
81,47.43921613693237,0.05484250927720022,23.155982155697473,engdw,p5,3,,,,,7000,poisson
89,51.991347312927246,0.03662514364261919,10.416044244082274,engdw,p5,3,,,,,7000,poisson
98,57.11137914657593,0.022517378752649784,4.016867618657045,engdw,p5,3,,,,,7000,poisson
107,62.232951641082764,0.014351962855419134,1.4769054341180405,engdw,p5,3,,,,,7000,poisson
118,68.49678468704224,0.00887932273760798,0.560132685854802,engdw,p5,3,,,,,7000,poisson
130,75.32486200332642,0.006517681863993049,0.1442030954796989,engdw,p5,3,,,,,7000,poisson
143,82.71860122680664,0.005338118669077498,0.05249369485444503,engdw,p5,3,,,,,7000,poisson
157,90.67913150787354,0.00447185613168327,0.01822978936071469,engdw,p5,3,,,,,7000,poisson
172,99.21496152877808,0.0042313278661181,0.0074519036645646405,engdw,p5,3,,,,,7000,poisson
190,109.45366954803467,0.003300351252169357,0.004383202204591761,engdw,p5,3,,,,,7000,poisson
208,119.68457818031311,0.0024492489418990676,0.0008175390015314151,engdw,p5,3,,,,,7000,poisson
229,131.62867903709412,0.0017389118672977734,0.00028607171391158945,engdw,p5,3,,,,,7000,poisson
252,144.70822310447693,0.0017708412072345373,0.00040841353970830707,engdw,p5,3,,,,,7000,poisson
277,158.9594738483429,0.0016811472179927157,0.00011036824954456376,engdw,p5,3,,,,,7000,poisson
305,174.905433177948,0.0011283688682733918,3.068092149378545e-05,engdw,p5,3,,,,,7000,poisson
335,191.96602368354797,0.000518031006702174,4.768555610353021e-05,engdw,p5,3,,,,,7000,poisson
369,211.29794454574585,0.0002392403647631253,6.375997234591774e-05,engdw,p5,3,,,,,7000,poisson
406,232.33344650268555,0.00017619445981801538,7.899317953659508e-06,engdw,p5,3,,,,,7000,poisson
446,255.08996415138245,0.00016167043236928273,4.514139055983086e-06,engdw,p5,3,,,,,7000,poisson
491,280.6783068180084,0.00015801319741505927,9.199597652430706e-06,engdw,p5,3,,,,,7000,poisson
540,308.53024077415466,0.00014420469770574687,2.3160425890439468e-06,engdw,p5,3,,,,,7000,poisson
594,339.23254013061523,0.00013141954837204365,8.771749472696332e-06,engdw,p5,3,,,,,7000,poisson
653,372.7830195426941,0.0001000362552504777,1.1449564658358896e-06,engdw,p5,3,,,,,7000,poisson
718,409.73174571990967,8.568031862666431e-05,2.6058855242684347e-05,engdw,p5,3,,,,,7000,poisson
790,450.6595275402069,7.770723521720079e-05,6.306698110491866e-06,engdw,p5,3,,,,,7000,poisson
869,495.57669377326965,7.385542161239878e-05,7.699818338090302e-07,engdw,p5,3,,,,,7000,poisson
956,545.0507333278656,6.980635772055647e-05,4.044972996903684e-06,engdw,p5,3,,,,,7000,poisson
1052,599.6129312515259,6.527932106189289e-05,4.103496427737598e-07,engdw,p5,3,,,,,7000,poisson
1157,659.3327786922455,5.5748154458904457e-05,1.9828654848095715e-06,engdw,p5,3,,,,,7000,poisson
1272,724.7783422470093,5.483757777266687e-05,4.988717074601892e-07,engdw,p5,3,,,,,7000,poisson
1400,797.5789222717285,4.932583815941446e-05,2.801236098025923e-07,engdw,p5,3,,,,,7000,poisson
1539,876.644150018692,4.6741511507220035e-05,1.973100593887657e-06,engdw,p5,3,,,,,7000,poisson
1693,964.1923561096191,4.2506545652768204e-05,2.3176672231758684e-07,engdw,p5,3,,,,,7000,poisson
1863,1060.9331204891205,4.507713456044737e-05,2.512293763770301e-07,engdw,p5,3,,,,,7000,poisson
2049,1166.6913866996765,3.731738210401676e-05,2.6922936651125444e-07,engdw,p5,3,,,,,7000,poisson
2254,1283.2523608207703,3.5320995287369584e-05,3.7477773760777496e-07,engdw,p5,3,,,,,7000,poisson
2479,1411.207147359848,3.434267634615434e-05,2.4279333524867574e-07,engdw,p5,3,,,,,7000,poisson
2727,1552.0190703868866,3.183686075193442e-05,1.181013125019472e-07,engdw,p5,3,,,,,7000,poisson
3000,1707.0361206531525,3.120700825456041e-05,8.904734242456454e-08,engdw,p5,3,,,,,7000,poisson
3299,1876.8550770282745,2.786382785612099e-05,1.2241258160436355e-07,engdw,p5,3,,,,,7000,poisson
3629,2064.1877410411835,2.8077298904290722e-05,8.687760971419727e-08,engdw,p5,3,,,,,7000,poisson
3992,2270.4499950408936,2.5181256483096712e-05,7.07699842523952e-08,engdw,p5,3,,,,,7000,poisson
4391,2497.3870306015015,2.333923624455075e-05,3.8478490202413153e-08,engdw,p5,3,,,,,7000,poisson
4831,2747.401279449463,2.211846442245868e-05,4.086423730085493e-08,engdw,p5,3,,,,,7000,poisson
5314,3021.9173378944397,2.0600682923701672e-05,8.448623583806914e-08,engdw,p5,3,,,,,7000,poisson
5845,3325.3673000335693,1.9710900138239847e-05,6.80854955687859e-08,engdw,p5,3,,,,,7000,poisson
6429,3657.174664258957,1.8526652926299743e-05,2.1529901627940786e-06,engdw,p5,3,,,,,7000,poisson
7072,4023.37425160408,1.7891088078414227e-05,1.0084556354472164e-07,engdw,p5,3,,,,,7000,poisson
7779,4425.91824388504,1.662672176114166e-05,1.0431817377501658e-07,engdw,p5,3,,,,,7000,poisson
8557,4868.168845653534,1.5989645862155518e-05,9.568024573353966e-09,engdw,p5,3,,,,,7000,poisson
9413,5355.555491447449,1.4864406814436042e-05,7.545533221287442e-08,engdw,p5,3,,,,,7000,poisson
10354,5891.967753648758,1.3938771718075649e-05,7.324722849723858e-08,engdw,p5,3,,,,,7000,poisson
11389,6482.729195594788,1.3287683137537729e-05,6.563470959719248e-09,engdw,p5,3,,,,,7000,poisson
12292,7000.326231479645,1.2892726188061478e-05,1.2571680632017494e-08,engdw,p5,3,,,,,7000,poisson
0,7.286492347717285,1.8077654803065468,2.842923544649264,primesr,heat4,1,,,,,3000,heat
1,15.120151042938232,1.73038249942657,2.7830081168925527,primesr,heat4,1,,,,,3000,heat
2,22.732239723205566,2.0005848408026066,2.3992912422882755,primesr,heat4,1,,,,,3000,heat
3,30.419784545898438,1.879823141707505,3.0474228511238994,primesr,heat4,1,,,,,3000,heat
4,38.14018726348877,1.7569851998925972,2.6790052648619334,primesr,heat4,1,,,,,3000,heat
5,45.831493616104126,1.6555045039738419,2.3102930216102187,primesr,heat4,1,,,,,3000,heat
6,53.55336260795593,1.5681656896273142,2.03454741519254,primesr,heat4,1,,,,,3000,heat
7,61.2741916179657,1.4783147486361516,1.8623814889040262,primesr,heat4,1,,,,,3000,heat
8,68.97445583343506,1.3877121271749948,1.6583497392797149,primesr,heat4,1,,,,,3000,heat
9,76.68107891082764,1.3091964780601666,1.5544538041927494,primesr,heat4,1,,,,,3000,heat
10,84.37426495552063,1.2428902113734912,1.3379699537365601,primesr,heat4,1,,,,,3000,heat
11,92.10235929489136,1.1719397355595333,1.241464502841766,primesr,heat4,1,,,,,3000,heat
12,99.77404928207397,1.1133324858000528,1.1227764585541096,primesr,heat4,1,,,,,3000,heat
13,107.47403621673584,1.0564217696444933,1.0180962089898162,primesr,heat4,1,,,,,3000,heat
14,115.18086981773376,1.0041773871246722,0.9241237727044384,primesr,heat4,1,,,,,3000,heat
15,122.89149594306946,0.9592659691752317,0.830231238142585,primesr,heat4,1,,,,,3000,heat
16,130.6126959323883,0.9174016325330582,0.7707677246029637,primesr,heat4,1,,,,,3000,heat
17,138.3441104888916,0.8765889197704118,0.7289275983671825,primesr,heat4,1,,,,,3000,heat
18,146.07298350334167,0.8335960473212833,0.6380957629476625,primesr,heat4,1,,,,,3000,heat
19,153.7912905216217,0.7896627959010861,0.566133694498596,primesr,heat4,1,,,,,3000,heat
20,161.4984450340271,0.7465429895074341,0.49066253471110655,primesr,heat4,1,,,,,3000,heat
21,169.19863176345825,0.708220028339398,0.44075055955905673,primesr,heat4,1,,,,,3000,heat
22,176.91482973098755,0.6744424948762857,0.41150111230619385,primesr,heat4,1,,,,,3000,heat
23,184.62543368339539,0.6448153898307244,0.365826917949741,primesr,heat4,1,,,,,3000,heat
24,192.34565615653992,0.6160861591082812,0.34945897499404116,primesr,heat4,1,,,,,3000,heat
25,200.0612916946411,0.5852581037597213,0.319445016478625,primesr,heat4,1,,,,,3000,heat
26,207.7650740146637,0.5513646422011568,0.27408264553369666,primesr,heat4,1,,,,,3000,heat
27,215.46730732917786,0.5200042832877921,0.250379220643421,primesr,heat4,1,,,,,3000,heat
28,223.16656947135925,0.4861668938920144,0.22371801711110292,primesr,heat4,1,,,,,3000,heat
29,230.87482833862305,0.45572770270793217,0.19542432208266175,primesr,heat4,1,,,,,3000,heat
30,238.57235383987427,0.42713471289500116,0.17575029098736078,primesr,heat4,1,,,,,3000,heat
31,246.28536176681519,0.3985461007488267,0.14661970696322357,primesr,heat4,1,,,,,3000,heat
32,254.01200103759766,0.3728427282551237,0.13499855059428548,primesr,heat4,1,,,,,3000,heat
33,261.75002431869507,0.3476537116673624,0.11618788547075831,primesr,heat4,1,,,,,3000,heat
34,269.4769084453583,0.32374714009501676,0.09654594727187235,primesr,heat4,1,,,,,3000,heat
35,277.1980450153351,0.300969346379694,0.08605113674165431,primesr,heat4,1,,,,,3000,heat
36,284.9081356525421,0.2792583551858861,0.07490846789386782,primesr,heat4,1,,,,,3000,heat
37,292.61626267433167,0.25890962192010897,0.06363215216707857,primesr,heat4,1,,,,,3000,heat
38,300.3277657032013,0.24069236931074753,0.05601599454649827,primesr,heat4,1,,,,,3000,heat
39,308.0535855293274,0.22325159498223918,0.04918895507414592,primesr,heat4,1,,,,,3000,heat
40,315.78363490104675,0.20659296756210407,0.040403681046393525,primesr,heat4,1,,,,,3000,heat
42,331.2025144100189,0.17766052816739084,0.030404040659874055,primesr,heat4,1,,,,,3000,heat
46,361.9937617778778,0.13212436307023706,0.01726397311802377,primesr,heat4,1,,,,,3000,heat
50,392.82538414001465,0.09894042778761959,0.00934593720927118,primesr,heat4,1,,,,,3000,heat
55,431.28631806373596,0.06772987320286239,0.004698358080501325,primesr,heat4,1,,,,,3000,heat
61,477.41292786598206,0.042999305174403576,0.0018442531828112626,primesr,heat4,1,,,,,3000,heat
67,523.5349550247192,0.02736001966254867,0.0008104246389085382,primesr,heat4,1,,,,,3000,heat
73,569.5798170566559,0.017006965289325545,0.00034658583106917296,primesr,heat4,1,,,,,3000,heat
81,631.0050039291382,0.008683289279119915,9.018148906596064e-05,primesr,heat4,1,,,,,3000,heat
89,692.4965753555298,0.004749826483882626,3.2523877263889367e-05,primesr,heat4,1,,,,,3000,heat
98,761.5981559753418,0.002621444141767143,1.072714313779073e-05,primesr,heat4,1,,,,,3000,heat
107,830.6482427120209,0.0012229426406792372,3.3262870750652474e-06,primesr,heat4,1,,,,,3000,heat
118,915.4216270446777,0.0006062434053895696,9.70232636239096e-07,primesr,heat4,1,,,,,3000,heat
130,1007.9419522285461,0.00039142373875235276,3.511286867343332e-07,primesr,heat4,1,,,,,3000,heat
143,1108.2949891090393,0.00027670544697148194,1.4283350897046106e-07,primesr,heat4,1,,,,,3000,heat
157,1215.833642244339,0.00012894024163707295,5.2984252405527976e-08,primesr,heat4,1,,,,,3000,heat
172,1330.6878774166107,5.553044136076785e-05,1.410671891322715e-08,primesr,heat4,1,,,,,3000,heat
190,1468.3946430683136,3.641398537304834e-05,3.96950059743481e-09,primesr,heat4,1,,,,,3000,heat
208,1606.1339480876923,2.1377456248221192e-05,1.0820453711345676e-09,primesr,heat4,1,,,,,3000,heat
229,1766.700183391571,1.7746513095845646e-05,2.2001857021174586e-09,primesr,heat4,1,,,,,3000,heat
252,1942.1401472091675,1.4276996357787814e-05,1.0304369427827642e-09,primesr,heat4,1,,,,,3000,heat
277,2133.622618675232,1.0876034504903943e-05,3.5026442792743577e-10,primesr,heat4,1,,,,,3000,heat
305,2347.778174638748,8.507366004230424e-06,3.4715506049086907e-10,primesr,heat4,1,,,,,3000,heat
335,2576.470759153366,8.251901807764428e-06,2.2553745565495899e-10,primesr,heat4,1,,,,,3000,heat
369,2834.6313602924347,1.0295271544324756e-05,1.6178839827363573e-10,primesr,heat4,1,,,,,3000,heat
391,3001.448853492737,6.77554785412611e-06,2.563528987918147e-10,primesr,heat4,1,,,,,3000,heat
0,6.801574945449829,1.57029728946303,2.7349332628467895,primesr,heat4,2,,,,,3000,heat
1,13.592684030532837,1.5185631006167923,2.257468282004658,primesr,heat4,2,,,,,3000,heat
2,20.052894115447998,1.6438499961611697,1.9316261927207965,primesr,heat4,2,,,,,3000,heat
3,26.5129554271698,1.5720308997485033,2.15501627272353,primesr,heat4,2,,,,,3000,heat
4,32.97807455062866,1.4992671160584548,2.0236968660737746,primesr,heat4,2,,,,,3000,heat
5,39.448291063308716,1.4397207617438172,1.8116139053608282,primesr,heat4,2,,,,,3000,heat
6,45.96960663795471,1.3714186709034784,1.6610609132561511,primesr,heat4,2,,,,,3000,heat
7,52.491897106170654,1.2997174589633655,1.5019275820448645,primesr,heat4,2,,,,,3000,heat
8,59.01694321632385,1.227464302169857,1.4160722480153902,primesr,heat4,2,,,,,3000,heat
9,65.54784417152405,1.1682725730866912,1.212991180682807,primesr,heat4,2,,,,,3000,heat
10,72.07081365585327,1.1138545792617145,1.127492401379548,primesr,heat4,2,,,,,3000,heat
11,78.60178923606873,1.0655101567082825,0.9854029994923387,primesr,heat4,2,,,,,3000,heat
12,85.12803602218628,1.0167373545968648,0.9345211390577741,primesr,heat4,2,,,,,3000,heat
13,91.6519627571106,0.9633657891162848,0.8250171847409845,primesr,heat4,2,,,,,3000,heat
14,98.17551302909851,0.9084058914588278,0.7431716035117555,primesr,heat4,2,,,,,3000,heat
15,104.70582556724548,0.853432823082723,0.6891638958806848,primesr,heat4,2,,,,,3000,heat
16,111.23543167114258,0.8005668159354592,0.6148401996882406,primesr,heat4,2,,,,,3000,heat
17,117.75990128517151,0.7512202790150508,0.5178671839114106,primesr,heat4,2,,,,,3000,heat
18,124.28959584236145,0.7059647982369202,0.4719867377105999,primesr,heat4,2,,,,,3000,heat
19,130.8284752368927,0.6617260765056123,0.40792608085963694,primesr,heat4,2,,,,,3000,heat
20,137.3641288280487,0.6194682887363061,0.36608068370663494,primesr,heat4,2,,,,,3000,heat
21,143.89591217041016,0.5798757593979387,0.3484565476292024,primesr,heat4,2,,,,,3000,heat
22,150.43209981918335,0.5439483479877647,0.29514835911715753,primesr,heat4,2,,,,,3000,heat
23,156.96342611312866,0.5098026757511241,0.2454132495649018,primesr,heat4,2,,,,,3000,heat
24,163.50105667114258,0.4781497085282882,0.22532665069665828,primesr,heat4,2,,,,,3000,heat
25,170.0363166332245,0.44933486280106744,0.2008768607405651,primesr,heat4,2,,,,,3000,heat
26,176.56647372245789,0.4237229661796818,0.1806489671753137,primesr,heat4,2,,,,,3000,heat
27,183.10121250152588,0.3991675353407996,0.1574532092552883,primesr,heat4,2,,,,,3000,heat
28,189.6339967250824,0.37552908035804494,0.1405835630973789,primesr,heat4,2,,,,,3000,heat
29,196.16481757164001,0.35107562057128494,0.11808099452137849,primesr,heat4,2,,,,,3000,heat
30,202.69605541229248,0.3293279691760786,0.1064739827726168,primesr,heat4,2,,,,,3000,heat
31,209.23316645622253,0.30730017659725806,0.09806424649300949,primesr,heat4,2,,,,,3000,heat
32,215.77550864219666,0.28588495560339244,0.08268786507037151,primesr,heat4,2,,,,,3000,heat
33,222.31597924232483,0.2655155195316611,0.07484616333003173,primesr,heat4,2,,,,,3000,heat
34,228.8580412864685,0.24637020169233576,0.060869183648319974,primesr,heat4,2,,,,,3000,heat
35,235.39899826049805,0.22854180148480163,0.05547360160112477,primesr,heat4,2,,,,,3000,heat
36,241.94305562973022,0.21297380660189966,0.04483963403925225,primesr,heat4,2,,,,,3000,heat
37,248.48479914665222,0.1977775682503431,0.03955973375724025,primesr,heat4,2,,,,,3000,heat
38,255.0216419696808,0.18354880081819794,0.03560946319344057,primesr,heat4,2,,,,,3000,heat
39,261.5632185935974,0.17009612968596774,0.03175800102618428,primesr,heat4,2,,,,,3000,heat
40,268.10620641708374,0.15786268828498945,0.027139423691939592,primesr,heat4,2,,,,,3000,heat
42,281.16982531547546,0.1362765391971155,0.019029012791441157,primesr,heat4,2,,,,,3000,heat
46,307.2613568305969,0.1006094141821963,0.010634207881210347,primesr,heat4,2,,,,,3000,heat
50,333.3527271747589,0.07349594000909875,0.005830197849164542,primesr,heat4,2,,,,,3000,heat
55,365.95890164375305,0.04907891310470852,0.0026744029764507386,primesr,heat4,2,,,,,3000,heat
61,405.07324600219727,0.03078465923159936,0.0010110467746521916,primesr,heat4,2,,,,,3000,heat
67,444.18106341362,0.019369599420235972,0.00046555500962844456,primesr,heat4,2,,,,,3000,heat
73,483.27482986450195,0.012601662195308602,0.00019144238687886404,primesr,heat4,2,,,,,3000,heat
81,535.377162694931,0.007845651358897955,6.893007656708541e-05,primesr,heat4,2,,,,,3000,heat
89,587.4482698440552,0.004968359841931032,2.886236355110886e-05,primesr,heat4,2,,,,,3000,heat
98,646.0213992595673,0.0027288892595373,1.065333562429732e-05,primesr,heat4,2,,,,,3000,heat
107,704.572080373764,0.0014550979285943657,3.324168500503783e-06,primesr,heat4,2,,,,,3000,heat
118,776.0863146781921,0.0007214416117647374,1.017148602350436e-06,primesr,heat4,2,,,,,3000,heat
