loss,l2_error,_runtime,_timestamp,loss_boundary,step,loss_interior,time,_step
3.94516957577632e-07,0.00013381872848071378,63.71059727668762,1715522690.6445112,2.716819968906519e-08,3992,3.673487578885668e-07,59.656291007995605,89
3.3972082085041423e-07,0.00011254896845456946,69.39966034889221,1715522696.3335743,1.9542403682053266e-08,4391,3.2017841716836095e-07,65.34593653678894,90
2.9204749923982235e-07,9.337882699359646e-05,75.78965973854065,1715522702.7235737,1.3704495838544893e-08,4831,2.7834300340127744e-07,71.7357726097107,91
2.5130184215592436e-07,7.675584505423495e-05,82.76291561126709,1715522709.6968296,9.435532031484382e-09,5314,2.4186631012444e-07,78.70893621444702,92
2.1677019210112044e-07,6.306213235154713e-05,90.37409782409668,1715522717.3080118,6.4661198152841346e-09,5845,2.1030407228583632e-07,86.32134294509888,93
1.8768013302901395e-07,5.270997584560923e-05,98.7037672996521,1715522725.6376812,4.5348048084825754e-09,6429,1.8314532822053137e-07,94.6500141620636,94
1.632107200553908e-07,4.593317094773709e-05,107.93180656433105,1715522734.8657205,3.38932893344139e-09,7072,1.598213911219494e-07,103.87789750099182,95
1.4263415208687302e-07,4.250810190088745e-05,118.11021566390991,1715522745.0441296,2.801521741746963e-09,7779,1.3983263034512605e-07,114.05625343322754,96
1.2524558887568929e-07,4.160379863778181e-05,129.42566180229187,1715522756.3595757,2.5734072366656596e-09,8557,1.2267218163902362e-07,125.3724353313446,97
1.1045979290993672e-07,4.21221561912235e-05,141.847425699234,1715522768.7813396,2.5480075794034003e-09,9413,1.0791178533053332e-07,137.79356169700623,98
9.779548170824081e-08,4.312547047589618e-05,155.5005657672882,1715522782.4344797,2.609512302650443e-09,10354,9.518596940559037e-08,151.44769883155823,99
8.684246668305862e-08,4.4012199851560775e-05,170.28521990776062,1715522797.2191339,2.680243929397299e-09,11389,8.416222275366132e-08,166.23277378082275,100
7.727553071114357e-08,4.446884588539592e-05,186.76599717140198,1715522813.699911,2.714349212628989e-09,12528,7.456118149851458e-08,182.71346139907837,101
6.884727086388667e-08,4.43711016048187e-05,205.03165364265442,1715522831.9655676,2.6904096221553473e-09,13781,6.615686124173133e-08,200.9777708053589,102
6.136463640289346e-08,4.370791695121827e-05,225.02529120445251,1715522851.9592052,2.6045888697028645e-09,15159,5.876004753319059e-08,220.97126984596252,103
5.467560335645922e-08,4.253075575598416e-05,246.9977400302887,1715522873.931654,2.464324225717622e-09,16675,5.2211279130741596e-08,242.9451186656952,104
4.867019932872772e-08,4.0924434422032665e-05,271.00776386260986,1715522897.9416778,2.2833239045875304e-09,18342,4.6386875424140195e-08,266.95387983322144,105
4.3257346704976475e-08,3.898496112104691e-05,297.39040303230286,1715522924.324317,2.077181021881057e-09,20177,4.1180165683095416e-08,293.3364472389221,106
3.838085403452127e-08,3.6814725265188736e-05,326.5352849960327,1715522953.469199,1.8612867832600718e-09,22194,3.6519567251261196e-08,322.4821035861969,107
3.3985699802106456e-08,3.45044034923523e-05,358.51025223731995,1715522985.4441662,1.647957614079013e-09,24414,3.233774218802744e-08,354.456241607666,108
3.003950296069665e-08,3.213873965386858e-05,393.6692752838135,1715523020.6031892,1.4466384163980456e-09,26855,2.8592864544298607e-08,389.61598229408264,109
2.651162854442499e-08,2.9785620285239043e-05,432.3088104724884,1715523059.2427244,1.2629747359323086e-09,29540,2.5248653808492682e-08,428.2559599876404,110
2.3377991257006422e-08,2.7498842068129262e-05,475.0646159648895,1715523101.99853,1.0995575038872397e-09,32494,2.2278433753119183e-08,471.0113637447357,111
2.061802140726773e-08,2.5318754490831767e-05,521.9952549934387,1715523148.929169,9.566015588897376e-10,35744,1.9661419848377994e-08,517.9414348602295,112
1.821227964182946e-08,2.3274190824866906e-05,573.7677590847015,1715523200.701673,8.327557924012942e-10,39318,1.7379523849428165e-08,569.7134470939636,113
1.6136707097934753e-08,2.138162578932633e-05,630.613210439682,1715523257.5471244,7.256950924708902e-10,43250,1.5411012005463864e-08,626.5588726997375,114
1.4364712706082728e-08,1.9650444010189316e-05,693.2170808315277,1715523320.1509948,6.329464334466972e-10,47575,1.3731766272636032e-08,689.163079738617,115
1.286439998404556e-08,1.808308103936238e-05,761.6916563510895,1715523388.6255703,5.522148153231551e-10,52332,1.2312185168722406e-08,757.6372554302216,116
1.1599230011638741e-08,1.667635933652081e-05,836.9988305568695,1715523463.9327445,4.816078680060775e-10,57566,1.1117622143632663e-08,832.9444813728333,117
1.0531615346538873e-08,1.5424470206611738e-05,920.2464051246643,1715523547.180319,4.197756007539182e-10,63322,1.0111839745784955e-08,916.1923320293427,118
9.690590208223645e-09,1.4400357300505627e-05,1004.065685749054,1715523630.9995997,3.697403064691486e-10,69129,9.320849901754496e-09,1000.0113730430603,119
