_runtime,loss_boundary,loss,loss_interior,_step,l2_error,_timestamp,step,time
20.503846168518066,0.04121902129165128,0.0430947759991857,0.0018757547075344229,42,0.1503731280848431,1715762660.606234,46,16.76515817642212
21.780577421188354,0.036573251321987625,0.03815183106827188,0.0015785797462842554,43,0.13283224742239577,1715762661.8829653,50,18.041908979415894
23.379873752593994,0.02905330359874554,0.0308791135661244,0.0018258099673788624,44,0.1085565748983631,1715762663.4822617,55,19.64095664024353
25.29429841041565,0.025432314398145462,0.026927232854073526,0.0014949184559280627,45,0.09978751479549546,1715762665.3966863,61,21.55553674697876
27.21094250679016,0.02302373744158883,0.024526765966504948,0.0015030285249161164,46,0.09313053813835004,1715762667.3133304,67,23.472278356552124
29.12906503677368,0.02062887071327004,0.022098615884744717,0.0014697451714746753,47,0.09073296847272826,1715762669.231453,73,25.390284538269043
31.70130157470703,0.01863399423792166,0.01982260378481927,0.0011886095468976116,48,0.08746842427022276,1715762671.8036895,81,27.962544918060303
34.25735807418823,0.01635860624078509,0.01797339084738525,0.0016147846066001607,49,0.08385579464966036,1715762674.359746,89,30.51868438720703
37.13728451728821,0.01436574014891008,0.015261767487777418,0.0008960273388673374,50,0.07868881791845866,1715762677.2396724,98,33.39850735664368
40.02261924743652,0.013006048520616589,0.013848318520330052,0.0008422699997134623,51,0.07087696967614265,1715762680.1250072,107,36.28365898132324
43.5443754196167,0.010854053237556893,0.012239548997893155,0.0013854957603362614,52,0.06882287772414086,1715762683.6467633,118,39.805620431900024
47.375155210494995,0.009000630174374864,0.010755513372604008,0.0017548831982291434,53,0.06289980841029065,1715762687.477543,130,43.63640379905701
51.53949856758118,0.005406670944973827,0.006544465527291125,0.0011377945823172974,54,0.04605708077023779,1715762691.6418865,143,47.8007698059082
56.01123571395874,0.003419063404745101,0.00408125866087301,0.0006621952561279088,55,0.03678284689247903,1715762696.1136236,157,52.272576093673706
60.81749415397644,0.0011576521017464805,0.0018880318043820524,0.000730379702635572,56,0.020752820846162406,1715762700.919882,172,57.07875370979309
66.58539628982544,0.0002856385893458678,0.0005904895644994177,0.00030485097515355,57,0.01396045697204351,1715762706.6877842,190,62.84666728973389
72.36278915405273,9.833285371453692e-05,0.00023435416161985475,0.0001360213079053178,58,0.008523763064438196,1715762712.465177,208,68.62393140792847
79.12036085128784,2.7796303823300092e-05,7.576843589153306e-05,4.7972132068232965e-05,59,0.004643822089874472,1715762719.2227488,229,75.38149809837341
86.52266502380371,8.442864123282323e-06,2.755360698460194e-05,1.9110742861319616e-05,60,0.002732547907808826,1715762726.625053,252,82.78380870819092
94.56458973884583,2.767507884058652e-06,1.337746310556986e-05,1.0609955221511208e-05,61,0.001523795413429287,1715762734.6669776,277,90.8258752822876
103.58058428764343,8.406924816757189e-07,7.218584784381401e-06,6.3778923027056816e-06,62,0.0007874672834870042,1715762743.6829722,305,99.84172868728638
113.22079610824585,1.1601482164444238e-07,2.7413984693899464e-06,2.625383647745504e-06,63,0.00022004822582349592,1715762753.323184,335,109.48190426826477
124.21222424507141,3.417759105507493e-08,1.1411764006084218e-06,1.106998809553347e-06,64,0.00013599111882135902,1715762764.3146122,369,120.47327637672424
136.12683057785034,2.1693983326200822e-08,3.0844340327080595e-07,2.867494199446051e-07,65,0.00011491661113457334,1715762776.2292185,406,132.387943983078
148.99936890602112,1.432472013189611e-08,1.2280840710092272e-07,1.0848368696902662e-07,66,9.877984903111601e-05,1715762789.1017568,446,145.26046562194824
163.51866173744202,6.735962719155083e-09,6.198956343320215e-08,5.5253600714047065e-08,67,7.055635910926112e-05,1715762803.6210496,491,159.77979278564453
179.33316802978516,1.6220363395080963e-09,2.450729037700692e-08,2.288525403749882e-08,68,3.656614702828068e-05,1715762819.435556,540,175.59399390220642
196.742817401886,8.856635265893314e-10,8.544366403625322e-09,7.658702877035991e-09,69,2.7268485585831338e-05,1715762836.8452053,594,193.00391578674316
215.76333856582642,3.5981732450387426e-10,2.548941898597128e-09,2.189124574093254e-09,70,1.721647676525012e-05,1715762855.8657265,653,212.02424502372742
236.7161991596222,7.086585665014142e-11,7.731021484419483e-10,7.022362917918069e-10,71,6.992960780317912e-06,1715762876.818587,718,232.97738933563232
259.92198061943054,8.786734247935754e-12,2.592232429770963e-10,2.5043650872916053e-10,72,2.6603931688943725e-06,1715762900.0243685,790,256.18276047706604
285.36970686912537,2.86422856899029e-12,8.252661334297772e-11,7.966238477398744e-11,73,1.6721842657417273e-06,1715762925.4720948,869,281.63076877593994
313.3464779853821,1.0504059240200333e-12,1.9333596184468296e-11,1.8283190260448262e-11,74,1.0716175960723528e-06,1715762953.448866,956,309.6072590351105
344.2098391056061,4.2932340781357793e-13,6.663240662560307e-12,6.233917254746729e-12,75,6.903839165511305e-07,1715762984.312227,1052,340.4708149433136
377.94356513023376,2.846942586599973e-13,2.6264071989983912e-12,2.3417129403383937e-12,76,5.040790949676599e-07,1715763018.045953,1157,374.20452904701233
414.8416726589203,1.8156478747574693e-13,1.0027914393656013e-12,8.212266518898544e-13,77,3.8503849072208483e-07,1715763054.9440606,1272,411.1025359630585
455.92947697639465,7.300967703748258e-14,3.461386969265091e-13,2.731290198890265e-13,78,2.1905409357831256e-07,1715763096.031865,1400,452.1903100013733
500.4810857772827,2.177699309928948e-14,1.2564344581491097e-13,1.038664527156215e-13,79,9.816767584549943e-08,1715763140.5834737,1539,496.74184679985046
549.758528470993,7.270804649329265e-15,4.2845543243279064e-14,3.55747385939498e-14,80,5.455330036536567e-08,1715763189.8609164,1693,546.0193524360657
604.1712005138397,2.946767058389969e-15,1.8136090235295318e-14,1.518932317690535e-14,81,3.9798241054212614e-08,1715763244.2735884,1863,600.4321088790894
663.7046747207642,1.1943597771896209e-15,7.22105864748048e-15,6.026698870290859e-15,82,3.3051482769301777e-08,1715763303.8070626,2049,659.9655177593231
729.2977278232574,8.340020245488517e-16,3.2628580748101487e-15,2.428856050261297e-15,83,2.840055676854309e-08,1715763369.4001157,2254,725.5585134029388
801.2440052032471,7.061456385674919e-16,1.8979732695780026e-15,1.1918276310105106e-15,84,2.3783905327084184e-08,1715763441.346393,2479,797.504878282547
880.5435082912445,6.379055378706046e-16,1.2419612856784669e-15,6.040557478078621e-16,85,2.0880101747713416e-08,1715763520.6458962,2727,876.8042697906494
967.9188849925995,6.013673126906819e-16,9.465589316747396e-16,3.4519161898405774e-16,86,1.98373778655334e-08,1715763608.021273,3000,964.1797389984131
1004.0226874351501,5.918387964421996e-16,8.8402272662271e-16,2.9218393018051034e-16,87,1.979630427739724e-08,1715763644.1250753,3113,1000.2835519313812
