_timestamp,loss_boundary,loss_interior,loss,step,_step,_runtime,time,l2_error
1715766050.5988688,3.3389634574667527e-12,2.7875760488282748e-11,3.12147239457495e-11,1693,80,340.3117368221283,336.53032636642456,1.336770380424336e-06
1715766083.726876,3.3336446158023253e-12,2.7868738465509536e-11,3.120238308131186e-11,1863,81,373.4397439956665,369.6586055755615,1.334833148680001e-06
1715766119.97259,3.3274019246137006e-12,2.7860612725001934e-11,3.118801464961563e-11,2049,82,409.68545794487,405.9040982723236,1.3325615019336524e-06
1715766159.9245303,3.319986490002702e-12,2.785106257000062e-11,3.1171049060003325e-11,2254,83,449.63739824295044,445.8559489250183,1.3298633460331565e-06
1715766203.792698,3.3111541578000026e-12,2.7839754744478647e-11,3.115090890227865e-11,2479,84,493.5055658817291,489.72403287887573,1.3266460252409651e-06
1715766252.1598032,3.3004927665441835e-12,2.7826090365861792e-11,3.112658313240597e-11,2727,85,541.8726711273193,538.0914537906647,1.3227512671532136e-06
1715766305.4314728,3.2874924329653227e-12,2.7809231293462596e-11,3.1096723726427917e-11,3000,86,595.1443407535553,591.3628659248352,1.3179763661480842e-06
1715766363.7092018,3.271522849896686e-12,2.778793640337728e-11,3.1059459253273965e-11,3299,87,653.4220697879791,649.6370379924774,1.3120572357752265e-06
1715766428.1925635,3.251531294073402e-12,2.7759850588504626e-11,3.101138188257803e-11,3629,88,717.905431509018,714.1240203380585,1.304535509931762e-06
1715766498.8927827,3.226536270436088e-12,2.772147002737828e-11,3.0948006297814366e-11,3992,89,788.6056506633759,784.8242428302765,1.2948897959029433e-06
1715766576.4905548,3.1962173512248844e-12,2.7667561204300345e-11,3.0863778555525226e-11,4391,90,866.2034227848053,862.4220917224884,1.2826328007077977e-06
1715766661.7662995,3.1634804201578463e-12,2.759270158144402e-11,3.0756182001601866e-11,4831,91,951.4791674613953,947.6977906227112,1.2680196127467688e-06
1715766714.1345513,3.1476257859030705e-12,2.7541222847069996e-11,3.068884863297307e-11,5101,92,1003.8474192619324,1000.0659918785095,1.2595779791563238e-06
