_runtime,loss_boundary,step,time,_step,loss_interior,loss,_timestamp,l2_error
24.969510078430176,1.3056820733232667e-07,38,21.245048999786377,38,3.986622447790166e-07,5.292304521113433e-07,1715522554.154058,0.0003185493760649081
25.018645763397217,1.295914395963739e-07,39,21.29419255256653,39,3.987947962064064e-07,5.283862358027803e-07,1715522554.2031937,0.0003173501816813645
25.09435486793518,1.2845358226212635e-07,40,21.36989998817444,40,3.9903796650341115e-07,5.274915487655374e-07,1715522554.2789028,0.0003155227470129231
26.243480682373047,8.996185157320933e-08,42,22.51895785331726,41,4.0092194081137505e-07,4.908837923845844e-07,1715522555.4280286,0.0001995791978124228
27.2536358833313,1.2851268057676576e-08,46,23.529053211212158,42,3.2603639046957903e-07,3.3888765852725563e-07,1715522556.4381838,0.000128717609064043
27.44486975669861,1.1408420947332342e-08,50,23.72035264968872,43,3.244083213933602e-07,3.3581674234069257e-07,1715522556.6294177,0.00012073474930461064
27.63023567199707,1.1113168812163192e-08,55,23.905742645263672,44,3.237715186284578e-07,3.34884687440621e-07,1715522556.8147836,0.00011952977525502523
27.823227882385254,1.1113168812163192e-08,61,24.098750114440918,45,3.237715186284578e-07,3.34884687440621e-07,1715522557.0077758,0.00011952977525502523
28.01541233062744,1.1113168812163192e-08,67,24.290914058685303,46,3.237715186284578e-07,3.34884687440621e-07,1715522557.1999602,0.00011952977525502523
28.207629203796387,1.1113168812163192e-08,73,24.483141660690308,47,3.237715186284578e-07,3.34884687440621e-07,1715522557.392177,0.00011952977525502523
28.45939064025879,1.1113168812163192e-08,81,24.734894275665283,48,3.237715186284578e-07,3.34884687440621e-07,1715522557.6439385,0.00011952977525502523
28.710346221923828,1.1113168812163192e-08,89,24.98583221435547,49,3.237715186284578e-07,3.34884687440621e-07,1715522557.8948941,0.00011952977525502523
28.987492322921753,1.1113168812163192e-08,98,25.2629234790802,50,3.237715186284578e-07,3.34884687440621e-07,1715522558.1720402,0.00011952977525502523
29.24182963371277,1.1113168812163192e-08,107,25.517255306243896,51,3.237715186284578e-07,3.34884687440621e-07,1715522558.4263775,0.00011952977525502523
29.546472549438477,1.1113168812163192e-08,118,25.821977853775024,52,3.237715186284578e-07,3.34884687440621e-07,1715522558.7310205,0.00011952977525502523
29.883716583251953,1.1113168812163192e-08,130,26.159153938293457,53,3.237715186284578e-07,3.34884687440621e-07,1715522559.0682645,0.00011952977525502523
30.240803241729736,1.1113168812163192e-08,143,26.51629114151001,54,3.237715186284578e-07,3.34884687440621e-07,1715522559.4253511,0.00011952977525502523
30.627896308898926,1.1113168812163192e-08,157,26.903337001800537,55,3.237715186284578e-07,3.34884687440621e-07,1715522559.8124442,0.00011952977525502523
31.042622566223145,1.1113168812163192e-08,172,27.318092823028564,56,3.237715186284578e-07,3.34884687440621e-07,1715522560.2271705,0.00011952977525502523
31.55976414680481,1.1113168812163192e-08,190,27.835028886795044,57,3.237715186284578e-07,3.34884687440621e-07,1715522560.744312,0.00011952977525502523
32.11250281333923,1.1113168812163192e-08,208,28.387993097305298,58,3.237715186284578e-07,3.34884687440621e-07,1715522561.2970507,0.00011952977525502523
32.758397579193115,1.1113168812163192e-08,229,29.03385591506958,59,3.237715186284578e-07,3.34884687440621e-07,1715522561.9429455,0.00011952977525502523
33.45716953277588,1.1113168812163192e-08,252,29.732669591903687,60,3.237715186284578e-07,3.34884687440621e-07,1715522562.6417174,0.00011952977525502523
34.18331027030945,1.1113168812163192e-08,277,30.45874571800232,61,3.237715186284578e-07,3.34884687440621e-07,1715522563.3678582,0.00011952977525502523
34.98103618621826,1.1113168812163192e-08,305,31.25651240348816,62,3.237715186284578e-07,3.34884687440621e-07,1715522564.165584,0.00011952977525502523
35.80352759361267,1.1113168812163192e-08,335,32.079018115997314,63,3.237715186284578e-07,3.34884687440621e-07,1715522564.9880755,0.00011952977525502523
36.72676706314087,1.1113168812163192e-08,369,33.00226283073425,64,3.237715186284578e-07,3.34884687440621e-07,1715522565.911315,0.00011952977525502523
37.774256229400635,1.1113168812163192e-08,406,34.04974293708801,65,3.237715186284578e-07,3.34884687440621e-07,1715522566.9588041,0.00011952977525502523
38.86306142807007,1.1113168812163192e-08,446,35.13855290412903,66,3.237715186284578e-07,3.34884687440621e-07,1715522568.0476093,0.00011952977525502523
40.11930561065674,1.1113168812163192e-08,491,36.39476823806763,67,3.237715186284578e-07,3.34884687440621e-07,1715522569.3038535,0.00011952977525502523
41.476343631744385,1.1113168812163192e-08,540,37.751850843429565,68,3.237715186284578e-07,3.34884687440621e-07,1715522570.6608915,0.00011952977525502523
43.07880926132202,1.1113168812163192e-08,594,39.35430121421814,69,3.237715186284578e-07,3.34884687440621e-07,1715522572.2633572,0.00011952977525502523
44.8115074634552,1.1113168812163192e-08,653,41.0869665145874,70,3.237715186284578e-07,3.34884687440621e-07,1715522573.9960554,0.00011952977525502523
46.7737979888916,1.1113168812163192e-08,718,43.04927182197571,71,3.237715186284578e-07,3.34884687440621e-07,1715522575.958346,0.00011952977525502523
48.97981381416321,1.1113168812163192e-08,790,45.25523257255554,72,3.237715186284578e-07,3.34884687440621e-07,1715522578.1643617,0.00011952977525502523
51.207863330841064,1.1113168812163192e-08,869,47.48308610916138,73,3.237715186284578e-07,3.34884687440621e-07,1715522580.3924112,0.00011952977525502523
53.59512782096863,1.1113168812163192e-08,956,49.87049722671509,74,3.237715186284578e-07,3.34884687440621e-07,1715522582.7796757,0.00011952977525502523
56.19014620780945,1.1113168812163192e-08,1052,52.46561861038208,75,3.237715186284578e-07,3.34884687440621e-07,1715522585.374694,0.00011952977525502523
59.07502293586731,1.1113168812163192e-08,1157,55.35049772262573,76,3.237715186284578e-07,3.34884687440621e-07,1715522588.2595708,0.00011952977525502523
62.459030628204346,1.1113168812163192e-08,1272,58.73443841934204,77,3.237715186284578e-07,3.34884687440621e-07,1715522591.6435785,0.00011952977525502523
66.09897780418396,1.1113168812163192e-08,1400,62.3743851184845,78,3.237715186284578e-07,3.34884687440621e-07,1715522595.2835257,0.00011952977525502523
70.1103253364563,1.1113168812163192e-08,1539,66.38571000099182,79,3.237715186284578e-07,3.34884687440621e-07,1715522599.2948732,0.00011952977525502523
74.60234355926514,1.1113168812163192e-08,1693,70.87762522697449,80,3.237715186284578e-07,3.34884687440621e-07,1715522603.7868915,0.00011952977525502523
79.69789910316467,1.1113168812163192e-08,1863,75.97328925132751,81,3.237715186284578e-07,3.34884687440621e-07,1715522608.882447,0.00011952977525502523
85.26805806159973,1.1113168812163192e-08,2049,81.54354500770569,82,3.237715186284578e-07,3.34884687440621e-07,1715522614.452606,0.00011952977525502523
91.13737440109253,1.1113168812163192e-08,2254,87.41282391548157,83,3.237715186284578e-07,3.34884687440621e-07,1715522620.3219223,0.00011952977525502523
97.5039734840393,1.1113168812163192e-08,2479,93.779381275177,84,3.237715186284578e-07,3.34884687440621e-07,1715522626.6885214,0.00011952977525502523
104.73723721504211,1.1113168812163192e-08,2727,101.01243591308594,85,3.237715186284578e-07,3.34884687440621e-07,1715522633.921785,0.00011952977525502523
112.51045680046082,1.1113168812163192e-08,3000,108.78594160079956,86,3.237715186284578e-07,3.34884687440621e-07,1715522641.6950047,0.00011952977525502523
121.08133339881897,1.1113168812163192e-08,3299,117.35682797431946,87,3.237715186284578e-07,3.34884687440621e-07,1715522650.2658813,0.00011952977525502523
130.59042239189148,1.1113168812163192e-08,3629,126.86482501029968,88,3.237715186284578e-07,3.34884687440621e-07,1715522659.7749703,0.00011952977525502523
140.965313911438,1.1113168812163192e-08,3992,137.2405333518982,89,3.237715186284578e-07,3.34884687440621e-07,1715522670.1498618,0.00011952977525502523
152.55530261993408,1.1113168812163192e-08,4391,148.8307704925537,90,3.237715186284578e-07,3.34884687440621e-07,1715522681.7398505,0.00011952977525502523
165.34907841682434,1.1113168812163192e-08,4831,161.6245527267456,91,3.237715186284578e-07,3.34884687440621e-07,1715522694.5336263,0.00011952977525502523
179.20529222488403,1.1113168812163192e-08,5314,175.48039317131042,92,3.237715186284578e-07,3.34884687440621e-07,1715522708.3898401,0.00011952977525502523
194.58595657348633,1.1113168812163192e-08,5845,190.86139512062073,93,3.237715186284578e-07,3.34884687440621e-07,1715522723.7705045,0.00011952977525502523
211.0793058872223,1.1113168812163192e-08,6429,207.35473775863647,94,3.237715186284578e-07,3.34884687440621e-07,1715522740.2638538,0.00011952977525502523
229.2979657649994,1.1113168812163192e-08,7072,225.5730938911438,95,3.237715186284578e-07,3.34884687440621e-07,1715522758.4825137,0.00011952977525502523
249.5503957271576,1.1113168812163192e-08,7779,245.82585835456848,96,3.237715186284578e-07,3.34884687440621e-07,1715522778.7349436,0.00011952977525502523
272.06599617004395,1.1113168812163192e-08,8557,268.34110164642334,97,3.237715186284578e-07,3.34884687440621e-07,1715522801.250544,0.00011952977525502523
296.1079878807068,1.1113168812163192e-08,9413,292.38339853286743,98,3.237715186284578e-07,3.34884687440621e-07,1715522825.2925358,0.00011952977525502523
323.28242230415344,1.1113168812163192e-08,10354,319.55790734291077,99,3.237715186284578e-07,3.34884687440621e-07,1715522852.4669702,0.00011952977525502523
353.11920619010925,1.1113168812163192e-08,11389,349.3943974971771,100,3.237715186284578e-07,3.34884687440621e-07,1715522882.303754,0.00011952977525502523
385.4681932926178,1.1113168812163192e-08,12528,381.74359583854675,101,3.237715186284578e-07,3.34884687440621e-07,1715522914.6527412,0.00011952977525502523
421.65694856643677,1.1113168812163192e-08,13781,417.9322199821472,102,3.237715186284578e-07,3.34884687440621e-07,1715522950.8414965,0.00011952977525502523
460.80495142936707,1.1113168812163192e-08,15159,457.08012795448303,103,3.237715186284578e-07,3.34884687440621e-07,1715522989.9894993,0.00011952977525502523
503.9428617954254,1.1113168812163192e-08,16675,500.2182025909424,104,3.237715186284578e-07,3.34884687440621e-07,1715523033.1274097,0.00011952977525502523
551.470269203186,1.1113168812163192e-08,18342,547.7455241680145,105,3.237715186284578e-07,3.34884687440621e-07,1715523080.654817,0.00011952977525502523
604.5339851379395,1.1113168812163192e-08,20177,600.809118270874,106,3.237715186284578e-07,3.34884687440621e-07,1715523133.718533,0.00011952977525502523
661.965517282486,1.1113168812163192e-08,22194,658.2406892776489,107,3.237715186284578e-07,3.34884687440621e-07,1715523191.1500652,0.00011952977525502523
725.8509767055511,1.1113168812163192e-08,24414,722.1261310577393,108,3.237715186284578e-07,3.34884687440621e-07,1715523255.0355246,0.00011952977525502523
795.8320353031158,1.1113168812163192e-08,26855,792.1072244644165,109,3.237715186284578e-07,3.34884687440621e-07,1715523325.0165832,0.00011952977525502523
872.9695892333984,1.1113168812163192e-08,29540,869.2446875572205,110,3.237715186284578e-07,3.34884687440621e-07,1715523402.1541371,0.00011952977525502523
957.869265794754,1.1113168812163192e-08,32494,954.1444656848907,111,3.237715186284578e-07,3.34884687440621e-07,1715523487.0538137,0.00011952977525502523
1003.7315165996552,1.1113168812163192e-08,34112,1000.006733417511,112,3.237715186284578e-07,3.34884687440621e-07,1715523532.9160645,0.00011952977525502523
