l2_error,_timestamp,loss,step,_step,loss_boundary,_runtime,loss_interior,time
3.214495110959466,1715359113.5784075,32.180729392250676,16,16,20.743723220399087,5.673189640045166,11.437006171851587,1.5782437324523926
0.6207817956837901,1715359113.5828018,28.777158498917874,17,17,5.928710311736258,5.677583932876587,22.848448187181617,1.5826356410980225
1.9574264483125894,1715359113.5883038,28.474899060447658,18,18,0.2752366150744886,5.683085918426514,28.19966244537317,1.5881083011627197
1.8576981052740997,1715359113.5932906,9.602051309642752,19,19,1.7776816358557785,5.688072681427002,7.824369673786973,1.5930891036987305
3.2875265684395782,1715359113.5979922,20.076206691240344,20,20,2.089531285340901,5.692774295806885,17.986675405899444,1.5978412628173828
6.1891467733900685,1715359113.6028013,28.59381052893177,21,21,6.375307459183303,5.697583436965942,22.218503069748465,1.6026315689086914
5.130225766975039,1715359113.6073236,27.85336070181949,22,22,19.17429429416946,5.702105760574341,8.67906640765003,1.607109785079956
1.112372565646441,1715359113.6117566,24.12772923973864,23,23,12.473616978464403,5.706538677215576,11.654112261274236,1.6115636825561523
4.954648402577447,1715359113.6159594,9.88986343266432,24,24,0.697825872971241,5.7107415199279785,9.19203755969308,1.6157772541046143
2.24156149689922,1715359113.620051,26.02664774779405,25,25,11.691992169722187,5.71483302116394,14.334655578071866,1.6198770999908447
1.0604291778124664,1715359113.624249,45.727818959379654,26,26,3.282201182753343,5.719031095504761,42.445617776626314,1.6240768432617188
0.17231635318806174,1715359113.6280856,12.72202648742134,27,27,0.8376502128698192,5.722867727279663,11.88437627455152,1.6279397010803223
1.1433993184894868,1715359113.6321485,26.09126986544298,28,28,0.018298069480634144,5.726930618286133,26.07297179596235,1.6319937705993652
2.0692527659803654,1715359113.6361182,19.84637862438812,29,29,0.8404505640757624,5.730900287628174,19.005928060312357,1.6359827518463135
2.3810810304076395,1715359113.640077,16.555823415861397,30,30,2.8186229618569363,5.734859228134155,13.73720045400446,1.639946699142456
1.530414476793024,1715359113.644217,24.676519009147665,31,31,3.586504502902565,5.738999128341675,21.0900145062451,1.6440696716308594
0.9992929125967347,1715359113.6486673,17.98336372167299,32,32,1.843323865860823,5.743449449539185,16.140039855812166,1.648526668548584
1.9419115077080786,1715359113.6533275,6.5726397441607345,33,33,0.7703402543587164,5.748109579086304,5.802299489802018,1.653184413909912
1.2791149943141211,1715359113.657572,12.863156742815839,34,34,1.6643060956872442,5.752354145050049,11.198850647128594,1.6574091911315918
0.9775733099873369,1715359113.6615398,10.5678665499914,35,35,0.7576214243338645,5.756321907043457,9.810245125657536,1.6613969802856445
1.8326876074694707,1715359113.6657147,8.772946647603899,36,36,0.4848378379458208,5.7604968547821045,8.288108809658079,1.665555715560913
1.0222642500070858,1715359113.670129,15.157785666129032,37,37,1.6212384182337565,5.76491117477417,13.536547247895275,1.6699459552764893
1.7817284725508982,1715359113.6743414,6.213667026068501,38,38,1.019410525114783,5.769123554229736,5.194256500953718,1.6742041110992432
1.5160733765209464,1715359113.6791844,10.815295873072854,39,39,2.1790770264243426,5.773966550827026,8.63621884664851,1.6790428161621094
0.7432693072278882,1715359113.6833627,9.666497649509546,40,40,1.7141485303209734,5.778144836425781,7.952349119188573,1.6831870079040527
0.9009272919150368,1715359113.6915133,10.955301629658928,42,41,0.8974243844465296,5.786295413970947,10.0578772452124,1.6913120746612549
1.2323539766601745,1715359113.705315,4.717718549340241,46,42,0.11409905948823057,5.800097227096558,4.603619489852011,1.7050621509552002
0.717070987732405,1715359113.7183776,11.067852007355405,50,43,0.8756598961404328,5.813159704208374,10.192192111214972,1.7181696891784668
2.2378265764515417,1715359113.734552,6.799568988767964,55,44,3.2098635824817183,5.829334020614624,3.589705406286246,1.7343313694000244
2.715149503215457,1715359113.7556806,6.4191172953803735,61,45,1.9708680612545812,5.8504626750946045,4.448249234125792,1.7554476261138916
1.8733317406959684,1715359113.775512,5.9611121211356775,67,46,1.1923766416089403,5.870294094085693,4.768735479526737,1.7752625942230225
0.4377985538769643,1715359113.7948127,5.057640113139931,73,47,0.32788009386421196,5.889594793319702,4.729760019275719,1.7945480346679688
1.3914396630071764,1715359113.8199427,3.6960804418113713,81,48,0.5193128988056056,5.914724826812744,3.1767675430057656,1.8196556568145752
0.719721293026131,1715359113.8451166,4.402252175442262,89,49,0.8711891269154867,5.939898729324341,3.5310630485267755,1.8448922634124756
1.429073748749819,1715359113.8731773,3.343865009503876,98,50,0.8290259191050244,5.967959403991699,2.5148390903988513,1.8729736804962158
1.1001288578893351,1715359113.9012177,1.3514004949120206,107,51,0.17056349582997682,5.995999813079834,1.1808369990820438,1.9010040760040283
0.5853048325349424,1715359113.9343274,2.600622723675192,118,52,1.2405257549057604,6.029109477996826,1.3600969687694315,1.9341239929199219
1.2397643987585212,1715359113.9793093,2.461122287795115,130,53,0.520451019415125,6.07409143447876,1.94067126837999,1.9790663719177246
0.37521671984178934,1715359114.0184727,1.8450209946309089,143,54,0.7090728972044282,6.11325478553772,1.1359480974264806,2.0182394981384277
0.5494015356793388,1715359114.0628557,1.31499871606027,157,55,0.25013713577856905,6.15763783454895,1.064861580281701,2.062633991241455
0.24166631791074095,1715359114.1079388,1.2913938383080334,172,56,0.20249182708645486,6.202720880508423,1.0889020112215786,2.1077091693878174
0.8908029169265788,1715359114.1603184,0.6480021978437122,190,57,0.4122680484523973,6.25510048866272,0.23573414939131485,2.160109519958496
0.2575014186021498,1715359114.2229593,0.8538071465848693,208,58,0.2232782044492212,6.317741394042969,0.6305289421356481,2.2227725982666016
0.20449268380337424,1715359114.286585,1.1407132071087394,229,59,0.2041791799160503,6.381367206573486,0.936534027192689,2.2863948345184326
0.293697277413868,1715359114.3595512,0.33436897290852935,252,60,0.050846436001902036,6.454333305358887,0.2835225369066273,2.3590869903564453
0.21426412339176054,1715359114.4381638,0.8690930564621238,277,61,0.053955013710854156,6.532945871353149,0.8151380427512696,2.4379842281341553
0.25015315924701415,1715359114.5219293,0.7406930578291068,305,62,0.07927518930164089,6.616711378097534,0.6614178685274659,2.5217111110687256
0.23770498678903526,1715359114.6189744,0.27783657958516206,335,63,0.07061364547559972,6.713756561279297,0.20722293410956233,2.618797779083252
0.1939481275480182,1715359114.7174459,0.2526615709683615,369,64,0.0653437516034939,6.812227964401245,0.1873178193648676,2.7172887325286865
0.1231209721456999,1715359114.8341286,0.13485515210568957,406,65,0.014019731281514278,6.928910732269287,0.1208354208241753,2.8339202404022217
0.12120575475675766,1715359114.9501588,0.11834234842526595,446,66,0.010358859460574764,7.044940948486328,0.10798348896469119,2.949939727783203
0.1763001311852848,1715359115.0798795,0.07401405576507088,491,67,0.011968925320501147,7.174661636352539,0.062045130444569725,3.0796592235565186
0.11898871549255849,1715359115.2281098,0.04820326044995343,540,68,0.006111291227308599,7.3228919506073,0.04209196922264483,3.227903127670288
0.0830505728186868,1715359115.3839283,0.023133720378210453,594,69,0.006563863740428025,7.478710412979126,0.01656985663778243,3.383693218231201
0.06849208135060687,1715359115.5586016,0.01528786223108548,653,70,0.004570285073023235,7.653383731842041,0.010717577158062245,3.5584423542022705
0.04863593354906722,1715359115.746514,0.0113434672100057,718,71,0.003844334931909747,7.841296195983887,0.007499132278095952,3.7462892532348633
0.04084864157110001,1715359115.954235,0.007418355421587282,790,72,0.0030040415828561863,8.049017190933228,0.004414313838731095,3.9540371894836426
0.03861321944033885,1715359116.1890798,0.004835921255285107,869,73,0.0023054294643607355,8.283861875534058,0.0025304917909243713,4.188832998275757
0.03564589844429552,1715359116.4465137,0.0038053403946103175,956,74,0.00208392072645585,8.541295766830444,0.0017214196681544674,4.446257829666138
0.03399132519886993,1715359116.734257,0.00312161772290084,1052,75,0.001986136812568538,8.829039096832275,0.0011354809103323023,4.734058141708374
0.032898478501684196,1715359117.038779,0.0028890890409065226,1157,76,0.0018380863466110873,9.133561134338379,0.0010510026942954353,5.038570404052734
0.03143634538178564,1715359117.3642342,0.0026680393096102403,1272,77,0.001667717551347309,9.4590163230896,0.0010003217582629314,5.364006519317627
0.02974053026052281,1715359117.727771,0.0024177841668059238,1400,78,0.0014879797537160789,9.822553157806396,0.0009298044130898448,5.727542161941528
0.027333555573776164,1715359118.128968,0.002123339478459195,1539,79,0.0012544841125600142,10.223750114440918,0.0008688553658991808,6.128730773925781
0.023624784793361397,1715359118.593598,0.0017542398407109786,1693,80,0.0009303002776186427,10.688380002975464,0.0008239395630923358,6.593409776687622
0.01861183838293987,1715359119.1056008,0.0013475751289282354,1863,81,0.0005656656848606304,11.200382947921753,0.0007819094440676051,7.105374097824097
0.013462835290648125,1715359119.6371875,0.000991697822164311,2049,82,0.0002924816082585492,11.731969594955444,0.0006992162139057617,7.636986255645752
0.06632713263837049,1715359120.224785,0.005804315609173545,2254,83,0.0009430305614077032,12.319567203521729,0.0048612850477658415,8.224595308303833
0.021915297349768652,1715359120.8876934,0.004332118674402638,2479,84,0.0006891929024156186,12.982475519180298,0.00364292577198702,8.8873872756958
0.010525904362838175,1715359121.6218941,0.000812238280721707,2727,85,0.00018900070339090613,13.716676235198975,0.0006232375773308009,9.621687650680542
0.006366516988160225,1715359122.3933237,0.0003145551095589114,3000,86,5.654033967995926e-05,14.488105773925781,0.0002580147698789522,10.393112897872925
0.003554514311251567,1715359123.2381809,0.00016550933111560265,3299,87,2.0149436162889893e-05,15.332962989807129,0.00014535989495271276,11.237914800643921
0.002267163345812959,1715359124.167373,0.00010565865385291574,3629,88,7.564861399275597e-06,16.262155055999756,9.809379245364014e-05,12.167145729064941
0.0015771408194860388,1715359125.2248785,7.755599110484877e-05,3992,89,3.4291648557030223e-06,17.319660663604736,7.412682624914575e-05,13.224657773971558
0.001168308233240699,1715359126.376086,6.094408504651522e-05,4391,90,1.92067310897846e-06,18.47086811065674,5.9023411937536756e-05,14.375646591186523
0.000885653656136574,1715359127.6910238,4.920116958258099e-05,4831,91,1.208473961586489e-06,19.78580594062805,4.79926956209945e-05,15.690795421600342
0.0006834146572231393,1715359129.0794055,3.99524645333987e-05,5314,92,8.120110407415463e-07,21.174187660217285,3.914045349265715e-05,17.078166484832764
0.0005403005927782935,1715359130.6143236,3.234201608740444e-05,5845,93,5.661748207316331e-07,22.709105730056763,3.1775841266672806e-05,18.614074230194092
0.0004383815850777036,1715359132.2876053,2.6250469356537137e-05,6429,94,3.9815118235595924e-07,24.382387399673462,2.5852318174181178e-05,20.287320613861084
0.00036070845581190645,1715359134.1244354,2.165597249807344e-05,7072,95,2.751837776573103e-07,26.219217538833618,2.138078872041613e-05,22.1242036819458
0.00029977660445325364,1715359136.1776118,1.8358341532518063e-05,7779,96,1.877552227604561e-07,28.272393941879272,1.8170586309757608e-05,24.177369594573975
0.00025463280319418095,1715359138.4469788,1.6007980394040122e-05,8557,97,1.302479380585453e-07,30.54176092147827,1.5877732455981576e-05,26.446747064590454
0.00022450188357414665,1715359141.0215805,1.4267024644188097e-05,9413,98,9.531240474724603e-08,33.11636257171631,1.417171223944085e-05,29.021304845809937
0.0002069557515007756,1715359143.7971246,1.2897285519298825e-05,10354,99,7.572421457296565e-08,35.89190673828125,1.282156130472586e-05,31.795772075653076
0.0001986140214106792,1715359146.8838198,1.1762538649797284e-05,11389,100,6.592390032434429e-08,38.978601932525635,1.169661474947294e-05,34.8834707736969
0.0001962440084835231,1715359150.2517788,1.0793789894030987e-05,12528,101,6.216753175836943e-08,42.34656095504761,1.0731622362272618e-05,38.25131845474243
0.00019727941106236903,1715359153.9286232,9.95506817549908e-06,13781,102,6.199635685071966e-08,46.02340531349182,9.89307181864836e-06,41.92828941345215
0.00019984661315979534,1715359157.9884765,9.22351646268954e-06,15159,103,6.372467171864628e-08,50.083258628845215,9.159791790970893e-06,45.98820495605469
0.00020261596652376736,1715359162.4545634,8.581491595256045e-06,16675,104,6.613341487399707e-08,54.54934549331665,8.515358180382048e-06,50.45432901382446
0.00020465788022763694,1715359167.3135912,8.014870158026984e-06,18342,105,6.83227329322737e-08,59.40837335586548,7.94654742509471e-06,55.31337857246399
0.00020536249091748893,1715359172.779486,7.510681680017224e-06,20177,106,6.96662966706701e-08,64.87426805496216,7.441015383346554e-06,60.77920126914978
0.00020438126114207924,1715359178.6787024,7.058888262518608e-06,22194,107,6.9786642479857e-08,70.77348446846008,6.989101620038751e-06,66.67813897132874
0.00020158168986209515,1715359185.1331463,6.6495785896099476e-06,24414,108,6.853755038903311e-08,77.22792840003967,6.581041039220914e-06,73.13287615776062
0.0001970015136748525,1715359192.2802732,6.275255789132724e-06,26855,109,6.596224373981282e-08,84.37505531311035,6.20929354539291e-06,80.28002715110779
0.00019079259140022918,1715359200.255977,5.929112515258867e-06,29540,110,6.223853495770005e-08,92.35075902938843,5.866873980301167e-06,88.25566601753235
0.0001831767313358179,1715359208.918405,5.605629611743311e-06,32494,111,5.762244341688962e-08,101.01318717002869,5.548007168326422e-06,96.91787242889404
0.00017440863992902858,1715359218.5093687,5.300435194802057e-06,35744,112,5.239916753054406e-08,110.60415077209473,5.248036027271513e-06,106.50914025306702
0.0001647500265848066,1715359229.112243,5.0102424465726586e-06,39318,113,4.684687489869074e-08,121.20702505111694,4.963395571673968e-06,117.11195993423462
0.0001544363232390686,1715359240.6691525,4.73233399905264e-06,43250,114,4.120459898144468e-08,132.76393461227417,4.6911294000711954e-06,128.66862154006958
0.00014367943927891567,1715359253.393229,4.4648912246636255e-06,47575,115,3.5668838996832777e-08,145.48801112174988,4.429222385666793e-06,141.39294028282166
0.0001326558412320948,1715359267.4647381,4.206630450624311e-06,52332,116,3.038704545789426e-08,159.5595202445984,4.176243405166417e-06,155.46446180343628
0.00012150428336038363,1715359282.841421,3.956625994947395e-06,57566,117,2.5460582666990166e-08,174.9362030029297,3.931165412280404e-06,170.84093499183655
0.00011034446503547925,1715359299.7629204,3.714504408545245e-06,63322,118,2.0958224444305772e-08,191.8577024936676,3.6935461841009393e-06,187.7626392841339
9.926683940448996e-05,1715359318.3215225,3.4799313619560767e-06,69654,119,1.6916508125173424e-08,210.41630458831787,3.4630148538309034e-06,206.32125282287598
8.835564560235623e-05,1715359338.6832438,3.252798139497097e-06,76620,120,1.3353298396962053e-08,230.7780258655548,3.239444841100135e-06,226.6827871799469
7.770330566926786e-05,1715359361.2405326,3.0331631980905742e-06,84281,121,1.0274172937878073e-08,253.3353147506714,3.022889025152696e-06,249.2402331829071
6.741430903078333e-05,1715359385.8264778,2.8209533663930802e-06,92710,122,7.673536019777593e-09,277.9212598800659,2.813279830373303e-06,273.82623863220215
5.764035143845248e-05,1715359413.049558,2.6162742853332846e-06,101980,123,5.541592455815932e-09,305.14434003829956,2.610732692877469e-06,301.04908061027527
4.8586009121141686e-05,1715359442.7359946,2.4190333583947022e-06,112178,124,3.859990269075504e-09,334.83077669143677,2.4151733681256266e-06,330.7357232570648
4.0550520712455816e-05,1715359475.2360632,2.2291520342413494e-06,123396,125,2.6034539101115627e-09,367.33084535598755,2.226548580331238e-06,363.2355887889862
3.395756213333969e-05,1715359511.2940984,2.046455974158487e-06,135736,126,1.737479032381426e-09,403.3888804912567,2.044718495126106e-06,399.29379320144653
2.9344091241555932e-05,1715359550.9425933,1.8707277759366452e-06,149309,127,1.2180250600455509e-09,443.0373754501343,1.8695097508765998e-06,438.94206047058105
2.7154027118928127e-05,1715359594.6715908,1.701732239291506e-06,164240,128,9.911627952833074e-10,486.76637291908264,1.7007410764962228e-06,482.671288728714
2.731271732617507e-05,1715359642.5126586,1.5394435389857545e-06,180664,129,9.92727309781969e-10,534.6074407100677,1.5384508116759725e-06,530.5120685100555
2.907099467436054e-05,1715359695.883086,1.384234901482047e-06,198731,130,1.1472593778089317e-09,587.9778680801392,1.383087642104238e-06,583.882833480835
3.141534891662116e-05,1715359754.8992908,1.237111235346936e-06,218604,131,1.369666396306712e-09,646.9940729141235,1.2357415689506292e-06,642.898738861084
3.352047820159539e-05,1715359819.398138,1.099594173047668e-06,240464,132,1.5779182200068914e-09,711.4929201602936,1.098016254827661e-06,707.3975794315338
3.497440173719066e-05,1715359890.6026247,9.732462865220205e-07,264510,133,1.720994932915379e-09,782.6974067687988,9.715252915891052e-07,778.6020820140839
3.579597208309571e-05,1715359969.0313108,8.5910365697143e-07,290961,134,1.7966108386637169e-09,861.1260929107666,8.573070461327662e-07,857.0307626724243
3.5708425296917025e-05,1715360055.052391,7.713717726946345e-07,320057,135,1.8319433624201806e-09,947.147173166275,7.695398293322143e-07,943.0518071651459
3.6223389329960024e-05,1715360112.0019977,7.247980065738563e-07,339287,136,1.891414839361351e-09,1004.0967798233032,7.22906591734495e-07,1000.0014312267303
