_timestamp,loss_interior,loss_boundary,time,step,_step,_runtime,l2_error,loss
1715359148.5735378,0.18839500009874496,0.06121735113590154,3.284024715423584,20,20,7.451335906982422,0.2060531933008688,0.2496123512346465
1715359148.782853,0.07113737218866596,0.049164580669280804,3.4932258129119873,21,21,7.660650968551636,0.17584813869842805,0.12030195285794676
1715359149.0351388,0.05606923818451564,0.03883620416771168,3.7454676628112793,22,22,7.9129369258880615,0.15280732818952514,0.09490544235222731
1715359149.2780693,0.04087095723770307,0.030966713246873057,3.9885568618774414,23,23,8.155867338180542,0.1250790785074739,0.07183767048457612
1715359149.538362,0.03005523562486169,0.021235271674679417,4.248760461807251,24,24,8.416160106658936,0.09725756326212262,0.051290507299541106
1715359149.7650266,0.025825325610632152,0.013401221700351088,4.4754722118377686,25,25,8.642824649810791,0.06478399519062047,0.03922654731098324
1715359150.0299027,0.02538377464929146,0.007035674696255863,4.7403717041015625,26,26,8.907700777053833,0.04140539739539396,0.03241944934554732
1715359150.288109,0.010481448140992713,0.002839618280311483,4.998579025268555,27,27,9.165907144546509,0.026710118759932046,0.013321066421304196
1715359150.5479527,0.008462795388009791,0.0012726551911638865,5.2583301067352295,28,28,9.425750732421875,0.01563747283703563,0.009735450579173677
1715359150.853461,0.0016218767243217174,0.00043753343376112726,5.56392502784729,29,29,9.731259107589722,0.010395043657190907,0.002059410158082845
1715359151.144852,0.0002688662543491053,0.00015149674824306743,5.855301856994629,30,30,10.022650003433228,0.009077090482597422,0.0004203630025921727
1715359151.4660316,0.00014178012787015963,0.00010780156433743883,6.17649507522583,31,31,10.34382963180542,0.008907137613651826,0.00024958169220759845
1715359151.7601435,0.00011520189963406964,9.930430983543133e-05,6.4705891609191895,32,32,10.637941598892212,0.008060204497418023,0.00021450620946950099
1715359152.0826612,0.00010709909265848372,8.367109697101105e-05,6.7931413650512695,33,33,10.960459232330322,0.007053260661000083,0.00019077018962949477
1715359152.387607,0.0001022015957188666,6.599494001496908e-05,7.098062992095947,34,34,11.265405178070068,0.006248114358588547,0.00016819653573383567
1715359152.5933504,0.00010283544981862294,5.290021779071176e-05,7.303790092468262,35,35,11.471148490905762,0.0058181657809443016,0.0001557356676093347
1715359152.8913631,9.361316320285828e-05,4.529625553014102e-05,7.601837396621704,36,36,11.769161224365234,0.005478502605612575,0.0001389094187329993
1715359153.1985116,8.409372764633179e-05,4.010876072749552e-05,7.908911466598511,37,37,12.07630968093872,0.005314615725606066,0.00012420248837382731
1715359153.4059515,8.142779858744048e-05,3.705710393978895e-05,8.116432189941406,38,38,12.2837495803833,0.005241225229061273,0.00011848490252722944
1715359153.7181354,7.524118336138855e-05,3.5551678769760314e-05,8.428609848022461,39,39,12.595933437347412,0.005158278584704498,0.00011079286213114887
1715359153.9061155,6.853206961526177e-05,3.4432595635271816e-05,8.61658787727356,40,40,12.783913612365723,0.004995399236460978,0.00010296466525053359
1715359154.416487,5.7657785120445464e-05,3.139384088202006e-05,9.126942873001099,42,41,13.29428505897522,0.004688218562067898,8.905162600246552e-05
1715359155.3969736,4.21673293843165e-05,2.2549318212530274e-05,10.107415199279785,46,42,14.274771690368652,0.0038049099469882274,6.471664759684678e-05
1715359156.3990996,2.5653501148500963e-05,1.458924561854234e-05,11.109551191329956,50,43,15.276897668838501,0.003119749142643422,4.02427467670433e-05
1715359157.7780552,1.5038662949889659e-05,1.0604372172475323e-05,12.48829197883606,55,44,16.655853271484375,0.0026280934175452,2.5643035122364982e-05
1715359159.2142932,1.1172575827711574e-05,6.423732272414233e-06,13.92475938796997,61,45,18.09209132194519,0.0019954178176525513,1.7596308100125808e-05
1715359160.365404,8.075616630187949e-06,3.751995799531809e-06,15.07584285736084,67,46,19.243201971054077,0.0015281619189788504,1.1827612429719758e-05
1715359161.6576545,4.633241069935902e-06,1.9851062809481168e-06,16.368093252182007,73,47,20.535452604293823,0.0010983827120650033,6.6183473508840185e-06
1715359163.5053337,2.0576120231355423e-06,5.661659035120183e-07,18.21579122543335,81,48,22.383131742477417,0.000559349867884279,2.623777926647561e-06
1715359165.5801768,9.425630100559656e-07,1.1879432310038885e-07,20.29062056541443,89,49,24.457974910736084,0.00027280969588498966,1.0613573331563545e-06
1715359167.1209228,4.954411455724235e-07,5.000926604207675e-08,21.83137583732605,98,50,25.99872088432312,0.00018222913724448824,5.454504116145003e-07
1715359169.2159545,2.2432925978536224e-07,2.139259922126868e-08,23.926427125930786,107,51,28.09375262260437,0.00010713964817966617,2.457218590066309e-07
1715359172.4301827,8.484348798184379e-08,5.564368537836716e-09,27.140633583068848,118,52,31.30798077583313,6.275060298395031e-05,9.040785651968051e-08
1715359175.9097726,3.681222699208243e-08,4.786583622854589e-09,30.619992971420288,130,53,34.78757071495056,5.450803425536988e-05,4.159881061493702e-08
1715359179.6479363,2.7876780367986984e-08,7.041722578437306e-09,34.358057260513306,143,54,38.525734424591064,6.660172339344902e-05,3.4918502946424286e-08
1715359183.7196572,2.420012511833518e-08,1.2153987966094496e-08,38.42995524406433,157,55,42.59745526313782,8.709446188552201e-05,3.635411308442967e-08
1715359188.0800197,1.719648766536565e-08,3.813267536676711e-09,42.790459394454956,172,56,46.957817792892456,4.913285846667073e-05,2.100975520204236e-08
1715359193.1615403,1.4189331236498291e-08,2.0004004351547194e-09,47.87199664115906,190,57,52.03933835029602,3.996344394278235e-05,1.618973167165301e-08
1715359198.4079084,1.2233722461063538e-08,2.306690821681843e-09,53.11793637275696,208,58,57.285706520080566,4.2215173890249817e-05,1.454041328274538e-08
1715359204.4512873,1.045874857589442e-08,1.7860767015403684e-09,59.16164970397949,229,59,63.32908535003662,3.706992292880679e-05,1.224482527743479e-08
1715359211.0863645,9.10757223846323e-09,1.687188892174986e-09,65.79679083824158,252,60,69.9641625881195,3.6032471258367714e-05,1.0794761130638217e-08
1715359218.3499434,8.0027402501771e-09,1.2970598411591344e-09,73.0602855682373,277,61,77.22774147987366,3.167125165891742e-05,9.299800091336236e-09
1715359226.6474338,7.157336621675154e-09,1.0600703228682955e-09,81.3576271533966,305,62,85.52523183822632,2.8633980804225314e-05,8.21740694454345e-09
1715359235.2353768,6.518815563530483e-09,8.447622920129305e-10,89.94555640220642,335,63,94.11317491531372,2.5511515620862813e-05,7.363577855543414e-09
1715359245.0859795,6.006758456049486e-09,6.58501938472878e-10,99.79576373100281,369,64,103.96377754211426,2.242474002117575e-05,6.6652603945223636e-09
1715359255.5682602,5.6100940513117815e-09,5.149866273406921e-10,110.27865862846375,406,65,114.44605827331543,1.9605040377013486e-05,6.125080678652474e-09
1715359267.0320013,5.2856824366433805e-09,4.019891926931333e-10,121.74241256713867,446,66,125.90979933738708,1.7111552761686977e-05,5.6876716293365136e-09
1715359279.9197648,5.057535271873167e-09,3.204512198683974e-10,134.62985372543335,491,67,138.7975628376007,1.5060872202731395e-05,5.3779864917415645e-09
1715359293.923805,4.907801277220728e-09,2.6350439832845583e-10,148.6339602470398,540,68,152.80160307884216,1.3423811503359687e-05,5.171305675549183e-09
1715359309.509637,4.793088182414642e-09,2.121565091488719e-10,164.21971368789673,594,69,168.3874351978302,1.1991445485450464e-05,5.005244691563514e-09
1715359326.3209372,4.717958420388937e-09,1.768754025220824e-10,181.03135347366333,653,70,185.19873523712158,1.0843235456102934e-05,4.89483382291102e-09
1715359345.1542213,4.641499771246547e-09,1.427699020441699e-10,199.8643569946289,718,71,204.03201937675476,9.658170758241085e-06,4.784269673290717e-09
1715359365.7631893,4.56469738221199e-09,1.129527803557497e-10,220.4735462665558,790,72,224.64098739624023,8.520182206009962e-06,4.67765016256774e-09
1715359388.369827,4.479101098804411e-09,8.686772189509733e-11,243.08006834983826,869,73,247.24762511253357,7.4031954459072045e-06,4.565968820699508e-09
1715359413.568248,4.3823645333457585e-09,6.584451362006629e-11,268.27838683128357,956,74,272.4460461139679,6.380422477708293e-06,4.4482090469658246e-09
1715359441.360993,4.294764843171406e-09,5.333897825036301e-11,296.07136702537537,1052,75,300.2387909889221,5.6308506066153046e-06,4.348103821421769e-09
1715359471.2401772,4.203188823625727e-09,4.511083004924355e-11,325.9503171443939,1157,76,330.11797523498535,5.122106652198387e-06,4.2482996536749705e-09
1715359504.1243722,4.107900908635907e-09,3.987897278126233e-11,358.83465695381165,1272,77,363.00217032432556,4.752743808348181e-06,4.1477798814171695e-09
1715359540.69073,3.9990316752480554e-09,3.585324063382718e-11,395.40092968940735,1400,78,399.568528175354,4.508088061545359e-06,4.034884915881883e-09
1715359580.6821315,3.888123653643817e-09,3.269997171578473e-11,435.39228105545044,1539,79,439.5599296092987,4.153827133332743e-06,3.9208236253596015e-09
1715359624.858579,3.7221238390590884e-09,2.870079492435617e-11,479.56903648376465,1693,80,483.7363770008087,3.832695472616111e-06,3.750824633983444e-09
1715359673.8063507,3.607535051288297e-09,2.6179288579945265e-11,528.5165376663208,1863,81,532.6841487884521,3.6085390600111187e-06,3.633714339868242e-09
1715359727.230011,3.494451396455249e-09,2.388373365555461e-11,581.9401552677155,2049,82,586.1078090667725,3.434426222588831e-06,3.518335130110804e-09
1715359785.755684,3.3549521729898764e-09,2.1349156789113357e-11,640.4657552242279,2254,83,644.6334819793701,3.2234922979130914e-06,3.3763013297789897e-09
1715359850.2050855,3.231975138581581e-09,1.9383565921484403e-11,704.9152436256409,2479,84,709.0828835964203,3.059307337334022e-06,3.251358704503065e-09
1715359921.3706563,3.112407822530833e-09,1.7812664709763153e-11,776.0807464122772,2727,85,780.2484543323517,2.952622296056083e-06,3.130220487240596e-09
1715360000.1075668,2.995265297468661e-09,1.664715703822764e-11,854.8176102638245,3000,86,858.9853649139404,2.8738994741138223e-06,3.0119124545068888e-09
1715360086.3791735,2.9033729590260598e-09,1.597674343004599e-11,941.0893507003784,3299,87,945.2569715976715,2.8624218146783498e-06,2.9193497024561058e-09
1715360145.4308152,2.830245220283294e-09,1.5675170637852594e-11,1000.1407182216644,3504,88,1004.3086133003235,2.8741526422281486e-06,2.8459203909211466e-09
