time,_timestamp,loss,loss_interior,_runtime,_step,step,l2_error,loss_boundary
114.0378646850586,1715441661.360453,2.4054902937653446e-06,2.1102986870443828e-06,118.78515100479126,58,208,0.0003992878848905699,2.951916067209618e-07
114.77034664154053,1715441662.092919,2.4054902937653446e-06,2.1102986870443828e-06,119.51761722564697,59,229,0.0003992878848905699,2.951916067209618e-07
115.5741400718689,1715441662.896721,2.4054902937653446e-06,2.1102986870443828e-06,120.32141900062561,60,252,0.0003992878848905699,2.951916067209618e-07
116.44788312911987,1715441663.770464,2.4054902937653446e-06,2.1102986870443828e-06,121.19516205787659,61,277,0.0003992878848905699,2.951916067209618e-07
117.42606592178345,1715441664.7487,2.4054902937653446e-06,2.1102986870443828e-06,122.1733980178833,62,305,0.0003992878848905699,2.951916067209618e-07
118.47402787208557,1715441665.7966132,2.4054902937653446e-06,2.1102986870443828e-06,123.22131133079529,63,335,0.0003992878848905699,2.951916067209618e-07
119.66308927536011,1715441666.9858534,2.4054902937653446e-06,2.1102986870443828e-06,124.41055154800415,64,369,0.0003992878848905699,2.951916067209618e-07
120.95069622993469,1715441668.2732651,2.4054902937653446e-06,2.1102986870443828e-06,125.69796323776245,65,406,0.0003992878848905699,2.951916067209618e-07
122.33715724945068,1715441669.6597157,2.4054902937653446e-06,2.1102986870443828e-06,127.08441376686096,66,446,0.0003992878848905699,2.951916067209618e-07
125.1380443572998,1715441672.4870892,2.4054902937653446e-06,2.1102986870443828e-06,129.91178727149963,67,491,0.0003992878848905699,2.951916067209618e-07
129.5318067073822,1715441676.8821855,2.4054902937653446e-06,2.1102986870443828e-06,134.3068835735321,68,540,0.0003992878848905699,2.951916067209618e-07
134.3818278312683,1715441681.7307956,2.4054902937653446e-06,2.1102986870443828e-06,139.1554937362671,69,594,0.0003992878848905699,2.951916067209618e-07
139.6734631061554,1715441687.022469,2.4054902937653446e-06,2.1102986870443828e-06,144.44716715812683,70,653,0.0003992878848905699,2.951916067209618e-07
145.24801683425903,1715441692.570833,2.4054902937653446e-06,2.1102986870443828e-06,149.99553108215332,71,718,0.0003992878848905699,2.951916067209618e-07
147.76207160949707,1715441695.08463,2.4054902937653446e-06,2.1102986870443828e-06,152.50932812690735,72,790,0.0003992878848905699,2.951916067209618e-07
150.5003445148468,1715441697.8229077,2.4054902937653446e-06,2.1102986870443828e-06,155.24760580062866,73,869,0.0003992878848905699,2.951916067209618e-07
153.51264762878418,1715441700.8352194,2.4054902937653446e-06,2.1102986870443828e-06,158.2599174976349,74,956,0.0003992878848905699,2.951916067209618e-07
156.83660507202148,1715441704.1592138,2.4054902937653446e-06,2.1102986870443828e-06,161.58391189575195,75,1052,0.0003992878848905699,2.951916067209618e-07
160.47122502326965,1715441707.7937968,2.4054902937653446e-06,2.1102986870443828e-06,165.21849489212036,76,1157,0.0003992878848905699,2.951916067209618e-07
164.45945191383362,1715441711.782103,2.4054902937653446e-06,2.1102986870443828e-06,169.20680117607117,77,1272,0.0003992878848905699,2.951916067209618e-07
173.2464473247528,1715441720.595712,2.4054902937653446e-06,2.1102986870443828e-06,178.02041006088257,78,1400,0.0003992878848905699,2.951916067209618e-07
185.66279101371765,1715441733.011779,2.4054902937653446e-06,2.1102986870443828e-06,190.43647718429565,79,1539,0.0003992878848905699,2.951916067209618e-07
199.39353704452515,1715441746.7425146,2.4054902937653446e-06,2.1102986870443828e-06,204.16721272468567,80,1693,0.0003992878848905699,2.951916067209618e-07
214.5555922985077,1715441761.9060042,2.4054902937653446e-06,2.1102986870443828e-06,219.3307023048401,81,1863,0.0003992878848905699,2.951916067209618e-07
231.16044282913208,1715441778.5110607,2.4054902937653446e-06,2.1102986870443828e-06,235.93575882911682,82,2049,0.0003992878848905699,2.951916067209618e-07
249.4390149116516,1715441796.789381,2.4054902937653446e-06,2.1102986870443828e-06,254.21407914161682,83,2254,0.0003992878848905699,2.951916067209618e-07
269.48344373703003,1715441816.8327138,2.4054902937653446e-06,2.1102986870443828e-06,274.2574119567871,84,2479,0.0003992878848905699,2.951916067209618e-07
291.57627272605896,1715441838.9266996,2.4054902937653446e-06,2.1102986870443828e-06,296.35139775276184,85,2727,0.0003992878848905699,2.951916067209618e-07
315.99305725097656,1715441863.342317,2.4054902937653446e-06,2.1102986870443828e-06,320.76701521873474,86,3000,0.0003992878848905699,2.951916067209618e-07
338.81884026527405,1715441886.1417284,2.4054902937653446e-06,2.1102986870443828e-06,343.5664265155792,87,3299,0.0003992878848905699,2.951916067209618e-07
350.2652063369751,1715441897.587776,2.4054902937653446e-06,2.1102986870443828e-06,355.0124740600586,88,3629,0.0003992878848905699,2.951916067209618e-07
369.4555172920227,1715441916.7784095,2.4054902937653446e-06,2.1102986870443828e-06,374.2031075954437,89,3992,0.0003992878848905699,2.951916067209618e-07
390.6646537780762,1715441938.0136828,2.4054902937653446e-06,2.1102986870443828e-06,395.4383809566498,90,4391,0.0003992878848905699,2.951916067209618e-07
429.8810453414917,1715441977.2303827,2.4054902937653446e-06,2.1102986870443828e-06,434.6550807952881,91,4831,0.0003992878848905699,2.951916067209618e-07
472.9013602733612,1715442020.2506392,2.4054902937653446e-06,2.1102986870443828e-06,477.6753373146057,92,5314,0.0003992878848905699,2.951916067209618e-07
520.167718410492,1715442067.5170531,2.4054902937653446e-06,2.1102986870443828e-06,524.941751241684,93,5845,0.0003992878848905699,2.951916067209618e-07
572.1857855319977,1715442119.5365584,2.4054902937653446e-06,2.1102986870443828e-06,576.9612565040588,94,6429,0.0003992878848905699,2.951916067209618e-07
629.4529728889465,1715442176.802283,2.4054902937653446e-06,2.1102986870443828e-06,634.2269811630249,95,7072,0.0003992878848905699,2.951916067209618e-07
692.4175016880035,1715442239.7668111,2.4054902937653446e-06,2.1102986870443828e-06,697.1915092468262,96,7779,0.0003992878848905699,2.951916067209618e-07
761.7535746097565,1715442309.1028514,2.4054902937653446e-06,2.1102986870443828e-06,766.5275495052338,97,8557,0.0003992878848905699,2.951916067209618e-07
837.9859933853149,1715442385.3366256,2.4054902937653446e-06,2.1102986870443828e-06,842.7613236904144,98,9413,0.0003992878848905699,2.951916067209618e-07
