_runtime,loss_boundary,step,time,_step,l2_error,_timestamp,loss_interior,loss
52.26324820518494,7.852989221777275e-06,39,48.59192609786987,39,0.002373303470947048,1715441413.150329,5.118034697828323e-06,1.2971023919605598e-05
53.20794200897217,7.320429617639334e-06,40,49.53663682937622,40,0.002276303947736512,1715441414.095023,5.018701173710684e-06,1.2339130791350018e-05
55.765488147735596,6.187480672196108e-06,42,52.094183921813965,41,0.002076849819082321,1715441416.652569,4.860315743492836e-06,1.1047796415688944e-05
61.18015265464783,3.823700909754255e-06,46,57.50760841369629,42,0.0016398645317390733,1715441422.0672336,4.580450191718584e-06,8.404151101472839e-06
68.68434453010559,1.9857660592861264e-06,50,65.01272964477539,43,0.001208546893744503,1715441429.5714254,2.7680677341217308e-06,4.753833793407858e-06
74.29314303398132,8.882011753730781e-07,55,70.62183380126953,44,0.0007962150940108843,1715441435.180224,2.3745166865626938e-06,3.262717861935772e-06
82.45051336288452,3.400043027471501e-07,61,78.7791805267334,45,0.0004590717017897585,1715441443.3375943,1.7668546312858682e-06,2.106858934033018e-06
93.7162709236145,1.5430666765688198e-07,67,90.04486322402954,46,0.00033968310786391216,1715441454.6033518,9.460085045901181e-07,1.1003151722470002e-06
102.69621968269348,1.2114670561157852e-07,73,99.02460861206055,47,0.00033666826163668387,1715441463.5833006,7.186816198106842e-07,8.398283254222628e-07
119.74070739746094,6.760543608671055e-08,81,116.06935930252075,48,0.00023206415956423463,1715441480.6277883,3.014448983887515e-07,3.6905033447546207e-07
133.5022222995758,5.0793032492146875e-08,89,129.83059859275818,49,0.00017065157633134885,1715441494.3893032,1.5583429101052543e-07,2.066273235026723e-07
149.64486694335938,4.266673201889041e-08,98,145.9734320640564,50,0.00016889821164441687,1715441510.5319479,9.041321883634918e-08,1.3307995085523959e-07
167.43186211585999,3.594903003974831e-08,107,163.7605218887329,51,0.0001560395766488529,1715441528.318943,4.873611950847056e-08,8.468514954821887e-08
188.4996361732483,3.518298154381312e-08,118,184.8279767036438,52,0.00013985648458927298,1715441549.386717,2.8390923123377824e-08,6.357390466719094e-08
209.48657846450806,3.457579321037957e-08,130,205.8152370452881,53,0.00014480512967343274,1715441570.3736594,1.1763153966488335e-08,4.6338947176867906e-08
232.14550375938416,3.322668070959971e-08,143,228.47397303581238,54,0.00014122638068531296,1715441593.0325847,7.758623473782847e-09,4.098530418338256e-08
254.63578605651855,3.231146099814616e-08,157,250.96438360214233,55,0.00014053572321525652,1715441615.522867,5.516100878159824e-09,3.7827561876305984e-08
283.20880579948425,3.055928457263351e-08,172,279.5374541282654,56,0.00013670422061274216,1715441644.0958867,4.344162076254445e-09,3.4903446648887954e-08
320.72036623954773,2.81073933955439e-08,190,317.0487792491913,57,0.00013141239897035328,1715441681.6074471,3.0598585521576814e-09,3.116725194770158e-08
359.70568776130676,2.4951804246954482e-08,208,356.0342228412628,58,0.00012650087992534923,1715441720.5927687,2.088271069879109e-09,2.704007531683359e-08
396.5228135585785,2.0892137451614773e-08,229,392.85118293762207,59,0.00011825322639778148,1715441757.4098945,1.4324203312459114e-09,2.2324557782860683e-08
451.59236001968384,1.6812459079669546e-08,252,447.92102909088135,60,0.0001076428047371688,1715441812.479441,9.72827633069452e-10,1.7785286712739e-08
517.8296639919281,1.2001414624842026e-08,277,514.1579945087433,61,9.24428743269561e-05,1715441878.716745,6.128575030081838e-10,1.261427212785021e-08
598.3167107105255,7.555098226379412e-09,305,594.645072221756,62,7.230978737599631e-05,1715441959.2037916,4.965500013549087e-10,8.05164822773432e-09
695.573281288147,4.518395596100289e-09,335,691.9016571044922,63,5.554065376509891e-05,1715442056.4603622,4.715871158792552e-10,4.9899827119795446e-09
817.8959674835205,2.6827761779911423e-09,369,814.2243204116821,64,4.2633756052618796e-05,1715442178.7830484,3.8188452283008504e-10,3.0646607008212272e-09
958.6678574085236,1.6115214172278088e-09,406,954.9962434768677,65,3.239086307574602e-05,1715442319.5549383,2.9640709370416077e-10,1.9079285109319693e-09
1004.2961394786835,1.3859475552772558e-09,418,1000.6245124340057,66,2.9677116264156472e-05,1715442365.1832204,2.739609406389123e-10,1.659908495916168e-09
