time,_runtime,step,l2_error,_timestamp,loss_interior,_step,loss_boundary,loss
193.73243689537048,197.6326196193695,15159,0.005768093195781069,1715517500.5212247,0.0008064340339989603,103,6.014258664303115e-05,0.0008665766206419914
212.87838649749756,216.77869415283203,16675,0.009064965296305336,1715517519.6672993,0.006322990084634046,104,7.751547281990349e-05,0.006400505557453949
233.93205165863037,237.8324418067932,18342,0.00920364025356653,1715517540.721047,0.0014846641573847499,105,4.2562792383312085e-05,0.001527226949768062
257.09892320632935,260.99931168556213,20177,0.007547535280686308,1715517563.8879168,0.0013488749323668572,106,2.226276447451414e-05,0.0013711376968413714
282.5496108531952,286.4474067687988,22194,0.004559389404615504,1715517589.336012,0.0015424559888315439,107,5.875939422487373e-05,0.0016012153830564175
310.5857639312744,314.48585271835327,24414,0.003354948577529272,1715517617.3744578,0.00017385877689621385,108,1.740279993949187e-05,0.00019126157683570572
341.4019386768341,345.30056619644165,26855,0.003994310591136036,1715517648.1891713,0.000880832583800333,109,2.0311637926616733e-05,0.0009011442217269497
375.27574133872986,379.17605686187744,29540,0.007446256916481195,1715517682.064662,0.004617049179427424,110,2.0822480805963682e-05,0.004637871660233388
412.5714702606201,416.4696271419525,32494,0.0029715791979209763,1715517719.3582323,0.00027569027028027606,111,1.0355077686369629e-05,0.0002860453479666457
453.5987162590027,457.49899792671204,35744,0.003277419341777849,1715517760.387603,0.0012924806934888101,112,7.988115106969289e-06,0.0013004688085957795
498.7341151237488,502.63456773757935,39318,0.0030464196887147028,1715517805.5231729,0.0006803020160514183,113,8.483856634105202e-06,0.0006887858726855235
548.4094250202179,552.3089210987091,43250,0.003876491526214506,1715517855.1975262,0.0009894356660210594,114,8.569187505279399e-06,0.0009980048535263388
602.9672560691833,606.867538690567,47575,0.004310417973874599,1715517909.7561438,0.00046793452030202643,115,1.2578838732035314e-05,0.00048051335903406177
663.0129268169403,666.9132099151611,52332,0.004310180340925798,1715517969.801815,4.404434575919564e-05,116,2.0460497687983657e-05,6.450484344717929e-05
729.0597641468048,732.960283279419,57566,0.001527276737044865,1715518035.8488884,8.790354283096308e-05,117,4.569187170704363e-06,9.247273000166745e-05
801.6863102912903,805.5870585441589,63322,0.0021960648242672926,1715518108.4756637,0.0010912496906310895,118,3.3002541326856677e-06,0.0010945499447637752
881.5674657821655,885.4676232337952,69654,0.0028687779562433626,1715518188.3562284,0.00020936706944207808,119,3.299047577188939e-06,0.00021266611701926702
969.5107252597809,973.4109108448029,76620,0.0022569482182563257,1715518276.299516,0.005114921963698679,120,4.995378296262788e-06,0.005119917341994942
1000.010675907135,1003.9071881771088,79038,0.0008540493017808828,1715518306.7957933,2.9209845083963377e-05,121,6.958898142969265e-07,2.9905734898260304e-05
