loss_boundary,step,_step,_timestamp,loss,_runtime,time,l2_error,loss_interior
0.004055179010242898,0,0,1715438822.4542792,49.67380864958415,6.0988852977752686,1.987480640411377,0.8802133912863245,49.66975347057391
0.7429356752438764,1,1,1715438823.3200827,43.908452526386974,6.964688777923584,3.2217724323272705,0.5406977964160249,43.165516851143096
0.3589864803057434,2,2,1715438824.198391,32.30078441143476,7.842997074127197,4.100030183792114,1.7043480912085405,31.941797931129017
2.2704592469206717,3,3,1715438825.0652652,15.4403421106066,8.709871292114258,4.966902256011963,1.4076902423686957,13.16988286368593
1.7352887661836325,4,4,1715438825.944397,11.961354048516618,9.589003086090088,5.844738245010376,1.1534785291126437,10.226065282332986
1.268497180011918,5,5,1715438826.8139215,9.919519063161259,10.458527565002441,6.715443849563599,1.338057979315857,8.65102188314934
1.5448990080574536,6,6,1715438827.677803,8.414799452967364,11.32240915298462,7.579265117645264,1.1794755210622556,6.86990044490991
1.289676226724595,7,7,1715438828.541137,7.189314153141703,12.1857430934906,8.44265079498291,1.3189919607073177,5.899637926417109
1.448344808634944,8,8,1715438829.4180515,6.322701005160232,13.062657594680786,9.319594860076904,1.0941765156978966,4.874356196525287
1.113110998717303,9,9,1715438830.2903144,5.567160569620423,13.9349205493927,10.19174599647522,1.1969997935577141,4.45404957090312
1.226912653536036,10,10,1715438831.1653683,4.9000138635645,14.809974431991577,11.066785097122192,1.0827100223192998,3.6731012100284643
1.062236635857367,11,11,1715438832.0155244,4.463079325756969,15.660130500793457,11.917063236236572,1.1006338519536432,3.4008426898996023
1.0513543330547126,12,12,1715438832.8745103,4.054960101428056,16.519116401672363,12.776048421859741,1.020023474215802,3.003605768373343
0.9437149404733951,13,13,1715438833.7415352,3.8022001306770212,17.386141300201416,13.642973899841309,1.0065676929469363,2.858485190203626
0.8861272053718378,14,14,1715438834.6040444,3.4560529985288824,18.248650550842285,14.505601167678833,0.9393334087741864,2.5699257931570445
0.8061504498561085,15,15,1715438835.4782913,3.2597332989710877,19.122897386550903,15.379454851150513,0.8813367555352091,2.453582849114979
0.6972432224064868,16,16,1715438836.3459182,2.8364683498972982,19.990524291992188,16.247387170791626,0.8319920746205676,2.1392251274908114
0.6437522742142295,17,17,1715438837.2174456,2.617285408056566,20.862051725387573,17.119102001190186,0.6421178588829571,1.9735331338423368
0.326983258986166,18,18,1715438838.0932896,1.396634730363402,21.737895727157593,17.994770765304565,0.5308451617758319,1.0696514713772358
0.25875803657712,19,19,1715438838.9611535,0.933344545997514,22.605759620666504,18.862666845321655,0.49471674517000225,0.6745865094203941
