loss_boundary,step,_step,_timestamp,loss,_runtime,time,l2_error,loss_interior
0.23216695280895763,20,20,1715438839.8441215,0.8105757925320114,23.488727569580078,19.74572253227234,0.49215986165710246,0.5784088397230538
0.215626936089904,21,21,1715438840.7061903,0.6906610839031927,24.350796461105347,20.607181310653687,0.4448376200747416,0.4750341478132887
0.18794480621555973,22,22,1715438841.578638,0.5802460727385697,25.223244190216064,21.480175256729126,0.44526850621284547,0.39230126652300995
0.18527993056424374,23,23,1715438842.4233227,0.5389307566232255,26.067928791046143,22.32486629486084,0.42163189519720784,0.35365082605898185
0.1682960080449455,24,24,1715438843.3098247,0.5043453894190181,26.95443081855774,23.211318016052246,0.4208056563538224,0.3360493813740726
0.16532373409608084,25,25,1715438844.1737556,0.4794950370562372,27.81836175918579,24.075258255004883,0.3861452667784063,0.3141713029601564
0.14091964396159132,26,26,1715438845.0423124,0.435733605040466,28.68691849708557,24.943724393844604,0.3887102024831471,0.2948139610788747
0.1398015466588935,27,27,1715438845.909848,0.4105721204590095,29.55445408821106,25.81129550933838,0.3575183486233794,0.270770573800116
0.12054845336923012,28,28,1715438846.7804997,0.383888204869719,30.425105810165405,26.681923389434814,0.3612399122360995,0.2633397515004889
0.11999732862075352,29,29,1715438847.6358967,0.36189818031279875,31.280502796173096,27.537384271621704,0.3336888315288041,0.2419008516920452
0.10452263445065775,30,30,1715438848.500502,0.34035218746556334,32.145108222961426,28.40195894241333,0.33753951051462966,0.2358295530149056
0.104126992323567,31,31,1715438849.3484068,0.3245975865626262,32.99301290512085,29.249950408935547,0.31419305077511006,0.2204705942390592
0.09177516379928399,32,32,1715438850.20286,0.3047926330585027,33.847466230392456,30.10452365875244,0.3175959192877073,0.2130174692592187
0.09138210648792536,33,33,1715438851.0554857,0.29431287851971066,34.70009183883667,30.956923246383667,0.2784040363191756,0.20293077203178533
0.0717181931943261,34,34,1715438851.8979049,0.2692002513527183,35.542510986328125,31.799461603164673,0.29128304535586225,0.19748205815839218
0.07393421340876861,35,35,1715438852.7752144,0.24974284355166654,36.41982054710388,32.67675995826721,0.2678348847278724,0.1758086301428979
0.06523955214748664,36,36,1715438853.6433697,0.24090926401347396,37.287975788116455,33.54491424560547,0.2758019669651995,0.17566971186598732
0.06607744121480491,37,37,1715438854.5025437,0.23052368992151642,38.14714980125427,34.40420842170715,0.24113300210693075,0.1644462487067115
0.0529510910747903,38,38,1715438855.3676434,0.21639300706030382,39.01224946975708,35.268941164016724,0.25427446704288587,0.16344191598551353
0.054632622409041175,39,39,1715438856.218063,0.20056158450191336,39.862669229507446,36.11962175369263,0.23353780753125108,0.14592896209287218
0.048420460312062055,40,40,1715438857.0722525,0.1935168711623627,40.71685862541199,36.97377800941467,0.24092229557610106,0.14509641085030067
0.03376564854075239,42,41,1715438858.7975821,0.17153871318903427,42.44218826293945,38.69904613494873,0.20727685157979303,0.13777306464828187
0.03198862030997925,46,42,1715438862.2607288,0.13985359773400102,45.90533494949341,42.16209363937378,0.1879348343091234,0.10786497742402176
0.009683651926367214,50,43,1715438865.66472,0.06091749113973083,49.309326171875,45.56611227989197,0.1271225959224916,0.051233839213363615
0.007866993819516981,55,44,1715438869.932755,0.047230260061239634,53.57736110687256,49.83439493179321,0.09269774237893257,0.03936326624172266
0.00701267443597215,61,45,1715438875.057081,0.03915818831009125,58.70168709754944,54.95862412452698,0.07622331569226784,0.0321455138741191
0.006694293285185377,67,46,1715438880.1577992,0.03317314127188141,63.80240535736084,60.05908012390137,0.08500953320881276,0.026478847986696034
0.006508720818243515,73,47,1715438885.2996945,0.02980491358918633,68.9443006515503,65.20079374313354,0.08314883633703489,0.023296192770942817
0.006479245947450372,81,48,1715438892.1127198,0.028701479961205954,75.75732588768005,72.01432394981384,0.08084506953853755,0.02222223401375558
0.006067464039562185,89,49,1715438898.9924464,0.02240910917667983,82.63705253601074,78.89397835731506,0.07988034263889589,0.016341645137117645
0.0054010700123791645,98,50,1715438906.7518477,0.01628006020610397,90.39645385742188,86.6531982421875,0.075714260276217,0.010878990193724805
0.005367614313104393,107,51,1715438914.5321121,0.01584807302768681,98.17671823501587,94.43358278274536,0.07427960012720704,0.010480458714582417
0.005315575219349601,118,52,1715438923.96461,0.015378906650988095,107.60921621322632,103.86626553535461,0.07510462016600968,0.010063331431638494
0.005065014981381521,130,53,1715438934.239651,0.013079349761457065,117.88425707817078,114.14099550247192,0.07668548964962682,0.008014334780075544
0.005025910163760511,143,54,1715438945.4157257,0.0127039847603384,129.06033182144165,125.31693077087402,0.07303107099057486,0.007678074596577889
0.004815565213345305,157,55,1715438957.4947784,0.01085578047413375,141.13938450813293,137.39640188217163,0.07204995410452988,0.006040215260788445
0.004668878796229523,172,56,1715438970.2612362,0.009660745062192439,153.90584230422974,150.16269254684448,0.069678522281108,0.004991866265962916
0.004569098382550777,190,57,1715438985.6100981,0.008770731294856362,169.25470423698425,165.5110855102539,0.07159381130088042,0.004201632912305584
0.00449072372938086,208,58,1715439001.0456934,0.008226862665642936,184.6902995109558,180.9473111629486,0.06839478818265035,0.003736138936262076
0.004473707176956802,229,59,1715439018.989803,0.008088540598741647,202.63440918922424,198.89121007919312,0.06852218497471649,0.0036148334217848445
0.004132152064062209,252,60,1715439038.787752,0.005970583562498406,222.43235802650452,218.6894063949585,0.06491783842175308,0.0018384314984361972
0.0038859116070818944,277,61,1715439060.2903688,0.004921260167244909,243.93497490882874,240.19165086746216,0.06594685830831655,0.0010353485601630147
0.0037984496848077636,305,62,1715439084.27982,0.004651447932577609,267.9244260787964,264.18128299713135,0.06197204215827486,0.0008529982477698458
0.003756510632161855,335,63,1715439109.89757,0.004542449360114929,293.5421760082245,289.79887342453003,0.06090647021474785,0.0007859387279530739
0.003749770421675602,369,64,1715439139.11622,0.004525173196329332,322.76082611083984,319.01778650283813,0.06084120359678892,0.0007754027746537298
0.0037414843191625503,406,65,1715439170.9466262,0.004506919583377463,354.5912322998047,350.8477306365967,0.06092588856668426,0.0007654352642149132
0.0037336986282260915,446,66,1715439205.2408943,0.004487637874469056,388.8855004310608,385.14199137687683,0.06094775451554319,0.0007539392462429645
0.003526790743369144,491,67,1715439243.7388477,0.004048496387212269,427.3834538459778,423.64036870002747,0.05889821074932492,0.0005217056438431246
0.003370421631541909,540,68,1715439285.6455488,0.003790538264225078,469.29015493392944,465.54667353630066,0.057597209263301585,0.00042011663268316926
0.003316739736470694,594,69,1715439332.1081593,0.0037021145616402164,515.752765417099,512.0095062255859,0.05689299234889486,0.00038537482516952235
0.003159477673993998,653,70,1715439382.5688696,0.003484336022289369,566.2134757041931,562.4701173305511,0.05561345215324464,0.0003248583482953709
0.002998793098157364,718,71,1715439438.263653,0.00327465916824265,621.9082591533661,618.164998292923,0.054080121978159555,0.00027586607008528576
0.0028943229465493324,790,72,1715439499.76954,0.003146273394350224,683.4141461849213,679.6706454753876,0.05316242219187874,0.0002519504478008919
0.0028180074579755017,869,73,1715439567.2634144,0.0030509335320733424,750.9080204963684,747.1644887924194,0.05247094785794878,0.0002329260740978406
0.002709238538213754,956,74,1715439641.7676396,0.0029201943519800403,825.4122457504272,821.6688556671143,0.05147305418734903,0.00021095581376628635
0.0026262397603474203,1052,75,1715439723.8644829,0.0028243770953185767,907.5090889930725,903.7657325267792,0.05072659733458982,0.00019813733497115623
0.0024875917288408912,1157,76,1715439813.8240888,0.0026673083987000927,997.4686949253082,993.7252798080444,0.049434257314128295,0.00017971666985920127
0.002460024611451396,1165,77,1715439820.7298837,0.0026365255671505355,1004.3744897842407,1000.6309525966644,0.049100770737371124,0.00017650095569913944
