step,time,l2_error,loss,_runtime,_timestamp,loss_interior,_step,loss_boundary
50,2.362264633178711,0.22775011090925237,0.6125349691290619,6.431901454925537,1715435605.5756054,0.5466941893593477,43,0.06584077976971427
55,2.4331202507019043,0.2166017208551285,0.3001799462942249,6.502688407897949,1715435605.6463923,0.25832985370912454,44,0.04185009258510036
61,2.5153794288635254,0.20038442096693107,0.2274496383767321,6.585488319396973,1715435605.7291923,0.18474542272476832,45,0.042704215651963785
67,2.5985267162323,0.1281207081417794,0.1413434567658234,6.668188095092773,1715435605.811892,0.11558927917755595,46,0.025754177588267473
73,2.6806490421295166,0.11357824331607513,0.10460970534781405,6.7504754066467285,1715435605.8941793,0.08735573860277152,47,0.017253966745042537
81,2.789186716079712,0.11070058132883975,0.07723730813106032,6.85841703414917,1715435606.002121,0.06564316949182464,48,0.011594138639235677
89,2.9023191928863525,0.08868532650346113,0.06401936638974189,6.97165584564209,1715435606.1153598,0.054232174153853493,49,0.009787192235888389
98,3.0255959033966064,0.07647950628754335,0.05375564205590398,7.095263957977295,1715435606.238968,0.0448585677266377,50,0.008897074329266282
107,3.1519412994384766,0.07651256858843297,0.04624577940073648,7.221019744873047,1715435606.3647237,0.038007387627220356,51,0.008238391773516122
118,3.297597885131836,0.07503526894559279,0.040179836083065266,7.367127180099487,1715435606.510831,0.032484404535014236,52,0.007695431548051029
130,3.456066846847534,0.07479000316622902,0.03509644662799099,7.525452136993408,1715435606.669156,0.02770527817312912,53,0.007391168454861868
143,3.6374011039733887,0.07115999825476615,0.03081542262121803,7.70649528503418,1715435606.8501992,0.023996688368672952,54,0.006818734252545079
157,3.829421043395996,0.06805763263004075,0.027250069665308328,7.89840030670166,1715435607.0421042,0.020925849496702776,55,0.0063242201686055525
172,4.0398643016815186,0.06667349538984906,0.024325141890014328,8.107391834259033,1715435607.2510958,0.018344430700179878,56,0.005980711189834448
190,4.271421194076538,0.06561156761047293,0.021680303917815953,8.341139554977417,1715435607.4848435,0.015967343975864176,57,0.005712959941951776
208,4.496052026748657,0.06501642926346528,0.0196485861034395,8.566964387893677,1715435607.7106683,0.01412789408426732,58,0.0055206920191721775
229,4.756212472915649,0.06478204747891421,0.01775518093351178,8.826850175857544,1715435607.970554,0.012386387576968173,59,0.005368793356543607
252,5.0470130443573,0.06470393197514364,0.016058802140356238,9.116640329360962,1715435608.2603443,0.010810187045908606,60,0.005248615094447633
277,5.363732814788818,0.06464771910130321,0.014525129729320829,9.434000253677368,1715435608.5777042,0.009378855211794811,61,0.005146274517526018
305,5.727994203567505,0.06453489460636574,0.013095686212088106,9.79725694656372,1715435608.940961,0.008043015998834056,62,0.005052670213254051
335,6.1142354011535645,0.06435699535345807,0.011828429837813053,10.182386636734009,1715435609.3260906,0.006860314178842208,63,0.004968115658970844
369,6.550955772399902,0.06410331205340905,0.010650726768073063,10.618390798568726,1715435609.7620947,0.00576578939644895,64,0.0048849373716241115
406,7.018230676651001,0.06379543337309772,0.009610446556024273,11.088453769683838,1715435610.2321577,0.0048057607134624186,65,0.004804685842561854
446,7.53419828414917,0.06345841329317847,0.0087032194667737,11.602546215057373,1715435610.7462502,0.0039767993752705295,66,0.00472642009150317
491,8.109809875488281,0.06310691547908828,0.007890921400779488,12.178803443908691,1715435611.3225074,0.0032448915434565725,67,0.004646029857322916
540,8.732128858566284,0.06278174481749184,0.007200609517383556,12.802159786224365,1715435611.9458637,0.0026352811148257194,68,0.004565328402557837
594,9.412772178649902,0.0625010949602246,0.00661942618117114,13.482749462127686,1715435612.6264534,0.002136480681007811,69,0.004482945500163329
653,10.163046836853027,0.0622772657815679,0.0061452650754262594,14.233434677124023,1715435613.3771386,0.0017450780644317995,70,0.00440018701099446
718,10.997378826141357,0.06210590002845822,0.00576211395439379,15.066166162490845,1715435614.20987,0.001444075511778202,71,0.004318038442615588
790,11.921944379806519,0.061974133572204694,0.005453060754325037,15.990489721298218,1715435615.1341937,0.0012148801171781762,72,0.0042381806371468616
869,12.933496952056885,0.06186305291031394,0.005203190500479217,17.003510236740112,1715435616.1472142,0.0010403744076225335,73,0.004162816092856684
956,14.081693649291992,0.061748395500356726,0.004994377641260692,18.151224851608276,1715435617.2949288,0.0009026199707414922,74,0.0040917576705192
1052,15.280066013336182,0.06160758869687621,0.004813033566625021,19.349962949752808,1715435618.493667,0.0007892361616210388,75,0.004023797405003982
1157,16.62637972831726,0.06142474898565675,0.004651245815378165,20.696220636367798,1715435619.8399246,0.0006934623663116247,76,0.00395778344906654
1272,18.11105465888977,0.06118911922566248,0.004502355553010036,22.178621530532837,1715435621.3223255,0.0006105300534356976,77,0.003891825499574338
1400,19.700196266174316,0.0608904752538773,0.004360219011751728,23.771161794662476,1715435622.9148657,0.0005368038515183548,78,0.003823415160233373
1539,21.441326141357422,0.06053413838206731,0.004225948107660668,25.509236097335815,1715435624.65294,0.00047275427236058437,79,0.003753193835300083
1693,23.36552596092224,0.060113260919964995,0.004095450405544212,27.435614824295044,1715435626.5793188,0.00041637300018164224,80,0.0036790774053625705
1863,25.49547839164734,0.05962893963160846,0.003968635477349884,29.565797090530396,1715435628.709501,0.00036773706279917925,81,0.0036008984145507053
2049,27.832212686538696,0.05908525990523149,0.003846048567112864,31.90263319015503,1715435631.0463371,0.0003269644688108014,82,0.0035190840983020627
2254,30.413318872451782,0.05847678784824951,0.0037260100379022773,34.481507539749146,1715435633.6252115,0.0002931903993307366,83,0.003432819638571541
2479,33.23554873466492,0.057803061450701645,0.0036079868928618544,37.30608916282654,1715435636.449793,0.0002657693742562203,84,0.0033422175186056343
2727,36.374715089797974,0.05705713203196509,0.0034902351798331054,40.44446015357971,1715435639.588164,0.00024366675965527466,85,0.003246568420177831
3000,39.845529317855835,0.05623464135807204,0.003371607893319687,43.91395545005798,1715435643.0576594,0.00022606308478395992,86,0.0031455448085357268
3299,43.59971618652344,0.05533364550654896,0.003251414952481327,47.670114517211914,1715435646.8138185,0.00021232385429335927,87,0.003039091098187968
3629,47.75860810279846,0.05433915416697439,0.0031275284756498846,51.82837629318237,1715435650.9720802,0.00020185313855093954,88,0.002925675337098945
3992,52.37990736961365,0.053243964623047306,0.002999232653749644,56.4508490562439,1715435655.594553,0.00019439774036102505,89,0.002804834913388619
4391,57.430450439453125,0.052085629472181136,0.0028870498921537654,61.501880407333374,1715435660.6455843,0.00018961716117699585,90,0.0026974327309767696
4831,62.94348740577698,0.050859120337362965,0.0027438736203801877,67.01410818099976,1715435666.157812,0.0001864776590863363,91,0.0025573959612938514
5314,69.01546835899353,0.0494247843517263,0.0026266320677618997,73.08506727218628,1715435672.2287712,0.00018638777850004117,92,0.0024402442892618587
5845,75.72493076324463,0.04800761193793537,0.00245970408194393,79.79471969604492,1715435678.9384236,0.00018386100754397953,93,0.0022758430743999507
6429,83.12241125106812,0.046348816443132546,0.0023264307710714675,87.19146084785461,1715435686.3351648,0.00018608286961433986,94,0.0021403479014571276
7072,91.28858876228333,0.04446499064613956,0.0021317677757638777,95.35835576057434,1715435694.5020597,0.00018392385633347335,95,0.0019478439194304043
7779,100.02579689025879,0.04243924809645428,0.0019650244053434156,104.09686470031738,1715435703.2405686,0.00017817676668432692,96,0.0017868476386590885
8557,109.48198986053467,0.039984831299755594,0.0017521708668271014,113.55213165283203,1715435712.6958356,0.00018318500565555552,97,0.001568985861171546
9413,119.85772633552551,0.03749336535509466,0.0015570042528994241,123.9277834892273,1715435723.0714874,0.00017626740124172233,98,0.0013807368516577019
10354,131.2501916885376,0.03465480996379541,0.001373997575420012,135.3212742805481,1715435734.4649782,0.00017326190109974462,99,0.0012007356743202675
11389,143.81386399269104,0.03127670598302728,0.001122554187959743,147.88282084465027,1715435747.0265248,0.00017227690535297219,100,0.0009502772826067709
12528,157.69105052947998,0.028088420919915248,0.0009289237213323809,161.76240730285645,1715435760.9061112,0.00016595177356257815,101,0.0007629719477698027
13781,172.90871238708496,0.02477973281046165,0.0007506087730367194,176.9779875278473,1715435776.1216915,0.0001597291013534373,102,0.0005908796716832821
15159,189.66981482505798,0.021450961217295603,0.0005921543659940684,193.74075937271118,1715435792.8844633,0.0001519843014288649,103,0.00044017006456520353
16675,208.0536665916443,0.018349352524210338,0.0004611820293392464,212.12501549720764,1715435811.2687194,0.0001410937233690525,104,0.0003200883059701939
18342,228.2401213645935,0.015401272558659078,0.0003503070626138511,232.3111114501953,1715435831.4548154,0.0001258940645346069,105,0.00022441299807924423
20177,250.557222366333,0.012792818641076295,0.00026244355889313924,254.62770223617554,1715435853.7714062,0.0001076833339845401,106,0.0001547602249085991
22194,275.0513038635254,0.03464067374420431,0.05830475428721032,279.12205934524536,1715435878.2657633,0.057299583861451966,107,0.0010051704257583536
24414,302.0005781650543,0.009650611659390474,0.0001607930878508492,306.07154059410095,1715435905.2152445,7.027442203576766e-05,108,9.051866581508154e-05
26855,331.58913588523865,0.007708335155263232,0.00011404396217501114,335.66030836105347,1715435934.8040123,5.5122982010371896e-05,109,5.892098016463924e-05
29540,364.17941093444824,0.0065720033611715994,8.685774049811627e-05,368.2491204738617,1715435967.3928244,4.27369154385818e-05,110,4.4120825059534484e-05
32494,400.02516174316406,0.005556924504838701,6.570399599731833e-05,404.0964946746826,1715436003.2401986,3.296951824716668e-05,111,3.273447775015166e-05
35744,439.43844842910767,0.004725898393671631,5.0810926228463146e-05,443.5095548629761,1715436042.6532588,2.604450459565325e-05,112,2.4766421632809897e-05
39318,482.7427852153778,0.0035124529093023935,4.843602290728636e-05,486.8159658908844,1715436085.9596698,3.094678698643783e-05,113,1.7489235920848536e-05
43250,530.4779863357544,0.00307194867111285,0.00029384958286498,534.5490183830261,1715436133.6927223,0.00027434357119332313,114,1.9506011671656876e-05
47575,582.9302387237549,0.0028062241288085094,2.439964460809127e-05,587.0011358261108,1715436186.1448398,1.4067283168185939e-05,115,1.0332361439905334e-05
52332,640.5623588562012,0.002535078587905187,2.0481713128106733e-05,644.6308557987213,1715436243.7745597,1.1941624801206976e-05,116,8.540088326899756e-06
57566,704.0363638401031,0.0020525895252889934,1.6648067231409385e-05,708.1055269241333,1715436307.2492309,1.0513300076003817e-05,117,6.134767155405567e-06
63322,773.7640545368195,0.001795353144340277,1.4034311948858895e-05,777.8343465328217,1715436376.9780505,9.187227498939572e-06,118,4.847084449919323e-06
69654,850.5031967163086,0.0015875957816274089,1.196913758058817e-05,854.5746781826019,1715436453.7183821,8.074341911853652e-06,119,3.894795668734518e-06
76620,935.1110827922821,0.0013795863971871553,1.0169791469459115e-05,939.1825487613678,1715436538.3262527,7.1067074213382895e-06,120,3.0630840481208247e-06
81978,1000.0031142234802,0.0012187829000686412,9.050016585573335e-06,1004.0722997188568,1715436603.2160037,6.5278655356632884e-06,121,2.5221510499100466e-06
