loss_interior,loss,_step,loss_boundary,time,_timestamp,step,_runtime,l2_error
0.0009206967623794066,0.10313500670145485,0,0.10221430993907545,1.4690220355987549,1715519498.2360125,0,5.56002140045166,0.2034883244915478
0.0010656410126700878,0.07969149032870095,1,0.07862584931603085,2.2210559844970703,1715519498.6318662,1,5.9558751583099365,0.2177621381522801
0.0015133297615363146,0.07683719844521902,2,0.07532386868368271,2.597273349761963,1715519499.0075333,2,6.331542253494263,0.2126644798153347
0.0032743391437327686,0.0753831838906975,3,0.07210884474696473,2.977668523788452,1715519499.3883543,3,6.712363243103027,0.2267225005012113
0.00024246568138047036,0.07309157609069501,4,0.07284911040931454,3.353442430496216,1715519499.7653089,4,7.089317798614502,0.2098840960267576
0.002198096153900517,0.07061574726303688,5,0.06841765110913636,3.737590789794922,1715519500.1479273,5,7.471936225891113,0.2386670079608399
0.001255811915235602,0.0674303323622647,6,0.0661745204470291,4.114063501358032,1715519500.5246906,6,7.848699569702148,0.1914287657800405
0.0025076558784046694,0.06431686741153873,7,0.06180921153313406,4.487772464752197,1715519500.8980505,7,8.222059488296509,0.20946188116209047
0.002113435632546877,0.06253458594559759,8,0.06042115031305072,4.867780685424805,1715519501.2782648,8,8.60227370262146,0.18269555903030285
0.00316982864724871,0.06102609952749413,9,0.05785627088024542,5.245405912399292,1715519501.6561701,9,8.980179071426392,0.19822309735011315
0.0025882273834119097,0.059650338981229706,10,0.057062111597817794,5.616767644882202,1715519502.0270114,10,9.351020336151123,0.16641610541313276
0.004401104814799837,0.05814144691201152,11,0.05374034209721169,5.991597652435303,1715519502.4023345,11,9.726343393325806,0.19567000300216553
0.00314169297429232,0.05671953917546419,12,0.05357784620117187,6.366296052932739,1715519502.7766178,12,10.100626707077026,0.17170204989125704
0.004991319080427532,0.055423597213594744,13,0.05043227813316721,6.74263596534729,1715519503.1529446,13,10.476953506469727,0.18335669856148307
0.0038339669722802193,0.05397491854359619,14,0.05014095157131598,7.118464946746826,1715519503.5290337,14,10.853042602539062,0.16779711764262864
0.0045528012111096415,0.05274532552329592,15,0.048192524312186284,7.490237712860107,1715519503.9005334,15,11.224542379379272,0.19455531344786461
0.0045875674549300674,0.05135901342611483,16,0.046771445971184766,7.863889694213867,1715519504.2741542,16,11.59816312789917,0.15443337583333164
0.005163805922642197,0.049750684753849375,17,0.044586878831207176,8.243750810623169,1715519504.6545691,17,11.978578090667725,0.16817814724137292
0.004689049767482874,0.048972304089287606,18,0.04428325432180473,8.614401578903198,1715519505.0249128,18,12.348921775817871,0.14060416095641695
0.005871857208954085,0.047714820202232056,19,0.04184296299327797,8.991267681121826,1715519505.4026976,19,12.726706504821777,0.16630086131943536
0.004769627290232085,0.04645113493152788,20,0.041681507641295794,9.364964962005615,1715519505.7753646,20,13.099373579025269,0.1419930668784963
0.005449399985273385,0.04575701705757064,21,0.040307617072297255,9.73804783821106,1715519506.14864,21,13.472648859024048,0.15868530419477844
0.004797979528426502,0.04489729604608148,22,0.04009931651765498,10.111607313156128,1715519506.5218515,22,13.845860481262207,0.1326564464331763
0.005674089255538881,0.043843205601675664,23,0.03816911634613678,10.49243688583374,1715519506.9027543,23,14.226763248443604,0.15534294545710806
0.004695742480693239,0.042665778965694526,24,0.03797003648500129,10.86618161201477,1715519507.2767532,24,14.600762128829956,0.13724943219443367
0.0050571737499757515,0.041919904543292724,25,0.03686273079331697,11.237161874771118,1715519507.6474037,25,14.971412658691406,0.14820373327684994
0.004671009339835962,0.041306721058275216,26,0.036635711718439254,11.609257459640503,1715519508.0197248,26,15.343733787536621,0.11854840366122961
0.005457876257742617,0.03925814306494583,27,0.03380026680720321,11.983133554458618,1715519508.393403,27,15.717411994934082,0.14656235529286032
0.004294128900481991,0.03778025798311412,28,0.033486129082632134,12.355747699737549,1715519508.7663836,28,16.090392589569092,0.13369271185152984
0.004399419083410425,0.037253369071135856,29,0.03285394998772543,12.740809440612793,1715519509.1513054,29,16.475314378738403,0.1565519617824255
0.004179592241013086,0.0353977634896843,30,0.03121817124867121,13.114532709121704,1715519509.5248425,30,16.848851442337036,0.1210230987961441
0.004197215674055487,0.03408616656520147,31,0.029888950891145984,13.486265182495117,1715519509.8970222,31,17.221031188964844,0.14018245267784
0.0039039254261204388,0.03360968357599214,32,0.029705758149871697,13.86487078666687,1715519510.2753267,32,17.59933567047119,0.12300294054046546
0.004000560105983859,0.03302697348134057,33,0.029026413375356712,14.250389337539673,1715519510.6609104,33,17.98491930961609,0.13597283981128022
0.0037990847495167203,0.03208937348203865,34,0.028290288732521932,14.628497123718262,1715519511.0391057,34,18.363114595413208,0.11962770015083093
0.0038802433847683884,0.03154877458449768,35,0.027668531199729295,15.00287914276123,1715519511.4131265,35,18.737135410308838,0.14509281630952903
0.0038131936714801908,0.030506174254200956,36,0.026692980582720766,15.376879453659058,1715519511.7872133,36,19.11122226715088,0.11039059076541932
0.0037638853881668865,0.02923447933466174,37,0.025470593946494854,15.750908136367798,1715519512.1616116,37,19.485620498657227,0.12468589556968179
0.003580515954674008,0.028852668140150386,38,0.025272152185476376,16.124454975128174,1715519512.534757,38,19.858765840530396,0.11257361532606512
0.0036396841349525893,0.02847560008642707,39,0.024835915951474483,16.50083088874817,1715519512.911214,39,20.235223054885864,0.12770887180537135
0.003546018571708725,0.027263337013495603,40,0.02371731844178688,16.87180995941162,1715519513.2824545,40,20.60646343231201,0.1057801679468491
0.0034719448723981145,0.026230645796136928,41,0.022758700923738814,17.61513590812683,1715519514.025609,42,21.349617958068848,0.10408664561972508
0.003418718003711381,0.024117594710853042,42,0.020698876707141663,19.106898546218872,1715519515.5176792,46,22.84168815612793,0.09790237086740457
0.0033329858892568215,0.022266983271650127,43,0.018933997382393306,20.574369430541992,1715519516.985315,50,24.309324026107788,0.09351967280698033
0.003121580825454838,0.020145653934454957,44,0.01702407310900012,22.432539224624634,1715519518.8449583,55,26.168967247009277,0.10116933678605453
0.002904771130968947,0.017801329456286725,45,0.014896558325317779,24.672422885894775,1715519521.0832798,61,28.407288789749146,0.10069835444201007
0.0024927057276824174,0.014319729217192956,46,0.011827023489510539,26.878470420837402,1715519523.2887554,67,30.612764358520508,0.07788654264425383
0.0023900373324005045,0.013782934942469075,47,0.011392897610068571,29.098366260528564,1715519525.5087435,73,32.83275246620178,0.07477252825004817
