_timestamp,loss,time,loss_boundary,loss_interior,_runtime,l2_error,step,_step
1715787878.1344495,0.10313500670145485,1.3619956970214844,0.10221430993907545,0.0009206967623794066,5.221774578094482,0.2391073440198837,0,0
1715787878.255222,0.10313493198766037,1.6835803985595703,0.10221423500046181,0.0009206969871985566,5.342547178268433,0.22065999044842838,1,1
1715787878.3623471,0.0781155782608209,1.7909414768218994,0.07634886773960202,0.0017667105212188772,5.449672222137451,0.21125898218217504,2,2
1715787878.4646475,0.0777435057076887,1.8932437896728516,0.07424938508644296,0.003494120621245739,5.5519726276397705,0.22309254657697627,3,3
1715787878.5685759,0.0761517175594873,1.9976470470428467,0.07392893498614057,0.0022227825733467307,5.655900955200195,0.21926239425997499,4,4
1715787878.6537619,0.07603098030758805,2.0829110145568848,0.07402302656503042,0.0020079537425576307,5.741086959838867,0.23049847491413464,5,5
1715787878.7398684,0.07488720284326755,2.167731523513794,0.07319262914321799,0.0016945737000495695,5.82719349861145,0.2100278637769896,6,6
1715787878.8251812,0.07142668607975143,2.2541582584381104,0.06930640239375944,0.0021202836859919917,5.912506341934204,0.22026642761555976,7,7
1715787878.9099572,0.0943625180889945,2.3389971256256104,0.06566966000873609,0.028692858080258413,5.997282266616821,0.14564605926335375,8,8
1715787878.9952984,0.05883212535809875,2.4243342876434326,0.04981620998727677,0.009015915370821985,6.082623481750488,0.15941391103451444,9,9
1715787879.0803425,0.05650464468290025,2.50938081741333,0.04746629582130501,0.009038348861595243,6.167667627334595,0.15429160236194972,10,10
1715787879.1662827,0.05479931045128157,2.595273494720459,0.046213703939324245,0.008585606511957323,6.253607749938965,0.15991573064284623,11,11
1715787879.251561,0.05156335224117767,2.680588483810425,0.0401868384386558,0.011376513802521863,6.338886022567749,0.14671130205768915,12,12
1715787879.3372774,0.041702173862911245,2.7662670612335205,0.03545552832497802,0.006246645537933227,6.424602508544922,0.12028102224227548,13,13
1715787879.4226258,0.03820350989577544,2.8516619205474854,0.03364477458035734,0.004558735315418093,6.509950876235962,0.12868367290236163,14,14
1715787879.5078974,0.03776888190066344,2.936908006668091,0.03342402912923466,0.004344852771428776,6.595222473144531,0.12099934695901934,15,15
1715787879.5933204,0.03719925755029937,3.0223615169525146,0.032766145876076,0.00443311167422337,6.68064546585083,0.12068483748388559,16,16
1715787879.6787546,0.03463752075410612,3.1078243255615234,0.03073816701438614,0.0038993537397199853,6.766079664230347,0.11940916717322969,17,17
1715787879.7633536,0.0333610890182473,3.1924285888671875,0.02809426395059408,0.005266825067653221,6.8506786823272705,0.12534492124530125,18,18
1715787879.8611565,0.031391159539128265,3.289862632751465,0.02479602094739164,0.006595138591736625,6.948481559753418,0.10568784529698051,19,19
1715787879.9632635,0.029726767729818027,3.392024517059326,0.023132482541580346,0.006594285188237681,7.050588607788086,0.10001555751699508,20,20
1715787880.0500152,0.02446827770982211,3.4790854454040527,0.016832308540916486,0.007635969168905624,7.137340307235718,0.10359838443120026,21,21
1715787880.1347013,0.0238182442867787,3.5637688636779785,0.017570674940868745,0.006247569345909953,7.222026348114014,0.10317156359234822,22,22
1715787880.2192981,0.023266321865046152,3.6483864784240723,0.01766868847476835,0.005597633390277801,7.306623220443726,0.09781259246470166,23,23
1715787880.3064528,0.02291676288775619,3.734929084777832,0.018129614375575465,0.004787148512180727,7.393777847290039,0.10227277259304488,24,24
1715787880.408965,0.022477532748014433,3.8376755714416504,0.018723808714013697,0.0037537240340007353,7.49629020690918,0.09227644945901159,25,25
1715787880.5083838,0.021965272618338263,3.9369966983795166,0.019123304959679135,0.0028419676586591276,7.595708847045898,0.0972998375573695,26,26
1715787880.6078446,0.021363816481395768,4.036543130874634,0.019508576917499524,0.0018552395638962453,7.695169687271118,0.08924839864282401,27,27
1715787880.7092485,0.021105465520453462,4.137720108032227,0.019491758291156215,0.0016137072292972466,7.796573638916016,0.08915066360907258,28,28
1715787880.8077328,0.020754308314080556,4.236452102661133,0.019125404592891953,0.0016289037211886016,7.895057916641235,0.08535910560118297,29,29
1715787880.9093316,0.020273957941705948,4.337944269180298,0.018495618314178106,0.0017783396275278418,7.996656656265259,0.0762771540989359,30,30
1715787881.01046,0.019704273105912162,4.439516544342041,0.017304225447159684,0.0024000476587524786,8.097784996032715,0.07236423340789261,31,31
1715787881.0966737,0.018958831998450405,4.525729417800903,0.015490333167766964,0.0034684988306834417,8.183998823165894,0.07384489342466402,32,32
1715787881.1826334,0.01821689325638082,4.611643552780151,0.014335591149222901,0.00388130210715792,8.26995849609375,0.06468848780979712,33,33
1715787881.2679648,0.016565161407769244,4.696938753128052,0.010822322437348176,0.005742838970421068,8.355289936065674,0.06668304631490285,34,34
1715787881.3536181,0.016204989391044956,4.782650709152222,0.011049088851788617,0.00515590053925634,8.440943241119385,0.07308072294869312,35,35
1715787881.4391952,0.015430392671031216,4.8682286739349365,0.011962940490806963,0.0034674521802242533,8.526520252227783,0.07049677491122205,36,36
1715787881.5243196,0.014871443126994946,4.953366041183472,0.012073803167749328,0.002797639959245618,8.611644744873047,0.07525077654890644,37,37
1715787881.609662,0.014491755157411197,5.038707733154297,0.012177951564182117,0.00231380359322908,8.69698715209961,0.07567935250394059,38,38
1715787881.6945767,0.014383487049135855,5.123607873916626,0.012032442717737967,0.0023510443313978888,8.781901836395264,0.0769549969183464,39,39
1715787881.7798924,0.014246110248984888,5.208954572677612,0.011901541112100877,0.0023445691368840105,8.867217540740967,0.0780949116341432,40,40
