_runtime,_timestamp,loss,time,step,l2_error,loss_boundary,loss_interior,_step
304.6316738128662,1715517908.7055237,0.10313500670145485,300.4939980506897,0,0.18915325310171965,0.10221430993907545,0.0009206967623794066,0
603.4667096138,1715518207.5405595,0.0690052189260267,599.6743974685669,1,0.1885319984681524,0.06844168139859572,0.0005635375274309953,1
942.0485234260559,1715518546.1223733,0.06829290508970891,938.2561621665955,2,0.18735676967906492,0.06772375352693338,0.0005691515627755285,2
1304.238930463791,1715518908.3127804,0.06761512897876931,1300.4466400146484,3,0.1602317880751602,0.06709123731640988,0.000523891662359425,3
