_timestamp,loss,_runtime,l2_error,time,_step,step,loss_boundary,loss_interior
1715762292.439614,3.798341074118838e-09,44.45120906829834,1.4406341727290371e-05,40.40504193305969,60,252,6.688841104427063e-10,3.129456963676132e-09
1715762296.3263974,1.5169237840819428e-09,48.337992429733276,1.0243822744174174e-05,44.29154562950134,61,277,2.946770201048248e-10,1.2222467639771181e-09
1715762300.6783845,6.704950542441652e-10,52.689979553222656,6.550783055966832e-06,48.64377236366272,62,305,1.2492002828871078e-10,5.455750259554544e-10
1715762305.3302598,3.414434443451145e-10,57.34185481071472,4.238176655087904e-06,53.29554080963135,63,335,5.98069326455914e-11,2.816365116995231e-10
1715762310.59284,1.8379062681567234e-10,62.604434967041016,3.1228521331803482e-06,58.558311462402344,64,369,3.6139629299218495e-11,1.4765099751645384e-10
1715762316.2927806,1.058097364221909e-10,68.30437564849854,2.528153241258048e-06,64.25793266296387,65,406,2.5582517596725754e-11,8.022721882546514e-11
1715762322.2984164,5.872738920893905e-11,74.31001138687134,2.036001703399297e-06,70.26377248764038,66,446,1.8722592500719645e-11,4.000479670821941e-11
1715762329.2632234,3.37010690090366e-11,81.27481842041016,1.6585196557676335e-06,77.22867941856384,67,491,1.3200597754288593e-11,2.050047125474801e-11
1715762336.647834,1.8001726182678593e-11,88.65942907333374,1.27972077225671e-06,84.61332511901855,68,540,8.317217096822245e-12,9.684509085856348e-12
1715762344.889089,1.060001357528803e-11,96.90068411827087,1.0019125699882626e-06,92.85428547859192,69,594,5.350447597320708e-12,5.249565977967321e-12
1715762353.7188873,6.7872564287065085e-12,105.73048233985901,8.454458690657695e-07,101.68436217308044,70,653,3.525584273684651e-12,3.2616721550218577e-12
1715762363.5669348,4.219047757968655e-12,115.57852983474731,7.205842354230751e-07,111.53239250183105,71,718,2.180410962313202e-12,2.0386367956554532e-12
1715762374.1442037,2.7908157395868773e-12,126.15579867362976,6.289636161513912e-07,122.10941672325134,72,790,1.4024071006213455e-12,1.3884086389655318e-12
1715762386.2665846,1.8498539954978087e-12,138.27817964553833,5.396263610720586e-07,134.2320098876953,73,869,8.85445186479433e-13,9.644088090183756e-13
1715762398.9688394,1.1884102987053072e-12,150.9804344177246,4.4917067590526673e-07,146.93429231643677,74,956,5.237493365690325e-13,6.646609621362747e-13
1715762413.3662572,8.179296609981687e-13,165.3778522014618,3.757741913699517e-07,161.3313705921173,75,1052,3.252014367733645e-13,4.927282242248042e-13
1715762429.08353,5.878359075585071e-13,181.09512495994568,3.1699147953318135e-07,177.04892230033875,76,1157,2.0458789508244002e-13,3.8324801247606707e-13
1715762446.3126628,4.3886934548627235e-13,198.32425785064697,2.6748875174900047e-07,194.27805924415588,77,1272,1.2939491577400444e-13,3.0947442971226794e-13
1715762465.7633414,3.3868025643915074e-13,217.7749364376068,2.2663661046813542e-07,213.72859621047974,78,1400,8.310165915348375e-14,2.55578597285667e-13
1715762487.023056,2.690964301373645e-13,239.03465104103088,1.9152569284968004e-07,234.98853373527527,79,1539,5.3365887134788983e-14,2.1573054300257551e-13
1715762509.7589927,2.1701693134833275e-13,261.770587682724,1.5978002549592437e-07,257.72418427467346,80,1693,3.400043617970337e-14,1.8301649516862937e-13
1715762535.7311397,1.8190631212198113e-13,287.74273467063904,1.3483329984867982e-07,283.6964781284332,81,1863,2.276764598608618e-14,1.5913866613589495e-13
1715762563.8471675,1.48586151094097e-13,315.8587625026703,1.086234107358854e-07,311.81240224838257,82,2049,1.4010024768672269e-14,1.345761263254247e-13
1715762594.6526408,1.2868322957980484e-13,346.664235830307,9.25302899317341e-08,342.61775374412537,83,2254,9.89318471189492e-15,1.1879004486790993e-13
1715762628.797403,1.128067328040038e-13,380.80899810791016,8.031129597947516e-08,376.762850522995,84,2479,7.280955057479014e-15,1.0552577774652479e-13
1715762666.1454945,9.96376399806869e-14,418.157089471817,7.122968481363358e-08,414.11069989204407,85,2727,5.588838514979756e-15,9.404880146570715e-14
1715762707.2017515,8.80863233968725e-14,459.21334648132324,6.433811042462284e-08,455.1668927669525,86,3000,4.43848254014738e-15,8.364784085672512e-14
1715762752.3067558,7.911299285252216e-14,504.31835079193115,5.971784013395579e-08,500.27193999290466,87,3299,3.725924933006383e-15,7.538706791951578e-14
1715762801.9920397,7.044218392318926e-14,554.0036346912384,5.578506135257513e-08,549.9572188854218,88,3629,3.152606565482569e-15,6.728957735770668e-14
1715762856.611212,6.298983808640979e-14,608.6228070259094,5.269599370061498e-08,604.5764262676239,89,3992,2.7251026460869493e-15,6.026473544032283e-14
1715762916.4319673,5.640565379207837e-14,668.4435622692108,5.015512207157425e-08,664.397138595581,90,4391,2.383720426870495e-15,5.4021933365207875e-14
1715762982.16573,5.045155101233297e-14,734.1773250102997,4.7952506872927056e-08,730.1308331489563,91,4831,2.0963318582149844e-15,4.8355219154117986e-14
1715763054.743992,4.4846627673374207e-14,806.7555871009827,4.600641960936434e-08,802.7092056274414,92,5314,1.840006408795999e-15,4.3006621264578205e-14
1715763134.0537899,3.97701777449584e-14,886.0653848648071,4.436296201499785e-08,882.0190274715424,93,5845,1.6183617731789679e-15,3.815181597177943e-14
1715763221.3086333,3.535502201422372e-14,973.3202283382416,4.300611009125472e-08,969.2737917900085,94,6429,1.4350477051782906e-15,3.391997430904543e-14
1715763252.0696573,3.4091044426988375e-14,1004.0812523365021,4.2631681265337155e-08,1000.0348255634308,95,6630,1.3841588914761857e-15,3.270688553551219e-14
