l2_error,loss_boundary,_timestamp,loss_interior,time,_runtime,_step,loss,step
0.19386578266220322,0.5278315643670686,1715635336.958738,0.00041831908570821223,2.654421091079712,6.6128880977630615,0,0.5282498834527768,0
0.15308698285488465,0.025002918273526988,1715635338.6399279,0.010164848196259358,4.587309837341309,8.29407787322998,1,0.035167766469786345,1
0.1390310930861788,0.015736473690995127,1715635340.3586917,0.001819391202980065,6.305827856063843,10.012841701507568,2,0.01755586489397519,2
0.11549843853166201,0.012880119886545074,1715635342.1159792,0.0010203384439241327,8.062541961669922,11.770129203796387,3,0.013900458330469207,3
0.25576026485118447,0.009941180791007344,1715635343.91377,0.0021436388840894204,9.859841585159302,13.567919969558716,4,0.012084819675096763,4
0.10391632434082737,0.0412478162822479,1715635345.753739,0.00913802425758338,11.699547529220581,15.407889127731323,5,0.05038584053983128,5
0.08519432014061647,0.0075069712826139395,1715635347.6239643,0.0019511049804850503,13.570054292678833,17.278114318847656,6,0.00945807626309899,6
0.06552904915894399,0.005458687137591351,1715635349.5372329,0.0012882929056798993,15.483324766159058,19.191382884979248,7,0.00674698004327125,7
0.040423594500268,0.002967209660809437,1715635351.4794104,0.001430034667095807,17.42551827430725,21.13356041908264,8,0.0043972443279052436,8
0.035572888827007654,0.0011674475105066518,1715635353.4611068,0.001081983424272929,19.405942678451538,23.115256786346436,9,0.0022494309347795807,9
0.02592394747259191,0.0009282370206791671,1715635355.4813466,0.000947061611856786,21.42745065689087,25.135496616363525,10,0.001875298632535953,10
0.020056205897727022,0.00047924070580013337,1715635357.524748,0.0006481300225454022,23.470810890197754,27.178898096084595,11,0.0011273707283455355,11
0.014898584768564496,0.0002923231587016473,1715635359.5717053,0.00045025907916890033,25.517546892166138,29.225855350494385,12,0.0007425822378705476,12
0.013321602733006515,0.00016133295658849584,1715635361.645668,0.00027852712519641133,27.591527700424194,31.29981803894043,13,0.00043986008178490717,13
0.012056509628285693,0.00011797914977134824,1715635363.7107298,0.0002600382896797573,29.65677809715271,33.364879846572876,14,0.0003780174394511056,14
0.010854543793814187,0.00010979671712363712,1715635365.7747507,0.0001922859593431061,31.720818042755127,35.428900718688965,15,0.0003020826764667432,15
0.010347522772322985,9.604950837453057e-05,1715635367.835022,0.00016206049109681721,33.781086921691895,37.48917198181152,16,0.00025810999947134777,16
0.009542886880463529,8.207957948467842e-05,1715635369.901396,0.00014152459935243958,35.8474178314209,39.555546045303345,17,0.000223604178837118,17
0.009216371192614457,6.729915258241742e-05,1715635371.9577115,0.00012548550957907964,37.903730154037476,41.61186146736145,18,0.00019278466216149706,18
0.008969114063200152,6.848243562283883e-05,1715635374.0163233,0.00011046004540605744,39.96223282814026,43.67047333717346,19,0.00017894248102889626,19
0.008845300516327499,6.149822037262504e-05,1715635376.0715778,0.00011058062193902424,42.017497301101685,45.725727796554565,20,0.0001720788423116493,20
0.008735069591458653,5.457280716874563e-05,1715635378.1226392,0.00010844077970502693,44.06875228881836,47.77678918838501,21,0.00016301358687377255,21
0.008447930332595797,6.033067797618872e-05,1715635380.1838934,9.505559120377005e-05,46.12999486923218,49.838043451309204,22,0.00015538626917995877,22
0.007910647346533458,5.875889467529842e-05,1715635382.2337575,8.750088133437481e-05,48.179850339889526,51.8879075050354,23,0.00014625977600967322,23
0.007606540253498683,4.980380116445599e-05,1715635384.3105958,8.019137025289397e-05,50.256691455841064,53.96474575996399,24,0.00012999517141734995,24
0.007342268424617196,4.62587164045687e-05,1715635386.3709068,7.867116518925772e-05,52.31697916984558,56.02505683898926,25,0.00012492988159382642,25
0.006894643518257488,4.5547994369220654e-05,1715635388.4270668,6.661391242151834e-05,54.37316274642944,58.08121681213379,26,0.00011216190679073899,26
0.006486584146444166,4.0740720219732445e-05,1715635390.4835906,5.2685246331560145e-05,56.429553747177124,60.13774061203003,27,9.34259665512926e-05,27
0.006153760899209859,3.319855181597704e-05,1715635392.5374725,5.1055110774228825e-05,58.48335266113281,62.191622495651245,28,8.425366259020585e-05,28
0.00569648752608879,2.787720980158382e-05,1715635394.5879009,4.818606238019777e-05,60.53396987915039,64.24205088615417,29,7.60632721817816e-05,29
0.005824584749133417,2.5907028086586033e-05,1715635396.6447892,4.005070881878568e-05,62.590789794921875,66.29893922805786,30,6.595773690537172e-05,30
0.005442899227632087,2.3549524256791805e-05,1715635398.6990693,3.781863957045034e-05,64.64515209197998,68.35321927070618,31,6.136816382724215e-05,31
0.005309108149370357,2.2548877409631554e-05,1715635400.765764,3.629150176775819e-05,66.71185302734375,70.41991400718689,32,5.884037917738975e-05,32
0.005286934249173433,2.1405882061155527e-05,1715635402.8316476,3.617951237187555e-05,68.7777247428894,72.4857976436615,33,5.7585394433031076e-05,33
0.005048960490519791,2.2597038669024313e-05,1715635404.8974955,3.137487922776386e-05,70.843594789505,74.55164551734924,34,5.3971917896788175e-05,34
0.00555402005107025,2.1703309467026094e-05,1715635406.9568715,3.387698683804784e-05,72.90295910835266,76.61102151870728,35,5.5580296305073935e-05,35
0.004907040367573372,2.190266960771689e-05,1715635409.0159707,3.409545898359891e-05,74.96204614639282,78.67012071609497,36,5.59981285913158e-05,36
0.004539823055967694,1.9294857797544295e-05,1715635411.0683513,2.8210558444713252e-05,77.0144407749176,80.72250127792358,37,4.750541624225755e-05,37
0.004447911685603301,1.7285493338975043e-05,1715635413.1292195,2.486051041943755e-05,79.07525992393494,82.78336954116821,38,4.2146003758412594e-05,38
0.004173333500411477,1.7396531665107624e-05,1715635415.1912959,2.5573033772618058e-05,81.13706922531128,84.84544587135315,39,4.296956543772568e-05,39
0.00406380633500463,1.4015187477952652e-05,1715635417.2534375,2.7174820997470506e-05,83.19938349723816,86.90758752822876,40,4.119000847542316e-05,40
0.003722030771554206,1.1407297276388877e-05,1715635421.394152,1.9545898540950903e-05,87.34016442298889,91.04830193519592,41,3.095319581733978e-05,42
0.0034884313671939833,1.0687843367921204e-05,1715635429.5759377,1.4651501411270447e-05,95.52189946174622,99.2300877571106,42,2.533934477919165e-05,46
0.003324566697387522,8.836355268698235e-06,1715635437.7870448,1.2242060111121839e-05,103.7328188419342,107.44119477272034,43,2.1078415379820076e-05,50
0.003110577116857007,7.904960550467881e-06,1715635448.10391,1.0163632302540583e-05,114.04955744743347,117.75805997848511,44,1.8068592853008463e-05,55
0.0028588418432871658,6.297930788867199e-06,1715635460.5036387,7.861710534281353e-06,126.44957041740417,130.15778875350952,45,1.4159641323148553e-05,61
0.0025979448305116465,5.366594373420496e-06,1715635471.030415,6.946196593680288e-06,136.97624731063843,140.68456506729126,46,1.2312790967100783e-05,67
0.002459816076607891,4.663547769532971e-06,1715635483.3912961,5.48096984277469e-06,149.33692383766174,153.04544615745544,47,1.014451761230766e-05,73
0.002253689126031146,3.931874862313189e-06,1715635499.9043276,4.1989705020804595e-06,165.85019493103027,169.55847764015198,48,8.130845364393648e-06,81
