step,_timestamp,loss_interior,_runtime,loss,l2_error,loss_boundary,time,_step
61,1715613582.555818,3.177373555446644e-09,2001.770231962204,2.3486197477364028e-08,0.00018720782197679373,2.0308823921917383e-08,1997.7848484516144,45
67,1715613819.6072419,2.6325703359389655e-09,2238.8216557502747,9.453774385406085e-09,9.304738059491136e-05,6.821204049467119e-09,2234.8360908031464,46
73,1715614056.8237312,1.418500735538649e-09,2476.0381450653076,8.276881048470412e-09,8.674543098014835e-05,6.8583803129317626e-09,2472.052831888199,47
81,1715614372.807599,1.0498207025759986e-09,2792.02201294899,4.5794552706148525e-09,6.530647370113637e-05,3.5296345680388543e-09,2788.0365245342255,48
89,1715614688.7810676,7.566723381975993e-10,3107.995481491089,3.2498559495800993e-09,5.1218905002714977e-05,2.4931836113825e-09,3104.0100615024567,49
98,1715615044.4172935,6.003412653092833e-10,3463.631707429886,2.39947099786871e-09,4.5235775033387663e-05,1.799129732559427e-09,3459.6452071666718,50
107,1715615400.7463472,3.873375554889398e-10,3819.9607610702515,1.7902728609409616e-09,3.95943395030696e-05,1.4029353054520217e-09,3815.975260734558,51
118,1715615836.2367094,3.119955810535387e-10,4255.45112323761,1.3313961164845881e-09,3.544454947578959e-05,1.0194005354310494e-09,4251.46567940712,52
130,1715616311.2482777,2.4819572715066495e-10,4730.462691545486,9.14884631646937e-10,2.825656605872262e-05,6.66688904496272e-10,4726.477242946625,53
143,1715616825.2587485,2.4308618595503595e-10,5244.473162412643,9.321867251053905e-10,2.554878915441358e-05,6.891005391503546e-10,5240.487745046616,54
157,1715617378.120406,1.983458138749184e-10,5797.334819793701,7.725280928149017e-10,2.49654436280524e-05,5.741822789399833e-10,5793.349406480789,55
163,1715617615.200383,1.849436220453692e-10,6034.414796829224,6.941322178587098e-10,2.338074105461945e-05,5.091885958133407e-10,6030.429295063019,56
