_runtime,loss_boundary,step,_timestamp,loss_interior,loss,time,_step,l2_error
62.66181755065918,0.013024267062135284,46,1715604444.8719976,0.003567559224468351,0.016591826286603634,57.83298349380493,42,0.13724338644341982
67.33170771598816,0.012712117639703653,50,1715604449.5418878,0.0037335580012650815,0.016445675640968736,62.50286555290222,43,0.13568038090410026
73.16278409957886,0.012474456124841563,55,1715604455.3729641,0.0038924043608029586,0.01636686048564452,68.33350658416748,44,0.13450537341693425
80.15133047103882,0.01227001306726954,61,1715604462.3615105,0.004041853111776811,0.016311866179046352,75.32256436347961,45,0.13344526148678454
87.14132642745972,0.012123349467545027,67,1715604469.3515065,0.004162676026826251,0.01628602549437128,82.31255769729614,46,0.13265995063647815
94.13027215003967,0.012029524350257453,73,1715604476.3404522,0.004239014085193209,0.01626853843545066,89.30122971534729,47,0.13207825291024922
103.44337344169617,0.011907066016173841,81,1715604485.6535535,0.004345325601918511,0.016252391618092353,98.6144950389862,48,0.131387628612813
112.75900864601135,0.011796058646889589,89,1715604494.9691887,0.004443078082314815,0.016239136729204403,107.93024897575378,49,0.13076650186763245
123.23101878166199,0.01157675115565412,98,1715604505.4411988,0.004622223196696939,0.01619897435235106,118.40216279029846,50,0.12936432812985674
133.71657633781433,0.01110209226781977,107,1715604515.9267564,0.005243497146805988,0.016345589414625758,128.88759469985962,51,0.12698794071973174
146.52175283432007,0.010862583409087759,118,1715604528.7319329,0.005393834585027462,0.016256417994115223,141.69292640686035,52,0.12589000600779507
160.49257516860962,0.010724143537592159,130,1715604542.7027552,0.00548673821049026,0.01621088174808242,155.66320776939392,53,0.12525370931933977
175.64209055900574,0.010582265995337629,143,1715604557.8522706,0.005569879260873864,0.016152145256211493,170.81319165229797,54,0.1245858065571871
191.95463585853577,0.010012801944676394,157,1715604574.164816,0.005795451813932141,0.015808253758608535,187.12570118904114,55,0.12075822964446241
209.44387888908386,0.009235938528020607,172,1715604591.654059,0.006117961153346746,0.015353899681367352,204.61437940597534,56,0.1146090137373689
230.4077663421631,0.008490593387419355,190,1715604612.6179464,0.006292382773335466,0.01478297616075482,225.57863903045654,57,0.10911582991212089
251.3706512451172,0.007791808610039173,208,1715604633.5808313,0.006269897962800914,0.014061706572840086,246.54120469093323,58,0.1087935122934011
275.79117608070374,0.007427400175066467,229,1715604658.0013561,0.006109861248028568,0.013537261423095035,270.96183919906616,59,0.10713206843116924
302.54639649391174,0.006727189860532688,252,1715604684.7565765,0.006024898553355946,0.012752088413888633,297.71658754348755,60,0.10347016285018255
331.6336510181427,0.007641696361059983,277,1715604713.843831,0.004586994537707251,0.012228690898767235,326.8040382862091,61,0.1137839595423238
364.22426652908325,0.009020977060381337,305,1715604746.4344466,0.006658303889704939,0.015679280950086277,359.3942697048187,62,0.11773286949615629
399.1406445503235,0.008973312958157877,335,1715604781.3508246,0.0030866374190115817,0.012059950377169459,394.3102447986603,63,0.12137915081760252
438.74374771118164,0.004483651384345292,369,1715604820.9539278,0.003088179019331533,0.0075718304036768245,433.9135501384735,64,0.09396320292588677
481.8857469558716,0.0027479190724865534,406,1715604864.095927,0.002590647603456406,0.005338566675942959,477.05511808395386,65,0.07022540315974327
528.5173537731171,0.000876610370317831,446,1715604910.7275338,0.0017668527017640464,0.0026434630720818773,523.6867778301239,66,0.03983166301645036
580.9502503871918,0.000359343432079544,491,1715604963.1604304,0.0012641022267664104,0.0016234456588459544,576.1195185184479,67,0.02712832539243167
638.0590550899506,0.0005836749595708816,540,1715605020.2692351,0.000265081826214488,0.0008487567857853696,633.2284407615662,68,0.0323418198042145
700.9744703769684,0.00042201404456132996,594,1715605083.1846504,9.0522978405337e-05,0.000512537022966667,696.14390873909,69,0.028689397478083124
769.7604749202728,6.880833945111253e-05,653,1715605151.970655,0.0001358118815562348,0.00020462022100734733,764.9297142028809,70,0.011716353037916155
845.523647069931,5.919141316664992e-05,718,1715605227.733827,5.89030991739723e-05,0.00011809451234062222,840.6929693222046,71,0.007915647331275833
929.419365644455,3.453057523963996e-05,790,1715605311.6295457,8.867998242229317e-06,4.339857348186928e-05,924.5887448787689,72,0.008423158165608343
1021.5466527938843,1.1384453153391862e-05,869,1715605403.7568328,2.647720533950251e-06,1.4032173687342112e-05,1016.7159497737885,73,0.004631807381027182
1123.0184257030487,2.9764833057404848e-06,956,1715605505.2286057,6.803729495547961e-07,3.6568562552952807e-06,1118.1876308918,74,0.0029605583082775817
1234.9832243919373,1.9405816146980196e-06,1052,1715605617.1934044,4.5497183634360934e-07,2.395553451041629e-06,1230.152515411377,75,0.0021535275003496937
1357.41885638237,1.1297581441550792e-06,1157,1715605739.6290364,3.0056007604848443e-07,1.4303182202035637e-06,1352.5881388187408,76,0.0016675095750714403
1491.5868318080902,5.371451829476094e-07,1272,1715605873.7970119,1.5351266238589031e-07,6.906578453334997e-07,1486.7561311721802,77,0.0013322059099678042
1640.9077014923096,1.1339031947329543e-06,1400,1715606023.1178815,1.578583746009279e-06,2.7124869407422333e-06,1636.0768003463745,78,0.0010828969449869976
1802.9364306926727,3.913112280522069e-07,1539,1715606185.1466107,2.3093855017567575e-07,6.222497782278827e-07,1798.1057534217834,79,0.0008970887249926531
1982.5127499103546,1.5545210509630436e-07,1693,1715606364.72293,5.0988716999399824e-08,2.064408220957042e-07,1977.68199801445,80,0.0007430178260720488
2180.6857104301453,1.536502580536364e-07,1863,1715606562.8958905,6.34111214901084e-08,2.170613795437448e-07,2175.8550033569336,81,0.0006385294684260596
2397.470665693283,1.2689130631003536e-07,2049,1715606779.6808457,7.571935643305447e-08,2.0261066274308983e-07,2392.639892101288,82,0.0005466964819657501
2636.452882051468,1.0024761821709906e-07,2254,1715607018.663062,5.609223901613874e-08,1.563398572332378e-07,2631.6221408843994,83,0.0004932186516957745
2898.893863916397,5.579307147378072e-08,2479,1715607281.104044,2.4316176912381795e-08,8.010924838616251e-08,2894.0630922317505,84,0.00043915987525198493
3188.0796484947205,9.809449120181257e-08,2727,1715607570.2898285,7.618555795194384e-08,1.742800491537564e-07,3183.2489154338837,85,0.0003736420659420378
3506.4738686084747,1.083236839067922e-07,3000,1715607888.6840487,3.5533129241365587e-07,4.6365497632044807e-07,3501.6430711746216,86,0.0003486399951542836
3855.0757069587708,2.7345866772099882e-08,3299,1715608237.285887,1.1387711792783732e-08,3.873357856488361e-08,3850.244933128357,87,0.0003134219864729111
4239.804921865463,5.061599552059813e-08,3629,1715608622.015102,5.074693627233863e-08,1.0136293179293676e-07,4234.974238872528,88,0.00028437148159852197
4663.185151576996,2.2380097203489707e-08,3992,1715609045.3953316,1.0043834882730455e-08,3.242393208622016e-08,4658.354390144348,89,0.0002642835372821587
5128.386130571365,2.020719524737875e-08,4391,1715609510.5963106,1.0172441256361582e-08,3.0379636503740335e-08,5123.555374145508,90,0.0002439443684468496
5640.897078514099,3.7571518522392296e-08,4831,1715610023.1072586,4.390397595778374e-08,8.147549448017604e-08,5636.0663595199585,91,0.00021708782300021909
6005.711706638336,2.4382000182796463e-08,5144,1715610387.9218867,2.10519614973442e-08,4.543396168014066e-08,6000.880985021591,92,0.00020667624480912863
