_runtime,time,_step,_timestamp,loss_boundary,loss_interior,loss,step,l2_error
6.542143821716309,1.0117452144622803,0,1715604388.329913,0.5278315643670686,0.00041831908570821223,0.5282498834527768,0,1.0037121604915575
6.662450551986694,1.8442275524139404,1,1715604388.4502196,0.5248635686021246,0.000674684725922899,0.5255382533280475,1,0.9616191724251594
6.781180143356323,1.9604086875915527,2,1715604388.5689492,0.46706336360024736,0.0013824112051663644,0.4684457748054137,2,0.9030229867289361
6.896069049835205,2.0796239376068115,3,1715604388.6838381,0.42226144938536436,0.002777887953715929,0.4250393373390803,3,0.8306221013297573
7.0084943771362305,2.1937215328216553,4,1715604388.7962635,0.37464030631161255,0.005174764777046823,0.37981507108865936,4,0.7470201444440979
7.12101411819458,2.3062210083007812,5,1715604388.9087832,0.27774763095741023,0.0090580629590157,0.2868056939164259,5,0.6568265824440456
7.233334541320801,2.418649673461914,6,1715604389.0211036,0.22728797068641718,0.014661037742452252,0.24194900842886943,6,0.5634824223900238
7.345778942108154,2.5308268070220947,7,1715604389.133548,0.1621377671189912,0.022134265527797712,0.1842720326467889,7,0.4733484398029526
7.458385944366455,2.6438372135162354,8,1715604389.246155,0.11388110074265877,0.03178628116158904,0.1456673819042478,8,0.39500729995573425
7.572257041931152,2.7560322284698486,9,1715604389.3600261,0.09141927335265428,0.04279635165792979,0.13421562501058407,9,0.3387162782317953
7.6848719120025635,2.870156764984131,10,1715604389.472641,0.06622701245139295,0.05494692603586847,0.12117393848726142,10,0.31323428797264374
7.797201156616211,2.9825849533081055,11,1715604389.5849702,0.05757713529384129,0.06707649861377324,0.12465363390761453,11,0.3163363392316523
7.909929513931274,3.095085859298706,12,1715604389.6976986,0.06624318318688723,0.0771347054321394,0.14337788861902662,12,0.33478059685368816
8.022852897644043,3.208190441131592,13,1715604389.810622,0.06800068582131126,0.08485972956676302,0.15286041538807427,13,0.35385517968435826
8.135693550109863,3.320810556411743,14,1715604389.9234626,0.07181206572125712,0.08754979647114731,0.15936186219240445,14,0.3644465014527776
8.248449563980103,3.4336981773376465,15,1715604390.0362186,0.08105153865200589,0.08570259091052718,0.16675412956253305,15,0.3646223097180675
8.360840559005737,3.5459513664245605,16,1715604390.1486096,0.08120050710979658,0.0796628829589842,0.16086339006878078,16,0.35633482858554716
8.473841428756714,3.659184217453003,17,1715604390.2616105,0.07994280187381565,0.07127575451431141,0.15121855638812706,17,0.34408963803485054
8.58656620979309,3.7719686031341553,18,1715604390.3743353,0.07033891675769537,0.061302581529979285,0.13164149828767466,18,0.3327024909371918
8.702605247497559,3.8879916667938232,19,1715604390.4903743,0.07394916989100292,0.050976634497501526,0.12492580438850445,19,0.3258571275341181
8.814837217330933,4.00012469291687,20,1715604390.6026063,0.06869575309951684,0.04177072628561978,0.11046647938513662,20,0.32503592941921106
8.929424285888672,4.1148436069488525,21,1715604390.7171934,0.06565575860417892,0.03360704329802894,0.09926280190220786,21,0.3297788384082652
9.041769027709961,4.22706937789917,22,1715604390.829538,0.0669248651961721,0.0268681775945615,0.09379304279073361,22,0.33824306181559327
9.154436588287354,4.339680910110474,23,1715604390.9422057,0.06401807293281915,0.021454497378261512,0.08547257031108066,23,0.3486301813080384
9.267151832580566,4.452549695968628,24,1715604391.054921,0.07326659705613449,0.017211708092722752,0.09047830514885724,24,0.3591373354429764
9.379635572433472,4.564907073974609,25,1715604391.1674047,0.07618512019013197,0.01392875257727158,0.09011387276740356,25,0.3685052370710211
9.492146730422974,4.677644968032837,26,1715604391.2799158,0.07646795274637866,0.011492611220361737,0.0879605639667404,26,0.3759091396159682
9.604524612426758,4.7897748947143555,27,1715604391.3922937,0.08210318625131416,0.009648626445707654,0.09175181269702182,27,0.3810253741314604
9.71705412864685,4.902833700180054,28,1715604391.5048232,0.08649949432510674,0.008213626522708567,0.09471312084781532,28,0.38362306231001714
9.829773426055908,5.01499080657959,29,1715604391.6175425,0.08675222173611845,0.007255881131936167,0.09400810286805461,29,0.38393468629544125
9.942497730255127,5.127986669540405,30,1715604391.7302668,0.09340945336000843,0.006544142398950542,0.09995359575895897,30,0.38196564284191614
10.055978536605835,5.240790367126465,31,1715604391.8437476,0.0935877608936274,0.006097562778104712,0.0996853236717321,31,0.37812362799881155
10.169283866882324,5.3549964427948,32,1715604391.957053,0.07905261993588282,0.005857848866874248,0.08491046880275707,32,0.37342341008355034
10.287418603897095,5.468218088150024,33,1715604392.0751877,0.0849073660127996,0.005734839283948676,0.09064220529674828,33,0.3679729766909845
10.400779962539673,5.586514711380005,34,1715604392.188549,0.08239051518356887,0.005697134772367552,0.08808764995593642,34,0.3622846383383708
10.513620138168335,5.699086427688599,35,1715604392.3013892,0.07828942979349307,0.005772716074148319,0.0840621458676414,35,0.3568274058888846
10.626874923706055,5.81219482421875,36,1715604392.414644,0.07685548148735927,0.005895895591100792,0.08275137707846006,36,0.35188631608345133
10.74135136604309,5.926518440246582,37,1715604392.5291204,0.07360900733523437,0.006084839270680613,0.07969384660591498,37,0.347628907497204
10.854883432388306,6.0410239696502686,38,1715604392.6426525,0.07826175679031061,0.0063224699773122995,0.08458422676762291,38,0.34421062336080593
10.967780113220215,6.153130292892456,39,1715604392.7555492,0.07319112363841006,0.00652714261839825,0.0797182662568083,39,0.3417436781168557
11.080718040466309,6.266103982925415,40,1715604392.8684871,0.06638275809983082,0.006784012586579088,0.07316677068640991,40,0.3401446577430124
11.287432670593262,6.472899436950684,41,1715604393.0752017,0.07025474712499453,0.0071700328768855215,0.07742478000188005,42,0.3390508725480409
