loss,_step,_timestamp,loss_interior,time,l2_error,loss_boundary,step,_runtime
0.008589419260519066,42,1715610497.4151967,0.0015851543442877603,28.743457317352295,0.09598388836042726,0.007004264916231305,46,32.55493354797363
0.007204345104589522,43,1715610499.67883,0.0015763810180521463,31.00706458091736,0.08648112344235005,0.005627964086537375,50,34.81856679916382
0.00495103432141422,44,1715610502.5047112,0.0013843541970502593,33.83274221420288,0.0731650863066806,0.00356668012436396,55,37.644448041915894
0.0033744079868636024,45,1715610505.8949895,0.000652065203487197,37.22296929359436,0.06397371165807582,0.0027223427833764054,61,41.03472638130188
0.00133588665833142,46,1715610509.2822955,0.00033330010884734625,40.61042761802673,0.0407015635187394,0.0010025865494840739,67,44.42203235626221
0.0007806698197174041,47,1715610512.6739254,0.00022993752442409176,44.00202536582947,0.02982173328214273,0.0005507322952933123,73,47.81366229057312
0.00039883294805093323,48,1715610517.194838,0.000106024190470297,48.522807598114014,0.022702500389477562,0.0002928087575806362,81,52.334574937820435
0.00020885368819013113,49,1715610521.7164283,6.815821341078623e-05,53.044384241104126,0.015729109487832574,0.00014069547477934492,89,56.856165170669556
0.00010656098415167818,50,1715610526.8009436,3.340411409607742e-05,58.12897801399231,0.011371508838554072,7.315687005560076e-05,98,61.940680503845215
7.963184269662979e-05,51,1715610531.8982902,2.2483084596448917e-05,63.226288080215454,0.008636626989661165,5.714875810018087e-05,107,67.03802704811096
3.9493099022779434e-05,52,1715610538.1084793,9.913976329604133e-06,69.43611598014832,0.006540218592944992,2.95791226931753e-05,118,73.24821615219116
2.2195739494491582e-05,53,1715610544.8908248,3.7871085676205617e-06,76.2187728881836,0.005575277498482871,1.840863092687102e-05,130,80.03056168556213
1.2672341470927135e-05,54,1715610552.2345488,1.9651091927837307e-06,83.56252145767212,0.004572741765826594,1.0707232278143405e-05,143,87.37428569793701
7.535788588607934e-06,55,1715610560.1531112,1.1918465785885265e-06,91.4811098575592,0.0037998840962482914,6.343942010019407e-06,157,95.29284811019897
4.1091677862761186e-06,56,1715610568.6289155,5.984030218229646e-07,99.95682287216187,0.0030294815778793872,3.510764764453154e-06,172,103.76865243911743
2.565239856860788e-06,57,1715610578.7956488,2.766620710251637e-07,110.12349796295166,0.002649864109758108,2.2885777858356245e-06,190,113.93538570404053
3.2445930115086572e-06,58,1715610588.9759903,7.200365202035518e-07,120.30380749702454,0.0020239412935233207,2.5245564913051057e-06,208,124.115727186203
1.4214465972539547e-06,59,1715610600.836957,1.7776453983730371e-07,132.16489958763123,0.0017189544483607177,1.243682057416651e-06,229,135.97669386863708
8.394046656694719e-07,60,1715610613.8249214,1.1248383426777504e-07,145.1529107093811,0.0015429426825521605,7.269208314016968e-07,252,148.96465826034546
5.238824988884304e-07,61,1715610627.939118,6.021573738394815e-08,159.26700162887573,0.0014266738473909918,4.636667615044823e-07,277,163.07885479927063
1.894596247811717e-06,62,1715610643.7544453,4.492270978992947e-07,175.08219027519226,0.0013352679049242306,1.4453691499124224e-06,305,178.8941822052002
6.345847464594709e-07,63,1715610660.6837978,7.185596052345648e-08,192.0117540359497,0.0012006101042215474,5.627287859360144e-07,335,195.82353472709656
3.2248414817544204e-07,64,1715610679.8790877,2.3182444373822796e-08,211.20676612854004,0.00109027628581904,2.9930170380161925e-07,369,215.01882457733154
1.09543841272219e-06,65,1715610700.7727149,2.8216487195235463e-07,232.10066056251526,0.0009928596503774353,8.132735407698354e-07,406,235.9124517440796
3.0421276747998734e-07,66,1715610723.357512,4.033232030867476e-08,254.68503665924072,0.0008704878255311623,2.6388044717131256e-07,446,258.49724888801575
1.3539493159762282e-07,67,1715610748.752405,1.1224184275650578e-08,280.0803325176239,0.0008049713016841758,1.2417074732197225e-07,491,283.89214181900024
2.6491081079851065e-07,68,1715610776.4148915,2.7869067771880655e-08,307.7425584793091,0.0007071068857261442,2.3704174302663e-07,540,311.5546283721924
7.99615243034294e-08,69,1715610806.8875937,1.288168366317682e-08,338.21542716026306,0.0006126061562209818,6.707984064025258e-08,594,342.02733063697815
1.2071353715019442e-07,70,1715610840.2074165,1.402396536719502e-08,371.53440856933594,0.00057288955920844,1.066895717829994e-07,653,375.3471534252167
2.310058253936139e-07,71,1715610876.8928905,5.922660849599495e-08,408.22054386138916,0.0004985137830997386,1.7177921689761895e-07,718,412.03262734413147
4.2037599010520636e-08,72,1715610917.51278,4.377446558810255e-09,448.84044575691223,0.00044130344311845473,3.766015245171038e-08,790,452.6525168418884
4.67971145076154e-08,73,1715610962.1066198,5.970580212425268e-09,493.4342586994171,0.00040215181658085757,4.082653429519013e-08,869,497.24635672569275
4.795893084527201e-08,74,1715611011.2026608,6.848275381759656e-09,542.5303399562836,0.0003586225786369686,4.111065546351235e-08,956,546.3423976898193
4.2174051687980016e-08,75,1715611065.3787823,6.910488937344803e-09,596.7063982486725,0.00031910473080834143,3.5263562750635215e-08,1052,600.5185191631317
3.564892188842397e-08,76,1715611124.6359115,5.501543285389232e-09,655.9635684490204,0.0003044183648183898,3.014737860303474e-08,1157,659.775648355484
2.0511228391711727e-08,77,1715611189.5246015,3.177103668134368e-09,720.8522908687592,0.0002761068307891037,1.733412472357736e-08,1272,724.664338350296
2.628436895563946e-07,78,1715611261.7587366,2.0799133400554308e-07,793.0863044261932,0.00025355819665266174,5.48523555508515e-08,1400,796.8984735012054
2.8857874674420675e-08,79,1715611340.167972,6.466931887812528e-09,871.4956350326538,0.00022082375434756007,2.2390942786608148e-08,1539,875.307708978653
9.889293254291153e-09,80,1715611427.0478168,1.2693241358542793e-09,958.3754417896271,0.00021142501041961038,8.619969118436874e-09,1693,962.1875536441803
1.3213716384562465e-08,81,1715611522.9569428,2.330037484088458e-09,1054.2845797538757,0.0001839229907431899,1.0883678900474006e-08,1863,1058.0966796875
1.3931848808971856e-08,82,1715611627.913144,3.1206065236775758e-09,1159.2407355308533,0.00016592725722676814,1.081124228529428e-08,2049,1163.0528810024261
1.0606806970863776e-08,83,1715611743.5984733,2.2712007522328206e-09,1274.9260432720184,0.00015047478433452107,8.335606218630956e-09,2254,1278.7382102012634
5.552030134609257e-09,84,1715611870.5014179,1.0016536314037414e-09,1401.8290543556213,0.0001404157473714417,4.550376503205515e-09,2479,1405.6411547660828
1.5845499052479208e-08,85,1715612010.4231565,5.426941037584584e-09,1541.750522851944,0.00012522666538275582,1.0418558014894623e-08,2727,1545.5628933906555
1.0288871963596523e-07,86,1715612164.4755275,8.901992635510142e-08,1695.8031969070435,0.00011927210339364169,1.3868793280863807e-08,3000,1699.615264415741
2.6135677939749535e-09,87,1715612333.1806881,4.428223305228196e-10,1864.508267879486,0.00010920010802520172,2.170745463452134e-09,3299,1868.3204250335693
9.016673821701109e-09,88,1715612519.3572602,3.448651679090306e-09,2050.6849365234375,9.663141905813002e-05,5.5680221426108024e-09,3629,2054.496997117996
2.1853071288871877e-09,89,1715612724.1662445,4.127785701521071e-10,2255.4938673973083,9.116993550980018e-05,1.7725285587350804e-09,3992,2259.305981397629
2.141346536005748e-09,90,1715612949.3505495,3.986995372884465e-10,2480.6772413253784,8.419320461442008e-05,1.7426469987173016e-09,4391,2484.4902863502502
6.239335630105131e-09,91,1715613197.7289214,2.4525714928317235e-09,2729.0564301013947,7.625661790460943e-05,3.786764137273407e-09,4831,2732.8686583042145
1.0063715931207427e-08,92,1715613470.3902872,5.849644506375388e-09,3001.7178902626038,7.197153701458465e-05,4.214071424832039e-09,5314,3005.5300240516663
3.0517752101080554e-09,93,1715613770.1403322,1.0994097542482054e-09,3301.4679143428802,6.631382428039147e-05,1.9523654558598498e-09,5845,3305.2800691127777
4.144538087206026e-09,94,1715614099.952664,1.883475792330502e-09,3631.2802402973175,6.151541008277466e-05,2.261062294875524e-09,6429,3635.092400789261
1.4836567099719458e-09,95,1715614462.9504817,3.890072108694415e-10,3994.278080224991,5.655650448190759e-05,1.0946494991025043e-09,7072,3998.0902185440063
1.1141368712231302e-09,96,1715614862.0481312,3.1575705686337376e-10,4393.375728845596,5.3238411775066336e-05,7.983798143597564e-10,7779,4397.187868118286
1.3847353580387547e-09,97,1715615301.252235,4.5927452698125205e-10,4832.5796637535095,5.017993949740141e-05,9.254608310575028e-10,8557,4836.391971826553
4.959709287462509e-09,98,1715615784.5787952,3.2929543517347367e-09,5315.906380653381,4.668946623816239e-05,1.666754935727772e-09,9413,5319.718532085419
1.1595034549259342e-09,99,1715616315.663293,4.1447449964316127e-10,5846.9908537864685,4.3311462740317675e-05,7.45028955282773e-10,10354,5850.8030297756195
2.7148722416560485e-09,100,1715616468.6905205,1.3822389194866173e-09,6000.018141508102,4.1660073521253475e-05,1.3326333221694314e-09,10625,6003.8302574157715
