_runtime,l2_error,loss_interior,loss,_step,loss_boundary,time,_timestamp,step
12.031643867492676,0.007077576309723321,2.4832042972242337e-05,0.00010004261249546913,47,7.521056952322679e-05,8.236004829406738,1715518453.3382108,73
12.691739559173584,0.004646298634450654,1.0037437586073825e-05,4.9818727653236436e-05,48,3.978129006716261e-05,8.896477699279785,1715518453.9983065,81
13.317802667617798,0.0036108277588021583,6.684857870566638e-06,2.9869392744118045e-05,49,2.318453487355141e-05,9.522595167160034,1715518454.6243696,89
14.094424486160278,0.0026526376928285014,3.6752674842287607e-06,1.5278540918294146e-05,50,1.1603273434065385e-05,10.298829555511475,1715518455.4009914,98
14.913918256759644,0.0017283340026215766,2.152604601883655e-06,7.819907537482673e-06,51,5.667302935599018e-06,11.118718385696411,1715518456.2204852,107
15.812813758850098,0.0012303876479166699,1.3269269230695326e-06,4.120673740394216e-06,52,2.7937468173246837e-06,12.017526865005493,1715518457.1193807,118
16.767452478408813,0.0008607263027400107,8.162441455949163e-07,2.2582701888554024e-06,53,1.4420260432604862e-06,12.972195148468018,1715518458.0740194,130
17.784857273101807,0.0006292593384892971,5.320574622831426e-07,1.3738490166786803e-06,54,8.417915543955377e-07,13.98962926864624,1715518459.0914242,143
19.03763723373413,0.0004715252323287153,3.4571741154974374e-07,7.946393122386186e-07,55,4.489219006888749e-07,15.24198603630066,1715518460.3442042,157
20.357530117034912,0.00036157155176968787,2.3725169153780811e-07,4.900587371848044e-07,56,2.5280704564699624e-07,16.56211233139038,1715518461.664097,172
22.039008617401123,0.0002807227354230908,1.6547671943516996e-07,3.1197637964393225e-07,57,1.464996602087623e-07,18.243390560150146,1715518463.3455756,190
23.69650888442993,0.00023567093407743343,1.2078192963826443e-07,2.154222260188817e-07,58,9.464029638061727e-08,19.901057958602905,1715518465.0030758,208
25.577962398529053,0.00020539487033045201,8.595638475679633e-08,1.5154478720751806e-07,59,6.558840245072174e-08,21.782733917236328,1715518466.8845294,229
27.600794792175293,0.00017061924825721562,5.908914478920505e-08,1.0344889392084199e-07,60,4.435974913163695e-08,23.805420637130737,1715518468.9073617,252
29.78587007522583,0.00013441091894420072,3.9584328157324794e-08,6.772093045468038e-08,61,2.8136602297355583e-08,25.9904522895813,1715518471.092437,277
32.05944752693176,0.00010526817000113832,2.7533236336902135e-08,4.6217912274848827e-08,62,1.868467593794669e-08,28.264224767684937,1715518473.3660145,305
34.7696008682251,8.570597423894927e-05,1.9499944022125137e-08,3.268530403061792e-08,63,1.3185360008492782e-08,30.974160194396973,1715518476.0761678,335
37.83863186836243,7.026548013672902e-05,1.3288627771014067e-08,2.278167381753396e-08,64,9.493046046519892e-09,34.0429892539978,1715518479.1451988,369
41.06189322471619,5.312980880269572e-05,8.898174040957486e-09,1.5694812458812014e-08,65,6.79663841785453e-09,37.266685485839844,1715518482.3684602,406
44.5091016292572,4.176234397140105e-05,6.293758600267279e-09,1.1222151730064445e-08,66,4.9283931297971665e-09,40.713608264923096,1715518485.8156686,446
48.28032636642456,3.6497306209837854e-05,4.730265504196009e-09,8.336645279486596e-09,67,3.6063797752905873e-09,44.48493456840515,1715518489.5868933,491
52.47062921524048,3.17737838555899e-05,3.6550017330980982e-09,6.297577236723571e-09,68,2.642575503625473e-09,48.67537569999695,1715518493.7771962,540
56.945037603378296,2.664702157901874e-05,2.879352377122105e-09,4.7801000781497934e-09,69,1.900747701027688e-09,53.14979100227356,1715518498.2516046,594
62.085718631744385,2.233216991660684e-05,2.3026111341139394e-09,3.6370821144843547e-09,70,1.3344709803704153e-09,58.28970456123352,1715518503.3922856,653
67.29535341262817,1.863640904390389e-05,1.8694006148034885e-09,2.810792336867177e-09,71,9.413917220636885e-10,63.49986672401428,1715518508.6019204,718
73.3835768699646,1.594757908199916e-05,1.5357363973968095e-09,2.22306960519672e-09,72,6.873332077999105e-10,69.58789253234863,1715518514.6901438,790
79.97433638572693,1.3953495783748884e-05,1.2727684015290556e-09,1.7939062747772437e-09,73,5.211378732481881e-10,76.17910599708557,1715518521.2809033,869
87.22651767730713,1.2339422431060438e-05,1.060585201166156e-09,1.4640347568387745e-09,74,4.034495556726185e-10,83.43111824989319,1715518528.5330846,956
95.55805611610413,1.0961355636012088e-05,8.915139534468478e-10,1.2080193933997273e-09,75,3.165054399528795e-10,91.76262497901917,1715518536.864623,1052
104.56691551208496,9.789623583658444e-06,7.597024739071976e-10,1.0110435822119698e-09,76,2.5134110830477224e-10,100.77129244804382,1715518545.8734825,1157
114.37754583358765,8.759306488536726e-06,6.535886611247951e-10,8.537404627270911e-10,77,2.0015180160229603e-10,110.5823290348053,1715518555.6841128,1272
125.36991262435913,7.790423421085754e-06,5.625959110458829e-10,7.200262097164197e-10,78,1.5743029867053672e-10,121.57428169250488,1715518566.6764796,1400
137.06990027427673,6.883736580398899e-06,4.843185880418638e-10,6.064374884540046e-10,79,1.2211890041214088e-10,133.27437472343445,1715518578.3764672,1539
150.3861563205719,6.017408114056886e-06,4.149084316534361e-10,5.074812179466714e-10,80,9.257278629323539e-11,146.59072542190552,1715518591.6927233,1693
165.25131678581238,5.205587316623184e-06,3.541158340578756e-10,4.227699222831327e-10,81,6.865408822525707e-11,161.45531344413757,1715518606.5578837,1863
181.5880949497223,4.471962121730328e-06,3.0212964654696546e-10,3.5230756275184015e-10,82,5.017791620487469e-11,177.79263424873352,1715518622.894662,2049
199.75053930282593,3.822120108396572e-06,2.5789719533617894e-10,2.9419737458053254e-10,83,3.630017924435362e-11,195.955078125,1715518641.0571063,2254
219.6020050048828,3.2604867339592314e-06,2.2063547437981671e-10,2.4682950688927306e-10,84,2.6194032509456358e-11,215.8064694404602,1715518660.908572,2479
240.8591012954712,2.7817027239995457e-06,1.8915116372461727e-10,2.081011051428463e-10,85,1.894994141822904e-11,237.06384658813477,1715518682.1656682,2727
264.15430092811584,2.3785917464911833e-06,1.625670231932613e-10,1.7639421831285616e-10,86,1.3827195119594867e-11,260.35877656936646,1715518705.460868,3000
289.7090940475464,2.050275916837272e-06,1.4029409061582757e-10,1.505890750171355e-10,87,1.0294984401307914e-11,285.91381883621216,1715518731.015661,3299
318.18337321281433,1.7842053436340616e-06,1.2149315014430986e-10,1.2934968729422016e-10,88,7.856537149910313e-12,314.3881514072418,1715518759.4899402,3629
349.5808243751526,1.5722645285797282e-06,1.0569497220845982e-10,1.1187724226739247e-10,89,6.182270058932655e-12,345.78533935546875,1715518790.8873913,3992
383.66292452812195,1.4058021358048032e-06,9.239532381952847e-11,9.742605594989039e-11,90,5.030732130361913e-12,379.86758160591125,1715518824.9694915,4391
421.8069260120392,1.2745902029917672e-06,8.109267366472754e-11,8.531596055395801e-11,91,4.223286889230483e-12,418.0114555358887,1715518863.113493,4831
463.92225193977356,1.1712391929734668e-06,7.147871601620538e-11,7.512689407145828e-11,92,3.648178055252901e-12,460.1262094974518,1715518905.228819,5314
509.85813903808594,1.0890987043354312e-06,6.32624814197073e-11,6.649026084556785e-11,93,3.227779425860555e-12,506.06269931793213,1715518951.164706,5845
559.7131805419922,1.0229739444205454e-06,5.623434860073826e-11,5.914604920632297e-11,94,2.911700605584715e-12,555.9167516231537,1715519001.0197475,6429
615.6914927959442,9.68864839405501e-07,5.0225892956458923e-11,5.2892170077915047e-11,95,2.666277121456126e-12,611.8959715366364,1715519056.9980597,7072
676.8823764324188,9.236829523175707e-07,4.5092948451577224e-11,4.7562263385972196e-11,96,2.469314934394975e-12,673.0862846374512,1715519118.1889434,7779
744.3471205234528,8.850915456102264e-07,4.0696587043711177e-11,4.3001997831969816e-11,97,2.3054107882586414e-12,740.5513138771057,1715519185.6536875,8557
817.9138684272766,8.513226751672195e-07,3.690803503239249e-11,3.90721410029261e-11,98,2.1641059705336123e-12,814.1183545589447,1715519259.2204354,9413
899.2054522037506,8.210479665251242e-07,3.361655976650338e-11,3.5654803672077244e-11,99,2.0382439055738647e-12,895.409414768219,1715519340.5120192,10354
988.7554805278778,7.931651902209073e-07,3.0715830595554184e-11,3.2638205624507954e-11,100,1.922375028953773e-12,984.9599878787994,1715519430.0620475,11389
1003.8346683979034,7.887949756610353e-07,3.02745589129641e-11,3.2178739012881504e-11,101,1.904180099917407e-12,1000.0394358634949,1715519445.1412354,11567
