l2_error,_step,loss_interior,step,time,loss,loss_boundary,_runtime,_timestamp
0.27230649353123504,43,0.9658177099521701,50,1.881300687789917,1.0383855086727038,0.07256779872053372,6.093379974365234,1715375868.3303769
0.3556382736040368,44,0.5746917395286806,55,1.9226837158203125,0.686532456735122,0.11184071720644144,6.134817600250244,1715375868.3718145
0.15847325068077225,45,0.40144781460345635,61,1.972003698348999,0.42988176048573107,0.02843394588227471,6.184192180633545,1715375868.421189
0.2452614622026137,46,0.2977012606224801,67,2.02043080329895,0.33780655122765757,0.04010529060517745,6.23259711265564,1715375868.469594
0.1609558537465092,47,0.2474917992521477,73,2.0718982219696045,0.2745309633356513,0.02703916408350359,6.2840940952301025,1715375868.521091
0.1531375625480017,48,0.12799555843644375,81,2.160057783126831,0.16597024847179087,0.03797469003534712,6.372141122817993,1715375868.609138
0.13602362735127171,49,0.11061323157084649,89,2.226608991622925,0.13462732831105106,0.024014096740204573,6.438690423965454,1715375868.6756873
0.1268209308257748,50,0.08660056255645494,98,2.2986364364624023,0.10562336688585651,0.01902280432940157,6.5107057094573975,1715375868.7477026
0.10717934907723248,51,0.0691966924745743,107,2.374253749847412,0.08489806791526605,0.01570137544069175,6.58632755279541,1715375868.8233244
0.09199671212476562,52,0.05840021181310546,118,2.4592208862304688,0.07194009488138582,0.013539883068280363,6.671426057815552,1715375868.908423
0.08835489574107425,53,0.04960965185877819,130,2.553098678588867,0.060966388038476746,0.011356736179698557,6.7653210163116455,1715375869.002318
0.07853358186979835,54,0.042291863432376765,143,2.653019905090332,0.05251250186488349,0.01022063843250672,6.865222215652466,1715375869.102219
0.0740120977187613,55,0.03698872238240552,157,2.758302927017212,0.04637344473066071,0.009384722348255194,6.97046685218811,1715375869.2074637
0.07105858394033625,56,0.03312064826931572,172,2.8777966499328613,0.04193010420592261,0.008809455936606888,7.089916706085205,1715375869.3269136
0.06811954424083674,57,0.02992294977090235,190,3.0274100303649902,0.038307032247944434,0.008384082477042084,7.239521503448486,1715375869.4765184
0.0664642662987259,58,0.027606872534084094,208,3.171769380569458,0.03572589740441506,0.008119024870330971,7.383967399597168,1715375869.6209643
0.06512747552466731,59,0.02553215846872783,229,3.3390543460845947,0.033433543893382406,0.00790138542465458,7.551268815994263,1715375869.7882657
0.06409596638081524,60,0.023700412380942358,252,3.523348331451416,0.03141608313231862,0.007715670751376263,7.735578298568726,1715375869.9725752
0.0632611985780766,61,0.022002385828795917,277,3.71305775642395,0.02955235625961276,0.007549970430816844,7.925291299819946,1715375870.1622882
0.0625478091860276,62,0.020317524038666337,305,3.936676025390625,0.027708660053352832,0.007391136014686495,8.148854732513428,1715375870.3858516
0.06191900789201644,63,0.018680099701923927,335,4.182177543640137,0.025921067295569398,0.00724096759364547,8.394299030303955,1715375870.631296
0.0613023666448276,64,0.016979378385075763,369,4.4379565715789795,0.02406714586420201,0.0070877674791262465,8.650113821029663,1715375870.8871107
0.06071257160982841,65,0.015285982306199885,406,4.7202348709106445,0.022222534583129037,0.006936552276929151,8.932395458221436,1715375871.1693923
0.0601592665275998,66,0.01362796351882246,446,5.039165258407593,0.020416241336386788,0.0067882778175643275,9.251306056976318,1715375871.488303
0.059638478478865456,67,0.011971441444240121,491,5.3974769115448,0.01860997608827837,0.0066385346440382504,9.609631299972534,1715375871.8466282
0.05918364041556574,68,0.010406120472444168,540,5.7841761112213135,0.016900894888355986,0.0064947744159118154,9.996362924575806,1715375872.2333598
0.05879334098512019,69,0.00894135504209385,594,6.211486577987671,0.0152996576185138,0.00635830257641995,10.4237220287323,1715375872.660719
0.05846487068378636,70,0.007615210401642511,653,6.67174506187439,0.013848752416689158,0.006233542015046646,10.883938789367676,1715375873.1209357
0.05818322843593771,71,0.006442548196912246,718,7.166789531707764,0.012564948587408713,0.006122400390496467,11.378971099853516,1715375873.615968
0.05793249008775324,72,0.005438153060366087,790,7.734760522842407,0.011464237923402166,0.006026084863036079,11.946912288665771,1715375874.1839092
0.05769348996453099,73,0.004607015240380739,869,8.340813159942627,0.010550247503267338,0.005943232262886599,12.553065538406372,1715375874.7900624
0.05742904549393499,74,0.003916664543411926,956,8.998328447341919,0.009782078412590293,0.005865413869178367,13.210571765899658,1715375875.4475687
0.057089192440865404,75,0.0033329282846852695,1052,9.80320692062378,0.009113496475509334,0.005780568190824065,14.015483856201172,1715375876.2524807
0.0566298919221508,76,0.0028365291686061915,1157,10.634641885757446,0.008514834990251768,0.005678305821645578,14.84689998626709,1715375877.0838969
0.056022109776579745,77,0.0024129942146599694,1272,11.535069704055786,0.007964991529594415,0.005551997314934446,15.747541904449463,1715375877.9845388
0.055249411483766483,78,0.0020504972266905262,1400,12.55797004699707,0.007448856534281987,0.00539835930759146,16.77007508277893,1715375879.007072
0.054352183029040727,79,0.0017530929449875877,1539,13.64901852607727,0.006978686478488652,0.005225593533501064,17.861355543136597,1715375880.0983524
0.05335522346952151,80,0.0015073945926211004,1693,14.848687648773193,0.006545910452280239,0.0050385158596591385,19.06118130683899,1715375881.2981782
0.052310422563840164,81,0.001305462500241551,1863,16.1711106300354,0.006152178892752912,0.004846716392511361,20.383317708969116,1715375882.6203146
0.05126554406797739,82,0.0011375499561111792,2049,17.611815929412842,0.0057959972907959175,0.004658447334684738,21.82400369644165,1715375884.0610006
0.0502274643850824,83,0.000991795842519962,2254,19.199352979660034,0.005466179618285451,0.004474383775765489,23.411650896072388,1715375885.6486478
0.04918840457485325,84,0.0008616880671640115,2479,20.94872283935547,0.00515458419402248,0.004292896126858468,25.161237955093384,1715375887.3982348
0.04811167605975184,85,0.0007436995164170247,2727,22.87590980529785,0.0048515424942158865,0.004107842977798861,27.08815884590149,1715375889.3251557
0.04695700627126055,86,0.0006384819634816295,3000,25.0091495513916,0.0045516323810647135,0.003913150417583084,29.221338748931885,1715375891.4583356
0.045689673409276904,87,0.0005486533747004298,3299,27.359519958496094,0.004252974000355088,0.0037043206256546584,31.57217001914978,1715375893.809167
0.044266687331740384,88,0.00047569125715799,3629,29.92432475090027,0.003951888162358519,0.003476196905200529,34.13673424720764,1715375896.3737311
0.04343125396031026,89,0.0004525274804424195,3992,32.74946212768555,0.003801919965244603,0.0033493924848021833,36.96170926094055,1715375899.1987062
0.04178810963898576,90,0.0003896469936736593,4391,35.827473402023315,0.0034843757808439802,0.003094728787170321,40.0400288105011,1715375902.2770257
0.03987929147256604,91,0.00035775352892228747,4831,39.26519012451172,0.00317278905864501,0.0028150355297227223,43.477800369262695,1715375905.7147973
0.03777915397042119,92,0.0003381029198003144,5314,43.03641319274902,0.0028617362561085048,0.0025236333363081905,47.24902868270874,1715375909.4860256
0.036955738850270876,93,0.0003221344475677042,5845,47.180880308151245,0.002735711153621746,0.002413576706054042,51.39338493347168,1715375913.6303818
0.0344792562940444,94,0.0003004841258522714,6429,51.72589612007141,0.0023966952031892912,0.0020962110773370198,55.938456773757935,1715375918.1754537
0.03178904055535202,95,0.00029030338694362563,7072,56.713032484054565,0.0020706080287504164,0.0017803046418067908,60.92564511299133,1715375923.162642
0.030809352886195872,96,0.00025023198803267744,7779,62.16500639915466,0.0019203733162226095,0.001670141328189932,66.37749886512756,1715375928.6144958
0.027502037218646865,97,0.00024075034282697956,8557,68.21168398857117,0.0015709713481562079,0.0013302210053292283,72.42429947853088,1715375934.6612964
0.025627656776746832,98,0.00020054680272863924,9413,74.86392855644226,0.0013524047347505735,0.0011518579320219343,79.07654047012329,1715375941.3135374
0.024017633723005187,99,0.00016728189059235076,10354,82.1815619468689,0.0011805095789632605,0.0010132276883709098,86.3941080570221,1715375948.631105
0.01958067423572085,100,0.00015314711092301778,11389,90.27548933029175,0.0008283152600861364,0.0006751681491631186,94.48782896995544,1715375956.7248259
0.01664828238611286,101,0.0001298423574169303,12528,99.15298223495483,0.0006170957963567263,0.00048725343893979607,103.3655595779419,1715375965.6025565
0.014740715187184889,102,0.00011315304684897901,13781,108.96015238761902,0.0004971339857536267,0.0003839809389046477,113.17255926132202,1715375975.4095562
0.012156246881874562,103,9.38084749234265e-05,15159,119.72692131996155,0.0003528123027085306,0.0002590038277851041,123.93923830986023,1715375986.1762352
0.009764660830477216,104,8.487205716282512e-05,16675,131.4871311187744,0.00025588496292576317,0.00017101290576293802,135.69964909553528,1715375997.936646
0.006525949897761725,105,7.856037334049095e-05,18342,144.3574447631836,0.0001559198901690296,7.735951682853865e-05,148.5696578025818,1715376010.8066547
0.005733573739125712,106,6.628649347723804e-05,20177,158.65669083595276,0.00012651622834642653,6.022973486918848e-05,162.86915493011475,1715376025.1061518
0.0038734282232099288,107,5.9404178387817175e-05,22194,174.31869220733643,8.716800187566196e-05,2.7763823487844777e-05,178.53096532821655,1715376040.7679622
0.003396760027559717,108,5.03963244396367e-05,24414,191.45213389396667,7.210605793427586e-05,2.170973349463916e-05,195.66462874412537,1715376057.9016256
0.0026985057314603948,109,4.3509862490199445e-05,26855,210.60819697380066,5.7281860202849695e-05,1.3771997712650248e-05,214.82072520256042,1715376077.057722
0.0022174290740535345,110,3.760167512899484e-05,29540,231.42975616455078,4.7072737707629385e-05,9.471062578634547e-06,235.64227771759033,1715376097.8792746
0.0018639298674942555,111,3.2394308009575346e-05,32494,254.3024342060089,3.913508977888468e-05,6.740781769309339e-06,258.51506662368774,1715376120.7520635
0.0016225260909730505,112,2.7871957368197974e-05,35744,279.4717059135437,3.300619244271185e-05,5.134235074513871e-06,283.6842725276947,1715376145.9212694
0.0014192861335567668,113,2.3954768598238353e-05,39318,307.12130308151245,2.7867809593122518e-05,3.913040994884164e-06,311.3337721824646,1715376173.570769
0.0013283665750055769,114,2.053532621721812e-05,43250,337.47755002975464,2.3967443768847037e-05,3.4321175516289173e-06,341.69011974334717,1715376203.9271166
0.0011652438111424094,115,1.768193538324565e-05,47575,371.14609575271606,2.0320106127753448e-05,2.6381707445077977e-06,375.35859513282776,1715376237.595592
0.0010840673462304423,116,1.5168808953488161e-05,52332,408.04265785217285,1.743609309371859e-05,2.2672841402304276e-06,412.2551336288452,1715376274.4921305
0.001010771641959168,117,1.3006883406044941e-05,57566,448.77971172332764,1.4960082022718025e-05,1.9531986166730836e-06,452.99232625961304,1715376315.2293231
0.0008915517376536947,118,1.1205252163795895e-05,63322,493.34023213386536,1.270425546635399e-05,1.499003302558096e-06,497.5527217388153,1715376359.7897186
0.0008243123819916501,119,9.62282770434933e-06,69654,542.5751628875732,1.0893917537297195e-05,1.2710898329478656e-06,546.78808760643,1715376409.0250845
0.0007880486197994715,120,8.252320300224425e-06,76620,596.9768211841583,9.397287044227964e-06,1.14496674400354e-06,601.1893665790558,1715376463.4263635
0.0007221252151376389,121,7.10065672550025e-06,84281,656.6658771038055,8.045956655828963e-06,9.452999303287123e-07,660.8784577846527,1715376523.1154547
0.0006885659127250495,122,6.094630032028919e-06,92710,722.2140531539917,6.950700648701298e-06,8.56070616672379e-07,726.4272964000702,1715376588.6642933
0.0006299251588977637,123,5.25405972330068e-06,101980,794.2683553695679,5.946448955133912e-06,6.923892318332326e-07,798.4809160232544,1715376660.717913
0.0005940444271094488,124,4.527476958984821e-06,112178,873.3575146198273,5.130899809344344e-06,6.034228503595228e-07,877.5699489116669,1715376739.8069458
0.0005606303586930767,125,3.908355424724541e-06,123396,960.1723031997681,4.434677257754753e-06,5.263218330302121e-07,964.3847913742065,1715376826.6217883
0.0005575162021676463,126,3.668649613566619e-06,128527,1000.0003159046173,4.184571362398589e-06,5.159217488319694e-07,1004.2128033638,1715376866.4498003
