time,_runtime,l2_error,loss_boundary,loss_interior,loss,step,_step,_timestamp
1.2131156921386719,5.550845623016357,1.2673078555663893,0.006210411064169767,46.920246795591744,46.92645720665591,0,0,1715381483.2142267
1.7290544509887695,5.787826776504517,1.1461091198461675,1.6443952611015757,11.381629878154353,13.026025139255928,1,1,1715381483.4512079
1.997683048248291,6.055976390838623,0.9751974964461001,1.4358046359464383,9.262871075197808,10.698675711144245,2,2,1715381483.7193575
2.3487374782562256,6.4070188999176025,0.4159608377032265,0.8563398163804765,5.379560487388541,6.235900303769017,3,3,1715381484.0704
2.76405668258667,6.822308301925659,0.32783889012504697,0.17084298321984198,2.261850579759931,2.432693562979773,4,4,1715381484.4856894
3.1587884426116943,7.217071056365967,0.2008921560685775,0.11938136275990552,0.5186720259407164,0.6380533887006219,5,5,1715381484.8804522
3.600397825241089,7.658714771270752,0.07537410221030469,0.05260342937318087,0.21163803600565145,0.2642414653788323,6,6,1715381485.3220959
4.1863298416137695,8.244744777679443,0.06790605692916367,0.010169101836481897,0.05939669475796913,0.06956579659445103,7,7,1715381485.9081259
4.842665195465088,8.901178121566772,0.06835917407823079,0.008910092664166838,0.027662291735815435,0.03657238439998227,8,8,1715381486.5645592
5.526042461395264,9.584620714187622,0.06428663544338928,0.008855422176739814,0.017814160375151506,0.02666958255189132,9,9,1715381487.2480018
6.273891925811768,10.332525253295898,0.06006369271949523,0.007614627031012377,0.01412023090013162,0.021734857931144,10,10,1715381487.9959064
6.973987579345703,11.033907651901245,0.05410565899724948,0.006164301162550952,0.009961046380040858,0.01612534754259181,11,11,1715381488.6972888
7.575177907943726,11.633667707443237,0.052758807134131065,0.00541925962888388,0.006048047589940071,0.011467307218823952,12,12,1715381489.2970488
8.190641164779663,12.249197006225586,0.05196698979875772,0.00498928004719075,0.00400429016251573,0.00899357020970648,13,13,1715381489.912578
8.79350471496582,12.852068901062012,0.047595027896325186,0.004518862353567263,0.0025144860781271088,0.007033348431694372,14,14,1715381490.51545
9.523606777191162,13.582228660583496,0.045055619148086104,0.0041881345349574625,0.001996548815839582,0.006184683350797044,15,15,1715381491.2456098
10.169772148132324,14.22829270362854,0.04376904224665988,0.003700304789488176,0.0012360313879163723,0.004936336177404548,16,16,1715381491.8916738
10.846128225326538,14.904646873474121,0.04208919790800081,0.003260367607186467,0.000907295137258122,0.004167662744444589,17,17,1715381492.568028
11.601166009902954,15.659779071807861,0.04067959952047733,0.003099612059249953,0.0008044109343893457,0.0039040229936392985,18,18,1715381493.3231602
12.37765121459961,16.43626570701599,0.03994917931431346,0.002908914934034518,0.0006353997671785934,0.0035443147012131112,19,19,1715381494.0996468
13.130290269851685,17.188920259475708,0.038969648677951135,0.002768746576425588,0.0005528091682122946,0.003321555744637883,20,20,1715381494.8523014
13.85985255241394,17.918503522872925,0.037753186890134016,0.002625088625941286,0.00046041146792990455,0.0030855000938711905,21,21,1715381495.5818846
14.461423397064209,18.519959926605225,0.036298544666089255,0.002438981226224159,0.00045142543692644016,0.002890406663150599,22,22,1715381496.183341
15.098094701766968,19.15663433074951,0.033273229946208724,0.002279043896276095,0.00047673535245228523,0.00275577924872838,23,23,1715381496.8200154
15.772846460342407,19.831379890441895,0.03138038095706373,0.001954336337874443,0.00041742747490771884,0.0023717638127821617,24,24,1715381497.494761
16.424609184265137,20.48314642906189,0.02833959568904214,0.0017313816019715947,0.00044139393887426235,0.002172775540845857,25,25,1715381498.1465275
17.031686305999756,21.09027647972107,0.026467193488672783,0.001442347690610674,0.0004181054935152732,0.001860453184125947,26,26,1715381498.7536576
17.62945318222046,21.688035249710083,0.024226165405613797,0.0013209010402187057,0.0004101367648352689,0.0017310378050539746,27,27,1715381499.3514163
18.333656072616577,22.392333984375,0.022313304535684194,0.0010859198551923497,0.00041366667086170243,0.0014995865260540521,28,28,1715381500.055715
18.962767362594604,23.021615028381348,0.021875006116823602,0.0008866676858627842,0.00034911038612889396,0.0012357780719916781,29,29,1715381500.6849961
