_runtime,step,time,_timestamp,loss,_step,l2_error,loss_boundary,loss_interior
321.63805294036865,0,317.45356369018555,1715379800.677674,46.92645720665591,0,0.41755541409135116,0.006210411064169767,46.920246795591744
654.3066885471344,1,650.5908718109131,1715380133.3463097,46.92282818042762,1,0.4171552563516357,0.00616843015292076,46.916659750274704
996.3831560611725,2,992.6684391498566,1715380475.4227772,45.45104171425903,2,0.38046312001404564,0.24877964364076685,45.20226207061826
1340.9620032310486,3,1337.2475562095642,1715380820.0016243,35.95996048043432,3,0.2959349640540153,0.20049925556053846,35.75946122487378
