l2_error,loss_boundary,loss,step,_step,loss_interior,time,_timestamp,_runtime
0.11848058330257343,0.017297167859796025,0.08472859720097696,89,49,0.06743142934118093,30.777501344680786,1715380350.431442,34.670762062072754
0.11005606261762012,0.016514766624272488,0.06716687954969902,98,50,0.05065211292542653,33.779212951660156,1715380353.4331813,37.6725013256073
0.10065674344363688,0.014061030811576428,0.05597771601904866,107,51,0.041916685207472236,36.72552180290222,1715380356.3793094,40.618629455566406
0.09618342104210699,0.013589599793657347,0.052802228328467225,118,52,0.039212628534809876,40.3758704662323,1715380360.029999,44.2693190574646
0.09601828674804834,0.013125481895627397,0.049523427587378724,130,53,0.036397945691751324,44.290849447250366,1715380363.9449017,48.18422174453735
0.09168967828653617,0.012814301545638588,0.04652693709903422,143,54,0.03371263555339563,48.57105588912964,1715380368.2250645,52.46438455581665
0.09118458923173925,0.01252775730862665,0.04333197463684902,157,55,0.03080421732822237,52.89491319656372,1715380372.5492303,56.78855037689209
0.09118706903078257,0.012319103666847943,0.04057368300407441,172,56,0.028254579337226467,57.60577726364136,1715380377.259733,61.49905300140381
0.09142384514854582,0.012143994030890143,0.03777610343335544,190,57,0.025632109402465297,63.45462203025818,1715380383.108495,67.34781503677368
0.0903793696036898,0.012011363712455628,0.03553094805104147,208,58,0.023519584338585843,69.40258765220642,1715380389.056661,73.29598093032837
0.08892873405065602,0.0118595160846278,0.03266720422110335,229,59,0.02080768813647555,76.34925317764282,1715380396.0034611,80.24278116226196
0.08967767170076936,0.01170722197665936,0.030021702343698678,252,60,0.018314480367039317,83.84755730628967,1715380403.5015497,87.7408697605133
0.08878749348382228,0.011546588590813122,0.027756694987579628,277,61,0.016210106396766504,92.07134342193604,1715380411.7253013,95.9646213054657
0.08847673279444158,0.01131377976182606,0.02531770881215149,305,62,0.01400392905032543,101.08805584907532,1715380420.741983,104.98130297660828
0.08802866008268512,0.01103346088963334,0.023434864086696018,335,63,0.012401403197062679,110.79762053489685,1715380430.4517655,114.69108557701111
0.08604148194114078,0.01071331785218956,0.021658395073062435,369,64,0.010945077220872873,122.0133650302887,1715380441.6674397,125.90675973892212
0.08478244059979863,0.010297196510043306,0.019670797494565934,406,65,0.009373600984522628,134.1622223854065,1715380453.816399,138.05571913719177
0.08280735106055875,0.009906005046909338,0.01772902102257807,446,66,0.007823015975668729,147.17762637138367,1715380466.8319185,151.07123851776123
0.0799655253649035,0.009468628400402575,0.015878386835176207,491,67,0.00640975843477363,162.03405046463013,1715380481.6879866,165.9273066520691
0.0782476885683072,0.009074249400592635,0.014525674294191725,540,68,0.0054514248935990895,177.91774940490723,1715380497.5716968,181.8110167980194
0.07613452324683104,0.008677267870485405,0.013285870177209145,594,69,0.004608602306723741,195.39976406097412,1715380515.054041,199.29336094856262
0.0728345433520787,0.008167602289116166,0.012053646229246727,653,70,0.0038860439401305616,214.70978164672852,1715380534.363822,218.60314202308655
0.07025103177466399,0.007653724504227262,0.010982933551495952,718,71,0.00332920904726869,235.74339771270752,1715380555.3976755,239.63699555397034
0.06720248892328674,0.007085259180525731,0.009949763119460713,790,72,0.0028645039389349823,258.8459098339081,1715380578.4998415,262.73916149139404
0.06441057474390054,0.00661779873029578,0.009040045464531271,869,73,0.0024222467342354913,284.88606882095337,1715380604.5400648,288.7793848514557
0.062226373121569666,0.006212457789429049,0.008314395568821416,956,74,0.0021019377793923665,313.4000041484833,1715380633.0543437,317.2936637401581
0.059983370515178366,0.005824246222175081,0.007635095298505198,1052,75,0.0018108490763301165,344.0909538269043,1715380663.7448602,347.9841802120209
0.05740655019627642,0.0054006311576684455,0.00691469168771426,1157,76,0.001514060530045815,377.61316895484924,1715380697.2674506,381.5067706108093
0.05549576559015231,0.005060490071439149,0.006360124402897526,1272,77,0.0012996343314583777,414.68852710723877,1715380734.3424456,418.5817656517029
0.05356482335260421,0.0047321450814906225,0.005843277491796287,1400,78,0.001111132410305664,455.9486219882965,1715380775.6029649,459.8422849178314
0.051349350298468384,0.004393022771692558,0.0053311304668116144,1539,79,0.0009381076951190568,500.77377796173096,1715380820.4276404,504.666960477829
0.04956198097514609,0.004132024548633335,0.004950935347188775,1693,80,0.0008189107985554403,550.3650133609772,1715380870.0191853,554.2585053443909
0.04775854162139204,0.003814947681551902,0.00450318379560803,1863,81,0.0006882361140561279,606.1792352199554,1715380925.83339,610.0727100372314
0.045739779180344144,0.003510620843029463,0.004088558601118623,2049,82,0.0005779377580891593,665.5711843967438,1715380985.2254095,669.4647295475006
0.04277621225076733,0.0030851713819809194,0.0035320587443894557,2254,83,0.0004468873624085361,731.3572194576263,1715381051.0113633,735.2506833076477
0.040320528078136755,0.002756005576278438,0.0031183743074819073,2479,84,0.0003623687312034696,804.1735420227051,1715381123.8277204,808.0670404434204
0.03783338705385611,0.0024353428484604773,0.0027263593038495777,2727,85,0.00029101645538910035,882.9627711772919,1715381202.6170256,886.8563456535339
0.034785779412241,0.002062186523760075,0.0022856332628519486,3000,86,0.00022344673909187361,970.0450460910797,1715381289.6992514,973.9385714530945
0.033909819626596414,0.0019519624969781182,0.0021604782126420437,3094,87,0.00020851571566392552,1000.2710502147675,1715381319.9250972,1004.1644172668457
