loss,_step,_runtime,step,loss_boundary,loss_interior,time,l2_error,_timestamp
0.008367566917332455,42,23.86665987968445,46,0.007955439576217584,0.00041212734111487103,19.793509006500244,0.12558443237462028,1716483871.8852458
0.00826662275943729,43,24.983574867248535,50,0.007959498275962588,0.00030712448347470107,20.903088808059692,0.12558490458074348,1716483873.0021608
0.008196876633191756,44,26.334773540496826,55,0.007957504546308836,0.00023937208688292095,22.261302947998047,0.12557313383704624,1716483874.3533595
0.008145380763201107,45,27.91932702064514,61,0.007948162108803213,0.00019721865439789496,23.845032453536987,0.1255329825977736,1716483875.937913
0.008106246993454257,46,29.503740787506104,67,0.007932099111819897,0.00017414788163435993,25.431834936141968,0.12546338417059244,1716483877.5223267
0.00807194797250286,47,31.086893320083618,73,0.007912465586553733,0.0001594823859491283,27.01349973678589,0.1253764844089223,1716483879.1054792
0.008030174183600856,48,33.13615655899048,81,0.007884186160560074,0.00014598802304078242,29.056159496307373,0.1252509765505218,1716483881.1547425
0.007991626743127705,49,35.185173988342285,89,0.007855658821246414,0.00013596792188129116,31.10518527030945,0.12512472104999975,1716483883.20376
0.007951439551642518,50,37.46907949447632,98,0.007824507449684893,0.00012693210195762524,33.38860726356506,0.12498776396808253,1716483885.4876654
0.00791417129372793,51,39.75115203857422,107,0.007794772496114595,0.0001193987976133348,35.67102789878845,0.12485810155645838,1716483887.769738
0.00787205943899237,52,42.50125551223755,118,0.007760413584477825,0.00011164585451454326,38.42649602890015,0.12470958119926263,1716483890.5198414
0.00782983413957587,53,45.48635816574097,130,0.0077252337622092816,0.0001046003773665894,41.40625214576721,0.12455881499415569,1716483893.504944
0.007787810500728115,54,48.70296502113342,143,0.007689511720916644,9.82987798114712e-05,44.62292194366455,0.12440679957602203,1716483896.721551
0.007746209183201146,55,52.15089392662048,157,0.007653440450256842,9.27687329443031e-05,48.07820653915405,0.12425402391283183,1716483900.1694798
0.0077051672667405235,56,55.831470251083374,172,0.00761715111201171,8.801615472881352e-05,51.75724530220032,0.12410060612096434,1716483903.8500562
0.007659912722962779,57,60.21408152580261,190,0.007576320449032501,8.359227393027707e-05,56.13973379135132,0.1239276774074123,1716483908.2326674
0.00761824032657362,58,64.59920501708984,208,0.007537970347039249,8.026997953437095e-05,60.51692819595337,0.12376425264891866,1716483912.617791
0.007573287915173404,59,69.69616675376892,229,0.007495817815829496,7.74700993439073e-05,65.61419534683228,0.12358263023058565,1716483917.7147527
0.007527684335204015,60,75.26048016548157,252,0.007452268987351481,7.541534785253509e-05,71.17828321456909,0.12339179120925318,1716483923.279066
0.007481503853904732,61,81.29521226882935,277,0.007407432385354732,7.407146855000014e-05,77.21345233917236,0.12319080537807581,1716483929.3137982
0.007433020653176073,62,88.02948546409607,305,0.00735966009034556,7.336056283051337e-05,83.94714212417603,0.12297043023901097,1716483936.0480714
0.007383946535642917,63,95.2315022945404,335,0.007310695442914391,7.325109272852604e-05,91.14921116828918,0.12273671001376543,1716483943.2500882
0.007330951763513644,64,103.37468719482422,369,0.007257279178806754,7.36725847068899e-05,99.29153442382812,0.12247152081752463,1716483951.393273
0.007275479138519445,65,112.21822571754456,406,0.007200933602161259,7.454553635818615e-05,108.13691234588623,0.1221792360020177,1716483960.2368116
0.007217143510607256,66,121.76381397247314,446,0.007141378611309638,7.576489929761785e-05,117.68251824378967,0.12185561068715932,1716483969.7824
0.0071525704488962,67,132.4740138053894,491,0.0070752763946250975,7.729405427110231e-05,128.39203524589539,0.12147847588186729,1716483980.4925997
0.007082536332885007,68,144.1248288154602,540,0.007003539237354848,7.899709553015909e-05,140.04252982139587,0.1210482197030271,1716483992.1434147
0.007004657577518235,69,156.94060683250427,594,0.006923855567195981,8.080201032225405e-05,152.8642611503601,0.120545916604149,1716484004.9591928
0.006917637065362316,70,170.92854738235474,653,0.00683502986208931,8.260720327300607e-05,166.85290026664734,0.11995795675501285,1716484018.9471333
0.006818215766715374,71,186.32301425933838,718,0.006733864707348985,8.4351059366389e-05,182.2414197921753,0.11925581357661517,1716484034.3416002
0.0067023029253453,72,203.35548281669617,790,0.00661632181190472,8.59811134405796e-05,199.27974009513855,0.11840158678603328,1716484051.3740687
0.0065663610570316396,73,221.95299291610718,869,0.00647890685150905,8.745420552258899e-05,217.87200117111206,0.11735747208662295,1716484069.9715788
0.006403792645832812,74,242.41313767433167,956,0.006314975883798627,8.881676203418484e-05,238.33334350585938,0.11605678207932836,1716484090.4317236
0.006205802164578674,75,264.9745886325836,1052,0.006115553120385769,9.02490441929049e-05,260.8944573402405,0.11440520751261195,1716484112.9931746
0.005963108192128818,76,289.6348834037781,1157,0.005870910911470882,9.21972806579358e-05,285.55373764038086,0.11228947739774098,1716484137.6534693
0.005661494814930198,77,316.6149125099182,1272,0.005565814241214073,9.568057371612613e-05,312.5349702835083,0.10952923233121138,1716484164.6334984
0.005277697576842101,78,346.63300943374634,1400,0.005174749456594737,0.00010294812024736353,342.55363297462463,0.10581200679253956,1716484194.6515954
0.004804152411796257,79,379.22291445732117,1539,0.004686262213966599,0.00011789019782965812,375.14881682395935,0.10089901066992978,1716484227.2415004
0.0042262450197491684,80,415.31030106544495,1693,0.004079110102472212,0.00014713491727695653,411.23038816452026,0.09436433943466208,1716484263.328887
0.0036714994685387663,81,455.145560503006,1863,0.003441751891531517,0.00022974757700724966,451.0654969215393,0.08603799150542782,1716484303.1641464
0.0030049102036016143,82,498.6981039047241,2049,0.002729944272694153,0.0002749659309074611,494.6169059276581,0.07722302197849545,1716484346.7166898
0.002413810376941437,83,546.6654877662659,2254,0.0021122695286554783,0.0003015408482859585,542.5854427814484,0.06819971884864183,1716484394.6840737
0.003287982447368982,84,599.2934255599976,2479,0.0031915757863711296,9.640666099785262e-05,595.2126905918121,0.08257269639705181,1716484447.3120115
0.002360298184022426,85,657.2928645610809,2727,0.002193223261417659,0.00016707492260476702,653.212164402008,0.0698429422520598,1716484505.3114505
0.0017708632379713428,86,721.0968985557556,3000,0.0015703366071370152,0.0002005266308343275,717.0184886455536,0.05941579169615712,1716484569.1154845
0.1761795446923054,87,790.9734189510345,3299,0.11296073472934708,0.06321880996295834,786.8925952911377,0.37678621336907325,1716484638.9920049
0.0019539646410083027,88,868.086884021759,3629,0.0016029109696271992,0.0003510536713811034,864.0067138671875,0.05923428138325354,1716484716.10547
0.00152755076030354,89,952.8920469284058,3992,0.0013117312870853438,0.00021581947321819628,948.8118650913239,0.054261503880561245,1716484800.9106328
0.0014424466928438936,90,1046.0899744033813,4391,0.001360927939366275,8.151875347761864e-05,1042.0147333145142,0.05553437772224605,1716484894.1085603
0.0011963606765158052,91,1148.8528604507446,4831,0.00113336820805728,6.299246845852514e-05,1144.7717726230621,0.051244926092321424,1716484996.8714464
0.001559901003784935,92,1261.7144846916199,5314,0.0013175753187413867,0.00024232568504354844,1257.6391036510468,0.05283516761833857,1716485109.7330706
0.001307258692426226,93,1385.6656613349915,5845,0.0012129093207771747,9.434937164905134e-05,1381.5852620601654,0.05124778450289052,1716485233.6842473
0.0012102655757990617,94,1521.9868369102478,6429,0.0011739912971629833,3.627427863607849e-05,1517.9055905342102,0.05090378626119965,1716485370.0054228
0.001386841408519325,95,1672.1071190834045,7072,0.001251721069781733,0.00013512033873759184,1668.033122062683,0.0514942401346615,1716485520.125705
0.0012191554250826305,96,1837.181397676468,7779,0.0011726547592597278,4.65006658229027e-05,1833.1007211208344,0.05045109821615481,1716485685.1999836
0.0015234859542351382,97,2018.8645639419556,8557,0.001230887020199011,0.00029259893403612707,2014.790123462677,0.05016219285727234,1716485866.8831499
0.0011664306647719653,98,2218.6812024116516,9413,0.001127733261681498,3.869740309046736e-05,2214.5998141765594,0.049478280668310524,1716486066.6997883
0.0012826012523575235,99,2438.2760665416718,10354,0.0011506947723021997,0.00013190648005532386,2434.194901227951,0.04987003385721613,1716486286.2946525
0.0010985683668166169,100,2679.7657599449158,11389,0.0010741885286962368,2.4379838120380177e-05,2675.6843223571777,0.049332024227628786,1716486527.7843459
0.0011314615206069426,101,2945.699300765991,12528,0.0010682581113747155,6.320340923222696e-05,2941.617846250534,0.048979074789651404,1716486793.7178867
0.0012577986123007109,102,3238.2491986751556,13781,0.0011298464626347206,0.00012795214966599026,3234.16850066185,0.04893088516908823,1716487086.2677846
0.001070753098999645,103,3559.789482116699,15159,0.0010562131314501425,1.4539967549502656e-05,3555.7146170139313,0.048405297634167795,1716487407.808068
0.0010487794783008595,104,3913.536109685898,16675,0.0010279339615012345,2.0845516799624963e-05,3909.4555718898773,0.0487514035617009,1716487761.5546956
0.001096919605060641,105,4302.477231502533,18342,0.0010793233924184897,1.7596212642151258e-05,4298.3956480026245,0.04834623019695531,1716488150.4958174
0.001091278917979335,106,4730.60080575943,20177,0.0010784780071011468,1.2800910878187992e-05,4726.525940418243,0.04853181418115571,1716488578.6193917
0.00134889811087291,107,5201.315067529678,22194,0.0011738620571100334,0.00017503605376287674,5197.234208583832,0.0477672789679006,1716489049.3336535
0.0011719431739877861,108,5719.252250909805,24414,0.0011285198864088527,4.342328757893349e-05,5715.177867174149,0.04794620863220188,1716489567.2708368
0.001037128161320325,109,6288.475234270096,26855,0.0010152518484704998,2.187631284982512e-05,6284.394496679306,0.04785733400883727,1716490136.4938202
0.0009980765808396208,110,6914.685830831528,29540,0.0009471840035017825,5.0892577337838296e-05,6910.6110763549805,0.047736804778323115,1716490762.7044168
0.0012079859665209414,111,7603.393279075623,32494,0.0011077164421423107,0.00010026952437863056,7599.318064212799,0.04741930037405979,1716491451.411865
0.0010037679199022482,112,8361.110708475113,35744,0.0009904201051904751,1.334781471177308e-05,8357.02900671959,0.047196648857620316,1716492209.1292944
0.001159655756923801,113,9194.63183927536,39318,0.0010591138357965231,0.00010054192112727795,9190.556008815765,0.046976402331000304,1716493042.6504252
0.001136244871231069,114,10004.309486865997,42790,0.0010143152544325772,0.00012192961679849194,10000.227706432343,0.04669777950269398,1716493852.3280728
