step,loss_boundary,l2_error,_timestamp,loss,time,_step,_runtime,loss_interior
46,0.009398250225019831,0.1498786042811823,1716323155.22595,0.029180161329976778,20.82238793373108,42,24.93312907218933,0.01978191110495695
50,0.013752900487663425,0.15734984743290445,1716323156.4192333,0.018812133599439354,22.013580560684204,43,26.126412391662598,0.0050592331117759294
55,0.008515718771956048,0.13257772231985707,1716323157.864667,0.011629525535421435,23.459603309631348,44,27.57184600830078,0.0031138067634653866
61,0.009363793489009111,0.1408126120876252,1716323159.5618956,0.011093809331598103,25.155426740646362,45,29.26907467842102,0.0017300158425889915
67,0.008748696205456938,0.13448069730713533,1716323161.2594233,0.011239099261109303,26.853744506835938,46,30.966602325439453,0.0024904030556523646
73,0.007988438480512018,0.12853054152098245,1716323162.956128,0.009324781370711889,28.549579858779907,47,32.66330695152283,0.0013363428901998718
81,0.0074191801416695225,0.12503040175420663,1716323165.1566875,0.00818703802627659,30.751125812530518,48,34.863866567611694,0.0007678578846070671
89,0.007179928922068718,0.12341045776872434,1716323167.3584373,0.008066279746618518,32.95383810997009,49,37.06561636924744,0.0008863508245498003
98,0.006944897350446108,0.12197401540036101,1716323169.8114133,0.007665428636644834,35.40531373023987,50,39.5185923576355,0.0007205312861987261
107,0.006875121432034272,0.12181038154011642,1716323172.2644565,0.007465910298718471,37.8587167263031,51,41.971635580062866,0.000590788866684199
118,0.006736335472145378,0.1208429461308056,1716323175.2204456,0.007269191777423274,40.81354737281799,52,44.92762470245361,0.0005328563052778961
130,0.007017366193004498,0.12007034564043333,1716323178.4516883,0.007823287920229346,44.03836679458618,53,48.15886735916138,0.0008059217272248483
143,0.006706576349721637,0.11823727134637613,1716323181.9128933,0.007303776849776904,47.49969291687012,54,51.62007236480713,0.0005972005000552668
157,0.006415829993488299,0.11680030741832464,1716323185.624193,0.006898029064177995,51.21090483665466,55,55.331372022628784,0.00048219907068969644
172,0.006167750516179738,0.11546424982073322,1716323189.5869603,0.006588622739259722,55.173699617385864,56,59.29413938522339,0.0004208722230799832
190,0.005921007604727354,0.11386604315531769,1716323194.3050783,0.00627645622657852,59.90014886856079,57,64.01225733757019,0.0003554486218511668
208,0.005674268668102044,0.11190715777300447,1716323199.023281,0.005976759830171753,64.61643147468567,58,68.73046016693115,0.0003024911620697097
229,0.005369907838596802,0.10917440619891548,1716323204.500062,0.00561419567626758,70.09376525878906,59,74.20724105834961,0.00024428783767077784
252,0.005671378266138159,0.10452891440283714,1716323210.497802,0.006091508956430204,76.09287238121033,60,80.2049810886383,0.0004201306902920452
277,0.00463155496764087,0.09978484192643812,1716323216.978184,0.004817856483687785,82.57233738899231,61,86.68536305427551,0.00018630151604691518
305,0.003940888492955555,0.09347002597086976,1716323224.2131321,0.004061085472563317,89.80755686759949,62,93.92031121253967,0.00012019697960776234
335,0.003204125306210356,0.08466193214450966,1716323231.9516156,0.003288384939323939,97.54540586471558,63,101.65879464149475,8.425963311358312e-05
369,0.004298310162302325,0.08948956177634715,1716323240.741218,0.00507832042865652,106.346923828125,64,110.44839715957642,0.0007800102663541952
406,0.0021191133028225497,0.06771707351866595,1716323250.2629092,0.002336689766548874,115.85804605484009,65,119.9700882434845,0.0002175764637263243
446,0.0017215586550352884,0.06125980116300742,1716323260.5396187,0.001954588021138727,126.13383436203003,66,130.2467978000641,0.00023302936610343895
491,0.0015725879843240156,0.05815337448007778,1716323272.0791678,0.0017954973051706054,137.6659643650055,67,141.78634691238403,0.00022290932084658975
540,0.0014575920045488673,0.05608441616331466,1716323284.6532736,0.0017030336207262933,150.24089241027832,68,154.36045265197754,0.000245441616177426
594,0.0023891164549146105,0.058456883245976976,1716323298.4545178,0.0029155467893127816,164.04203033447266,69,168.16169691085815,0.000526430334398171
653,0.0014318312242768286,0.05529484713846722,1716323313.5488603,0.0017381653882464513,179.13622045516968,70,183.25603938102722,0.0003063341639696226
718,0.0013399967637077867,0.05362359231351189,1716323330.1255393,0.0015478047558218722,195.71338844299316,71,199.83271837234497,0.00020780799211408553
790,0.001338087049978316,0.05324332614816431,1716323348.5040069,0.0015735555204968864,214.0914375782013,72,218.21118593215942,0.00023546847051857057
869,0.0013032910159545294,0.05193152587275973,1716323368.6651552,0.0017038211289083635,234.25250053405762,73,238.37233424186707,0.00040053011295383413
956,0.001216352966957365,0.051855973390342154,1716323390.793625,0.0013628436613006244,256.38169980049133,74,260.5008041858673,0.00014649069434325936
1052,0.0013048705762614828,0.05243495333091882,1716323415.2212005,0.0014513425965595392,280.808310508728,75,284.92837953567505,0.00014647202029805637
1157,0.0012180528770262859,0.05206639467840327,1716323441.9376585,0.0013910166943905283,307.52520060539246,76,311.64483761787415,0.00017296381736424236
1272,0.0012664917847536338,0.05115308519625021,1716323471.1667938,0.001424047478706463,336.7541871070862,77,340.87397289276123,0.00015755569395282918
1400,0.0012182812764101293,0.05067120293870278,1716323503.6519067,0.0013784063739640474,369.2396025657654,78,373.35908579826355,0.0001601250975539182
1539,0.0010783615640212643,0.05034468024153537,1716323538.9263086,0.0011906484891019806,404.5136282444,79,408.633487701416,0.00011228692508071635
1693,0.0012300392438395304,0.05012278097549055,1716323577.9895992,0.0013250815031576324,443.5765697956085,80,447.6967782974243,9.50422593181019e-05
1863,0.0012650064366427098,0.0542927234794129,1716323621.1032686,0.001409527242603825,486.6902611255646,81,490.8104476928711,0.00014452080596111534
2049,0.0023642839498770165,0.052315049927718155,1716323668.2218335,0.002754874083355538,533.8090333938599,82,537.9290125370026,0.00039059013347852154
2254,0.0011087079652673073,0.04951625635899715,1716323720.1614459,0.0012118879158690167,585.749014377594,83,589.8686249256134,0.00010317995060170946
2479,0.0011753191673629232,0.052559871616422615,1716323777.154391,0.0013056390591186732,642.74125623703,84,646.8615701198578,0.00013031989175575
2727,0.0012953394278564416,0.0520781943946655,1716323839.9408543,0.0014721768948518683,705.5282797813416,85,709.6480333805084,0.00017683746699542679
3000,0.001078084916791116,0.04930243344274239,1716323908.994743,0.001185906168428552,774.5814998149872,86,778.7019221782684,0.00010782125163743593
3299,0.0011961846769298662,0.054519273706584395,1716323984.6377356,0.0012559707293468682,850.2245020866394,87,854.3449146747589,5.9786052417002074e-05
3629,0.0010558160794058526,0.04897536521344466,1716324068.0977619,0.0011296482228232315,933.6844890117645,88,937.8049409389496,7.383214341737888e-05
3992,0.0011190309476984861,0.04836382628572696,1716324159.862728,0.0011858132553894244,1025.4497249126434,89,1029.5699071884155,6.678230769093829e-05
4391,0.0010971097512761086,0.048719354350072054,1716324260.779752,0.001151710293253827,1126.3661868572235,90,1130.4869310855865,5.4600541977718576e-05
4831,0.0010304002084856312,0.048177358470711244,1716324372.0534012,0.0010954195974828011,1237.6398272514343,91,1241.7605803012848,6.501938899717e-05
5314,0.0010430085730601226,0.04812112389843985,1716324494.1873689,0.0011439230554992214,1359.7741589546204,92,1363.8945479393005,0.0001009144824390988
5845,0.0011689144023719687,0.0509337425817473,1716324628.4235814,0.0012387782139236326,1494.0100347995758,93,1498.1307604312897,6.986381155166375e-05
6429,0.0011055040538156713,0.04807548420106738,1716324776.0833988,0.001168409680364569,1641.669870853424,94,1645.7905778884888,6.290562654889773e-05
7072,0.001063230708288508,0.047138938583856455,1716324938.627123,0.0011178400840475024,1804.2135348320007,95,1808.334302186966,5.4609375758994495e-05
7779,0.000945490676410658,0.04736842659793067,1716325117.3170164,0.001035345698449147,1982.9034028053284,96,1987.024195432663,8.985502203848905e-05
8557,0.000911025290105688,0.046259739898491324,1716325313.943064,0.0009452261740449569,2179.5294876098633,97,2183.6502430438995,3.4200883939268865e-05
9413,0.0009512054843435418,0.04584706858099548,1716325530.2959285,0.000986230306158918,2395.882180213928,98,2400.00310754776,3.502482181537601e-05
10354,0.0009411112358083657,0.04549915863990828,1716325768.0865667,0.0010289414629090794,2633.6726574897766,99,2637.7937457561493,8.783022710071373e-05
11389,0.0008614548121091034,0.04379679741409256,1716326029.6158767,0.000879777159805703,2895.202018737793,100,2899.323055744171,1.8322347696599534e-05
12528,0.0007756962397206835,0.04155513548408596,1716326317.4460676,0.0007787811210697229,3183.032027721405,101,3187.153246641159,3.0848813490394454e-06
13781,0.001771450801191253,0.0678233517844619,1716326634.0694504,0.002102580945045834,3499.6547360420227,102,3503.776629447937,0.00033113014385458065
15159,0.0006544885438667717,0.038845240791897384,1716326982.2173808,0.0006963742490782353,3847.802269220352,103,3851.9245598316193,4.188570521146363e-05
16675,0.0005235140823717921,0.035720544480846675,1716327365.3404279,0.0005281146628873302,4230.92515206337,104,4235.047606945038,4.600580515538127e-06
18342,0.0006358498177911081,0.03707059060026952,1716327786.617976,0.0007736933011411502,4652.201753854752,105,4656.32515501976,0.00013784348335004208
20177,0.0004252901022735696,0.03025762942705392,1716328250.3775566,0.0008434618786258554,5115.961898565292,106,5120.084735631943,0.0004181717763522858
22194,0.0003355391042003307,0.02764252057217176,1716328760.1414912,0.00034965065952117814,5625.725117683411,107,5629.848670244217,1.4111555320847462e-05
24414,0.00028654732829326064,0.025375537123633503,1716329321.1259766,0.0002968252514008228,6186.709343671799,108,6190.833155632019,1.027792310756217e-05
26855,0.00024186868089548218,0.02288900232325431,1716329937.9706097,0.0002674301087327222,6803.553925275803,109,6807.677788734436,2.556142783724002e-05
29540,0.0002532183703218661,0.025175465070401568,1716330616.4387925,0.00037571280928088476,7482.022005558014,110,7486.145971536636,0.00012249443895901867
32494,0.0002533503955236973,0.025548850736500775,1716331362.870759,0.00034935555859253755,8228.453935623169,111,8232.577938079834,9.600516306884022e-05
35744,0.0006158035151370886,0.043933099897201865,1716332184.0230024,0.0007363342292926348,9049.60646867752,112,9053.730181455612,0.0001205307141555462
39318,0.000574977357130311,0.025189411357182962,1716333087.0884783,0.0005856055408878438,9952.671404361725,113,9956.795657396317,1.0628183757532893e-05
39505,0.00011033161993012203,0.015100165172110012,1716333134.5537183,0.00017308206383758053,10000.136945486069,114,10004.260897397995,6.27504439074585e-05
