time,_step,loss,_runtime,l2_error,loss_interior,step,_timestamp,loss_boundary
433.1772997379303,41,0.0009783949345976866,437.29514241218567,0.04829706724893766,2.9515004933498188e-05,42,1716068912.8008034,0.0009488799296641884
472.9689884185791,42,0.0008601414119286024,477.0869388580322,0.04761702598022667,8.337961302157064e-05,46,1716068952.5925999,0.0007767617989070317
512.7995638847351,43,0.0007826645514531254,516.9177539348602,0.04750080456577689,0.00012107899549283447,50,1716068992.423415,0.000661585555960291
562.5786879062653,44,0.000678890864888737,566.6972336769104,0.047622785083915785,0.00012573212734956206,55,1716069042.2028947,0.000553158737539175
622.1490824222565,45,0.0005579784448857101,626.2679245471954,0.047669010653981124,6.91637556776189e-05,61,1716069101.7735856,0.0004888146892080912
681.7938964366913,46,0.003127940605781366,685.9129390716553,0.04744514073531117,0.0020129288378659374,67,1716069161.4186,0.001115011767915429
741.4562385082245,47,0.0024700799037560848,745.5765488147736,0.049811339237905906,0.0012517689670571005,73,1716069221.0822098,0.001218310936698984
820.9084405899048,48,0.0010891418470818414,825.0285677909851,0.045916539874854466,0.0001333846896322465,81,1716069300.5342288,0.0009557571574495948
900.3632731437683,49,0.0008315281831118684,904.4834532737732,0.04474143340311024,3.495238506515116e-06,89,1716069379.9891143,0.0008280329446053533
989.7278957366943,50,0.0006544807301126068,993.8483085632324,0.0432818482938939,8.42493166289862e-05,98,1716069469.3539696,0.0005702314134836206
1079.1007852554321,51,0.000492319928180724,1083.2217874526978,0.042570234589238164,0.00013209004803530416,107,1716069558.7274485,0.0003602298801454198
1188.3400745391846,52,0.0003410379244180796,1192.4610459804535,0.042528531461264486,3.8615208109405165e-05,118,1716069667.966707,0.00030242271630867443
1307.5308241844177,53,0.0002098961785350743,1311.6528434753418,0.041464263017755985,1.3496010122044803e-05,130,1716069787.1585045,0.0001964001684130295
1436.6992361545563,54,0.001542517016545873,1440.8223428726196,0.041543302023553656,0.0006606950354537084,143,1716069916.328004,0.0008818219810921646
1575.7504723072052,55,0.0007294572906883084,1579.8730046749115,0.03968048898967964,1.8576899373890073e-05,157,1716070055.3786657,0.0007108803913144183
1724.7288942337036,56,0.0004631968630202771,1728.851595878601,0.037868664261456,8.585156625140644e-05,172,1716070204.357257,0.00037734529676887067
1903.4774804115295,57,0.00021655877530785578,1907.6003584861755,0.03741847244930832,3.490740791803329e-06,190,1716070383.1060195,0.00021306803451605244
2082.285543680191,58,0.0010534477809834315,2086.409411430359,0.0362305031859495,0.000386592996306045,208,1716070561.9150724,0.0006668547846773864
2290.810693025589,59,0.0004938463832954773,2294.9347212314606,0.03437473929437318,2.5069299692293893e-05,229,1716070770.4403822,0.00046877708360318343
2519.173845052719,60,0.00014035181436011497,2523.2981255054474,0.03206962132181581,3.756337641856548e-06,252,1716070998.8037865,0.00013659547671825842
2767.4493265151978,61,0.0007584524194889954,2771.5743980407715,0.030536044402173883,0.000295676175285851,277,1716071247.080059,0.0004627762442031443
3045.4477865695953,62,0.00026507785756200715,3049.5721764564514,0.028686023288562464,2.364226940396372e-05,305,1716071525.0778375,0.00024143558815804345
3343.3247830867767,63,0.0010644485486967447,3347.4492733478546,0.026838617158091136,0.0006764862292532672,335,1716071822.9549344,0.0003879623194434775
3680.855864048004,64,0.00023155819203282468,3684.9803688526154,0.025264214482794842,1.7389015115629745e-05,369,1716072160.4860299,0.00021416917691719493
4048.1730489730835,65,0.0004253678408319894,4052.297476530075,0.02280357244511542,0.00016119536057478337,406,1716072527.8031375,0.000264172480257206
4445.23289847374,66,4.7296517843838146e-05,4449.357292175293,0.01995598625521276,2.425020835839226e-06,446,1716072924.8629532,4.487149700799892e-05
4891.895836353302,67,0.00014764270961284404,4896.020283460617,0.018563245870294644,1.502752681188873e-05,491,1716073371.5259445,0.0001326151828009553
5378.084502458572,68,0.0005200160796239819,5382.208918809891,0.016089691771393928,0.0003830599123236872,540,1716073857.7145798,0.0001369561673002947
5451.017961025238,69,0.0005198845373429523,5455.142350196838,0.01608365258921252,0.0003830632239828314,594,1716073930.6480112,0.00013682131336012094
5964.694196462631,70,1.5954490489677262e-05,5968.818578243256,0.014157303365696029,7.429606203929817e-07,653,1716074444.3242393,1.521152986928428e-05
6609.522074699402,71,5.418298357718546e-06,6613.646464347839,0.011550446394118742,3.7072049647664013e-07,718,1716075089.1521254,5.047577861241906e-06
6786.33563876152,72,0.00042034066994437564,6790.460097551346,0.01147768379536988,0.00034807881875156637,790,1716075265.9657586,7.22618511928093e-05
6884.789688110352,73,0.00041383763716309867,6888.914197683334,0.011475676129948894,0.0003447731741060693,869,1716075364.4198587,6.90644630570294e-05
7021.7895295619965,74,0.000357027067615811,7025.9139358997345,0.011472156242335291,0.0002882001264605652,956,1716075501.419597,6.882694115524581e-05
7544.103955507278,75,1.3871199952296972e-05,7548.228543519974,0.01015920806966259,9.985257949903755e-07,1052,1716076023.7342045,1.2872674157306595e-05
8385.050017595291,76,5.925581172505332e-05,8389.17438697815,0.00936453996406062,2.2047901806732518e-05,1157,1716076864.680048,3.7207909918320797e-05
9165.452686786652,77,5.311525847921971e-06,9169.577294111252,0.0070612205541768745,7.819052102487364e-07,1272,1716077645.0829551,4.5296206376732345e-06
9774.42877316475,78,0.0002553304855751285,9778.553222417831,0.006321179052541293,0.00023575488050510805,1400,1716078254.0588834,1.9575605070020436e-05
10008.590794324875,79,2.147009755580531e-05,10012.715274572372,0.006492380559678056,6.820274870642052e-06,1429,1716078488.2209356,1.464982268516326e-05
