_step,loss_boundary,loss_interior,time,_timestamp,step,_runtime,loss,l2_error
53,0.0010818057171540726,7.131041431828257e-05,847.2729778289795,1716374485.928958,130,851.3198750019073,0.0011531161314723552,0.049215221741706026
54,9.833091079019466e-05,2.6058911120723783e-05,930.594470500946,1716374569.2505348,143,934.6414518356323,0.00012438982191091845,0.04588916482971524
55,0.0011624607670064021,4.717559920562133e-06,1020.3618497848511,1716374659.0177786,157,1024.4086956977844,0.0011671783269269643,0.047207728997415495
56,0.00013182788270799282,8.260926137802018e-06,1116.4531693458557,1716374755.1091716,172,1120.5000886917114,0.00014008880884579483,0.04403612993110187
57,0.00023689772240148696,0.0002615455433268902,1231.777325630188,1716374870.4334202,190,1235.8243372440338,0.0004984432657283771,0.04197577831240462
58,2.4361181321922195e-05,3.601200092942673e-07,1347.0460751056671,1716374985.70206,208,1351.0929770469666,2.472130133121646e-05,0.04163349169765301
59,0.00012651522990300714,1.2678986298999822e-06,1481.6810765266418,1716375120.3372817,229,1485.7281987667084,0.00012778312853290713,0.04053005450171096
60,0.00025103516611931046,0.00018605836724974305,1629.055648803711,1716375267.7117836,252,1633.1027007102966,0.0004370935333690535,0.03948939624142448
61,0.0007476643963067012,3.4837486068186354e-06,1789.1439623832703,1716375427.8000216,277,1793.1909387111664,0.0007511481449135199,0.03906429237989768
62,0.000706448662299402,2.2588876446475395e-06,1968.3941988945007,1716375607.050383,305,1972.4413001537323,0.0007087075499440495,0.03786139706741915
63,0.0006751887548431166,6.911826650499443e-06,2160.428895711899,1716375799.0851479,335,2164.4760649204254,0.000682100581493616,0.036712637376983055
64,0.00042400300357325714,8.294815951480883e-05,2378.0484676361084,1716376016.704869,369,2382.0957860946655,0.000506951163088066,0.034746428323083445
65,7.196933516268748e-05,2.6866250698533554e-07,2614.7905271053314,1716376253.4467118,406,2618.8376288414,7.223799766967282e-05,0.03362028275219523
66,1.2674212471332279e-05,6.773227667141526e-07,2870.7985668182373,1716376509.4548163,446,2874.8457334041595,1.3351535238046431e-05,0.03247604870633402
67,0.00026646623225807365,8.678528556394977e-05,3158.8732855319977,1716376797.5305333,491,3162.9214503765106,0.0003532515178220234,0.031321276403604215
68,0.00048089394984327606,0.03369602451504449,3472.5301871299744,1716377111.1870954,540,3476.5780124664307,0.03417691846488777,0.031094186619626922
69,1.1698254289511911e-05,2.1799838413676246e-06,3818.125787258148,1716377456.7821593,594,3822.17307639122,1.3878238130879536e-05,0.028753776026949358
70,1.7116972778968523e-05,8.224773110043855e-06,4195.795018911362,1716377834.451389,653,4199.842306137085,2.534174588901238e-05,0.027516949693867025
71,2.3112273419157305e-05,1.1012900959228944e-05,4611.886298418045,1716378250.5426316,718,4615.933548688889,3.4125174378386245e-05,0.027471122796476333
72,0.00031855992946363886,1.4415001788419963e-05,5072.751264810562,1716378711.4079828,790,5076.798899888992,0.00033297493125205885,0.026034699985670446
73,6.50688252370325e-06,3.800320456477814e-08,5578.407479524612,1716379217.0639553,869,5582.454872369766,6.544885728268028e-06,0.02429271914601642
74,6.115211158809098e-06,1.3404936753022952e-07,6135.270401000977,1716379773.926919,956,6139.317836046219,6.249260526339328e-06,0.022563546417060733
75,0.0002402138649472531,0.0003134787835884213,6749.75088095665,1716380388.4080956,1052,6753.79901266098,0.0005536926485356744,0.02199322383199273
76,3.051843257482095e-05,1.9294228582152046e-07,7421.644530296326,1716381060.3019295,1157,7425.692846536636,3.071137486064247e-05,0.021338796637413827
77,0.00014636124210631033,6.15688871803188e-05,8157.396483182907,1716381796.0529528,1272,8161.443869829178,0.00020793012928662914,0.023065398395655835
78,3.0681618858211184e-05,2.816989481577969e-07,8977.756057024002,1716382616.4137628,1400,8981.804679870605,3.096331780636898e-05,0.020522137326916576
79,0.00027868128659770886,1.2667134196989728e-06,9867.144669055939,1716383505.802401,1539,9871.193318128586,0.0002799480000174078,0.023072051154328987
80,0.00023147327416662275,0.030250303762200354,10001.599885940552,1716383640.2573237,1560,10005.648240804672,0.030481777036366977,0.022610641627647175
