loss,loss_interior,step,l2_error,_runtime,_timestamp,loss_boundary,time,_step
0.47517341373207994,0.000588873311154298,0,0.42267096257382647,12.111869812011719,1716230161.853896,0.4745845404209256,7.703798055648804,0
0.12997964273519175,0.040599956753311565,1,0.12823740412091145,18.549257040023804,1716230168.2912831,0.08937968598188019,14.481475353240967,1
0.0371266621964125,0.028888781689452952,2,0.1347752268356035,24.978543996810913,1716230174.72057,0.00823788050695955,20.911004066467285,2
0.009690687071869935,0.0005537407604962665,3,0.12265825737874111,31.413236141204834,1716230181.1552622,0.009136946311373668,27.345643520355225,3
0.007913553970763385,0.00040067868464647977,4,0.12254738854578272,37.86364245414734,1716230187.6056685,0.007512875286116905,33.796034812927246,4
0.00756403327559089,9.563764585884105e-05,5,0.10523945595627625,44.27322578430176,1716230194.0152519,0.007468395629732049,40.20572900772095,5
0.006392690823695815,0.0011763312781284177,6,0.10526667697444186,50.676644802093506,1716230200.418671,0.005216359545567397,46.6092004776001,6
0.005412083117449532,0.00020096871069052373,7,0.10497397666898348,57.083245515823364,1716230206.8252716,0.005211114406759008,53.01574897766113,7
0.00533225621696221,0.0001530688290141475,8,0.09546466023697923,63.48593878746033,1716230213.2279649,0.005179187387948063,59.41847634315491,8
0.004615826610708183,0.00037166395671809276,9,0.09504506931659984,69.89053869247437,1716230219.6325648,0.00424416265399009,65.82362532615662,9
0.004298431866757523,9.27505285209207e-05,10,0.09466285397767113,76.29625821113586,1716230226.0382843,0.004205681338236602,72.22877478599548,10
0.004275215786249365,0.0001052034485676587,11,0.09330275270581481,82.70650672912598,1716230232.4485328,0.004170012337681706,78.63938045501709,11
0.004182860287418353,0.00014104447556213755,12,0.09290367980438254,89.10905337333679,1716230238.8510795,0.004041815811856216,85.04172897338867,12
0.004083433926647709,7.832887349155656e-05,13,0.08639489187840421,95.51466226577759,1716230245.2566884,0.004005105053156152,91.44749188423157,13
0.003759338167482198,0.0003370691829524482,14,0.08625513714417322,101.92054605484009,1716230251.6625721,0.00342226898452975,97.85324716567993,14
0.003467092586008118,5.7527201656303296e-05,15,0.08610704153069927,108.32655763626099,1716230258.0685837,0.003409565384351815,104.25965571403503,15
0.0034460030473271756,4.961996199504857e-05,16,0.08015636885106794,114.73251056671143,1716230264.4745367,0.003396383085332127,110.66495943069458,16
0.0030918145551045695,0.00019329633866093025,17,0.08001283025115868,121.13656401634216,1716230270.87859,0.002898518216443639,117.0697090625763,17
0.002916758900793721,3.027365526362563e-05,18,0.0799426495421565,127.54111790657043,1716230277.283144,0.0028864852455300952,123.47420692443848,18
0.002909779608025978,2.9082733095958027e-05,19,0.06909270020434585,133.94686675071716,1716230283.6888928,0.00288069687493002,129.87951183319092,19
0.002580589912538336,0.0005162096258878385,20,0.0688600350854137,140.35312938690186,1716230290.0951555,0.0020643802866504974,136.28609347343445,20
0.0020821053316356815,3.250324641315807e-05,21,0.0688600350854137,146.75776982307434,1716230296.499796,0.0020496020852225232,142.6909351348877,21
0.0020821053316356815,3.250324641315807e-05,22,0.06877447100710048,153.16508793830872,1716230302.907114,0.0020496020852225232,149.0979607105255,22
0.0020566376349174386,1.3343354199761978e-05,23,0.06859580184391717,159.5690360069275,1716230309.311062,0.0020432942807176767,155.50176644325256,23
0.0020480346082033534,1.7623974365529813e-05,24,0.06840121799746851,165.96931433677673,1716230315.7113404,0.0020304106338378237,161.9024693965912,24
0.0020340805733223884,1.73078582360217e-05,25,0.06823461636695848,172.36799931526184,1716230322.1100254,0.002016772715086367,168.30110907554626,25
0.002018666717220124,1.3959510533712392e-05,26,0.06786972449634046,178.7704656124115,1716230328.5124917,0.0020047072066864116,174.70360350608826,26
0.001999975505981812,2.092689833610031e-05,27,0.0677925750442662,185.17321705818176,1716230334.9152431,0.0019790486076457117,181.1059923171997,27
0.0019848575660892155,1.1443592185675538e-05,28,0.06745847918923491,191.57307147979736,1716230341.3150976,0.00197341397390354,187.50603795051575,28
0.0019686630264972005,1.901624130521385e-05,29,0.06736381107455294,197.9743514060974,1716230347.7163775,0.0019496467851919867,193.90748643875122,29
0.001953907080194868,1.0747987847765018e-05,30,0.06667485597847057,204.375244140625,1716230354.1172702,0.0019431590923471031,200.30835604667664,30
0.0019319164672411348,3.669788372944699e-05,31,0.06660981479378762,210.7759985923767,1716230360.5180247,0.0018952185835116877,206.70911979675293,31
0.0019000143870225913,9.65313843309228e-06,32,0.06629459388182679,217.17743968963623,1716230366.9194658,0.001890361248589499,213.11025381088257,32
0.00189208629969345,2.3839748807116668e-05,33,0.06620068156531152,223.5799388885498,1716230373.321965,0.0018682465508863334,219.51289105415344,33
0.00187101644765425,9.027372477600584e-06,34,0.06587306217998849,229.9825737476349,1716230379.7245998,0.0018619890751766493,225.915709733963,34
0.0018585725088132517,1.905955880922389e-05,35,0.0658050812590614,236.38680505752563,1716230386.1288311,0.0018395129500040279,232.31994223594666,35
0.001842964793060877,8.3434609400895e-06,36,0.06519491513698965,242.78796696662903,1716230392.529993,0.0018346213321207875,238.72114062309265,36
0.0018221487436424772,2.9665962437782785e-05,37,0.06510123042991912,249.19148230552673,1716230398.9335084,0.0017924827812046944,245.1245710849762,37
0.0017943050602445265,7.889623800797682e-06,38,0.06479093305592817,255.59485816955566,1716230405.3368843,0.0017864154364437288,251.52778029441833,38
0.0017832996549102698,1.7856559859774646e-05,39,0.0647274310374068,262.00065660476685,1716230411.7426827,0.0017654430950504953,257.9334919452667,39
