step,time,_runtime,loss,_step,l2_error,loss_boundary,loss_interior,_timestamp
81,368.3878962993622,373.6147041320801,0.005995473186060515,48,0.11482356371142113,0.005954782075048043,4.0691111012472876e-05,1716301616.734529
89,403.45745038986206,408.68434286117554,0.005161673388856781,49,0.10808490318965597,0.005159813460129518,1.859928727263671e-06,1716301651.8041677
98,442.89380288124084,448.120765209198,0.0044321020389375436,50,0.10106625051038742,0.004401786328713114,3.0315710224430062e-05,1716301691.24059
107,482.38481068611145,487.6125240325928,0.00502859726896967,51,0.09676710152103467,0.004736633811630365,0.00029196345733930543,1716301730.732349
118,530.5551235675812,535.7820158004761,0.003050077346177614,52,0.07901305110125999,0.0029807952435191836,6.928210265843039e-05,1716301778.9018407
130,583.0788519382477,588.3059570789337,0.002598385845652496,53,0.0740015979551442,0.0025574505834633594,4.0935262189136484e-05,1716301831.425782
143,639.96244764328,645.1901934146881,0.0018173526176717195,54,0.06336405224775232,0.0017819638352754362,3.538878239628341e-05,1716301888.3100183
157,701.2574226856232,706.4845850467682,0.001724558947674799,55,0.05540616344446887,0.0015183867218373634,0.00020617222583743563,1716301949.60441
172,766.8761594295502,772.1031672954559,0.0012222500673166625,56,0.050208727678949024,0.0011712028369272724,5.104723038939016e-05,1716302015.2229922
190,845.5754282474518,850.8024175167084,0.000961580803467993,57,0.046311592283248465,0.0009584731230375986,3.107680430394347e-06,1716302093.9222424
208,924.3136959075928,929.5409708023071,0.0009697039906713979,58,0.04342544400195743,0.0009242421499658991,4.5461840705498805e-05,1716302172.6607957
229,1016.0945796966553,1021.3216328620911,0.000770992840983612,59,0.04069914528470081,0.0007700785119535629,9.143290300491725e-07,1716302264.4414577
252,1116.6354026794434,1121.8624970912933,0.0019474835341749958,60,0.03841543196092204,0.000749671227258996,0.0011978123069159997,1716302364.982322
277,1225.8700325489044,1231.0972533226013,0.0006303149533133072,61,0.03597501869051153,0.000628078630838063,2.236322475244141e-06,1716302474.2170782
305,1348.2296063899994,1353.4567630290985,0.001299151041205609,62,0.03437057851554272,0.0005744870222457951,0.0007246640189598139,1716302596.576588
335,1479.2779712677002,1484.5051901340485,0.0004878203340999125,63,0.03279133290249266,0.00048743269279459913,3.876413053133626e-07,1716302727.625015
369,1627.8059232234955,1633.0331733226776,0.0004951841934849862,64,0.03138323533929035,0.0004931316814009592,2.0525120840271e-06,1716302876.1529982
406,1789.4163136482239,1794.643404006958,0.0007357145356790736,65,0.030689204788478135,0.0004933322802370219,0.00024238225544205168,1716303037.763229
446,1964.078595161438,1969.3058321475983,0.0004373065404204508,66,0.029780478295678498,0.0004372793127551638,2.7227665287008802e-08,1716303212.425657
491,2160.586007833481,2165.8132688999176,0.00037946392811712875,67,0.02886807857796428,0.0003794415094032675,2.2418713861227292e-08,1716303408.9330938
540,2374.539656639099,2379.766783952713,0.00036613672775744234,68,0.02815845235404513,0.00036605299135103095,8.373640641137556e-08,1716303622.8866088
594,2610.295597553253,2615.522800683975,0.00035437620766915325,69,0.02736738954627894,0.0003543599635887491,1.62440804041592e-08,1716303858.6426256
653,2867.7617297172546,2872.988912820816,0.002316015388334693,70,0.026587336696741508,0.0003631967942460869,0.001952818594088606,1716304116.1087377
718,3151.5218007564545,3156.74986577034,0.00033449035107335854,71,0.025824498167020628,0.00033396448317453653,5.258678988220042e-07,1716304399.8696907
790,3466.0534818172455,3471.2816116809845,0.0002936477292138811,72,0.02523806444303234,0.000293220605272064,4.271239418170747e-07,1716304714.4014366
869,3811.1920466423035,3816.419379711151,0.0003058219671410831,73,0.024634452362840942,0.00030516737306499135,6.54594076091735e-07,1716305059.5392046
956,4191.2277982234955,4196.455059289932,0.0007812733700980373,74,0.023824704303216957,0.0002847376945325662,0.0004965356755654711,1716305439.5748842
1052,4610.526597261429,4615.753932952881,0.004743452141161154,75,0.023091994127478598,0.00027321983093477216,0.004470232310226382,1716305858.8737578
1157,5069.086666107178,5074.314106941223,0.0003336611463929097,76,0.022133007694685364,0.00024589619990476793,8.776494648814179e-05,1716306317.4339318
1272,5571.290015935898,5576.517319202423,0.00023599248309565636,77,0.021637545160633577,0.00023594921047119475,4.3272624461597426e-08,1716306819.637144
1400,6130.273594379425,6135.500892162323,0.009956273505397578,78,0.02082712422406984,0.00024156238804057256,0.009714711117357005,1716307378.620717
1539,6737.199703454971,6742.427039861679,0.00019240449756112584,79,0.020148130049561393,0.00019221434994195227,1.9014761917355825e-07,1716307985.5468647
1693,7409.583721399307,7414.811075925827,0.0001865394668982123,80,0.019464047621224955,0.00018600535769166458,5.341092065477302e-07,1716308657.9309008
1863,8151.807553291321,8157.035007476807,0.00018169685078528108,81,0.018823814548153975,0.00017948976978902944,2.2070809962516455e-06,1716309400.1548324
2049,8963.79790520668,8969.025204658508,0.00016194222027340215,82,0.01806906845737993,0.00016166932310077836,2.7289717262380056e-07,1716310212.1450295
2254,9858.836214780807,9864.063617944717,0.0017422959240696555,83,0.017463322860941738,0.00015862127823139667,0.0015836746458382587,1716311107.1834428
2287,10003.038785219193,10008.266194105148,0.00015150726497071448,84,0.017337566670252186,0.00015097294565071906,5.343193199954092e-07,1716311251.386019
