time,step,_runtime,_step,_timestamp,l2_error,loss,loss_boundary,loss_interior
104.81809282302856,50,110.85491752624512,43,1716206206.5055854,0.31466251905252834,0.23571571475895664,0.08682498798533707,0.14889072677361959
114.55877137184143,55,120.59587454795837,44,1716206216.2465425,0.36750856069513516,0.15805463573990525,0.04249900608353467,0.11555562965637056
126.21085929870605,61,132.24810147285461,45,1716206227.8987694,0.26922276715732846,0.15035704975933,0.0536239930620252,0.09673305669730482
137.86322927474976,67,143.90083646774292,46,1716206239.5515044,0.26053167449389625,0.12892710962323886,0.035032338252094224,0.09389477137114464
149.51697778701782,73,155.55407547950745,47,1716206251.2047434,0.23876364389234242,0.10982348940703839,0.030310672229101835,0.07951281717793655
164.9937605857849,81,171.03183269500732,48,1716206266.6825006,0.2202546335929828,0.09204611255436349,0.024447212273295167,0.06759890028106831
180.47379994392395,89,186.5122447013855,49,1716206282.1629126,0.2046483111901258,0.07973267741930744,0.020342258037701212,0.059390419381606226
197.86555123329163,98,203.90357732772827,50,1716206299.5542452,0.1836038958374479,0.06523823960490945,0.016907215514709285,0.04833102409020016
215.25604915618896,107,221.29442381858826,51,1716206316.9450917,0.16597799370461377,0.053892824943665,0.013553659136343998,0.040339165807321005
236.4724931716919,118,242.51131463050842,52,1716206338.1619825,0.14565070377876263,0.04226548907049168,0.010253581107773484,0.032011907962718196
259.59797525405884,130,265.6359202861786,53,1716206361.2865882,0.12540788855262303,0.03244462872890689,0.007374653844199749,0.02506997488470714
284.63537645339966,143,290.67399621009827,54,1716206386.324664,0.2377898113934775,0.041120095538227895,0.014577155736019245,0.02654293980220865
311.58721804618835,157,317.62588143348694,55,1716206413.2765493,0.13696133582538847,0.19388527072676148,0.0989815541890054,0.09490371653775607
340.4496924877167,172,346.4885470867157,56,1716206442.139215,0.12069934260267047,0.054806221893338586,0.020851429329282602,0.03395479256405599
375.049902677536,190,381.0846154689789,57,1716206476.7352834,0.11428324892247424,0.021961282935216986,0.00557146065660971,0.016389822278607278
409.5817143917084,208,415.6171362400055,58,1716206511.2678041,0.09386690269664316,0.01775855062009823,0.004567543728459348,0.013191006891638882
449.84261989593506,229,455.8781626224518,59,1716206551.5288305,0.08131993864217192,0.01391083391613205,0.0028434278337248486,0.011067406082407201
493.9250133037567,252,499.96249747276306,60,1716206595.6131654,0.07147016781697445,0.011792642515199441,0.0020670664828991757,0.009725576032300266
541.8524215221405,277,547.8896956443787,61,1716206643.5403636,0.063642239519237,0.010397595100649363,0.0016391131202946742,0.008758481980354688
595.5073001384735,305,601.5452342033386,62,1716206697.195902,0.058158298408126946,0.009323000157271805,0.001365680881866129,0.007957319275405677
652.9817645549774,335,659.0204153060913,63,1716206754.6710832,0.13176613099041562,0.13837491523532927,0.09573647978540537,0.04263843544992391
718.1261644363403,369,724.1654601097107,64,1716206819.816128,0.10074318930577854,0.022299757170860184,0.007099378194636068,0.015200378976224114
788.9723110198975,406,795.0114023685455,65,1716206890.6620703,0.07681763532371332,0.01184047686960658,0.002690246660054689,0.00915023020955189
865.5525875091553,446,871.5916392803192,66,1716206967.2423072,0.06254941108158783,0.009243612331712643,0.001704301206622964,0.00753931112508968
951.6781826019287,491,957.7179198265076,67,1716207053.3685877,0.055117720514955684,0.007929717824091645,0.001312561907224624,0.00661715591686702
1045.4452948570251,540,1051.4852185249329,68,1716207147.1358864,0.051606396691941094,0.006988955555350432,0.001143633967760934,0.0058453215875894984
1148.7586238384247,594,1154.798363685608,69,1716207250.4490316,0.04955387314301875,0.006165749911073286,0.001047305539981723,0.0051184443710915635
1261.6196949481964,653,1267.6602063179016,70,1716207363.3108742,0.04800867471655021,0.005410337265675505,0.0009746183762326181,0.004435718889442887
1386.011043548584,718,1392.0514168739319,71,1716207487.7020848,0.05028248477689613,0.00815359353477041,0.0010898921903003734,0.007063701344470036
1523.707417011261,790,1529.7483949661255,72,1716207625.3990629,0.04801196257378442,0.0059358039361558056,0.0009063656903399053,0.0050294382458159
1674.7703320980072,869,1680.8110871315002,73,1716207776.461755,0.055122488417535885,0.004898267847566045,0.0012242487084940254,0.003674019139072019
1841.1247985363007,956,1847.1649332046509,74,1716207942.815601,0.04490471681472031,0.0038154409086188397,0.0007606297946244611,0.0030548111139943783
2024.6638071537018,1052,2030.7039268016815,75,1716208126.3545947,0.4891768424230519,0.07822926054221849,0.07502198008459772,0.0032072804576207623
2225.431120157242,1157,2231.471265077591,76,1716208327.121933,0.05245255829687462,0.004412815950185255,0.00124024830439159,0.0031725676457936645
2445.2426047325134,1272,2451.28306722641,77,1716208546.9337351,0.04180090710628195,0.003126229547807529,0.0007621697974414548,0.002364059750366074
2689.8677644729614,1400,2695.908164024353,78,1716208791.558832,0.0559245615096854,0.003981235444094089,0.0013384422049391525,0.0026427932391549372
2955.5474462509155,1539,2961.5881457328796,79,1716209057.2388136,0.04070858454406013,0.003368427663524176,0.0006998352545862336,0.0026685924089379425
3249.82493185997,1693,3255.8655154705048,80,1716209351.5161834,0.15703978148665929,0.007838632889269783,0.004755422051984221,0.003083210837285562
3574.749310731888,1863,3580.7898349761963,81,1716209676.440503,0.04873816190711758,0.003887507852026968,0.000980111166763194,0.002907396685263774
3930.123210668564,2049,3936.164157629013,82,1716210031.8148255,0.03772800159383608,0.002158037370989181,0.0005528710662917958,0.0016051663046973853
4321.809921503067,2254,4327.850791215897,83,1716210423.5014591,0.04115899648758614,0.0034038205348698443,0.0006815837995985106,0.0027222367352713337
4751.695159435272,2479,4757.736821889877,84,1716210853.3874898,0.03741667140853335,0.0032403641960875203,0.0006765583353255664,0.0025638058607619536
5225.427037239075,2727,5231.467896938324,85,1716211327.1185648,0.03543986333703362,0.002106368133635507,0.0004842241957145929,0.0016221439379209143
5746.946567296982,3000,5752.987409830093,86,1716211848.6380777,0.035848427325369386,0.002197124614130167,0.0005089851891681046,0.001688139424962062
6318.12720990181,3299,6324.167681455612,87,1716212419.8183494,0.035126836936387476,0.002719774401982741,0.00047962851242497914,0.0022401458895577615
6948.481246232986,3629,6954.522076845169,88,1716213050.1727448,0.04777077765557447,0.003560892035934472,0.0008668285485388893,0.0026940634873955827
7641.858483314514,3992,7647.899021148682,89,1716213743.549689,0.14267665797958615,0.011980759845118738,0.008239281799135764,0.003741478045982974
8403.919877052307,4391,8409.960294246674,90,1716214505.6109622,0.13240835196027134,0.007613893507077295,0.0052646550879955345,0.0023492384190817606
9244.30887722969,4831,9250.350098371506,91,1716215346.0007663,0.06361233280042199,0.003460062972954576,0.0017326314026974534,0.001727431570257123
10000.849038124084,5227,10006.890000343323,92,1716216102.5406682,0.029258610656143318,0.0008873998707244978,0.0003026563336729513,0.0005847435370515466
