loss,_timestamp,step,_step,_runtime,l2_error,loss_interior,time,loss_boundary
1.8228627424070725,1715849886.7855082,55,44,34.73040723800659,0.4231181013600573,1.7513495983340834,30.47483777999878,0.07151314407298899
0.5524440853381501,1715849889.2482855,61,45,37.19318461418152,0.5398821853014529,0.07024250212024756,32.93783664703369,0.4822015832179026
1.5106122638778952,1715849891.7114038,67,46,39.65630292892456,0.6372382656486174,1.1939912304956986,35.40088129043579,0.31662103338219655
1.0325237247912393,1715849894.1748784,73,47,42.11977744102478,0.6310616863565474,0.791247555320059,37.86372756958008,0.24127616947118025
0.8883099816158635,1715849897.4011877,81,48,45.346086740493774,1.1269839667863701,0.014641754181774037,41.08787965774536,0.8736682274340895
0.6114106909887849,1715849900.62735,89,49,48.57224917411804,0.8830507815574073,0.00545595259111395,44.31475567817688,0.6059547383976709
0.5501890672041818,1715849904.232095,98,50,52.17699408531189,0.6480809566458495,0.4572003895922194,47.92036962509155,0.09298867761196236
0.07722867645225577,1715849907.8379147,107,51,55.78281378746033,0.45318527716521434,0.0068262102789213705,51.52545714378357,0.0704024661733344
0.39194560739885564,1715849912.20492,118,52,60.149819135665894,0.34239873729770354,0.32674901009561613,55.892147064208984,0.06519659730323948
0.3164403464996201,1715849916.951419,130,53,64.89631819725037,0.3991686325325623,0.23779219587138753,60.639561891555786,0.07864815062823256
0.19257553835954055,1715849922.0805275,143,54,70.02542662620544,0.34302903016867575,0.12783308299770146,65.76824402809143,0.06474245536183908
0.1256332915717397,1715849927.5879898,157,55,75.53288888931274,0.39203775571331306,0.02795860728459766,71.27601361274719,0.09767468428714204
0.07322253174013378,1715849933.4749906,172,56,81.41988968849182,0.34795143185999877,0.003325449022119388,77.16292953491211,0.0698970827180144
0.07688990418398345,1715849940.5050964,190,57,88.44999551773071,0.33308540015234167,0.022412309721362975,84.19320034980774,0.05447759446262048
0.07196158977890958,1715849947.5332355,208,58,95.4781346321106,0.33731852214745545,0.004129104060919816,91.22146940231323,0.06783248571798976
0.05373383518812082,1715849955.7225652,229,59,103.66746425628662,0.3357082575441236,0.0022113190811903186,99.40639042854309,0.0515225161069305
0.051431280051034485,1715849964.701016,252,60,112.6459150314331,0.30869727941845104,0.0037916923235210872,108.38547110557556,0.0476395877275134
0.05132670624445113,1715849974.4444742,277,61,122.38937330245972,0.30729606043395263,0.005689222253312926,118.12873935699463,0.045637483991138206
0.04395163750097235,1715849985.3356822,305,62,133.28058123588562,0.2967921483411075,0.0017986084353066715,129.01971817016602,0.042153029065665676
0.04105648829170959,1715849996.9926405,335,63,144.93753957748413,0.28348220409737057,0.0016921534320692969,140.67607712745667,0.03936433485964029
0.03647770651437487,1715850010.1778438,369,64,158.12274289131165,0.2696251431103522,0.0018646606049127772,153.86195492744446,0.03461304590946209
0.03226496582121368,1715850024.5089993,406,65,172.4538984298706,0.2528353333638549,0.0017446988918276753,168.19337487220764,0.030520266929386006
0.027791183741128194,1715850039.9893372,446,66,187.93423628807068,0.2320780682551548,0.002034773398183804,183.67307209968567,0.02575641034294439
0.02299231743779877,1715850057.381539,491,67,205.32643818855286,0.20873771364290752,0.002301524541290649,201.06599020957947,0.02069079289650812
0.024708430323599016,1715850076.3533387,540,68,224.29823780059814,0.1885830086832048,0.006720503828693688,220.03718066215515,0.017987926494905326
0.017207688106359226,1715850097.1924999,594,69,245.13739895820618,0.16086222823747015,0.004957982262169126,240.87656998634338,0.012249705844190098
0.011769549149807216,1715850119.9512184,653,70,267.89611744880676,0.12424070904652366,0.004312323451951698,263.6413781642914,0.007457225697855517
0.007733943909221729,1715850144.9938424,718,71,292.9387414455414,0.09685837355348613,0.0032604529114525532,288.6821551322937,0.0044734909977691755
0.004802464961357144,1715850172.7089634,790,72,320.6538624763489,0.07678993337293256,0.0020461392039355154,316.3979742527008,0.0027563257574216293
0.002883314267515702,1715850203.0944788,869,73,351.03937792778015,0.06135219138821635,0.0011461677893943258,346.78463315963745,0.001737146478121376
0.001755344243396481,1715850236.5346968,956,74,384.4795958995819,0.05059428500063133,0.0005870228405965995,380.22425746917725,0.0011683214027998815
0.017981926275287864,1715850273.446709,1052,75,421.39160799980164,0.056424255575160794,0.016503299305381247,417.13917231559753,0.0014786269699066184
0.006713454090483271,1715850313.7641046,1157,76,461.7090036869049,0.07873352282807027,0.003721778935630445,457.4563727378845,0.0029916751548528264
0.002805787175624127,1715850357.9023585,1272,77,505.84725761413574,0.05273259656217808,0.0015027484959794428,501.59291553497314,0.001303038679644684
0.0013447120146769563,1715850407.0015306,1400,78,554.9464297294617,0.04304135109554293,0.0004898613158044421,550.6859192848206,0.0008548506988725143
0.000836594389508126,1715850460.312866,1539,79,608.2577650547028,0.03889076133776284,0.00014886729213718799,604.0034956932068,0.000687727097370938
0.004801968603790634,1715850519.3931658,1693,80,667.3380649089813,0.06655678644076486,0.002761643585036214,663.0846455097198,0.0020403250187544194
0.0016027493964934757,1715850584.5477207,1863,81,732.4926197528839,0.04320699423656331,0.0007418759516444367,728.2376441955566,0.0008608734448490392
0.0008576733236909994,1715850655.8221173,2049,82,803.7670164108276,0.03826637825043589,0.00016973062963228816,799.5129244327545,0.0006879426940587113
0.0026363895175640015,1715850734.3901868,2254,83,882.3350858688354,0.048098201348875394,0.0015383865726030434,878.0804109573364,0.001098002944960958
0.0008889405753198077,1715850820.5616434,2479,84,968.5065424442291,0.03801637099445272,0.00022398087710183185,964.2521553039551,0.0006649596982179759
0.003268501689194091,1715850915.556338,2727,85,1063.501237154007,0.05100890949145051,0.0020368256239050755,1059.2476162910461,0.0012316760652890156
0.0008202458145533847,1715851020.0719821,3000,86,1168.0168812274933,0.03678435207326199,0.0001627598013369082,1163.7625229358673,0.0006574860132164765
0.0021569451858913765,1715851134.5603957,3299,87,1282.5052947998047,0.038855422010837595,0.0014474928790144457,1278.2502372264862,0.0007094523068769309
0.0006309786442761832,1715851260.866504,3629,88,1408.8114030361176,0.03465120961622264,9.75509187445752e-05,1404.556997537613,0.000533427725531608
0.0007868486804061147,1715851399.8307781,3992,89,1547.775677204132,0.03481643379453554,0.00026886952940600984,1543.522715806961,0.0005179791510001049
0.0014414922052937954,1715851552.5692537,4391,90,1700.514152765274,0.03639980709326981,0.0008167119773933447,1696.25905418396,0.0006247802279004507
0.002255215038310878,1715851720.9991035,4831,91,1868.9440026283264,0.04108591519673995,0.0014424605229172158,1864.6894936561584,0.000812754515393662
0.0033507978318471376,1715851905.8164513,5314,92,2053.7613503932953,0.04314975308050044,0.002423065135978287,2049.5074968338013,0.0009277326958688504
0.002769629428463722,1715852108.9864423,5845,93,2256.9313414096832,0.04157324090838806,0.0018875679291645697,2252.6775691509247,0.0008820614992991524
0.001752963372391533,1715852332.4245362,6429,94,2480.3694353103638,0.03513630973218351,0.001175399907775235,2476.11501789093,0.000577563464616298
0.0008635144235873502,1715852578.414468,7072,95,2726.359367132187,0.03228487634915022,0.0003602820552696362,2722.0985400676727,0.000503232368317714
0.0005959616259914805,1715852848.8244452,7779,96,2996.769344329834,0.03125370326131471,0.00012628914627328162,2992.5083248615265,0.00046967247971819895
0.0010203558109607126,1715853146.408461,8557,97,3294.3533601760864,0.03213342166752552,0.0005339524963212558,3290.092341184616,0.0004864033146394568
0.004895882303756831,1715853473.7383733,9413,98,3621.6832723617554,0.04916966891502933,0.003791335853614202,3617.4219505786896,0.0011045464501426292
0.0005985128579740779,1715853833.341772,10354,99,3981.2866711616516,0.029651091308610628,0.00017677190218608603,3977.025370359421,0.00042174095578799187
0.0005477606245158755,1715854228.886938,11389,100,4376.831837177277,0.029215504152246122,0.00015516639025542605,4372.570028066635,0.0003925942342604495
0.004277395144669745,1715854664.2543943,12528,101,4812.199293375015,0.04398940968243219,0.0033668217441740916,4807.937426567078,0.0009105734004956532
0.001053443368262235,1715855143.0769017,13781,102,5291.0218007564545,0.02822513702814604,0.0006784859879907021,5286.759749889374,0.00037495738027153294
0.002595851572191093,1715855669.7296152,15159,103,5817.674514293671,0.031379251323743675,0.0021368535938040426,5813.412647008896,0.0004589979783870504
0.003341843150890994,1715856249.1574507,16675,104,6397.102349758148,0.04204994527488496,0.002485304801694805,6392.840025186539,0.0008565383491961887
0.0013582208787283534,1715856886.306484,18342,105,7034.251383066177,0.025919506783674478,0.0010332743712238095,7029.988390445709,0.0003249465075045437
0.000675654313455598,1715857587.6717777,20177,106,7735.616676807404,0.02532289822294582,0.0003817027466290493,7731.35258603096,0.00029395156682654873
0.0006164621318238107,1715858358.6867948,22194,107,8506.631693840027,0.024383435011565337,0.0003427633142830516,8502.367913007736,0.00027369881754075906
0.002145739096672192,1715859207.4110096,24414,108,9355.355908632278,0.023615290101633095,0.001865069630871305,9351.091495752335,0.0002806694658008872
0.0006490367376491206,1715859856.5698357,26112,109,10004.514734745026,0.023458623330291993,0.00039249633128627786,10000.249071121216,0.00025654040636284277
