l2_error,loss_boundary,loss_interior,_step,_runtime,step,time,loss,_timestamp
0.4804615931798743,0.11115723290685317,0.008463303544132056,42,517.4772679805756,46,513.6793200969696,0.11962053645098522,1716470199.969711
0.4749282536518811,0.10675635493074837,0.007895197432350157,43,560.383219242096,50,556.5852220058441,0.11465155236309853,1716470242.8756623
0.47065332351596945,0.10214845309327017,0.007744253702049155,44,613.878746509552,55,610.0808963775635,0.10989270679531933,1716470296.3711896
0.46347655758075196,0.0973162961968004,0.007092355739504741,45,678.2645995616913,61,674.466730594635,0.10440865193630515,1716470360.7570426
0.45688925874231956,0.09332306876422626,0.006377057229723302,46,742.5172183513641,67,738.7193217277527,0.09970012599394956,1716470425.0096614
0.45146087484937625,0.0896322225765735,0.005974643336704942,47,806.8479845523834,73,803.0500388145447,0.09560686591327844,1716470489.3404276
0.44567639416253396,0.08528579646800834,0.005417725623144153,48,892.4487164020538,81,888.6456561088562,0.09070352209115248,1716470574.9411595
0.4387547896365401,0.08156382587590941,0.004981496998489993,49,978.3076553344727,89,974.509560585022,0.0865453228743994,1716470660.8000984
0.4310315037789269,0.07852375738638089,0.004069190438231612,50,1074.9608387947083,98,1071.1630773544312,0.0825929478246125,1716470757.4532819
0.4281041201281511,0.07485196913755121,0.004023427625955033,51,1171.6381032466888,107,1167.8400611877441,0.07887539676350624,1716470854.1305463
0.4210024609003949,0.07138585584752818,0.0034296166734781525,52,1289.608080148697,118,1285.8102130889893,0.07481547252100634,1716470972.1005232
0.41525886330137085,0.06768856715071452,0.003162701956778837,53,1418.3237998485565,130,1414.5209181308746,0.07085126910749336,1716471100.816243
0.4091278014010015,0.06359828414783408,0.0030470526241714573,54,1558.071756362915,143,1554.2738301753998,0.06664533677200554,1716471240.5641994
0.4036944192544338,0.06045806135983531,0.0026502829901560118,55,1708.332537651062,157,1704.5346851348877,0.06310834434999132,1716471390.8249807
0.3974937419642237,0.057661532733346996,0.002383925026177548,56,1869.5081458091736,172,1865.7101509571075,0.060045457759524544,1716471552.000589
0.39084635985380634,0.054471032775805076,0.0021793357879748773,57,2062.4944450855255,190,2058.6963913440704,0.05665036856377995,1716471744.9868882
0.38404692280698893,0.051482406672088456,0.0019409222850425196,58,2255.8145549297333,208,2252.0132944583893,0.05342332895713098,1716471938.306998
0.3762779168173353,0.04795436933075096,0.0019057561508813315,59,2480.9072966575623,229,2477.1094360351562,0.04986012548163229,1716472163.3997397
0.36368174467378517,0.04351295497216123,0.001800165019498981,60,2727.3798484802246,252,2723.5818700790405,0.04531311999166021,1716472409.8722916
0.3501254232978894,0.03905005667758053,0.0015620444448214048,61,2995.467144727707,277,2991.66951918602,0.04061210112240194,1716472677.9595878
0.3417991175934741,0.03668017585899938,0.0015678282130440013,62,3294.9120366573334,305,3291.114419937134,0.03824800407204338,1716472977.4044797
0.32667107326029377,0.04861537394728664,0.01141041427546691,63,3615.565697669983,335,3611.7679522037506,0.06002578822275355,1716473298.0581408
0.3051634407526877,0.03688484808783105,0.005980311276014415,64,3978.9590492248535,369,3975.1614277362823,0.04286515936384547,1716473661.4514923
0.2915785449711212,0.030975844690939686,0.003983544118517599,65,4374.825331687927,406,4371.027547121048,0.03495938880945729,1716474057.3177748
0.25880790296981976,0.02191619679394435,0.002461210201396841,66,4802.513535022736,446,4798.716141939163,0.024377406995341192,1716474485.005978
0.24572163078187345,0.01927715586776648,0.0016964671050888095,67,5285.325116634369,491,5281.527552127838,0.02097362297285529,1716474967.8175597
0.23612318940907936,0.017391598366287647,0.0014139269034356993,68,5817.1268520355225,540,5813.329504728317,0.018805525269723348,1716475499.6192951
0.22311408966800325,0.015164704735426054,0.0011091035218753736,69,6403.701575040817,594,6399.904056310654,0.016273808257301427,1716476086.1940181
0.2096556687568856,0.021346155207191377,0.011132283214438083,70,7044.300241231918,653,7040.502500534058,0.03247843842162946,1716476726.7926843
0.1855715565740711,0.013520678024850321,0.0030605291034441675,71,7750.708067893982,718,7746.910689115524,0.016581207128294487,1716477433.200511
0.17592898785762112,0.011761668853233771,0.002103308810525414,72,8533.888003349304,790,8530.090183734894,0.013864977663759185,1716478216.3804464
0.15845016509260962,0.009057500050384136,0.0013745622722080382,73,9392.550191879272,869,9388.752126693726,0.010432062322592174,1716479075.042635
0.14135731794137077,0.006932287077805187,0.0009196447876405919,74,10010.390518426895,926,10006.59319281578,0.007851931865445779,1716479692.8829615
