_step,_timestamp,_runtime,l2_error,loss_boundary,loss,time,loss_interior,step
50,1715589259.4280875,9.268497467041016,0.757246236931968,0.31304033590683755,102.54747031002934,3.8861305713653564,102.2344299741225,98
51,1715589259.5563982,9.39680814743042,0.6001286772623756,0.165653630602271,97.79982758283224,4.014436960220337,97.63417395222997,107
52,1715589259.7190075,9.559417486190796,0.40706135445476466,0.09356473932938698,95.17167644038415,4.177054166793823,95.07811170105477,118
53,1715589259.891416,9.731826066970825,0.32238878822927947,0.07617806918153174,87.31126756899857,4.349432468414307,87.23508949981704,130
54,1715589260.0825214,9.922931432723999,0.5291219220504695,0.22693289399177535,75.19304426280502,4.540447950363159,74.96611136881324,143
55,1715589260.287621,10.128031015396118,0.8794564574882864,0.5396103376907965,63.70097848530689,4.745582818984985,63.161368147616095,157
56,1715589260.501008,10.341418027877808,1.297069289816085,1.067218581999508,50.62261155606851,4.9590184688568115,49.55539297406901,172
57,1715589260.771286,10.611696004867554,1.8050285840873563,2.2416229943664447,38.44010270081575,5.2288899421691895,36.198479706449305,190
58,1715589261.025416,10.865825891494751,2.213754209025794,3.1294203296406002,25.382101980100195,5.483409881591797,22.252681650459596,208
59,1715589261.3232164,11.163626432418823,2.6080642863285557,4.739931856673577,17.786206114756098,5.781216859817505,13.04627425808252,229
60,1715589261.6509252,11.491335153579712,2.8215059172692456,5.183980070928259,12.879539351220018,6.108894348144531,7.69555928029176,252
61,1715589262.0031195,11.843529462814331,2.8428890791873744,4.931433306017384,11.179570348144775,6.461111307144165,6.248137042127392,277
62,1715589262.3953114,12.235721349716187,2.7634647912259322,5.566936287381328,10.948654206343406,6.853306293487549,5.381717918962077,305
63,1715589262.817086,12.657495975494385,2.6787231349133385,5.198450961950171,10.22487716423819,7.275676488876343,5.026426202288018,335
64,1715589263.302493,13.142903089523315,2.5732593662261922,4.181221548333481,9.022352902994385,7.760483264923096,4.841131354660904,369
65,1715589263.8222232,13.662633180618286,2.458895051999881,4.191301166784463,8.981513710737076,8.27985167503357,4.790212543952613,406
66,1715589264.3790622,14.219472169876099,2.3247120340854983,3.6096644967380143,7.988393514618565,8.837063789367676,4.378729017880551,446
67,1715589265.0500867,14.890496730804443,2.1669351860998036,3.169829127934633,7.275967284165835,9.507986783981323,4.106138156231203,491
68,1715589265.7350123,15.575422286987305,1.9696258487223155,2.5251726693799847,6.31439769406665,10.192951679229736,3.789225024686665,540
69,1715589266.4844894,16.324899435043335,1.7358596933348973,1.8794984599446045,5.391286442867668,10.942121267318726,3.5117879829230634,594
70,1715589267.3072832,17.147693157196045,1.5178414703293286,1.5123006228907576,4.860660809446496,11.765272855758667,3.348360186555738,653
71,1715589268.2092931,18.049703121185303,1.3169297357299918,1.1907945306862437,3.8998400255428285,12.6677885055542,2.7090454948565847,718
72,1715589269.2152033,19.05561327934265,1.1186779494515642,0.8770661891142228,2.996575279084368,13.673212766647339,2.1195090899701454,790
73,1715589270.3086529,20.149062871932983,0.9412067914252973,0.5562046491399248,2.03606804767041,14.76664137840271,1.4798633985304852,869
74,1715589271.5394588,21.379868745803833,0.7771849671220423,0.44536367326422943,1.5643261103908688,15.997992753982544,1.1189624371266393,956
75,1715589272.881214,22.72162389755249,0.6309858597726704,0.2792290309079568,1.1780603553158298,17.339149475097656,0.898831324407873,1052
76,1715589274.3406146,24.1810245513916,0.5281876212025604,0.2233721941639291,0.9654457403334391,18.79859495162964,0.74207354616951,1157
77,1715589275.9462264,25.786636352539062,0.43614741563599485,0.13906854207826605,0.7157945167161223,20.40420436859131,0.5767259746378562,1272
78,1715589277.725526,27.56593608856201,0.3465104591278986,0.08425694195093364,0.5537737323338298,22.183929681777954,0.4695167903828961,1400
79,1715589279.6608367,29.501246690750122,0.2946684896406172,0.06890594868455638,0.4550300558263628,24.1187903881073,0.3861241071418064,1539
80,1715589281.8322752,31.672685146331787,0.2589853535681794,0.04851257182093877,0.37602974877338924,26.290351152420044,0.3275171769524505,1693
81,1715589284.2049108,34.04532074928284,0.22946965257625282,0.045311148876173574,0.28653986567009165,28.66340184211731,0.24122871679391808,1863
82,1715589286.8085566,36.648966550827026,0.20668035774787097,0.030308034950488578,0.22969709965401222,31.26702070236206,0.19938906470352363,2049
83,1715589289.6666946,39.50710463523865,0.17529721192081754,0.026508618887396924,0.18776598200381536,34.12515044212341,0.16125736311641845,2254
84,1715589292.810951,42.65136098861694,0.16450300920326505,0.023432010625217586,0.1479094952012459,37.26916837692261,0.12447748457602834,2479
85,1715589296.3030498,46.14345979690552,0.14723529763207793,0.01760070613115822,0.12082285288814208,40.7607684135437,0.10322214675698387,2727
86,1715589300.1051617,49.94557166099548,0.13378123177007178,0.015454849798119879,0.09837285597117537,44.56320595741272,0.08291800617305549,3000
87,1715589304.2617378,54.102147817611694,0.126273475321302,0.014065778438186748,0.07986848013257407,48.72020196914673,0.06580270169438732,3299
88,1715589308.8194797,58.659889698028564,0.12360932178406395,0.014511900407153598,0.07259107668602287,53.27749967575073,0.058079176278869264,3629
89,1715589313.8527155,63.6931254863739,0.11715014818101557,0.013626161721348768,0.06281950786672177,58.310382604599,0.049193346145373004,3992
90,1715589319.4013078,69.24171781539917,0.11140397812383106,0.010889187934895777,0.05325074876497915,63.85964632034302,0.04236156083008337,4391
91,1715589325.5318356,75.37224555015564,0.10489261699064063,0.01397935702157277,0.04938471036951106,69.99013161659241,0.03540535334793829,4831
92,1715589332.204674,82.04508399963379,0.09837870171549438,0.010467309512110745,0.04042929331843483,76.66306114196777,0.029961983806324085,5314
93,1715589339.5703995,89.41080951690674,0.09161535446880074,0.008755728424564072,0.032978319873643275,84.02798581123352,0.0242225914490792,5845
94,1715589347.7181854,97.55859541893005,0.08284502885597363,0.0066471985294192515,0.026742266307853056,92.17663788795471,0.020095067778433805,6429
95,1715589356.648788,106.48919796943665,0.07615658412394406,0.00655268176971309,0.02356710722697227,101.10703229904175,0.01701442545725918,7072
96,1715589366.406939,116.24734902381897,0.07130374364049513,0.004430522903634732,0.01807141084053748,110.86493706703186,0.013640887936902747,7779
97,1715589377.1660843,127.00649428367615,0.05742571441910039,0.0033487981190244488,0.015037641103872984,121.62455081939697,0.011688842984848536,8557
98,1715589389.0270276,138.86743760108948,0.04935668290651976,0.0027323572221412194,0.012120272248704692,133.485426902771,0.009387915026563472,9413
99,1715589402.1231236,151.96353363990784,0.039980584443131954,0.001588181104042605,0.008729611479741915,146.5813422203064,0.00714143037569931,10354
100,1715589416.5825884,166.42299842834473,0.032589004836399524,0.0012637756434272548,0.007136237162008247,161.0408272743225,0.005872461518580992,11389
101,1715589432.321048,182.1614580154419,0.026294713902005697,0.0007915369401372632,0.005693726091018043,176.77899956703186,0.00490218915088078,12528
102,1715589449.7476432,199.58805322647095,0.02192680244001235,0.0005756541655301965,0.004640461301054644,194.2054271697998,0.004064807135524448,13781
103,1715589468.9069443,218.7473542690277,0.018717569383486003,0.0003661314507482945,0.003244250495968482,213.36505365371704,0.0028781190452201876,15159
104,1715589489.927836,239.76824593544006,0.016746706096296804,0.00026985985661173283,0.0026616318054653214,234.3859157562256,0.0023917719488535886,16675
105,1715589513.1602063,263.000616312027,0.016156644100646184,0.00024335732471385618,0.0021032344782720815,257.6186237335205,0.0018598771535582254,18342
106,1715589538.6719038,288.51231384277344,0.014207298703103848,0.00020620375666723635,0.0017480498823253684,283.12995409965515,0.001541846125658132,20177
107,1715589566.693183,316.53359293937683,0.012868532245152204,0.00018515690148297715,0.0011553862203658425,311.1514995098114,0.0009702293188828654,22194
108,1715589597.5165339,347.3569438457489,0.01212834330841807,0.00014768881970118276,0.0008436401137381375,341.9744939804077,0.0006959512940369547,24414
109,1715589631.3620296,381.2024395465851,0.011549056161988685,0.00010512823161373692,0.0006949570669376307,375.820255279541,0.0005898288353238939,26855
110,1715589668.7744682,418.6148781776428,0.012599550098476507,9.828799891808483e-05,0.0006206260714952952,413.2325084209442,0.0005223380725772104,29540
111,1715589710.0399418,459.8803517818451,0.016050899735932853,0.00016738957147054717,0.0010594438172618476,454.49807381629944,0.0008920542457913005,32494
112,1715589755.42275,505.26315999031067,0.00994910896002587,9.429371230518897e-05,0.0005174464081799318,499.8808104991913,0.0004231526958747428,35744
113,1715589805.4303846,555.2707946300507,0.007469141880728767,5.738609480637655e-05,0.00028317173017389593,549.8884222507477,0.0002257856353675194,39318
114,1715589860.3942065,610.2346165180206,0.0143725352086761,0.00011257866121097805,0.0009207168812756432,604.8523802757263,0.0008081382200646652,43250
115,1715589920.8170664,670.6574764251709,0.006732431588566711,4.979215648517239e-05,0.0002479662861423578,665.2751660346985,0.00019817412965718542,47575
116,1715589987.4679158,737.3083257675171,0.00707739738817028,5.450800226714763e-05,0.00033147106239673373,731.9259071350098,0.0002769630601295861,52332
117,1715590060.5130334,810.3534433841705,0.0058042489963905175,3.3542015183400386e-05,0.00019332712833521214,804.9710268974304,0.00015978511315181175,57566
118,1715590140.7779498,890.6183598041534,0.005926345247887931,3.962025839725042e-05,0.00019052894534054567,885.2358679771423,0.00015090868694329524,63322
119,1715590229.1389186,978.9793286323547,0.004355643074259771,2.1584657134723568e-05,0.00014287360871616573,973.5968217849731,0.00012128895158144216,69654
120,1715590326.5223043,1076.362714290619,0.004012146397917623,1.6584243848297507e-05,0.00012888922221677702,1070.9800643920898,0.00011230497836847951,76620
121,1715590433.579614,1183.4200239181519,0.005888433322695757,1.8857889844082197e-05,0.00016368611068896474,1178.0372087955475,0.00014482822084488253,84281
122,1715590550.0166078,1299.8570177555084,0.003074083294810935,9.558130918881466e-06,9.765226148852065e-05,1294.4742634296417,8.809413056963918e-05,92710
123,1715590677.86444,1427.7048499584198,0.00295968920668574,9.514463169687791e-06,9.055351429663306e-05,1422.3226327896118,8.103905112694527e-05,101980
124,1715590818.5366375,1568.3770475387573,0.0038800810686495245,1.2227430787240825e-05,0.00011477084838475393,1562.9942252635956,0.0001025434175975131,112178
125,1715590973.367952,1723.2083621025085,0.002107666216397102,5.32285905617272e-06,8.137519901908028e-05,1717.8260493278503,7.605233996290757e-05,123396
126,1715591143.8396783,1893.6800882816315,0.003163947053522825,7.437285018003677e-06,0.00011562887822505932,1888.2976777553558,0.00010819159320705564,135736
127,1715591331.3231354,2081.163545370102,0.007192611416778177,2.6888731923805283e-05,0.00027074724375345666,2075.78080701828,0.00024385851182965137,149309
128,1715591537.152731,2286.993140935898,0.0017610731849598065,3.1371883316512344e-06,7.154425613618907e-05,2281.610848426819,6.840706780453783e-05,164240
129,1715591763.4425216,2513.2829315662384,0.006234391715254927,1.2830204585236141e-05,0.00018917656250852182,2507.900186777115,0.00017634635792328568,180664
130,1715592012.7433627,2762.5837726593018,0.00380902085040238,4.26682741588587e-06,9.651009866421118e-05,2757.201430082321,9.224327124832532e-05,198731
131,1715592255.5456388,3005.3860487937927,0.0011373556262490455,1.456696549100623e-06,5.7093073726079126e-05,3000.0038120746613,5.56363771769785e-05,216350
