loss,loss_interior,l2_error,step,time,_step,_runtime,_timestamp,loss_boundary
5.576362950804662,3.8241063598709126,1.5919412406827682,50,12.193551063537598,43,16.129971504211426,1715397507.7080245,1.7522565909337497
5.356876248564314,3.5983040910573605,1.5788115285134725,55,13.056674003601074,44,16.99258065223694,1715397508.5706336,1.7585721575069528
4.7866674725577365,3.418537560430748,1.5392090045781548,61,14.158023118972778,45,18.093961238861084,1715397509.6720142,1.3681299121269885
5.016302747401347,3.2905713653477076,1.5237452226953738,67,15.306642770767212,46,19.242300748825073,1715397510.8203537,1.7257313820536389
4.661814265954708,3.1395387058685174,1.514483825609733,73,16.394063472747803,47,20.32940435409546,1715397511.9074574,1.5222755600861906
4.835093486317499,3.238001969962085,1.4942308715668544,81,17.826224088668823,48,21.761924505233765,1715397513.3399775,1.5970915163554142
4.21948836709313,2.7824392698557383,1.4602268957902749,89,19.321380376815796,49,23.257346630096436,1715397514.8353996,1.4370490972373922
4.252496522221257,2.6368680675847203,1.4484176207604729,98,20.98663353919983,50,24.922419786453247,1715397516.5004728,1.6156284546365365
3.8965731091378597,2.6090251387676533,1.4171436602491627,107,22.697431087493896,51,26.63370132446289,1715397518.2117543,1.2875479703702062
3.9556147709987313,2.566374401341184,1.3716395690068557,118,25.007161855697632,52,28.945265531539917,1715397520.5233185,1.3892403696575475
3.637554115206868,2.401159526151679,1.3418973608016176,130,27.244816064834595,53,31.1808123588562,1715397522.7588654,1.2363945890551893
3.230119252095802,2.09013570475517,1.2985480875849154,143,29.148574352264404,54,33.08453369140625,1715397524.6625867,1.1399835473406323
3.1701977346678145,2.0672633869295636,1.2820251128628668,157,31.459015369415283,55,35.39629673957825,1715397526.9743497,1.102934347738251
2.7106023706104883,1.7234620505429732,1.19314962440856,172,34.40995931625366,56,38.345542669296265,1715397529.9235957,0.9871403200675152
2.6874034454985396,1.6933321236519543,1.1547109206139736,190,37.92207193374634,57,41.858336210250854,1715397533.4363892,0.9940713218465854
2.3400028662954258,1.5246809768267509,1.1105166943584897,208,41.3853485584259,58,45.321271657943726,1715397536.8993247,0.8153218894686751
2.194229196321597,1.3319262318508813,1.0649464664221997,229,45.29306697845459,59,49.22903919219971,1715397540.8070922,0.8623029644707159
1.9074202219310044,1.2634817341386793,0.9677451268116373,252,49.461759090423584,60,53.39782452583313,1715397544.9758775,0.6439384877923252
1.379745654802745,1.0211724221139804,0.7026116975015065,277,54.136712074279785,61,58.07208514213562,1715397549.6501381,0.35857323268876445
1.208792180428599,0.9707039167468848,0.5621629020718062,305,59.2247416973114,62,63.16061329841614,1715397554.7386663,0.23808826368171412
0.9798123609113563,0.7890515902853091,0.46103457695124184,335,65.37709188461304,63,69.31356906890869,1715397560.891622,0.19076077062604713
0.8118468778162438,0.6874811019933865,0.40480485894242324,369,71.75298523902893,64,75.68887329101562,1715397567.2669263,0.1243657758228572
0.7323714964977438,0.6280583044140151,0.36320048897377966,406,78.72208642959595,65,82.65769529342651,1715397574.2357483,0.10431319208372866
0.6598650374305661,0.5663259768746304,0.3434644153808168,446,85.78347659111023,66,89.72203159332275,1715397581.3000846,0.09353906055593571
0.5657561026529988,0.48763544488619004,0.3197358658942768,491,94.04752564430237,67,97.98341798782349,1715397589.561471,0.07812065776680874
0.5527047529177078,0.4770095927740352,0.3028082152245029,540,103.14499020576477,68,107.08078670501709,1715397598.6588397,0.07569516014367267
0.4855636349229893,0.4185361558980903,0.3022374582279852,594,112.90344762802124,69,116.83897423744202,1715397608.4170272,0.06702747902489901
0.4700921269005005,0.3970513630669519,0.28678764004165075,653,122.88922548294067,70,126.82693409919739,1715397618.404987,0.07304076383354863
0.4479920679180919,0.3759999350871902,0.27903711714243085,718,134.74643468856812,71,138.68365597724915,1715397630.261709,0.07199213283090165
0.3771364429137913,0.3113508957425135,0.2690510475523357,790,147.73700666427612,72,151.67340421676636,1715397643.2514572,0.06578554717127776
0.35603161535995986,0.3017630376476191,0.2665795340987448,869,162.1919229030609,73,166.12775993347168,1715397657.705813,0.05426857771234081
0.3401169630425783,0.2826197389102216,0.25997920628320287,956,178.01662278175354,74,181.95248103141785,1715397673.530534,0.05749722413235672
0.3155747432689989,0.2585587656057878,0.2529634837007123,1052,194.8300838470459,75,198.76550102233887,1715397690.343554,0.05701597766321115
0.2972031044913659,0.2385663129648951,0.24577465477461907,1157,214.14885902404785,76,218.08427333831787,1715397709.6623263,0.05863679152647077
0.2672883106599939,0.22091817836504998,0.23824257114196326,1272,235.72984194755554,77,239.66574716567993,1715397731.2438002,0.046370132294943946
0.24139603914882657,0.19795819481596383,0.23362192865601897,1400,261.4310665130615,78,265.3665256500244,1715397756.9445786,0.043437844332862734
0.2254467028551616,0.18136520859198757,0.2260315825811481,1539,288.8286728858948,79,292.76497077941895,1715397784.3430238,0.04408149426317404
0.2040393432420231,0.16174829175808492,0.21808881882548473,1693,320.0108070373535,80,323.9464604854584,1715397815.5245135,0.04229105148393818
0.1862737543902116,0.14324868957942283,0.21161749493237805,1863,353.0229048728943,81,356.9586925506592,1715397848.5367455,0.04302506481078876
0.1699799456212863,0.13205195244233156,0.20767323837502993,2049,387.8376953601837,82,391.77407574653625,1715397883.3521287,0.037927993178954726
0.14965585000833195,0.1148600184604045,0.1990583031301018,2254,426.5337908267975,83,430.4696571826935,1715397922.0477102,0.03479583154792745
0.13895058771465194,0.107552929779901,0.19399767309937102,2479,470.0122821331024,84,473.94816064834595,1715397965.5262136,0.031397657934750946
0.12854929618152164,0.09831137204792723,0.18731148149160254,2727,514.8059453964233,85,518.7436649799347,1715398010.321718,0.030237924133594406
0.11230849219121888,0.08415513423478323,0.17932349145452176,3000,564.6449944972992,86,568.5808362960815,1715398060.1588893,0.02815335795643565
0.10213861320320272,0.07247870238188453,0.17337846150207614,3299,618.832362651825,87,622.770227432251,1715398114.3482804,0.0296599108213182
0.0859765284077816,0.06357743595082947,0.1657872158270962,3629,679.4633224010468,88,683.399195432663,1715398174.9772484,0.022399092456952124
0.0775924731908906,0.05537947942404218,0.15661629089998888,3992,745.9517738819122,89,749.8895003795624,1715398241.4675534,0.022212993766848425
0.06875119311450656,0.04833763204034917,0.14842405101625072,4391,821.6407947540283,90,825.5768990516663,1715398317.154952,0.02041356107415739
0.05828677676185094,0.03968582794178467,0.13933057212866465,4831,906.4586386680603,91,910.3952660560608,1715398401.973319,0.01860094882006627
0.048326050371484255,0.03370746481680925,0.13130862159364012,5314,996.8789367675781,92,1000.8149521350861,1715398492.3930051,0.014618585554675
0.04166711371278446,0.02829172719522566,0.12338997961814392,5845,1095.0031535625458,93,1098.9392518997192,1715398590.517305,0.013375386517558803
0.0383071472665453,0.02538206090097225,0.11612121358577673,6429,1204.5370876789093,94,1208.4735317230225,1715398700.0515847,0.012925086365573052
0.03286144835240806,0.021395630849486445,0.10948305223358915,7072,1327.0228674411774,95,1330.9593963623047,1715398822.5374494,0.011465817502921617
0.03041410478081171,0.019687841305589416,0.10388537876694341,7779,1456.3056540489197,96,1460.243272304535,1715398951.8213253,0.010726263475222295
0.026922417621703283,0.01777460627859983,0.09722016077766914,8557,1590.515983581543,97,1594.4516224861145,1715399086.0296755,0.009147811343103456
0.023653458075090804,0.015367773572996086,0.09079765323610758,9413,1736.6210737228394,98,1740.556735754013,1715399232.1347888,0.00828568450209472
0.02219572747108995,0.014852026072674471,0.08545813063294126,10354,1898.2653830051422,99,1902.2008109092712,1715399393.778864,0.00734370139841548
0.018743856416959796,0.013108320667568837,0.07926820099031952,11389,2076.2005310058594,100,2080.1362953186035,1715399571.7143483,0.0056355357493909596
0.015868862716769534,0.010949435399608411,0.07324041947756352,12528,2271.290114879608,101,2275.2262613773346,1715399766.8043144,0.004919427317161122
0.015105139164638582,0.010550375499114306,0.06745309055205641,13781,2484.107354402542,102,2488.0435988903046,1715399979.621652,0.004554763665524276
0.013911758876949587,0.00943725717937971,0.06219967039259063,15159,2720.036414861679,103,2723.9719190597534,1715400215.549972,0.004474501697569877
0.011401521835109386,0.008320245838618843,0.05647251986169295,16675,2988.025945186615,104,2991.9633119106293,1715400483.541365,0.0030812759964905416
0.011277892855928518,0.008076114299693585,0.05681293595766246,16747,3000.1648988723755,105,3004.100345134735,1715400495.6783981,0.0032017785562349337
