step,loss,_step,_runtime,_timestamp,time,loss_boundary,loss_interior,l2_error
67,0.06435886431747,46,10.614613771438599,1715592307.1185408,5.924511671066284,0.01939869247503342,0.04496017184243658,0.14263025012337338
73,0.05511560263308482,47,10.934000015258789,1715592307.437927,6.243404150009155,0.017704493966589536,0.03741110866649529,0.1352505743662718
81,0.04754789901579754,48,11.352891445159912,1715592307.8568184,6.662783861160278,0.015605671831172459,0.03194222718462508,0.12884797935396072
89,0.04283025637748014,49,11.751904010772705,1715592308.255831,7.061736345291138,0.014315877156025529,0.02851437922145461,0.12377394861172401
98,0.03882788333966716,50,12.199928522109985,1715592308.7038555,7.509787082672119,0.013397371360542115,0.025430511979125048,0.11893496754960027
107,0.04135451725739393,51,12.680453777313232,1715592309.1843808,7.990353107452393,0.014166884093226653,0.027187633164167276,0.11619051802899798
118,0.03639514860614617,52,13.223641633987427,1715592309.7275686,8.533531665802002,0.013050943272176135,0.023344205333970035,0.1149425302050301
130,0.031334502105163045,53,13.813390493392944,1715592310.3173175,9.123287439346313,0.011460246646008226,0.019874255459154822,0.10770086167228964
143,0.026638649020741798,54,14.454654932022095,1715592310.958582,9.764460802078247,0.009846817228127623,0.016791831792614176,0.09963784270814212
157,0.02418149159691033,55,15.17794418334961,1715592311.6818712,10.487809658050537,0.008914465682379719,0.015267025914530611,0.09373961201947818
172,0.020665652259943185,56,15.948906898498535,1715592312.452834,11.258630990982056,0.007260997880553269,0.013404654379389916,0.08555310680637286
190,0.018260493931520468,57,16.864569425582886,1715592313.3684964,12.174458742141724,0.006193976993227326,0.01206651693829314,0.07856735646852205
208,0.01689150791599537,58,17.824565887451172,1715592314.3284929,13.134398221969604,0.005497174114472708,0.01139433380152266,0.07222849785007618
229,0.01371787478577829,59,18.85207200050354,1715592315.355999,14.161950826644897,0.0044131804251038315,0.009304694360674458,0.06548157987438791
252,0.011691549034249814,60,19.99725103378296,1715592316.501178,15.307151794433594,0.00369499671779257,0.007996552316457245,0.06044902426218547
277,0.009608764114094285,61,21.253393411636353,1715592317.7573204,16.563300132751465,0.0029245048071068493,0.006684259306987435,0.05390947110639231
305,0.009323537130883124,62,22.725143909454346,1715592319.229071,18.03503942489624,0.0023502652092297427,0.006973271921653382,0.04997781931718725
335,0.007352468787245225,63,24.23184370994568,1715592320.7357707,19.541685104370117,0.0017963065999550367,0.005556162187290188,0.04552814994830383
369,0.0059157889376009656,64,25.913530111312866,1715592322.417457,21.223394632339478,0.0013997531430723826,0.004516035794528583,0.040931395316548026
406,0.00549117230490022,65,27.822941780090332,1715592324.3268688,23.13282084465027,0.0014723406196782479,0.0040188316852219725,0.036923958048107657
446,0.0042163829502804735,66,29.767674922943115,1715592326.271602,25.077577352523804,0.0011153964383773494,0.0031009865119031236,0.03361752340369616
491,0.003541310673212717,67,32.04909348487854,1715592328.5530205,27.35892963409424,0.0009228090783117915,0.0026185015949009255,0.03136259946494702
540,0.0031638954389941417,68,34.53634524345398,1715592331.0402722,29.846240282058716,0.0008766818508835886,0.002287213588110553,0.027893716530625737
594,0.0026730583040016367,69,37.22958779335022,1715592333.7335148,32.53937339782715,0.0007501830684748945,0.0019228752355267423,0.026132257138725547
653,0.0024088722070257323,70,40.131417989730835,1715592336.635345,35.44104862213135,0.0006475122746916769,0.0017613599323340555,0.024706401758591116
718,0.002017502541825177,71,43.45741057395935,1715592339.9613376,38.7673134803772,0.0005958782477034854,0.0014216242941216916,0.023027791382135024
790,0.0015833543740245985,72,47.10460567474365,1715592343.6085327,42.41423964500427,0.00047525470910957893,0.0011080996649150195,0.02128029660254126
869,0.0014661167899730765,73,51.011337995529175,1715592347.515265,46.32118058204651,0.00043203652705433736,0.001034080262918739,0.020322080324748044
956,0.001133241056937266,74,55.37965154647827,1715592351.8835785,50.689547538757324,0.00031058226803760996,0.0008226587888996561,0.018301946833088428
1052,0.0009790757372105795,75,60.11083459854126,1715592356.6147616,55.4206817150116,0.00026805047896679524,0.0007110252582437842,0.017046520222944662
1157,0.0009178401736158169,76,65.36172032356262,1715592361.8656473,60.67156791687012,0.00027672720025024157,0.0006411129733655753,0.015337351297440543
1272,0.0006522926555825525,77,71.22502422332764,1715592367.7289512,66.53485655784607,0.00021282601835277655,0.000439466637229776,0.013966989033167317
1400,0.0007351002630325192,78,77.65261054039001,1715592374.1565375,72.96226835250854,0.0002191684458325469,0.0005159318171999723,0.012616397067515871
1539,0.0004981268229091585,79,84.61197233200073,1715592381.1158993,79.9216046333313,0.00013445588466334303,0.0003636709382458154,0.011804712139605218
1693,0.00047267420895375406,80,92.29185819625854,1715592388.7957852,87.6016571521759,0.00014390913014830577,0.0003287650788054483,0.011423013958737693
1863,0.00039117432245103906,81,100.6874418258667,1715592397.1913688,95.99733757972717,0.00012099262378334247,0.0002701816986676966,0.009969992663571708
2049,0.0003064044595809184,82,110.08236789703369,1715592406.586295,105.39226269721985,8.35870585256714e-05,0.000222817401055247,0.009166723810339882
2254,0.00030471443895764127,83,120.3472318649292,1715592416.8511589,115.65714597702026,8.844815125498585e-05,0.00021626628770265543,0.008846398168923637
2479,0.0002438219952367782,84,131.51314616203308,1715592428.0170732,126.82276153564453,7.132502949189002e-05,0.00017249696574488818,0.008428572124039071
2727,0.00022132281641492832,85,144.02879190444946,1715592440.532719,139.33863592147827,6.199702352337966e-05,0.00015932579289154865,0.007479245168527229
3000,0.00019583144711914587,86,157.818097114563,1715592454.322024,153.12765979766846,5.299396421327119e-05,0.00014283748290587467,0.006432686317624612
3299,0.0001358444476247639,87,172.89678931236267,1715592469.4007163,168.206627368927,3.748548976329731e-05,9.83589578614666e-05,0.005725880885326635
3629,0.0001260030279223978,88,189.25646424293518,1715592485.7603912,184.56617140769958,3.218130783484754e-05,9.382172008755028e-05,0.005260724880492215
3992,0.00010307097000232887,89,207.38540959358215,1715592503.8893366,202.69530606269836,2.689223144314916e-05,7.61787385591797e-05,0.005084542303268916
4391,8.971081611551189e-05,90,227.3157138824463,1715592523.8196409,222.62528705596924,1.936697954522288e-05,7.034383657028901e-05,0.004539325335127864
4831,7.873383738186458e-05,91,249.3183467388153,1715592545.8222737,244.62817239761353,1.6800448195698784e-05,6.19333891861658e-05,0.004010830239745138
5314,6.944132010643162e-05,92,273.2075595855713,1715592569.7114866,268.51712679862976,1.5164126501050773e-05,5.4277193605380855e-05,0.0036148105629524706
5845,5.7449198636793264e-05,93,299.48779344558716,1715592595.9917204,294.79763078689575,1.1777193968887741e-05,4.5672004667905527e-05,0.0032786408306811885
6429,5.0625518407188146e-05,94,328.3990933895111,1715592624.9030204,323.70875573158264,9.9292730883876e-06,4.069624531880055e-05,0.002930493180937032
7072,4.581832679946151e-05,95,360.56410479545593,1715592657.0680318,355.87370896339417,7.65736749394869e-06,3.816095930551282e-05,0.0026967818968645957
7779,3.9614145393202635e-05,96,395.98528146743774,1715592692.4892085,391.29514622688293,6.77014674117347e-06,3.2843998652029165e-05,0.002440265332478034
8557,3.324011817516376e-05,97,434.61086773872375,1715592731.1147947,429.92052125930786,5.33218132450107e-06,2.790793685066269e-05,0.002096872518635335
9413,2.9098332926429963e-05,98,477.4010031223297,1715592773.90493,472.7106385231018,3.839860921423069e-06,2.5258472005006895e-05,0.0018064833931764333
10354,2.3370150224112282e-05,99,524.1006438732147,1715592820.6045709,519.4102861881256,2.4665915703906727e-06,2.090355865372161e-05,0.0015624345675910067
11389,2.1948571525639844e-05,100,575.797904253006,1715592872.3018312,571.1075601577759,1.7646551533201239e-06,2.018391637231972e-05,0.0012897080994340592
12528,1.961458269961372e-05,101,632.5019369125366,1715592929.005864,627.8115751743317,1.470202102146186e-06,1.8144380597467534e-05,0.00109601382862418
13781,1.5120078501474804e-05,102,695.0779702663422,1715592991.5818973,690.3875818252563,1.1114170234406912e-06,1.4008661478034113e-05,0.0010936104620309507
15159,2.7956327152943284e-06,103,763.5948543548584,1715593060.0987813,758.9044849872589,4.611546838295337e-07,2.334478031464795e-06,0.0006658903770996763
16675,1.1437602459111085e-06,104,838.9592185020447,1715593135.4631455,834.268874168396,2.6829988040338417e-07,8.754603655077244e-07,0.0005130581896362868
18342,8.511772891012076e-07,105,921.5667963027954,1715593218.0707233,916.8764498233795,1.9471353377789662e-07,6.56463755323311e-07,0.00040430229598883445
20177,6.597430482639666e-07,106,1013.0568194389343,1715593309.5607464,1008.3664433956146,1.5068155754389998e-07,5.090614907200666e-07,0.000368025888386466
22194,5.139490379785882e-07,107,1113.069968700409,1715593409.5738957,1108.3796083927155,1.0285015990279553e-07,4.110988780757927e-07,0.00031769913494033187
24414,4.421299332477997e-07,108,1222.9415833950043,1715593519.4455104,1218.2512402534485,8.85823434048081e-08,3.535475898429916e-07,0.0002812560335574381
26855,3.379989424899505e-07,109,1344.157893896103,1715593640.661821,1339.4675617218018,6.687832899627344e-08,2.7112061349367707e-07,0.00025692721902704704
29540,2.7220162145138785e-07,110,1477.3600850105286,1715593773.864012,1472.6697556972504,5.29508025674326e-08,2.1925081888395526e-07,0.000228996786388876
32494,2.4642873543638416e-07,111,1623.465871810913,1715593919.9697988,1618.775476694107,4.961735847268293e-08,1.9681137696370124e-07,0.000210495331318266
35744,1.9215423283037325e-07,112,1785.2470614910126,1715594081.7509885,1780.5566804409027,3.139295466763273e-08,1.6076127816274051e-07,0.00017086888777447567
39318,1.5876505153493427e-07,113,1962.5907547473907,1715594259.0946817,1957.9003171920776,1.707922332996207e-08,1.416858282049722e-07,0.0001227906317430216
43250,1.3069302281453676e-07,114,2158.692301273346,1715594455.1962283,2154.0018949508667,1.205400141516704e-08,1.1863902139936973e-07,0.00010223932989420202
47575,1.1996643446754584e-07,115,2374.959808588028,1715594671.4637356,2370.269411802292,7.834354973341719e-09,1.1213207949420414e-07,8.396236416830384e-05
52332,1.020355707722511e-07,116,2611.798923969269,1715594908.302851,2607.1085534095764,4.388204107391058e-09,9.764736666486004e-08,6.442300996963463e-05
57566,9.480174507635361e-08,117,2872.9663207530975,1715595169.4702477,2868.275962114334,2.8639384199390715e-09,9.193780665641453e-08,5.209920560815409e-05
60215,9.862165416354217e-08,118,3004.740130662918,1715595301.2440577,3000.049797296524,2.9461186743545375e-09,9.567553548918764e-08,4.897648895819213e-05
