_runtime,l2_error,loss,time,_timestamp,loss_interior,step,_step,loss_boundary
5.396636962890625,1.1688916505776357,121.7103350429466,1.3321688175201416,1715402391.344094,120.03417733359443,0,0,1.6761577093521625
5.6054911613464355,1.7051070421910237,107.23095808646285,1.798281192779541,1715402391.5529482,106.55782398981057,1,1,0.6731340966522746
5.80733847618103,2.0613960441528,68.10609851539631,2.0007193088531494,1715402391.7547956,65.87010684525247,2,2,2.2359916701438407
6.011225461959839,2.4126168193867046,32.32222960381601,2.2046005725860596,1715402391.9586825,29.342556553547627,3,3,2.979673050268385
6.211169242858887,1.4169091425357916,11.043829566692365,2.4040088653564453,1715402392.1586263,7.261435866283787,4,4,3.782393700408578
6.415596961975098,0.7606208141112629,6.531147702677008,2.6071596145629883,1715402392.363054,5.148075708733552,5,5,1.3830719939434555
6.627142906188965,0.3482479518576682,3.9830849540834885,2.8204703330993652,1715402392.5746,3.655313069781308,6,6,0.3277718843021805
6.829837799072266,0.2867996125182676,1.936736252471169,3.0231943130493164,1715402392.7772949,1.8511852654757506,7,7,0.08555098699541847
7.031324148178101,0.22427882805304164,1.1041471338358828,3.224712610244751,1715402392.9787812,1.0385999818664606,8,8,0.0655471519694221
7.235599040985107,0.2162653641634076,0.6873180370580333,3.428966760635376,1715402393.183056,0.649650275552478,9,9,0.037667761505555335
7.437336206436157,0.18228798063172302,0.4948072435179541,3.630678176879883,1715402393.3847933,0.4550566107400672,10,10,0.03975063277788688
7.640686273574829,0.18892367029947327,0.3113171172551422,3.8340506553649902,1715402393.5881433,0.28116913692462614,11,11,0.030147980330516102
7.841173410415649,0.16791597563650607,0.23903597497412543,4.03397011756897,1715402393.7886305,0.20990356513176192,12,12,0.029132409842363503
8.050939798355103,0.2049956352709424,0.19772269319826147,4.243767499923706,1715402393.9983969,0.17471870392992944,13,13,0.02300398926833203
8.252126455307007,0.17153186596506448,0.1666259285890765,4.445008993148804,1715402394.1995835,0.13311499578695446,14,14,0.03351093280212202
8.454339504241943,0.15646590996407078,0.13915088985474858,4.647154092788696,1715402394.4017966,0.11480270177700497,15,15,0.024348188077743613
8.67617392539978,0.1408301910196607,0.12010062152274138,4.86900520324707,1715402394.623631,0.10034826621880222,16,16,0.019752355303939168
8.87910795211792,0.1464085352100957,0.10349638129778035,5.071908473968506,1715402394.826565,0.08731585072724757,17,17,0.01618053057053279
9.082473516464233,0.1265199232243793,0.08814351582380575,5.275823593139648,1715402395.0299306,0.06984631394806029,18,18,0.018297201875745465
9.285862922668457,0.11741406061295612,0.07504010777820566,5.479201793670654,1715402395.23332,0.06206485549617545,19,19,0.012975252282030211
9.490338802337646,0.1144672870274861,0.07152170497785447,5.683701038360596,1715402395.4377959,0.060033720110409396,20,20,0.011487984867445072
9.690481901168823,0.10757121527282344,0.06725397383218915,5.8834450244903564,1715402395.637939,0.05646287270590873,21,21,0.010791101126280418
9.892144441604614,0.10125106107402178,0.06164802681443345,6.085063695907593,1715402395.8396015,0.05012469519370078,22,22,0.011523331620732673
10.093445777893066,0.09667026701205912,0.053122778888434696,6.286262273788452,1715402396.0409029,0.044219995060238354,23,23,0.00890278382819634
10.294346809387207,0.09288502506355581,0.045269064207642803,6.486976623535156,1715402396.241804,0.03711750995742032,24,24,0.008151554250222487
10.494563102722168,0.08837131865849822,0.04435504367602529,6.687528610229492,1715402396.4420202,0.03664886429844492,25,25,0.00770617937758037
10.694990396499634,0.08467185556516416,0.040580812505010715,6.887938499450684,1715402396.6424475,0.03256537234792752,26,26,0.00801544015708319
10.897074937820435,0.08114708435082212,0.03834031765245567,7.090014457702637,1715402396.844532,0.031837521723730756,27,27,0.006502795928724917
11.09795093536377,0.07677564105585441,0.0363324264780105,7.2908034324646,1715402397.045408,0.029705672747024146,28,28,0.006626753730986355
11.302631139755249,0.07184713539331283,0.030980272198053063,7.496021270751953,1715402397.2500882,0.025565590724062313,29,29,0.005414681473990749
11.501742839813232,0.06613035038132165,0.0245168164971285,7.694678068161011,1715402397.4492,0.019529255301062556,30,30,0.004987561196065944
11.70351529121399,0.06263213976655817,0.021460663126378253,7.89641261100769,1715402397.6509724,0.016940256591574963,31,31,0.0045204065348032904
11.905922174453735,0.06033735419135752,0.018479822072725912,8.09877610206604,1715402397.8533792,0.01448130933965165,32,32,0.003998512733074262
12.105397939682007,0.053109986923775054,0.016898220725808093,8.298712015151978,1715402398.052855,0.012859631913329091,33,33,0.004038588812479003
12.307833433151245,0.04525504197541904,0.012357736154558489,8.501200437545776,1715402398.2552905,0.009641000962272515,34,34,0.0027167351922859737
12.508829832077026,0.04138755003684521,0.00898657411370304,8.70219349861145,1715402398.456287,0.00690215923231999,35,35,0.00208441488138305
12.711068868637085,0.037157799619312204,0.006666125063011154,8.903993606567383,1715402398.658526,0.004945371267485824,36,36,0.00172075379552533
12.907464027404785,0.030541107029292407,0.004675376107338026,9.100821495056152,1715402398.854921,0.0033273909701582423,37,37,0.001347985137179784
13.106608867645264,0.026341437630733478,0.003440263750943944,9.299940586090088,1715402399.054066,0.002445141481633584,38,38,0.00099512226931036
13.314332962036133,0.022893360957832874,0.0024227828635321347,9.507300853729248,1715402399.26179,0.0016753491812187488,39,39,0.0007474336823133858
13.515884399414062,0.020755885402946178,0.0018495066230999413,9.709244966506958,1715402399.4633415,0.0013083303804715795,40,40,0.0005411762426283617
13.920600891113281,0.01526710213340795,0.0009268717603725955,10.113523006439209,1715402399.868058,0.0006723745423468349,42,41,0.0002544972180257606
