l2_error,_timestamp,_step,step,time,_runtime,loss_boundary,loss_interior,loss
6.821160726126504e-05,1715589604.1021373,99,10354,299.37140011787415,303.157288312912,4.4625105466512605e-09,4.2957858580560545e-08,4.742036912721181e-08
5.053220900474943e-05,1715589633.9230719,100,11389,329.192054271698,332.97822284698486,2.578442169484935e-09,2.727798421444094e-08,2.985642638392587e-08
4.880802328544669e-05,1715589666.9259915,101,12528,362.195205450058,365.98114252090454,1.9945971935849096e-09,2.2987557745163982e-08,2.4982154938748892e-08
4.235525983051901e-05,1715589703.346471,102,13781,398.61545419692993,402.40162205696106,1.769649542444593e-09,1.982836015732052e-08,2.1598009699765114e-08
3.319894620570318e-05,1715589743.349208,103,15159,438.61823749542236,442.40435910224915,1.1231389779282911e-09,1.6081070456891778e-08,1.720420943482007e-08
2.9884638160757823e-05,1715589787.0710146,104,16675,482.3402290344238,486.1261656284332,7.490332451476263e-10,1.438976836778423e-08,1.5138801612931854e-08
2.3416767032751656e-05,1715589834.6225762,105,18342,529.8915917873383,533.6777272224426,5.968171715167629e-10,1.2141348092118945e-08,1.2738165263635709e-08
2.0642497608045162e-05,1715589887.142852,106,20177,582.4118304252625,586.1980030536652,4.235740183123732e-10,1.183865128382998e-08,1.2262225302142353e-08
1.8204704215600324e-05,1715589944.5023592,107,22194,639.7713537216187,643.557510137558,3.616989736000678e-10,1.065982502426923e-08,1.1021523997869298e-08
1.737104508455248e-05,1715590008.3839002,108,24414,703.6528747081757,707.4390511512756,3.748281901108222e-10,1.1280179875195292e-08,1.1655008065306115e-08
1.5333304566963826e-05,1715590078.4202516,109,26855,773.6892309188843,777.4754025936127,2.448543831795826e-10,9.993517773875494e-09,1.0238372157055077e-08
1.31690925197668e-05,1715590155.5974116,110,29540,850.8663473129272,854.6525626182556,1.715610926533832e-10,8.882466975298226e-09,9.054028067951609e-09
1.2332237500636092e-05,1715590240.3872647,111,32494,935.6562166213989,939.4424157142639,1.5929978679046724e-10,8.34835023873291e-09,8.507650025523378e-09
1.0862902431037658e-05,1715590333.7113848,112,35744,1028.9802660942078,1032.7665357589722,9.440644841211934e-11,7.519613511989485e-09,7.614019960401604e-09
8.409989407732147e-06,1715590435.3397527,113,39318,1130.6087002754211,1134.3949036598206,7.379953683342942e-11,6.208475709497221e-09,6.2822752463306505e-09
7.821464479750726e-06,1715590547.073705,114,43250,1242.3426876068115,1246.1288559436798,5.150969574248764e-11,3.4574717734962934e-09,3.508981469238781e-09
5.3583788559183255e-06,1715590670.5069997,115,47575,1365.7759387493134,1369.5621507167816,2.0075628904066495e-11,2.045978911273762e-09,2.0660545401778284e-09
4.796105078423265e-06,1715590805.8717139,116,52332,1501.1406807899475,1504.926864862442,2.0411034940450657e-11,1.3544787469384061e-09,1.3748897818788569e-09
5.893738738682622e-06,1715590955.2773821,117,57566,1650.5464107990265,1654.332533121109,3.1044882345122884e-11,9.10668059452639e-10,9.41712941797762e-10
5.907628932246061e-06,1715591120.0474293,118,63322,1815.3164134025574,1819.1025803089142,3.1330386502836335e-11,6.360337632613106e-10,6.673641497641469e-10
4.5632013239081544e-06,1715591301.1792545,119,69654,1996.448231935501,2000.2344055175781,1.752808658093954e-11,5.256196577714778e-10,5.431477443524174e-10
3.712848909581492e-06,1715591499.4108353,120,76620,2194.679803133011,2198.465986251831,1.3168302206262553e-11,4.5511185938130686e-10,4.682801615875694e-10
3.488935135161327e-06,1715591717.3735876,121,84281,2412.642598628998,2416.428738594055,1.0769594739560964e-11,3.9532965481368375e-10,4.060992495532447e-10
2.9492576640007365e-06,1715591957.2823634,122,92710,2652.551375389099,2656.337514400482,1.0512749118770694e-11,3.7883723414316573e-10,3.893499832619364e-10
2.582404345923375e-06,1715592221.376582,123,101980,2916.645492076874,2920.43173289299,5.956155727246966e-12,3.2870075801204907e-10,3.3465691373929606e-10
2.680047186125082e-06,1715592304.7615829,124,104898,3000.029658794403,3003.8167338371277,5.900175178514095e-12,3.1665164390682785e-10,3.2255181908534197e-10
