_timestamp,loss,_step,l2_error,step,loss_boundary,time,_runtime,loss_interior
1715418880.5971856,0.058201632241862915,70,0.09053231428575641,653,0.008730453022628116,16.395872116088867,21.237513542175293,0.0494711792192348
1715418881.9823449,0.055063125720797475,71,0.10779936645769717,718,0.007591473436471235,17.781059741973877,22.62267279624939,0.04747165228432624
1715418883.5584984,0.042582372197375054,72,0.08534636369196223,790,0.005853677583198368,19.356762886047363,24.1988263130188,0.03672869461417669
1715418885.2156088,0.042999409712497556,73,0.09347478124077659,869,0.006089027640712362,21.013899326324463,25.855936765670776,0.036910382071785194
1715418887.1292818,0.03637879450937631,74,0.07799853584560623,956,0.005133755911285194,22.928145170211792,27.769609689712524,0.031245038598091114
1715418889.239935,0.03943016310283961,75,0.0925895839239876,1052,0.005434384450289363,25.03886389732361,29.880262851715088,0.03399577865255025
1715418891.6790519,0.04046028898181476,76,0.09348136550498061,1157,0.005971573390504442,27.477783918380737,32.319379806518555,0.034488715591310316
1715418894.1912677,0.023439133070272983,77,0.06516558243666615,1272,0.004160551765465121,29.990185022354126,34.83159565925598,0.019278581304807862
1715418896.8918052,0.021731114913398228,78,0.06702216693828099,1400,0.0035782894183353418,32.69032001495361,37.53213310241699,0.018152825495062887
1715418899.9220383,0.020010672040235815,79,0.051893325957290286,1539,0.0030512971261706674,35.720505714416504,40.562366247177124,0.01695937491406515
1715418903.3303049,0.02488905647189395,80,0.06129402701003469,1693,0.004214885613596054,39.12879252433777,43.970632791519165,0.020674170858297897
1715418907.0237267,0.020768325106551293,81,0.048485294113668635,1863,0.0038038428458318824,42.821276903152466,47.66405463218689,0.01696448226071941
1715418911.0306354,0.0224976339143599,82,0.06111701305464397,2049,0.003066294493726484,46.82909417152405,51.670963287353516,0.019431339420633416
1715418915.5432994,0.013737125300103454,83,0.04394477335973529,2254,0.0019452259896017893,51.34201216697693,56.18362736701965,0.011791899310501664
1715418920.5139914,0.012038181815891875,84,0.040989612274242165,2479,0.0017495038117366646,56.31212019920349,61.154319286346436,0.01028867800415521
1715418925.893773,0.015215594563056429,85,0.06209218243818878,2727,0.0022159353359440755,61.691367387771606,66.5341010093689,0.012999659227112353
1715418931.8692815,0.013903871734031762,86,0.05191133910505407,3000,0.002172526263574838,67.66738986968994,72.50960946083069,0.011731345470456924
1715418938.308411,0.008487730731876184,87,0.03379749961057887,3299,0.0011326758475428249,74.10678052902222,78.94873881340027,0.007355054884333359
1715418945.528612,0.008100213851406971,88,0.029033523646064208,3629,0.0010018761045077476,81.32747268676758,86.16893982887268,0.0070983377468992245
1715418953.4816844,0.00973785170599235,89,0.04437142255621643,3992,0.0011078490383415705,89.28038191795349,94.12201237678528,0.00863000266765078
1715418962.2565029,0.00668411654511839,90,0.02542415166099669,4391,0.0006240461656999096,98.05496573448181,102.89683079719543,0.00606007037941848
1715418971.8270662,0.006174660328205392,91,0.02823188654884019,4831,0.0006738627655624066,107.62603783607483,112.46739411354065,0.005500797562642985
1715418982.3291628,0.014334947180000557,92,0.05644177136022175,5314,0.0017651363781984815,118.12756037712097,122.96949076652527,0.012569810801802075
1715418993.8462017,0.005951146902170178,93,0.02998957963914585,5845,0.000771631837780958,129.6443886756897,134.48652958869934,0.00517951506438922
1715419006.4706264,0.013792259750037113,94,0.06136924741229256,6429,0.0019158757923787143,142.26948165893555,147.11095428466797,0.0118763839576584
1715419020.4254117,0.004148998360116079,95,0.020926444988904922,7072,0.0005063948482893928,156.22381114959717,161.06573963165283,0.0036426035118266864
1715419035.6425416,0.009648745180367452,96,0.04612343640385012,7779,0.0014020348665020439,171.44070744514465,176.28286957740784,0.008246710313865408
1715419052.52791,0.007976624322027528,97,0.04500462493854712,8557,0.0011547964530872717,188.32631301879883,193.1682379245758,0.006821827868940256
1715419071.058925,0.005215618973202379,98,0.026582153602492515,9413,0.000869481976568824,206.85724592208862,211.6992528438568,0.004346136996633555
1715419091.509039,0.003608995455512866,99,0.023047095583319566,10354,0.0005060899030191308,227.30623841285706,232.14936685562134,0.003102905552493735
1715419113.9387133,0.0026846248303366875,100,0.021606617962805257,11389,0.0003912135223992616,249.73726773262024,254.5790412425995,0.002293411307937426
1715419138.598624,0.0026541110212385806,101,0.01975790062866048,12528,0.0004146459261238139,274.39751958847046,279.238951921463,0.0022394650951147667
1715419165.8252695,0.0026954401702158643,102,0.02193978373772707,13781,0.00032485901373159994,301.6234166622162,306.46559739112854,0.0023705811564842644
1715419195.766163,0.0029863887051992727,103,0.021991735447217182,15159,0.0003844259723170405,331.5644371509552,336.4064910411835,0.002601962732882232
1715419228.832744,0.0022085019903936975,104,0.01800962889330727,16675,0.0003316976959703323,364.6311619281769,369.4730718135834,0.0018768042944233652
1715419264.8894186,0.00200834972802343,105,0.016987257225508378,18342,0.00026107098438276743,400.68808603286743,405.5297465324402,0.0017472787436406628
1715419304.5688114,0.0019496141675551589,106,0.017340425738715613,20177,0.0002868214118875467,440.3672676086426,445.2091393470764,0.0016627927556676122
1715419348.4883897,0.0018879157571542362,107,0.01737516091482797,22194,0.00026249224849012086,484.28692150115967,489.12871766090393,0.0016254235086641154
1715419396.575736,0.002046172926271667,108,0.01588516802468034,24414,0.0002842071262158009,532.3739595413208,537.2160639762878,0.0017619658000558663
1715419449.6697943,0.00168628263236717,109,0.01528695482177454,26855,0.00021841619044844424,585.4677782058716,590.3101222515106,0.0014678664419187258
1715419508.08655,0.0019269522924971454,110,0.01670612692907964,29540,0.0002132253797032487,643.8851222991943,648.7268779277802,0.0017137269127938967
1715419571.9649816,0.0018385819785194202,111,0.022212623925403855,32494,0.0002522158489561147,707.7629890441895,712.6053094863892,0.0015863661295633055
1715419643.1582174,0.004542828414871571,112,0.029975798956911236,35744,0.0005784905199905108,778.9562063217163,783.7985453605652,0.00396433789488106
1715419721.6849592,0.002513238013774214,113,0.025326511072000214,39318,0.00040440593909136624,857.4830896854401,862.325287103653,0.0021088320746828477
1715419807.9748046,0.001299705366409056,114,0.01209205184088696,43250,0.0001137654372757796,943.7728238105774,948.6151325702667,0.0011859399291332764
1715419903.261316,0.0028682918265741245,115,0.023313055694323744,47575,0.00041090047720533017,1039.059901714325,1043.9016439914703,0.0024573913493687945
1715420007.949812,0.0012811771051591562,116,0.013223700975942635,52332,0.00012779001650291123,1143.7487254142761,1148.5901398658752,0.001153387088656245
1715420122.8049517,0.0017160457398112325,117,0.018122929725163793,57566,0.00017461387374772397,1258.6036221981049,1263.445279598236,0.0015414318660635085
1715420249.4525747,0.002812021333985492,118,0.021965853337845072,63322,0.00038690989119025886,1385.2513015270233,1390.0929026603699,0.0024251114427952334
1715420388.4044495,0.0011799856572686479,119,0.011734478514596748,69654,0.00011758527545797951,1524.2023446559906,1529.044777393341,0.0010624003818106684
1715420541.7042143,0.001262785053579951,120,0.011339229675130432,76620,0.0001336714408535234,1677.5026862621307,1682.3445422649384,0.0011291136127264277
1715420704.4336028,0.0010849450461152702,121,0.010231719190374881,84281,8.966551260119287e-05,1840.231552362442,1845.0739307403564,0.0009952795335140773
1715420881.6544423,0.0025189795842151413,122,0.026106735395512882,92710,0.00034721221007603,2017.4503133296967,2022.2947702407837,0.0021717673741391114
1715421076.224219,0.0047121972240795375,123,0.03348453256704917,101980,0.0006404751457355589,2212.0226662158966,2216.8645470142365,0.004071722078343979
1715421290.6497989,0.0010566990278175347,124,0.015115953858133559,112178,9.481286032014736e-05,2426.4480814933777,2431.290126800537,0.0009618861674973874
1715421525.9417262,0.0008955176500364228,125,0.010301123229396365,123396,9.621091129021167e-05,2661.7377450466156,2666.5820541381836,0.0007993067387462111
1715421783.9919493,0.0009424207136217964,126,0.009741290544065249,135736,0.00010309020679142044,2919.789898633957,2924.63227725029,0.000839330506830376
