l2_error,loss_boundary,step,_step,loss,loss_interior,time,_runtime,_timestamp
0.017182669725103388,0.00024707488894931966,46,42,0.0012182260775523025,0.0009711511886029827,76.65022349357605,80.64463782310486,1715427399.7376437
0.01412644218162183,0.0001624150846684841,50,43,0.0008519159966335793,0.0006895009119650952,81.86884379386902,85.86338782310486,1715427404.9563937
0.0075153951665222415,4.774078025595754e-05,55,44,0.000153126122037719,0.00010538534178176146,97.92413473129272,101.91870737075806,1715427421.0117133
0.005552792660036027,2.7065719645127377e-05,61,45,7.246266317397622e-05,4.5396943528848846e-05,118.62970495223999,122.62425780296326,1715427441.7172637
0.005060206289612587,2.249621149711674e-05,67,46,5.928755652528332e-05,3.679134502816658e-05,134.85420036315918,138.8487184047699,1715427457.9417243
0.004377237787995332,1.4685966329151482e-05,73,47,4.1851987240515605e-05,2.7166020911364122e-05,155.2194766998291,159.2140121459961,1715427478.307018
0.0035118678394890903,1.1118642827695133e-05,81,48,2.7786750369444783e-05,1.6668107541749652e-05,183.6568100452423,187.65129399299622,1715427506.7443
0.0028612196523479915,7.411155189684532e-06,89,49,1.58499659270441e-05,8.438810737359569e-06,220.0569713115692,224.05147123336792,1715427543.1444771
0.0017837839737205286,3.860871091320368e-06,98,50,6.659488389489981e-06,2.7986172981696125e-06,261.0368447303772,265.0313153266907,1715427584.1243212
0.0015336394749653226,2.7310909444989322e-06,107,51,4.385112313239564e-06,1.6540213687406314e-06,301.85939621925354,305.8537847995758,1715427624.9467907
0.0010869435141802471,1.4327208318682995e-06,118,52,2.3245143722385833e-06,8.917935403702836e-07,351.920312166214,355.9147689342499,1715427675.0077748
0.0008846574967776156,1.1280465088979097e-06,130,53,1.8064965561420394e-06,6.784500472441296e-07,406.5656042098999,410.55999422073364,1715427729.653
0.0007611514455105162,8.141519253401351e-07,143,54,1.3225440001054581e-06,5.083920747653229e-07,465.75011229515076,469.74454140663147,1715427788.8375473
0.0007074088778875459,6.546028262680891e-07,157,55,1.0768569014540728e-06,4.222540751859836e-07,529.564001083374,533.5584802627563,1715427852.6514862
0.0006408121832588042,6.027554108896686e-07,172,56,9.631965920071647e-07,3.604411811174961e-07,597.5029165744781,601.4974572658539,1715427920.5904632
0.0005988034870234362,5.137208461678755e-07,190,57,8.246673719875668e-07,3.109465258196912e-07,679.4722011089325,683.4667572975159,1715428002.5597632
0.0005435242896428274,3.460234425700026e-07,208,58,6.408499815919044e-07,2.9482653902190183e-07,761.8173825740814,765.811954498291,1715428084.9049604
0.0005163557030172099,4.1491034434817716e-07,229,59,6.452758285231513e-07,2.3036548417497416e-07,858.7317864894867,862.7262508869171,1715428181.8192568
0.0004851107294093169,3.2894200368618096e-07,252,60,5.368369532660461e-07,2.0789494957986507e-07,965.1538207530975,969.1484410762787,1715428288.241447
0.0004511051633827636,3.1283140237781987e-07,277,61,5.046195261465549e-07,1.9178812376873501e-07,1080.5454695224762,1084.5399277210236,1715428403.6329336
0.0004289051010302005,2.566510759613993e-07,305,62,4.2560390145215875e-07,1.689528254907595e-07,1210.2943274974823,1214.288895368576,1715428533.3819013
0.0003951525230343828,2.2581240020279526e-07,335,63,3.860819862665005e-07,1.6026958606370527e-07,1349.3242914676666,1353.318862915039,1715428672.4118688
0.00038134143500732925,2.0735632064188998e-07,369,64,3.512566752715704e-07,1.439003546296804e-07,1506.2161054611206,1510.2106845378876,1715428829.3036904
0.00037478298507595607,2.0570648828533676e-07,406,65,3.3008102405915997e-07,1.243745357738232e-07,1677.3002796173096,1681.2949016094208,1715429000.3879075
0.00034825878691782474,1.6443381967448377e-07,446,66,2.802508208681257e-07,1.1581700119364192e-07,1862.7448952198029,1866.7395298480988,1715429185.8325357
0.00033656126545006187,1.4218688392125654e-07,491,67,2.410982826286306e-07,9.891139870737404e-08,2071.3689913749695,2075.3634095191956,1715429394.4564154
