step,_runtime,l2_error,_timestamp,loss_boundary,time,_step,loss,loss_interior
98,21.73867130279541,0.22973306376371305,1715592872.7314882,0.045356626556239336,17.90068030357361,50,0.32416129948391526,0.2788046729276759
107,23.218791484832764,0.14872157417041673,1715592874.2116084,0.020041373418352448,19.380767822265625,51,0.18670870825571198,0.16666733483735954
118,24.993106842041016,0.11935178795888009,1715592875.9859238,0.01384534704415085,21.15508198738098,52,0.09681794768197327,0.08297260063782243
130,26.933152675628662,0.10108394863258663,1715592877.9259696,0.009597072119423676,23.095211267471313,53,0.052294662405171784,0.042697590285748106
143,29.030837297439575,0.07523568482281442,1715592880.0236542,0.005550398196279492,25.19267177581787,54,0.025484254071230297,0.019933855874950807
157,31.297895431518555,0.05439231846741726,1715592882.2907124,0.0029932372587851645,27.45963215827942,55,0.011584676104562855,0.00859143884577769
172,33.71980381011963,0.047543473286335534,1715592884.7126207,0.0022960978156353036,29.881715059280396,56,0.0067956484253749935,0.00449955060973969
190,36.63305473327637,0.04138934701085175,1715592887.6258717,0.0016804921442512637,32.79511260986328,57,0.004140402639040967,0.002459910494789703
208,39.564300298690796,0.03428242641754308,1715592890.5571172,0.0012115307349081271,35.726239919662476,58,0.0032003184108477497,0.0019887876759396225
229,42.95795273780823,0.028457295752913996,1715592893.9507697,0.0007379300431367797,39.119964361190796,59,0.0018302665927822407,0.001092336549645461
252,46.677918910980225,0.02400251483264306,1715592897.6707358,0.0005079290975542507,42.83967089653015,60,0.0012361999360975397,0.0007282708385432889
277,50.72029972076416,0.02024886088073211,1715592901.7131166,0.000339812578552693,46.88215494155884,61,0.0008366607086640427,0.0004968481301113497
305,55.270877838134766,0.01668464666467867,1715592906.2636948,0.0003378281983552985,51.43280363082886,62,0.0009479334507719831,0.0006101052524166846
335,60.1162474155426,0.014971634168816274,1715592911.1090643,0.00020284079127692363,56.278221130371094,63,0.0004854534434386539,0.0002826126521617303
369,65.60681915283203,0.013637033683168322,1715592916.599636,0.00015646004695131084,61.76860189437866,64,0.0003445939826515203,0.00018813393570020942
406,71.5976767539978,0.012399520091476235,1715592922.5904937,0.00016210632510414255,67.75957870483398,65,0.00047796804049091634,0.0003158617153867738
446,78.04606890678406,0.011306839487927045,1715592929.0388858,0.00011758616080699414,74.20806670188904,66,0.00026293520841659047,0.00014534904760959635
491,85.31191658973694,0.010914026297406874,1715592936.3047335,9.699396858375107e-05,81.47390365600586,67,0.00019337689994073113,9.638293135698006e-05
540,93.23958420753479,0.010464906166368188,1715592944.2324011,9.57701838047633e-05,89.40128874778748,68,0.0001895721003475631,9.380191654279979e-05
594,101.9356324672699,0.010164340941440596,1715592952.9284494,7.75737963451166e-05,98.09761309623718,69,0.00014475963560951495,6.718583926439836e-05
653,111.4695794582367,0.009760233707710739,1715592962.4623964,7.98809221138665e-05,107.6315484046936,70,0.00014391818907046348,6.403726695659696e-05
718,121.96090507507324,0.009659902141239674,1715592972.953722,8.37547367259198e-05,118.12260746955872,71,0.00016008887899786697,7.633414227194718e-05
790,133.56980228424072,0.009160316442819677,1715592984.5626192,5.954037823441035e-05,129.73183751106262,72,9.960606164514368e-05,4.006568341073333e-05
869,146.35136771202087,0.008104603861348616,1715592997.3441846,5.8704580474693824e-05,142.5131402015686,73,9.623745242143253e-05,3.75328719467387e-05
956,160.41918277740479,0.00824212788333079,1715593011.4119997,5.424412072687972e-05,156.581148147583,74,8.703946100661566e-05,3.279534027973594e-05
1052,175.93397879600525,0.007504510020839739,1715593026.9267957,4.518861806281963e-05,172.09601140022278,75,7.945558150540823e-05,3.4266963442588594e-05
1157,192.93303084373474,0.006996148878683478,1715593043.9258478,4.630298305631224e-05,189.09473371505737,76,7.548499668145517e-05,2.9182013625142924e-05
1272,211.50925660133362,0.006665479264256709,1715593062.5020735,4.192525535689433e-05,207.67128682136536,77,6.482191734611637e-05,2.289666198922204e-05
1400,232.16031765937805,0.006267620695067413,1715593083.1531346,4.942351083843495e-05,228.32165265083313,78,0.00011676957667622894,6.734606583779399e-05
1539,254.59185814857483,0.0059727648939313155,1715593105.584675,3.382990441719472e-05,250.753812789917,79,5.6667701752809486e-05,2.2837797335614767e-05
1693,279.42278957366943,0.0057854426915008444,1715593130.4156065,2.695043112441478e-05,275.5844097137451,80,4.441412601232551e-05,1.746369488791073e-05
1863,306.8316116333008,0.005269397207023329,1715593157.8244286,2.484012085333495e-05,302.99360823631287,81,4.2522282395464316e-05,1.7682161542129365e-05
2049,336.85016322135925,0.005012771588046993,1715593187.8429801,2.1793824276697214e-05,333.01189398765564,82,3.80869042126767e-05,1.629307993597948e-05
2254,369.8881139755249,0.004801031344908832,1715593220.880931,1.719451099338697e-05,366.04988074302673,83,3.321935202227706e-05,1.602484102889009e-05
2479,406.1576397418976,0.0043870496319073395,1715593257.1504567,1.4355903930212171e-05,402.3196005821228,84,2.691627366311794e-05,1.256036973290577e-05
2727,446.19589495658875,0.004301395779098929,1715593297.188712,1.8192095555397333e-05,442.35768151283264,85,3.4016380725160485e-05,1.5824285169763156e-05
3000,490.22459721565247,0.0037512178406687267,1715593341.2174141,1.827849610716946e-05,486.38607358932495,86,5.403862065859382e-05,3.576012455142436e-05
3299,538.4560425281525,0.003505168153773892,1715593389.4488595,8.560546850536976e-06,534.6177413463593,87,1.8020998015289883e-05,9.460451164752905e-06
3629,591.6998238563538,0.0030622414595803376,1715593442.6926408,8.997407759656956e-06,587.8615801334381,88,2.0667891316451297e-05,1.1670483556794341e-05
3992,650.2442946434021,0.0028594063773050224,1715593501.2371116,6.815446829289144e-06,646.40602850914,89,1.5569107830494645e-05,8.753661001205501e-06
4391,714.6134920120239,0.0027630461343962132,1715593565.606309,6.0783882779660985e-06,710.775191783905,90,1.3771459251263274e-05,7.693070973297174e-06
4831,785.4932115077972,0.002479370371164525,1715593636.4860284,5.933561419856918e-06,781.654967546463,91,1.5255489250768048e-05,9.321927830911129e-06
5314,863.4035840034485,0.002220604844002473,1715593714.396401,5.464831424272034e-06,859.5653426647186,92,1.5344600568028892e-05,9.879769143756858e-06
5845,948.96156001091,0.001983934072083254,1715593799.954377,4.01890267686111e-06,945.1233139038086,93,1.0934022267757036e-05,6.9151195908959264e-06
6429,1043.097109079361,0.0018948882779628745,1715593894.089926,4.0564551785622705e-06,1039.2588543891907,94,1.166454452710115e-05,7.60808934853888e-06
7072,1146.710164308548,0.001763663297306885,1715593997.7029812,2.7769316015509808e-06,1142.8719611167908,95,8.55706252884752e-06,5.7801309272965395e-06
7779,1260.6554636955261,0.0015744988079149324,1715594111.6482806,2.3133445656596355e-06,1256.8172340393066,96,7.306388783777837e-06,4.993044218118201e-06
8557,1386.2397842407227,0.001447888050172186,1715594237.2326012,1.9160223453805063e-06,1382.4014801979065,97,6.426177702251352e-06,4.5101553568708455e-06
9413,1524.207643032074,0.0013393191347579726,1715594375.20046,2.5954929885107104e-06,1520.3693943023682,98,9.216389269962457e-06,6.6208962814517455e-06
10354,1675.8696155548096,0.001231839534572298,1715594526.8624325,1.8661372574356976e-06,1672.0313260555267,99,6.1277020899360155e-06,4.261564832500318e-06
11389,1842.5980956554413,0.0011517371877747373,1715594693.5909126,1.371413758137553e-06,1838.759846687317,100,4.97889620150399e-06,3.6074824433664363e-06
12528,2026.2047941684723,0.0010966460570783002,1715594877.197611,1.3094139952683836e-06,2022.366540670395,101,5.403733278357916e-06,4.094319283089532e-06
13781,2228.2424483299255,0.001049791409394839,1715595079.2352653,1.1731618351362656e-06,2224.4042279720306,102,4.262862190974532e-06,3.089700355838267e-06
15159,2450.5035581588745,0.0009287944460052276,1715595301.496375,8.391166591045873e-07,2446.665280342102,103,3.878128718423751e-06,3.0390120593191636e-06
16675,2694.978780269623,0.0009134627247106182,1715595545.9715972,9.02969862319014e-07,2691.1405522823334,104,3.4999363004340922e-06,2.596966438115078e-06
18342,2963.6874537467957,0.0008797754946530457,1715595814.6802707,7.158790374135638e-07,2959.8491797447205,105,3.2965566462875867e-06,2.580677608874023e-06
18592,3003.9341435432434,0.0008492397861639268,1715595854.9269605,6.971118605822492e-07,3000.0959129333496,106,2.8292853276538544e-06,2.1321734670716053e-06
