_runtime,l2_error,loss_boundary,loss_interior,_step,_timestamp,loss,step,time
13.948274612426758,0.1414712611260914,0.016586402926764842,0.012079172400924794,49,1715595812.2182045,0.028665575327689638,89,10.202378511428833
14.843207359313965,0.11893108905466047,0.011920737265294095,0.0087105467372266,50,1715595813.1131372,0.020631284002520695,98,11.097346782684326
15.684596300125122,0.11232773333269769,0.012026034433506546,0.009212167080413178,51,1715595813.9545262,0.021238201513919724,107,11.938908338546753
16.696954488754272,0.09641758030939619,0.008901074544818364,0.006414969997715835,52,1715595814.9668844,0.015316044542534199,118,12.950788259506226
17.788885831832886,0.07870415876465807,0.005924790932424489,0.004067564200371928,53,1715595816.0588157,0.009992355132796418,130,14.043121576309204
18.952977418899536,0.07396784111002967,0.004925645622796967,0.009810595507641002,54,1715595817.2229073,0.01473624113043797,143,15.207353591918945
20.18444585800171,0.06608049996718007,0.0041294990285108924,0.0028666654124101273,55,1715595818.4543757,0.006996164440921019,157,16.438835859298706
21.541572093963623,0.05479851052163113,0.002737265756644082,0.0019285567629744947,56,1715595819.811502,0.0046658225196185765,172,17.795841217041016
23.183722496032715,0.04704727836925047,0.0019460631939310904,0.0014147169849322095,57,1715595821.4536524,0.0033607801788633,190,19.43805956840515
24.816749572753906,0.03952439799026199,0.0015876777151844995,0.002004684528269957,58,1715595823.0866795,0.0035923622434544562,208,21.071125030517578
26.89114212989807,0.03265652378444469,0.0009756259424377547,0.0010172001030197635,59,1715595825.161072,0.0019928260454575185,229,23.145240545272827
29.07572865486145,0.025750236058904738,0.0005367838007827787,0.0005923336663540149,60,1715595827.3456585,0.0011291174671367937,252,25.330092430114746
31.32064151763916,0.02008203983912855,0.000314682974050559,0.00037850632324027344,61,1715595829.5905714,0.0006931892972908324,277,27.57502293586731
33.99331617355347,0.01641898162849312,0.00034956100762009636,0.0008152355565242928,62,1715595832.263246,0.0011647965641443893,305,30.24730348587036
36.89124894142151,0.016235289960257897,0.0002905986035614775,0.007598874379776009,63,1715595835.1611788,0.007889472983337486,335,33.14554953575134
40.06419920921326,0.015434632228997859,0.00025479254153847644,0.0004595280925101582,64,1715595838.334129,0.0007143206340486346,369,36.31825399398804
43.40774607658386,0.014155968027807036,0.0002296634380593728,0.0005374983882503894,65,1715595841.677676,0.0007671618263097622,406,39.66137361526489
47.03143858909607,0.012231730002451768,0.0001272462423213576,0.00021489720313883713,66,1715595845.3013685,0.0003421434454601947,446,43.28581523895264
51.25844430923462,0.010373280275180327,6.58961462981631e-05,0.00012067256097648464,67,1715595849.5283742,0.00018656870727464772,491,47.5127592086792
55.8775315284729,0.008790955187065248,7.307068337455862e-05,0.0001554958929147974,68,1715595854.1474614,0.000228566576289356,540,52.13190722465515
60.860607624053955,0.008667425732280916,4.5417669122532104e-05,8.602804468361114e-05,69,1715595859.1305375,0.00013144571380614323,594,57.11472821235657
66.5378258228302,0.007558111423331324,5.135851659936536e-05,9.35364455785027e-05,70,1715595864.8077557,0.00014489496217786807,653,62.79186511039734
72.9107654094696,0.006842374874104827,5.826410335829033e-05,0.00013513296660823445,71,1715595871.1806953,0.00019339706996652478,718,69.16456413269043
79.6478488445282,0.006370588936777112,3.215940662167755e-05,5.2099954426850057e-05,72,1715595877.9177787,8.42593610485276e-05,790,75.90223002433777
87.26641941070557,0.005648492072551802,2.6418347354242937e-05,4.980315487599067e-05,73,1715595885.5363493,7.622150223023361e-05,869,83.52045202255249
95.13149428367615,0.005162382039433892,2.3634569219727554e-05,4.21525631620785e-05,74,1715595893.4014242,6.578713238180605e-05,956,91.38562345504761
104.07210421562195,0.004883689882348435,2.1865187842295715e-05,4.319248035921047e-05,75,1715595902.342034,6.505766820150618e-05,1052,100.32648801803589
113.76631903648376,0.004410008221547484,2.002743569338229e-05,3.269685653516765e-05,76,1715595912.036249,5.272429222854994e-05,1157,110.0206663608551
124.29491472244263,0.00415830345798755,1.550030483806909e-05,2.8358363360607826e-05,77,1715595922.5648446,4.385866819867692e-05,1272,120.54907941818237
136.486896276474,0.003724691230799975,2.0296402763940875e-05,0.00037412972987306044,78,1715595934.7568262,0.00039442613263700134,1400,132.74046182632446
149.42409086227417,0.0036073754479281277,1.3905375834460963e-05,3.155242432822506e-05,79,1715595947.6940207,4.5457800162686024e-05,1539,145.6783676147461
163.89859890937805,0.00336453510892953,9.209458019886904e-06,1.82724392894966e-05,80,1715595962.1685288,2.7481897309383504e-05,1693,160.15210795402527
179.89424514770508,0.003305988627332597,8.919116580023601e-06,1.8436771017681315e-05,81,1715595978.164175,2.7355887597704914e-05,1863,176.1483280658722
197.1829149723053,0.0028884254265758172,1.062854150309697e-05,1.9976594197776428e-05,82,1715595995.4528449,3.06051357008734e-05,2049,193.43704223632812
216.52833938598633,0.002705589645493314,7.2986281077047664e-06,1.7616606293664818e-05,83,1715596014.7982693,2.4915234401369586e-05,2254,212.7824263572693
237.36521363258362,0.0025328704151138534,5.939065928339961e-06,1.4167273660520348e-05,84,1715596035.6351435,2.0106339588860308e-05,2479,233.61933970451355
260.8453860282898,0.002423716338934775,6.396810995017653e-06,1.905516431944377e-05,85,1715596059.115316,2.5451975314461423e-05,2727,257.0996174812317
286.37313961982727,0.0022611181551232826,7.7497457021094e-06,0.0002486997780671074,86,1715596084.6430695,0.0002564495237692168,3000,282.6271164417267
314.63097500801086,0.0023019737351334326,3.7675163031966254e-06,8.691052256188543e-06,87,1715596112.900905,1.2458568559385168e-05,3299,310.88520979881287
345.79809951782227,0.0021540620750834082,4.668586299392131e-06,1.413828570095408e-05,88,1715596144.0680294,1.880687200034621e-05,3629,342.0521924495697
379.7022821903229,0.0019107853516889615,3.1980897933669784e-06,7.970018369290121e-06,89,1715596177.972212,1.11681081626571e-05,3992,375.9561309814453
416.31146359443665,0.0019727119056303023,2.361469686421927e-06,6.487093588684543e-06,90,1715596214.5813935,8.84856327510647e-06,4391,412.5651295185089
457.6415026187897,0.0017880261857197916,3.4573144763435908e-06,9.994920860061155e-06,91,1715596255.9114325,1.3452235336404746e-05,4831,453.8955121040344
503.21710538864136,0.0018606958354045937,4.739852481570028e-06,1.3684399511618566e-05,92,1715596301.4870353,1.8424251993188592e-05,5314,499.4714889526367
552.4961376190186,0.0015401873681811507,2.3280681779775657e-06,7.500065165594774e-06,93,1715596350.7660675,9.82813334357234e-06,5845,548.7502148151398
607.0215196609497,0.001521488810908905,2.5988845904959492e-06,7.855397701446623e-06,94,1715596405.2914495,1.0454282291942572e-05,6429,603.2751908302307
666.2834846973419,0.0014243491829842331,1.709367724621385e-06,4.760600664023352e-06,95,1715596464.5534146,6.469968388644737e-06,7072,662.5370967388153
731.8258471488953,0.0014060618312287429,1.506652702051407e-06,4.281275345635118e-06,96,1715596530.095777,5.787928047686524e-06,7779,728.0799186229706
803.856302022934,0.0013253749162348315,1.6190118098208876e-06,4.253493457433616e-06,97,1715596602.126232,5.872505267254504e-06,8557,800.1103830337524
884.2243475914001,0.001215759859625244,2.0659227208273083e-06,7.951874910768558e-06,98,1715596682.4942775,1.0017797631595866e-05,9413,880.4778451919556
972.0303077697754,0.001080959309078247,1.3288290716394658e-06,3.6195720070621085e-06,99,1715596770.3002377,4.948401078701574e-06,10354,968.2844276428223
1067.5904638767242,0.0010842691339348607,9.542173591344094e-07,2.6700371984346616e-06,100,1715596865.8603938,3.624254557569071e-06,11389,1063.8444771766663
1174.2737560272217,0.001065524694676745,1.3793825146989114e-06,4.276115959346063e-06,101,1715596972.543686,5.6554984740449746e-06,12528,1170.5272948741913
1291.1543247699738,0.0009802785375171482,7.655461118555376e-07,2.200758524613798e-06,102,1715597089.4242547,2.966304636469335e-06,13781,1287.4084153175354
1419.1602866649628,0.0009301363811006243,7.375946438447195e-07,2.154609645694813e-06,103,1715597217.4302166,2.8922042895395323e-06,15159,1415.4143376350403
1560.229352235794,0.0008981204487558467,6.407849822287164e-07,1.8168048831762544e-06,104,1715597358.4992821,2.4575898654049706e-06,16675,1556.483345746994
1716.0314161777496,0.0008187752845458077,7.57845053198881e-07,2.232281282004528e-06,105,1715597514.301346,2.990126335203409e-06,18342,1712.2855477333069
1887.4537255764008,0.0007715625931931475,5.31425388432923e-07,1.40308428565678e-06,106,1715597685.7236555,1.934509674089703e-06,20177,1883.70747590065
2076.092944383621,0.0007585678140381523,4.86821743189862e-07,1.3441003568566747e-06,107,1715597874.3628743,1.8309221000465367e-06,22194,2072.3470442295074
2282.6249239444733,0.0007117765519239897,7.296737297883385e-07,2.848239952309843e-06,108,1715598080.8948538,3.5779136820981817e-06,24414,2278.8788731098175
2510.423258304596,0.0006848517943381489,5.320317738928409e-07,1.4488681144101712e-06,109,1715598308.6931882,1.980899888303012e-06,26855,2506.6768050193787
2761.3035328388214,0.000692762844016424,5.225929780841802e-07,1.3496004295484904e-06,110,1715598559.5734627,1.8721934076326705e-06,29540,2757.5574901103973
3003.8256068229675,0.0006334392310977845,4.3269017748181526e-07,1.1322808524456047e-06,111,1715598802.0955367,1.5649710299274199e-06,32159,3000.079817533493
