step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,124.79941088089237,7.835354566574097,3.8035390377044678,1.905866764993182,123.25134859863059,1.5480622822617889,1743444080.6331635
1,1,116.71550467912385,9.155591011047363,6.160952806472778,1.768093649065612,114.59305572406551,2.1224489550583496,1743444081.9534
2,2,110.14111850198336,10.465988397598267,7.470057487487793,1.7560631585598803,108.09480619243193,2.046312309551429,1743444083.2637973
3,3,100.89518136589939,11.761950492858887,8.767199993133545,1.9372970662068771,99.1190172708987,1.776164095000688,1743444084.5597594
4,4,65.18839312864975,13.050163507461548,10.055476188659668,1.5470328192429461,63.16651794402113,2.0218751846286147,1743444085.8479724
5,5,27.84238802407329,14.337444067001343,11.342786312103271,0.5663734141768976,26.593697368688627,1.2486906553846644,1743444087.135253
6,6,6.942604113048056,15.625935077667236,12.63121485710144,0.27310633338776347,6.747678596566055,0.1949255164820006,1743444088.423744
7,7,2.3667975953615352,16.91388487815857,13.919174432754517,0.35991422616590407,2.322867954880973,0.04392964048056213,1743444089.7116938
8,8,0.17108082854788167,18.209598064422607,15.215039491653442,0.17512959066313388,0.103125676838716,0.06795515170916568,1743444091.007407
9,9,0.05699602743757923,19.496424674987793,16.50170874595642,0.07853764690656033,0.04089621758555304,0.01609980985202619,1743444092.2942336
10,10,0.022372471850291013,20.78585982322693,17.79110860824585,0.05719240931103258,0.0187925274174445,0.003579944432846513,1743444093.5836687
11,11,0.014862258367525479,22.07547426223755,19.080803394317627,0.04252151827470513,0.012865037021387603,0.0019972213461378766,1743444094.8732831
12,12,0.010575930069388737,23.371161460876465,20.376367330551147,0.03701522651793649,0.00935289202446865,0.001223038044920086,1743444096.1689703
13,13,0.008612288190966435,24.66084623336792,21.666184186935425,0.035534512483552334,0.007640077833290479,0.0009722103576759562,1743444097.458655
14,14,0.007172427614198368,25.961549043655396,22.966877222061157,0.03519442744207549,0.006254171471306925,0.000918256142891443,1743444098.759358
15,15,0.00597903166899419,27.26541256904602,24.270724534988403,0.035190106312536426,0.005142226578747424,0.0008368050902467663,1743444100.0632215
16,16,0.00501897005437849,28.566420555114746,25.571739196777344,0.03606981973366021,0.00429030394837487,0.00072866610600362,1743444101.3642294
17,17,0.004491145394310009,29.855249881744385,26.860501289367676,0.03577303496172035,0.0036967169746549224,0.0007944284196550871,1743444102.6530588
18,18,0.003916275145921071,31.146608114242554,28.151927947998047,0.037722441247615784,0.003194269112854454,0.0007220060330666161,1743444103.944417
19,19,0.003713011602082584,32.43538784980774,29.44066047668457,0.03760795734295734,0.002815586772797317,0.0008974248292852669,1743444105.2331967
20,20,0.0030825774457250697,33.72418451309204,30.72955584526062,0.03738624234378709,0.002318581606025406,0.0007639958396996636,1743444106.5219934
21,21,0.0027514908155185126,35.013437271118164,32.01876091957092,0.036255072638550954,0.002008927274341979,0.0007425635411765337,1743444107.8112462
22,22,0.0025215998137038615,36.30268907546997,33.30773854255676,0.036137138559844705,0.0018710475676535381,0.0006505522460503232,1743444109.100498
23,23,0.002287352420935706,37.59088325500488,34.59622859954834,0.03517008766303969,0.0016050987004704487,0.0006822537204652573,1743444110.3886921
24,24,0.0021332297209299294,38.87938570976257,35.884713649749756,0.03408058395989275,0.0014705056145019608,0.0006627241064279687,1743444111.6771946
25,25,0.0019662490392387422,40.16994285583496,37.175145387649536,0.033681716040733646,0.0013942329316950256,0.0005720161075437165,1743444112.9677517
26,26,0.001744543483529165,41.45908832550049,38.464452028274536,0.0327997208229727,0.0011985978223141088,0.0005459456612150561,1743444114.2568972
27,27,0.0016687667695856876,42.747952699661255,39.75328874588013,0.03213098210904835,0.0010608233069293615,0.000607943462656326,1743444115.5457616
28,28,0.0014804992738830522,44.03644418716431,41.04175901412964,0.03037692715108662,0.0009359187790766053,0.000544580494806447,1743444116.834253
29,29,0.0013109376787687676,45.324801445007324,42.33012270927429,0.028672997736016892,0.000838799466413132,0.00047213821235563566,1743444118.1226103
30,30,0.0011281942110148962,46.61597156524658,43.62131094932556,0.027871386739861004,0.000732968036734054,0.0003952261742808422,1743444119.4137805
31,31,0.0010575670012598175,47.910868644714355,44.91619658470154,0.027007534144256214,0.0006543658584068868,0.0004032011428529307,1743444120.7086775
32,32,0.0010104515029958343,49.20010161399841,46.20522975921631,0.026448136143196806,0.0006176001341190801,0.0003928513688767541,1743444121.9979105
33,33,0.0009542009492268518,50.489492416381836,47.49478721618652,0.02547495610929461,0.000565623117836853,0.0003885778313899988,1743444123.2873013
34,34,0.0008260149350872075,51.77942895889282,48.78469657897949,0.024941556332886663,0.0004837412679047658,0.0003422736671824416,1743444124.5772378
35,35,0.0007646703032300178,53.08091592788696,50.08604454994202,0.024110278754079322,0.00043017268484228974,0.00033449761838772797,1743444125.8787248
36,36,0.0006725746547958441,54.36928963661194,51.374598264694214,0.02284413219442421,0.00038662330881690684,0.0002859513459789372,1743444127.1670985
37,37,0.0006080586651782854,55.658002614974976,52.663347244262695,0.021970427289403172,0.00034577633628651464,0.00026228232889177066,1743444128.4558115
38,38,0.00055829332097798,56.948710441589355,53.953943967819214,0.021228489296089212,0.0003104026197880577,0.00024789070118992233,1743444129.7465193
39,39,0.0005352810948230195,58.23713541030884,55.24244046211243,0.02051353587763062,0.0002962689681050247,0.00023901212671799478,1743444131.0349443
40,40,0.0004823586122525946,59.52567934989929,56.53088068962097,0.01976606919053127,0.0002650082694785353,0.0002173503427740593,1743444132.3234882
42,41,0.0003910358154680019,62.12597322463989,59.13127613067627,0.01718789335961506,0.0002105008623669993,0.0001805349531010026,1743444134.923782
46,42,0.00027086068175370036,67.2834005355835,64.28871726989746,0.014881166656785098,0.00014155833365218806,0.0001293023481015123,1743444140.0812094
50,43,0.00017740735199088553,72.47070693969727,69.47592735290527,0.012610703815423004,8.96818722485481e-05,8.772547974233743e-05,1743444145.2685158
55,44,9.471278148761645e-05,78.93485307693481,75.94013381004333,0.008640244981269368,4.8496925626208654e-05,4.62158558614078e-05,1743444151.732662
61,45,4.667870493827493e-05,86.71809840202332,83.7232437133789,0.006618254159896043,2.23895013349697e-05,2.428920360330523e-05,1743444159.5159073
67,46,2.321053562775764e-05,94.46168494224548,91.46656537055969,0.004713170815620481,1.0872698180716876e-05,1.2337837447040764e-05,1743444167.2594938
73,47,1.0434546867984428e-05,102.21580076217651,99.22106075286865,0.002945185660771366,4.450428449543733e-06,5.984118418440694e-06,1743444175.0136096
81,48,3.6935875819453725e-06,112.53030061721802,109.53562664985657,0.0014679544864799785,1.4166807034320282e-06,2.2769068785133442e-06,1743444185.3281095
89,49,1.2376903740330733e-06,122.83203887939453,119.83699536323547,0.0009155711193292255,7.530969208568895e-07,4.845934531761838e-07,1743444195.6298478
