_step,_runtime,l2_error,_timestamp,time,loss_boundary,loss_interior,loss,step
41,5.017130136489868,1.4460561752570318,1742608324.224873,2.380486249923706,0.6700214354547964,63.78028145471388,64.45030289016867,42
42,5.1090734004974365,1.8373381231007035,1742608324.3168163,2.472234010696411,1.3650322089938454,47.5242519043599,48.889284113353746,46
43,5.186120271682739,1.1988054953000766,1742608324.3938632,2.5491580963134766,1.0318044709877425,39.25439802626043,40.286202497248176,50
44,5.282770156860352,0.6352373784835633,1742608324.490513,2.645991325378418,1.5405302273898194,35.839752358070555,37.38028258546038,55
45,5.400079727172852,0.656137639993648,1742608324.6078227,2.7631492614746094,0.4102768799207255,23.163389080957607,23.573665960878333,61
46,5.518540382385254,1.5663231976041478,1742608324.7262833,2.8815579414367676,0.5492940868527858,17.303276992509495,17.85257107936228,67
47,5.6320717334747314,1.7693160203288532,1742608324.8398147,2.995098352432251,1.4979420715428968,17.42723689934416,18.925178970887057,73
48,5.7902185916900635,0.8453201922873775,1742608324.9979615,3.1534409523010254,0.4547482725388595,21.034291327284862,21.489039599823723,81
49,5.939583778381348,1.207750349240769,1742608325.1473267,3.3024933338165283,0.7116674309057585,10.405072275401267,11.116739706307026,89
50,6.109130382537842,1.4027302907022108,1742608325.3168733,3.4720265865325928,1.2830553101138809,6.313879878842796,7.596935188956676,98
51,6.282025575637817,1.2277560393020848,1742608325.4897685,3.6449904441833496,1.0547996111545244,2.639841249185006,3.6946408603395304,107
52,6.49293065071106,0.9623204391147795,1742608325.7006736,3.8557965755462646,0.6188937811067501,1.2126444279924165,1.8315382090991665,118
53,6.718816757202148,0.674244715581146,1742608325.9265597,4.0818400382995605,0.33325808956739206,0.7211377877323658,1.054395877299758,130
54,6.967555999755859,0.3961642623480549,1742608326.175299,4.330731391906738,0.11575767507708971,0.5180183005925894,0.633775975669679,143
55,7.231472492218018,0.30768158453154254,1742608326.4392154,4.594286203384399,0.05597791742337127,0.46452604178620815,0.5205039592095795,157
56,7.508224725723267,0.18727662944334292,1742608326.7159677,4.871400833129883,0.025601128915106096,0.2913673935780088,0.31696852249311486,172
57,7.840444803237915,0.16606756783398438,1742608327.0481877,5.203310251235962,0.02207778346142998,0.23413079831517566,0.25620858177660566,190
58,8.176785230636597,0.12553210991933395,1742608327.3845282,5.539754629135132,0.011887244188423953,0.15586986257475222,0.16775710676317618,208
59,8.646938562393188,0.1086406793761038,1742608327.8546815,6.010921478271484,0.013396431858831197,0.12954380824232659,0.14294024010115777,229
60,9.385683298110962,0.10572416955529887,1742608328.5934262,6.749160051345825,0.009016627430657358,0.09464586662260029,0.10366249405325764,252
61,10.145328283309937,0.09380608644199159,1742608329.3530712,7.508315563201904,0.008631317797070806,0.09428177096223131,0.10291308875930212,277
62,10.930338621139526,0.09624251150749384,1742608330.1380816,8.291911363601685,0.009012224448358919,0.08323247817133968,0.0922447026196986,305
63,11.676026582717896,0.08982234058466769,1742608330.8837695,9.039316654205322,0.007027568316582167,0.06547681594276492,0.07250438425934708,335
64,12.687272787094116,0.08107587573690984,1742608331.8950157,10.050265073776245,0.006033857551812133,0.05829336396646649,0.06432722151827862,369
65,13.427284002304077,0.07529883884465297,1742608332.635027,10.790291786193848,0.006233844333318553,0.046164650529549614,0.05239849486286817,406
66,14.170887231826782,0.09207531586605916,1742608333.3786302,11.53381085395813,0.007946067891572152,0.05127229170069275,0.0592183595922649,446
67,15.006633996963501,0.07094141279123997,1742608334.214377,12.369476318359375,0.005569441947220326,0.03744914804793736,0.04301858999515768,491
68,15.96162223815918,0.0696130645714677,1742608335.1693652,13.324893951416016,0.004754568816392047,0.03578486665109266,0.0405394354674847,540
69,16.974697589874268,0.08878268057055948,1742608336.1824405,14.337658166885376,0.005677478566576291,0.03888752496039361,0.044565003526969904,594
70,18.094518899917603,0.10754311531243632,1742608337.3022618,15.457356452941895,0.006772827069496365,0.03931831371669205,0.04609114078618841,653
71,19.646291732788086,0.13983831308751782,1742608338.8540347,17.00890302658081,0.007602496519331394,0.055015250451793056,0.06261774697112445,718
72,20.96955370903015,0.08237431803119838,1742608340.1772966,18.33237385749817,0.0035866249641136982,0.028064220287396944,0.03165084525151064,790
73,22.43106508255005,0.06379666640079512,1742608341.638808,19.79398465156555,0.0046432336802690755,0.02646407980552966,0.031107313485798732,869
74,24.053537368774414,0.0668285538486374,1742608343.2612803,21.41645121574402,0.004308049272730994,0.02427516577467412,0.028583215047405117,956
75,25.862541913986206,0.08264986635985119,1742608345.0702848,23.225570678710938,0.005217358573716051,0.031082902547715233,0.03630026112143128,1052
76,27.962803840637207,0.04776839784087333,1742608347.1705468,25.326056718826294,0.0028286419944338983,0.014229499025280689,0.017058141019714586,1157
77,30.120115756988525,0.0545186732134747,1742608349.3278587,27.482981204986572,0.002142158036974366,0.014037449362211563,0.01617960739918593,1272
78,32.63069486618042,0.05257738915471656,1742608351.8384378,29.992568016052246,0.002065947487757974,0.012609953464795716,0.01467590095255369,1400
79,35.22073984146118,0.04605218755520476,1742608354.4284828,32.583717346191406,0.0019532379996660297,0.010421677455013047,0.012374915454679076,1539
80,38.11484503746033,0.038183794286762635,1742608357.322588,35.47769594192505,0.0018315606582018943,0.009602212809412519,0.011433773467614414,1693
81,41.32520866394043,0.040511142240292154,1742608360.5329516,38.687976121902466,0.0015556112368839167,0.009620647265804671,0.011176258502688588,1863
82,44.801119565963745,0.053810928514648686,1742608364.0088625,42.16379690170288,0.0023554810277951633,0.013509975577622218,0.015865456605417383,2049
83,49.07197642326355,0.05033391407179373,1742608368.2797194,46.43509316444397,0.0015855237798315552,0.008995985110246331,0.010581508890077886,2254
84,55.97106671333313,0.02854291737132441,1742608375.1788096,53.331725120544434,0.0008652099664315471,0.006254885950198703,0.00712009591663025,2479
85,62.35652160644531,0.04731936362396222,1742608381.5642645,59.71960926055908,0.002024405528016513,0.009354678170238445,0.011379083698254957,2727
86,69.97375679016113,0.035665360388189384,1742608389.1814997,67.33453440666199,0.0012178347529610404,0.008230554117917111,0.009448388870878151,3000
87,79.4140830039978,0.028654289931174047,1742608398.621826,76.77485013008118,0.0008053278701922762,0.005065050541317525,0.005870378411509802,3299
88,87.51483273506165,0.09843868598017637,1742608406.7225757,84.87798833847046,0.004401340170785531,0.02532809702572428,0.029729437196509813,3629
89,96.2837302684784,0.023147505361413783,1742608415.4914732,93.64637064933777,0.0004899668857237665,0.003839503328454285,0.004329470214178051,3992
90,105.21583080291748,0.03612201948829574,1742608424.4235737,102.5783109664917,0.0007214950814168569,0.006607531816597751,0.007329026898014608,4391
91,116.44668579101562,0.020341418546813077,1742608435.6544287,113.80980324745178,0.00044031520092130394,0.003532069269267532,0.003972384470188836,4831
92,126.63974833488464,0.017111737020370967,1742608445.8474913,124.0030312538147,0.00037325808997413693,0.003097996836067707,0.003471254926041844,5314
93,137.40878438949585,0.02696439318078603,1742608456.6165273,134.77191400527954,0.00027909368134702275,0.0030372238009077224,0.0033163174822547453,5845
94,149.32615303993225,0.048887232164474194,1742608468.533896,146.6893186569214,0.0011966286770303638,0.009075183180129757,0.010271811857160121,6429
95,162.206401348114,0.017622060087073635,1742608481.4141443,159.5696096420288,0.00021893192379644001,0.0025138291444460658,0.0027327610682425056,7072
96,176.9505889415741,0.020590756124887227,1742608496.1583319,174.31319379806519,0.00023919673387833273,0.0027650924487667454,0.003004289182645078,7779
97,192.51521754264832,0.019065415346235976,1742608511.7229605,189.87813448905945,0.0002819636070445953,0.0030043454231572383,0.0032863090302018335,8557
98,209.11212825775146,0.01647128547337862,1742608528.3198712,206.47461485862732,0.00025766937362675207,0.0025121313576058736,0.002769800731232626,9413
99,227.07233953475952,0.017108979463952918,1742608546.2800825,224.4348816871643,0.00022624255146000066,0.0023057192162861664,0.002531961767746167,10354
100,248.98497080802917,0.023558252622242596,1742608568.1927137,246.34754705429077,0.0002522457228234732,0.0025504658785676527,0.002802711601391126,11389
101,272.35774397850037,0.011833550536822682,1742608591.565487,269.72034192085266,0.00012454864069048747,0.0013867670421134862,0.0015113156828039736,12528
102,297.4207572937012,0.011807600862073006,1742608616.6285002,294.78389382362366,0.00017975136504762765,0.0014430554227576836,0.0016228067878053113,13781
103,326.89281010627747,0.014377443841458526,1742608646.100553,324.2552831172943,0.00018728387754740847,0.0013507208507411506,0.0015380047282885592,15159
104,359.5004816055298,0.011775018717276887,1742608678.7082245,356.8632357120514,0.0001307524416666693,0.0011132969926916432,0.0012440494343583124,16675
105,394.7022922039032,0.016224300011004687,1742608713.9100351,392.0647556781769,0.0001882865223028865,0.0012079141699751115,0.001396200692277998,18342
106,433.4121587276459,0.012109062312081777,1742608752.6199017,430.7737078666687,0.00012716274964713685,0.0009630890554655618,0.0010902518051126987,20177
107,476.3964855670929,0.011253088453789688,1742608795.6042285,473.75890946388245,0.00016277809143341616,0.0007732228914127258,0.0009360009828461419,22194
108,526.7179696559906,0.011296889854300106,1742608845.9257126,524.0809721946716,0.00012459783961327235,0.00073117261932696,0.0008557704589402324,24414
109,577.3555536270142,0.012136400182762663,1742608896.5632966,574.7182092666626,0.0001402119068434553,0.000987086380914982,0.0011272982877584372,26855
110,637.4343724250793,0.01065330661766223,1742608956.6421154,634.7971630096436,0.0001079364561395155,0.0005909473353131843,0.0006988837914526998,29540
111,698.7670605182648,0.012388895451109685,1742609017.9748034,696.1299998760223,0.00010456802328133807,0.000602588762193969,0.0007071567854753071,32494
112,771.3641974925995,0.010778898912159099,1742609090.5719404,768.7260477542877,0.00013306692298403457,0.00046705599018334473,0.0006001229131673793,35744
113,850.6240637302399,0.010721129366345953,1742609169.8318067,847.9865794181824,8.351581225407853e-05,0.0004081984811974902,0.0004917142934515687,39318
114,934.4215059280396,0.009352612324882196,1742609253.6292489,931.7845866680145,6.798979702868429e-05,0.00035399368429818846,0.00042198348132687274,43250
115,1025.0894656181335,0.008537443284575272,1742609344.2972085,1022.452005147934,6.84406154276828e-05,0.00029880323239437403,0.0003672438478220568,47575
116,1122.891720533371,0.007387417185288227,1742609442.0994635,1120.254492521286,6.006406619145689e-05,0.00024424985645793266,0.0003043139226493896,52332
117,1231.4309754371643,0.007275527326427031,1742609550.6387184,1228.7934551239014,4.261190658842158e-05,0.00021837604820775295,0.00026098795479617454,57566
118,1353.7777438163757,0.006359693142760495,1742609672.9854867,1351.1408166885376,4.025219341209288e-05,0.00019743216199936522,0.0002376843554114581,63322
119,1483.1294820308685,0.005409447992562522,1742609802.337225,1480.4919757843018,3.610767988074437e-05,0.00024205293135246627,0.00027816061123321065,69654
120,1631.651538848877,0.006359021261580733,1742609950.8592818,1629.014301776886,2.511524500692537e-05,0.0001758421991137601,0.00020095744412068547,76620
121,1789.718922138214,0.005495563170496822,1742610108.926665,1787.0805609226227,2.012431384620958e-05,0.00016314257697773804,0.0001832668908239476,84281
122,1957.3400888442993,0.0043286495408679454,1742610276.5478318,1954.70294713974,2.0882870608065533e-05,0.00015415456795083576,0.00017503743855890128,92710
123,2149.661450147629,0.005522274354529016,1742610468.869193,2147.0240693092346,2.085813126776922e-05,0.00015376994619629975,0.00017462807746406898,101980
124,2356.2517404556274,0.004092734988046836,1742610675.4594834,2353.6143486499786,1.4306118935961416e-05,0.00012316335070107636,0.0001374694696370378,112178
125,2589.906882286072,0.0039413770672225195,1742610909.1146252,2587.2669813632965,1.5642521049445944e-05,0.00011030245905162968,0.00012594498010107561,123396
126,2848.598872900009,0.004037880570041266,1742611167.8066158,2845.961981534958,1.4054508226663363e-05,0.0001064854982558803,0.00012054000648254366,135736
127,3134.145777463913,0.0032975789683186256,1742611453.3535204,3131.5067381858826,1.4331040273963886e-05,0.00010220391033760345,0.00011653495061156733,149309
128,3448.415755748749,0.003624483550214694,1742611767.6234987,3445.7776017189026,9.774733175153088e-06,9.689049791377795e-05,0.00010666523108893104,164240
129,3790.603484392166,0.0033540607939760744,1742612109.8112273,3787.965899705887,1.0108052667364087e-05,0.00010235668776068784,0.00011246474042805193,180664
130,4167.591678619385,0.0031800611726594025,1742612486.7994215,4164.954137563705,9.691831542587633e-06,0.00010279722609040718,0.00011248905763299481,198731
131,4579.408524513245,0.0030891096066563172,1742612898.6162674,4576.770938873291,9.703384692848465e-06,8.052737039011656e-05,9.023075508296503e-05,218604
132,5033.174497127533,0.00293461845655109,1742613352.38224,5030.53747010231,7.523194702661457e-06,7.959298342898634e-05,8.711617813164779e-05,240464
133,5546.886005401611,0.0032436471922960173,1742613866.0937483,5544.249482631683,8.597237757985113e-06,7.602151659789938e-05,8.461875435588449e-05,264510
134,6104.132268190384,0.0025778075350263406,1742614423.3400111,6101.494866371155,7.91164218159776e-06,7.042553160342762e-05,7.833717378502538e-05,290961
135,6714.926214933395,0.00308013822420614,1742615034.1339579,6712.288900852203,8.021094466846443e-06,6.995559804592369e-05,7.797669251277012e-05,320057
136,7002.6467192173,0.002491111291305088,1742615321.8544621,7000.009229898453,9.519201727696886e-06,7.469283945974906e-05,8.421204118744595e-05,333843
