loss_boundary,step,_step,loss,_runtime,l2_error,loss_interior,time,_timestamp
0.016476925559728975,50,43,0.36279732888108385,555.9336910247803,0.16369698945813585,0.3463204033213549,553.0204679965973,1743222319.4814901
0.014082223267040478,55,44,0.16647629821845994,607.8050692081451,0.13496190039112496,0.15239407495141946,604.891952753067,1743222371.3528683
0.005854974776559815,61,45,0.08147721981432768,671.2446360588074,0.08586224139486578,0.07562224503776786,668.3312249183655,1743222434.7924352
0.004621833445816984,67,46,0.07012086013487916,734.6216540336609,0.07950225056231446,0.06549902668906217,731.7080013751984,1743222498.1694531
0.003300542788526496,73,47,0.05856963333558665,799.0037384033203,0.07075386640226297,0.055269090547060154,796.090589761734,1743222562.5515375
0.0018994020932656338,81,48,0.02746324065888423,884.6023602485657,0.04945069368189064,0.025563838565618596,881.68896651268,1743222648.1501594
0.0014257185595112083,89,49,0.022710678366581673,969.5126709938049,0.04015394111745155,0.021284959807070465,966.5993294715881,1743222733.06047
0.0007525244330542637,98,50,0.016871852113741596,1065.8717937469482,0.03249209063625099,0.016119327680687332,1062.958342552185,1743222829.4195929
0.0010291051493863195,107,51,0.010759364369005538,1163.0459575653076,0.039552077582738425,0.009730259219619218,1160.1329417228699,1743222926.5937567
0.000521486510782632,118,52,0.008345577498724159,1282.8652448654175,0.021307950192272336,0.007824090987941528,1279.9516813755035,1743223046.413044
0.00023839269417525247,130,53,0.0068893995823163376,1415.3807015419006,0.018341736095051818,0.006651006888141085,1412.4675295352936,1743223178.9285007
0.00016212783339724423,143,54,0.00585023619329361,1557.8155653476715,0.0140554489109126,0.005688108359896366,1554.9024205207825,1743223321.3633645
0.0002637168405622443,157,55,0.004908158215670362,1711.7163376808167,0.01969420015484756,0.004644441375108117,1708.8033764362335,1743223475.2641368
0.00014863579378109634,172,56,0.004058759040171451,1877.1669430732727,0.01381162112935197,0.003910123246390354,1874.2535800933838,1743223640.7147422
0.0002265839837882906,190,57,0.004070083446080285,2073.902053117752,0.017856849743344023,0.0038434994622919944,2070.9887409210205,1743223837.4498522
0.0001473287776466688,208,58,0.0035334274721169115,2269.920695066452,0.01303416958773994,0.0033860986944702427,2267.007544517517,1743224033.4684942
0.00016380917328651863,229,59,0.002029109543412513,2499.641708612442,0.013359521930655026,0.0018653003701259946,2496.7286028862,1743224263.1895077
0.00012563624690059498,252,60,0.0014039967104949422,2753.2025802135468,0.012795772162239769,0.0012783604635943472,2750.2893352508545,1743224516.7503793
0.0001429693962697977,277,61,0.001354934259822025,3029.034725189209,0.012847464190558315,0.0012119648635522272,3026.1216249465942,1743224792.5825243
0.00013390174632102738,305,62,0.0009421905139229552,3340.825504541397,0.0138665024489751,0.0008082887676019278,3337.9124002456665,1743225104.3733037
0.00011778353159269584,335,63,0.0008128428322616522,3674.8617486953735,0.013229047748985914,0.0006950593006689564,3671.948396921158,1743225438.4095478
8.85981106417768e-05,369,64,0.000667240739895051,4052.5374879837036,0.011124064553257181,0.0005786426292532741,4049.6244928836823,1743225816.085287
9.072808910846798e-05,406,65,0.0005648039032952557,4463.771839857101,0.010036755256470903,0.0004740758141867877,4460.858847141266,1743226227.319639
5.6939025816062956e-05,446,66,0.00044753446801542576,4907.290668725967,0.008860873830119036,0.00039059544219936283,4904.377164363861,1743226670.8384678
5.592552773283436e-05,491,67,0.0003625002164894003,5409.914761543274,0.008536006531029278,0.00030657468875656594,5407.001260995865,1743227173.4625607
6.354696014627742e-05,540,68,0.0002962259687382501,5956.75080370903,0.008682348646298495,0.0002326790085919727,5953.837690591812,1743227720.2986028
2.8663241721130328e-05,594,69,0.00022719625999880827,6556.603220939636,0.005585447639533563,0.00019853301827767796,6553.6901268959045,1743228320.15102
2.0426461865971034e-05,634,70,0.0001805743483956958,7004.082403182983,0.004836299696745266,0.00016014788652972476,7001.168908834457,1743228767.6302023
