time,_step,step,l2_error,_timestamp,loss_interior,loss,_runtime,loss_boundary
4.261567831039429,54,143,0.8696129001305624,1742601420.1590145,25.42744474760918,25.942621959281027,6.934709548950195,0.5151772116718459
4.52604603767395,55,157,0.9212129706712882,1742601420.4235182,25.775408735299138,26.370894890905085,7.199213266372681,0.5954861556059463
4.812251806259155,56,172,0.9694537379597521,1742601420.7095187,21.509874033710478,22.185368425876412,7.485213756561279,0.6754943921659353
5.155547380447388,57,190,1.0189717140083652,1742601421.0529017,20.95774457291034,21.625078350943678,7.828596830368042,0.6673337780333379
5.49977707862854,58,208,1.0537975586785024,1742601421.396912,20.001433122564464,20.78541179641552,8.172607183456421,0.7839786738510575
5.903158187866211,59,229,1.0774945171666195,1742601421.8004367,17.787602176958604,18.554007995735677,8.576131820678711,0.7664058187770731
6.336041450500488,60,252,1.1044653023574262,1742601422.233353,14.712159071104322,15.589758001543974,9.009047985076904,0.8775989304396511
6.808962345123291,61,277,1.1250213319444573,1742601422.7064464,14.851091830102826,15.681766998813552,9.482141494750977,0.830675168710727
7.33773136138916,62,305,1.1513515707000144,1742601423.235191,13.3499034910643,14.261605757591052,10.010886192321777,0.9117022665267533
7.910130739212036,63,335,1.1673322087052898,1742601423.8079424,11.285063061197388,12.177732443425597,10.583637475967407,0.8926693822282105
8.55485463142395,64,369,1.1882317916442997,1742601424.452682,9.813386384374244,10.71681023192448,11.228377103805542,0.9034238475502366
9.252362251281738,65,406,1.1856272481008403,1742601425.1498156,6.668541600792454,7.615416456446047,11.92551064491272,0.9468748556535924
10.017233610153198,66,446,1.1501405879747841,1742601425.9147613,5.278908261410323,6.189489143504207,12.69045639038086,0.9105808820938838
10.882190227508545,67,491,1.1323461801139179,1742601426.780031,3.6291681882325184,4.449490931108174,13.555726051330566,0.8203227428756553
11.799281597137451,68,540,1.123406460827946,1742601427.6969817,2.6434961836320423,3.469312305328648,14.472676753997803,0.8258161216966057
12.813844919204712,69,594,1.1275696929742407,1742601428.7115169,1.8435450681523051,2.6714190861361473,15.48721194267273,0.8278740179838424
13.92865538597107,70,653,1.1363317910973678,1742601429.8262293,1.5618370943365647,2.518931483911894,16.601924419403076,0.957094389575329
15.153914451599121,71,718,1.1195749459106117,1742601431.0514467,1.26224287003872,2.0689136056756086,17.827141761779785,0.8066707356368886
16.499390363693237,72,790,1.0815213585471155,1742601432.3969889,0.9321340947601799,1.6848726115712256,19.17268395423889,0.7527385168110455
17.968414545059204,73,869,1.0424330388459802,1742601433.8661642,0.7509259365000949,1.5324141470429207,20.64185929298401,0.7814882105428259
19.582478284835815,74,956,0.9975916105679118,1742601435.4801285,0.6931898559963071,1.364883372219956,22.255823612213135,0.6716935162236488
21.35964798927307,75,1052,0.9547378749792584,1742601437.257305,0.5951371862668573,1.2020467477191907,24.032999992370605,0.6069095614523333
23.29724955558777,76,1157,0.9027482108176061,1742601439.1949394,0.513747535442396,1.0702488578465998,25.97063446044922,0.5565013224042039
25.427406072616577,77,1272,0.8482454032220687,1742601441.3254507,0.40235041192389887,0.9193796550233273,28.10114574432373,0.5170292430994284
27.78827452659607,78,1400,0.7825212572554703,1742601443.6858673,0.32949940579103687,0.7904264269650292,30.461562395095825,0.46092702117399226
30.40176510810852,79,1539,0.7246320867298113,1742601446.2994573,0.2665161307326803,0.6458507789702141,33.07515239715576,0.3793346482375339
33.26216506958008,80,1693,0.6643772277955834,1742601449.1595972,0.25680558231948675,0.5547306775136284,35.93529224395752,0.2979250951941416
36.38438415527344,81,1863,0.6121669183054176,1742601452.2821062,0.21934815581492298,0.47219630033396964,39.057801246643066,0.25284814451904664
39.81347990036011,82,2049,0.556066880936609,1742601455.7111526,0.2039832965939331,0.4284957436451387,42.48684763908386,0.2245124470512056
43.640212059020996,83,2254,0.494280389336502,1742601459.5381942,0.17217762231174924,0.34605547450915464,46.313889265060425,0.17387785219740542
47.834179639816284,84,2479,0.4210041768405297,1742601463.7319348,0.15217767221556172,0.293084553230371,50.50762987136841,0.1409068810148093
52.44771885871887,85,2727,0.32370961034563056,1742601468.345533,0.11118758965073818,0.19603598440644399,55.121227979660034,0.08484839475570581
57.51305603981018,86,3000,0.21574842599057237,1742601473.4106905,0.0783591790542215,0.12454387642934696,60.18638563156128,0.046184697375125455
63.10101103782654,87,3299,0.1621926647369738,1742601478.9986918,0.05121092333309042,0.08099289460560288,65.77438688278198,0.029781971272512458
69.24750208854675,88,3629,0.13915617347950401,1742601485.1454282,0.035289029509155016,0.051609947678621364,71.92112326622009,0.016320918169466347
75.99581933021545,89,3992,0.12024097383994903,1742601491.8934216,0.02451443162792793,0.03787628056813626,78.66911673545837,0.013361848940208329
83.38974022865295,90,4391,0.10060757381410146,1742601499.2873619,0.017391078332735992,0.027014478298989404,86.06305694580078,0.00962339996625341
91.63267660140991,91,4831,0.08008535446606853,1742601507.5306165,0.012291702863449726,0.019169795358873365,94.30631160736084,0.006878092495423637
100.62803864479065,92,5314,0.06365997033376165,1742601516.5258424,0.008817066711125891,0.012239959954489454,103.30153751373291,0.0034228932433635643
110.51529145240784,93,5845,0.04985144472312909,1742601526.4130332,0.006994234651187697,0.009172039514012511,113.18872833251953,0.0021778048628248144
121.3829231262207,94,6429,0.04095618469318401,1742601537.2806823,0.006134572237913443,0.0080347387220338,124.05637741088867,0.0019001664841203567
133.34904670715332,95,7072,0.03806448854733169,1742601549.2468162,0.005556331800577671,0.006904605526890773,136.0225112438202,0.0013482737263131011
146.4863772392273,96,7779,0.03157552239249533,1742601562.3841357,0.0031019620679534335,0.004045491056768487,149.15983080863953,0.0009435289888150533
160.97661781311035,97,8557,0.030637160687998415,1742601576.874439,0.0024873108328615926,0.0032734883848570327,163.6501340866089,0.0007861775519954402
176.79671096801758,98,9413,0.02614056440463541,1742601592.6947086,0.0023773832064319816,0.0032125916229553478,179.47040367126465,0.0008352084165233662
194.1723666191101,99,10354,0.024903671870292167,1742601610.06996,0.0021516162557964342,0.0028064893068203275,196.8456552028656,0.0006548730510238932
213.31775975227356,100,11389,0.02136320146882524,1742601629.2155466,0.001518741813508408,0.00198440526154591,215.9912416934967,0.00046566344803750207
234.35584449768066,101,12528,0.02607513318794798,1742601650.253849,0.0026364752071798715,0.003174609636356659,237.02954411506653,0.0005381344291767875
257.5625231266022,102,13781,0.019149803031701714,1742601673.4601705,0.0015287849172462486,0.0018852182858024905,260.23586559295654,0.0003564333685562419
283.03321146965027,103,15159,0.03325294920787715,1742601698.9308083,0.005525129794810889,0.00617991062825111,285.70650339126587,0.0006547808334402213
310.9418647289276,104,16675,0.017903796042044177,1742601726.839562,0.0008379830701244209,0.0011268967426689065,313.615257024765,0.0002889136725444856
341.76391100883484,105,18342,0.03195973984626909,1742601757.6617785,0.005690618297031503,0.006398925221469735,344.4374735355377,0.0007083069244382314
376.83915519714355,106,20177,0.015259362749893987,1742601792.7369227,0.0005396628727485934,0.0007796556707662849,379.5126178264618,0.00023999279801769152
414.0046980381012,107,22194,0.02848225779158035,1742601829.9024909,0.004073971625627168,0.004594132823828786,416.6781859397888,0.0005201611982016181
455.0770661830902,108,24414,0.013947081724044992,1742601870.9753928,0.0004164415458866295,0.0006077468590478779,457.75108790397644,0.00019130531316124838
500.13643646240234,109,26855,0.013425062708039547,1742601916.0341234,0.00038640205006367027,0.0006076491093872521,502.80981850624084,0.00022124705932358185
549.7519671916962,110,29540,0.012269639285745069,1742601965.6503537,0.00031614720153015245,0.0004913440279995082,552.4260487556458,0.0001751968264693558
604.1586608886719,111,32494,0.012191063992464436,1742602020.05668,0.0003749768160471185,0.0005499761983848949,606.8323750495911,0.00017499938233777633
663.8591065406799,112,35744,0.019114289544796766,1742602079.7570817,0.0027663126606670965,0.003086286637616252,666.5327768325806,0.00031997397694915567
729.9298086166382,113,39318,0.010763252206982777,1742602145.8280785,0.00023319173133118517,0.0003720383020628065,732.6037735939026,0.00013884657073162137
802.3628420829773,114,43250,0.010935879985152271,1742602218.2607412,0.00030478338012502763,0.0004026579036438081,805.0364363193512,9.78745235187805e-05
883.6124582290649,115,47575,0.01218340966417102,1742602299.5104008,0.0002385733191976579,0.0003465453528507879,886.2860958576202,0.00010797203365313
971.4608087539673,116,52332,0.012464031559333393,1742602387.3591337,0.0005516825008148886,0.0006929580500169116,974.1348288059235,0.000141275549202023
1068.0365974903107,117,57566,0.01042913873256029,1742602483.9346483,0.00043821061775329385,0.0005188636306408488,1070.7103433609009,8.065301288755503e-05
1174.5436639785767,118,63322,0.010805495984127559,1742602590.441715,0.0004097669649237486,0.0005307039144081114,1177.2174100875854,0.00012093694948436279
1292.7508511543274,119,69654,0.009384286655528337,1742602708.6487849,0.00030644040110342093,0.0003881561226381409,1295.4244799613953,8.171572153472e-05
1422.4744815826416,120,76620,0.009920090507934493,1742602838.3726878,0.0003194363335424506,0.00038339114021206143,1425.1483829021454,6.395480666961085e-05
1563.8057539463043,121,84281,0.007254815298133935,1742602979.703873,0.0002245408915562174,0.00028195741955908116,1566.4795680046082,5.741652800286378e-05
1719.1922235488892,122,92710,0.008722983697212012,1742603135.0901668,0.0002708356325001959,0.00033974192264322556,1721.8658618927002,6.890629014302967e-05
1891.5222828388214,123,101980,0.0064046929706262044,1742603307.419995,0.0002456281654658841,0.0002999455294074242,1894.1956901550293,5.431736394154008e-05
2079.574776172638,124,112178,0.007565804070224916,1742603495.4727843,0.00011600890558238629,0.0001690538192460905,2082.2484793663025,5.3044913663704206e-05
2288.0464050769806,125,123396,0.006746466865623982,1742603703.9444802,0.00018391817202507586,0.00023106537312487144,2290.720175266266,4.714720109979557e-05
2517.1753878593445,126,135736,0.00534365432443644,1742603933.0732281,5.44039302905358e-05,8.713305851875292e-05,2519.8489232063293,3.272912822821711e-05
2768.393898487091,127,149309,0.005767560112943244,1742604184.2918727,0.00025937151720808706,0.0002898452630512985,2771.0675678253174,3.047374584321144e-05
3043.414971113205,128,164240,0.006171356209858401,1742604459.3129761,0.0001490074174117118,0.00017467095193135683,3046.088671207428,2.5663534519645042e-05
3346.496392250061,129,180664,0.005669705138549866,1742604762.3941104,0.00013472823432791328,0.00016020513327897365,3349.1698055267334,2.547689895106036e-05
3680.583151817322,130,198731,0.006417641254121941,1742605096.4814596,0.00010297413963471843,0.00012674820667510939,3683.2571547031403,2.377406704039096e-05
4046.74333691597,131,218604,0.003915213736528358,1742605462.6413455,5.4434180812343485e-05,7.020798419096214e-05,4049.4170405864716,1.5773803378618655e-05
4452.487437963486,132,240464,0.004059415200899241,1742605868.3852549,2.9197092840504197e-05,4.455717171816695e-05,4455.16094994545,1.536007887766275e-05
4897.097359418869,133,264510,0.004256428034358982,1742606312.9956682,0.00014182589401931324,0.00015591209486837639,4899.771363258362,1.4086200849063145e-05
5387.4783771038055,134,290961,0.003220859473895663,1742606803.3763814,4.153873255644746e-05,5.475786952975955e-05,5390.152076482773,1.3219136973312087e-05
5925.534442186356,135,320057,0.0033351493618510026,1742607341.432606,0.0002378185209737482,0.0002508482520982427,5928.208301067352,1.3029731124494456e-05
6518.025897502899,136,352063,0.0042919093270706405,1742607933.9236138,0.00012936882337881826,0.00014154579807651538,6520.699308872223,1.217697469769713e-05
7000.014832496643,137,378095,0.003111681380330956,1742608415.912895,0.00020556435092646604,0.00021739013058268784,7002.688590049744,1.1825779656221803e-05
