loss_interior,step,_step,time,l2_error,_timestamp,loss_boundary,loss,_runtime
1.6917255524761516e-07,39,39,2316.1167838573456,0.0003182073230065415,1742756580.8180292,6.596433051234641e-08,2.3513688575996156e-07,2319.199273109436
1.6010795353913166e-07,40,40,2370.568621635437,0.00029546709001404645,1742756635.2698467,6.093168823502949e-08,2.2103964177416116e-07,2373.6510906219482
1.5033611866537472e-07,42,41,2482.985598087311,0.00026322323305160973,1742756747.6868484,4.665277620797798e-08,1.969888948733527e-07,2486.0680923461914
1.0849792662634106e-07,46,42,2704.5596268177032,0.00023456141850414182,1742756969.2614768,3.603095384993978e-08,1.4452888047628085e-07,2707.6427206993103
8.232902881488255e-08,50,43,2929.2386481761932,0.00019124500329105088,1742757193.9399781,2.8242945779748964e-08,1.105719745946315e-07,2932.3212220668793
5.50845068850255e-08,55,44,3229.0071098804474,0.00015545535400797304,1742757493.7088943,2.008644986602978e-08,7.517095675105528e-08,3232.090138196945
2.643518555840812e-08,61,45,3576.154721736908,0.00011130254555526791,1742757840.856142,1.6162265268670736e-08,4.2597450827078855e-08,3579.2373859882355
2.6023561861213633e-08,67,46,3919.4827933311462,7.349406161544499e-05,1742758184.1847835,9.141358137029869e-09,3.5164919998243504e-08,3922.566027402878
2.6774004300446137e-08,73,47,4260.259640216827,7.130661337077186e-05,1742758524.961676,6.158701729964188e-09,3.293270603041032e-08,4263.342919826508
2.0686440144466007e-08,81,48,4717.26801109314,9.239014250835939e-05,1742758981.9693916,8.973705435475017e-09,2.9660145579941025e-08,4720.350635528564
1.6875706345953823e-08,89,49,5168.328022003174,6.52282214951614e-05,1742759433.030155,6.163117126106284e-09,2.3038823472060106e-08,5171.411398887634
1.5257135621232624e-08,98,50,5686.688696146011,8.771193446088022e-05,1742759951.3902287,8.355975456349276e-09,2.36131110775819e-08,5689.77147269249
1.4118211094492673e-08,107,51,6184.459543228149,6.811231452467037e-05,1742760449.161669,6.653020721027922e-09,2.0771231815520594e-08,6187.5429129600525
1.329581881032525e-08,118,52,6821.443753242493,5.78042021776503e-05,1742761086.145805,5.4659710436469566e-09,1.8761789853972207e-08,6824.527048826218
1.5776684953418517e-08,122,53,7054.31356883049,5.672380624161694e-05,1742761319.0149717,5.584981122286605e-09,2.136166607570512e-08,7057.396215677261
