_timestamp,loss_boundary,time,loss_interior,step,_runtime,l2_error,loss,_step
1743516440.307262,2.037224467576179e-07,27.425094604492188,3.853066903255992e-07,39,30.547003030776978,0.0005442248908429776,5.890291370832171e-07,39
1743516440.9195175,1.946010758629649e-07,28.03730034828186,3.9157849777693824e-07,40,31.159258604049683,0.0005065626157414128,5.861795736399031e-07,40
1743516442.139234,1.3744603802965878e-07,29.257028579711914,3.1463440212695466e-07,42,32.37897515296936,0.0004497705885090891,4.5208044015661344e-07,41
1743516444.5731485,1.2828612491030338e-07,31.690882682800293,2.70498756556707e-07,46,34.81288957595825,0.00039636143024934133,3.9878488146701034e-07,42
1743516447.0066571,8.368380084124075e-08,34.12442350387573,2.284311912813646e-07,50,37.24639821052551,0.0002960914033673818,3.1211499212260533e-07,43
1743516450.0496578,7.8706475253445e-08,37.16708278656006,2.007504246517723e-07,55,40.28939890861511,0.00021715162063239862,2.794568999052173e-07,44
1743516453.7084718,6.517372736668502e-08,40.82631516456604,1.7235354271486374e-07,61,43.94821286201477,0.0002657238228640702,2.3752727008154877e-07,45
1743516457.3679278,7.177118337133247e-08,44.48575830459595,1.679733854118052e-07,67,47.60766887664795,0.0002623408757941456,2.3974456878313765e-07,46
1743516461.0164046,6.96014774805171e-08,48.134215116500854,1.4296159071448428e-07,73,51.2561457157135,0.00025889533275391566,2.125630681950014e-07,47
1743516465.883042,6.305967170679973e-08,53.00058197975159,1.4262117180004427e-07,81,56.122783184051514,0.00025317130755310674,2.05680843506844e-07,48
1743516470.750077,7.501083870634609e-08,57.8676335811615,1.110092703376478e-07,89,60.98981809616089,0.00025480409251215665,1.8602010904399388e-07,49
1743516476.2453144,6.31104046186987e-08,63.36303734779358,1.2585416906981858e-07,98,66.48505544662476,0.0002573128370609378,1.8896457368851728e-07,50
1743516481.7197757,4.9895880064172394e-08,68.83763980865479,8.782797532172279e-08,107,71.95951676368713,0.00019293586674326875,1.377238553858952e-07,51
1743516488.4155614,5.5432703154329554e-08,75.53317761421204,9.06549222269192e-08,118,78.65530252456665,0.00021617681140455859,1.4608762538124876e-07,52
1743516495.7084458,6.517886644605995e-08,82.82618832588196,8.578478308342401e-08,130,85.94818687438965,0.00022023828748786963,1.5096364952948397e-07,53
1743516503.6229055,4.331385618543562e-08,90.74070930480957,6.922100665816648e-08,143,93.86264657974243,0.0001991006726610848,1.125348628436021e-07,54
1743516512.1473045,3.886142019051216e-08,99.26506471633911,7.562146128218383e-08,157,102.38704562187195,0.00017097023194470593,1.1448288147269599e-07,55
1743516521.2760947,3.759954924560693e-08,108.39365839958191,6.13435621940267e-08,172,111.51583576202393,0.00015625175790883177,9.894311143963362e-08,56
1743516532.231135,2.6437025040472007e-08,119.34891867637634,4.64354887218227e-08,190,122.47087597846985,0.0001331265792682143,7.287251376229471e-08,57
1743516543.1800275,2.3143414028756977e-08,130.29776668548584,5.259671485049886e-08,208,133.41976857185364,0.00013320008721282248,7.574012887925583e-08,58
1743516555.9173417,2.662884366190589e-08,143.0348300933838,3.786919755909211e-08,229,146.1570827960968,0.00012154650086882103,6.4498041220998e-08,59
1743516569.885792,2.0409883523744596e-08,157.0036609172821,3.326298651553764e-08,252,160.12553310394287,0.00011813042974531317,5.367287003928224e-08,60
1743516585.0545654,1.952214560479321e-08,172.17210125923157,2.7394509609319904e-08,277,175.29430651664734,0.00010648409142358995,4.691665521411311e-08,61
1743516602.0419657,1.581914220824978e-08,189.15966391563416,2.5513189657450313e-08,305,192.28170680999756,0.00011041246724942346,4.1332331865700096e-08,62
1743516620.2955418,1.3901551185338366e-08,207.41321635246277,2.100108985521121e-08,335,210.5352828502655,9.683228560585424e-05,3.490264104054957e-08,63
1743516641.0124288,1.0055472745570048e-08,228.13003993034363,1.852075018136508e-08,369,231.2521698474884,8.407539115451363e-05,2.857622292693513e-08,64
1743516663.5268147,9.187968461846131e-09,250.64435577392578,1.3091867590950962e-08,406,253.7665557861328,7.782529887213938e-05,2.227983605279709e-08,65
1743516687.8357792,8.461510417244467e-09,274.95334696769714,1.3449806436950854e-08,446,278.0755202770233,8.310471011692187e-05,2.191131685419532e-08,66
1743516715.1398907,6.055288989329536e-09,302.257287979126,9.711505547044528e-09,491,305.3796317577362,6.758826236662832e-05,1.5766794536374064e-08,67
1743516744.9224727,6.987296159227057e-09,332.0402810573578,9.246781997624096e-09,540,335.16221380233765,6.685259174988453e-05,1.6234078156851152e-08,68
1743516777.7057846,5.456123495298306e-09,364.82336258888245,8.89261641128124e-09,594,367.9455256462097,5.635044920533535e-05,1.4348739906579547e-08,69
1743516813.43678,4.555149950133725e-09,400.5543248653412,6.885739315664519e-09,653,403.67652106285095,5.035127501543222e-05,1.1440889265798245e-08,70
1743516852.8220854,3.0221648284841738e-09,439.9396080970764,5.897708113446796e-09,718,443.06182646751404,4.548288546733618e-05,8.91987294193097e-09,71
1743516896.4116867,2.4808370755193997e-09,483.5292453765869,5.883361314366786e-09,790,486.6514277458191,4.299607697580554e-05,8.364198389886187e-09,72
1743516944.301127,2.719426901562527e-09,531.4186899662018,5.365224053831019e-09,869,534.5408680438995,4.017746078168319e-05,8.084650955393546e-09,73
1743516997.0058358,1.898756234459799e-09,584.1232368946075,4.654941308379235e-09,956,587.2455768585205,3.665075644753733e-05,6.553697542839034e-09,74
1743517055.1968074,1.726367628057578e-09,642.3142337799072,3.878933764867201e-09,1052,645.4365484714508,3.568085954059619e-05,5.605301392924779e-09,75
1743517118.9006486,1.7558911134242308e-09,706.0180516242981,3.019400334839383e-09,1157,709.1403896808624,3.542090378773657e-05,4.775291448263614e-09,76
1743517188.5995035,1.333151562645261e-09,775.7168433666229,2.9907390753370472e-09,1272,778.8392446041107,2.9304423838262626e-05,4.323890637982308e-09,77
1743517266.180517,1.417026792212869e-09,853.2979788780212,2.3715904843143683e-09,1400,856.4202580451965,2.7555357171362354e-05,3.788617276527237e-09,78
1743517350.4123836,1.1041497663790774e-09,937.5299293994904,2.3488172692610947e-09,1539,940.6521246433258,2.582262126398554e-05,3.452967035640172e-09,79
1743517443.7079618,9.563759069935986e-10,1030.8255054950714,1.7872060058679734e-09,1693,1033.947702884674,2.5745276209309058e-05,2.743581912861572e-09,80
1743517546.80683,8.328633882103976e-10,1133.9243471622467,1.716153308409599e-09,1863,1137.0465710163116,2.0799450441962974e-05,2.5490166966199966e-09,81
1743517659.5921311,6.739715731375135e-10,1246.7096922397614,1.3845793343992582e-09,2049,1249.8318722248077,2.5876136077280856e-05,2.0585509075367717e-09,82
1743517783.934453,5.751325563106745e-10,1371.051872253418,1.2077729506188735e-09,2254,1374.174194097519,2.5379332792082637e-05,1.782905506929548e-09,83
1743517920.4519665,4.1654781305231134e-10,1507.5694770812988,1.1364530222084198e-09,2479,1510.691707611084,1.7055928368755262e-05,1.553000835260731e-09,84
1743518070.5562408,4.221672143314778e-10,1657.673773765564,8.788958584509117e-10,2727,1660.7959818840027,1.757115975468909e-05,1.3010630727823894e-09,85
1743518235.8904867,5.242429188694365e-10,1823.007938861847,8.969836124513672e-10,3000,1826.130227804184,1.4710119975667708e-05,1.4212265313208037e-09,86
1743518416.9244945,3.603044101795131e-10,2004.0419778823853,8.454501394912996e-10,3299,2007.1642355918884,1.5935744785113396e-05,1.2057545496708126e-09,87
1743518616.825271,2.7843413330737423e-10,2203.9428205490112,7.059925163751147e-10,3629,2207.0650119781494,1.2740727663486402e-05,9.844266496824888e-10,88
1743518836.763725,2.149003597950815e-10,2423.8811922073364,5.75779211675449e-10,3992,2427.003466129303,1.1760419356843175e-05,7.906795714705305e-10,89
1743519078.254917,1.8685012528722572e-10,2665.3724887371063,5.30750093581396e-10,4391,2668.4946579933167,1.1699667914341804e-05,7.176002188686217e-10,90
1743519344.710385,1.4659617503860577e-10,2931.827975511551,4.362251806864502e-10,4831,2934.950126171112,1.0071877926613364e-05,5.82821355725056e-10,91
1743519637.6500297,1.2023096543333859e-10,3224.767528295517,4.3250584981411035e-10,5314,3227.889770746231,8.756430243686952e-06,5.527368152474489e-10,92
1743519958.970246,1.043962925925796e-10,3546.0877487659454,3.190676132154747e-10,5845,3549.2099871635437,8.986217871970141e-06,4.234639058080543e-10,93
1743520312.6899993,9.987831259285954e-11,3899.807172060013,2.4650767315583344e-10,6429,3902.9297404289246,8.207218921960908e-06,3.46385985748693e-10,94
1743520701.762757,7.581586885949169e-11,4288.8802189826965,2.2645633902133767e-10,7072,4292.002498149872,8.030529255890108e-06,3.0227220788082934e-10,95
1743521130.1149652,6.558994284436296e-11,4717.232496738434,2.0767779707730687e-10,7779,4720.354706287384,6.774212338150666e-06,2.732677399216698e-10,96
1743521601.423733,6.011142114276868e-11,5188.541224718094,1.649482624453656e-10,8557,5191.663474082947,6.679248954940901e-06,2.2505968358813428e-10,97
1743522119.6536276,7.78607944052644e-11,5706.771152973175,1.5504216888189639e-10,9413,5709.893368721008,5.655167927791766e-06,2.329029632871608e-10,98
1743522689.413848,4.271728476411973e-11,6276.5313012599945,1.3860097529935841e-10,10354,6279.653589010239,5.303573018237378e-06,1.8131826006347815e-10,99
1743523315.961174,3.598630925430665e-11,6903.078781843185,1.4045797750592772e-10,11389,6906.20091509819,4.77029790936137e-06,1.7644428676023437e-10,100
1743523413.3530235,3.418553100591758e-11,7000.47060751915,1.232095732753306e-10,11550,7003.592764616013,4.736422945405763e-06,1.5739510428124817e-10,101
