l2_error,loss_boundary,loss,step,loss_interior,_step,_runtime,_timestamp,time
0.0021659229226546925,4.0573034378516024e-06,6.618082393402864e-06,42,2.5607789555512623e-06,41,48.17566919326782,1743181587.2824483,45.61214566230774
0.0013759592924606843,1.1455027490335129e-06,2.104199325506816e-06,46,9.58696576473303e-07,42,52.24760174751282,1743181591.3543808,49.68403673171997
0.0005647803378492307,2.1609282105245187e-07,4.105653210779954e-07,50,1.9447250002554353e-07,43,56.317317485809326,1743181595.4240966,53.75379300117493
0.0005196527766428624,1.869957381287387e-07,3.2091642536425635e-07,55,1.3392068723551764e-07,44,61.41350817680359,1743181600.5202873,58.84966492652893
0.0002336253050675721,3.900284813909956e-08,1.2658132105401906e-07,61,8.757847291491951e-08,45,67.52319955825806,1743181606.6299787,64.95961880683899
0.00019038725085377428,2.430260493786054e-08,7.473157210270873e-08,67,5.042896716484819e-08,46,73.62876009941101,1743181612.7355392,71.0651581287384
0.00016727685458893616,2.1619449820564862e-08,6.132640771085486e-08,73,3.9706957890289996e-08,47,79.74436092376709,1743181618.85114,77.18079471588135
9.54118394460953e-05,1.1038933222927268e-08,4.0415170762220587e-08,81,2.9376237539293318e-08,48,87.88908433914185,1743181626.9958634,85.32486748695374
0.00010280238313633084,7.739637487765008e-09,1.8833985444065645e-08,89,1.1094347956300636e-08,49,96.02581858634949,1743181635.1325977,93.46229386329651
0.000104066398684653,6.343327086864304e-09,1.3093724038875314e-08,98,6.75039695201101e-09,50,105.17764449119568,1743181644.2844236,102.61412262916565
5.8497292434590255e-05,2.448578439139291e-09,7.808675722412513e-09,107,5.360097283273223e-09,51,114.33243083953857,1743181653.43921,111.76860451698303
4.409519356801889e-05,1.1791748034512259e-09,4.102460271866357e-09,118,2.923285468415131e-09,52,125.50437998771667,1743181664.611159,122.940838098526
4.039447790624376e-05,9.644698243150744e-10,2.6509360960551884e-09,130,1.6864662717401142e-09,53,137.6853847503662,1743181676.7921638,135.1218569278717
3.069183061243233e-05,8.428139821990949e-10,2.089681828572743e-09,143,1.2468678463736483e-09,54,150.87699174880981,1743181689.9837708,148.31314325332642
2.8078384434780238e-05,5.427397832016733e-10,1.4696936879170486e-09,157,9.269539047153753e-10,55,165.08082842826843,1743181704.1876075,162.51733875274658
2.3318465495377507e-05,4.1322465009527785e-10,1.1784070852200983e-09,172,7.651824351248203e-10,56,180.30411648750305,1743181719.4108956,177.74051904678345
2.163115390799456e-05,3.09296554367555e-10,8.281694815288256e-10,190,5.188729271612706e-10,57,198.5780599117279,1743181737.684839,196.014226436615
2.0110860518238716e-05,2.832256953406874e-10,6.701943994916575e-10,208,3.8696870415097017e-10,58,216.8484239578247,1743181755.955203,214.28493928909302
1.1631212718676765e-05,1.3184919239372325e-10,4.36938400017169e-10,229,3.0508920762344576e-10,59,238.15734243392944,1743181777.2641215,235.59353041648865
1.440873305209665e-05,1.8380508749570457e-10,3.728923885719005e-10,252,1.890873010761959e-10,60,261.5005326271057,1743181800.6073117,258.93699979782104
1.1823367451252992e-05,1.2277270386711461e-10,3.080989366693572e-10,277,1.853262328022426e-10,61,286.8687448501587,1743181825.975524,284.30496621131897
1.0474984648886477e-05,8.699070441744185e-11,2.8363757740429875e-10,305,1.9664687298685691e-10,62,315.28015637397766,1743181854.3869355,312.716251373291
8.063311176511393e-06,5.3592378619206186e-11,1.9860150004722147e-10,335,1.4500912142801528e-10,63,345.77467155456543,1743181884.8814507,343.21110916137695
7.86567859909304e-06,6.01678960770938e-11,1.6975487560138663e-10,369,1.0958697952429284e-10,64,380.33501648902893,1743181919.4417956,377.7711989879608
7.240593985961355e-06,5.020662388442166e-11,1.408630472943475e-10,406,9.065642340992583e-11,65,417.87038946151733,1743181956.9771686,415.3066358566284
5.671539097283476e-06,3.585828577435699e-11,1.191295582855152e-10,446,8.327127251115821e-11,66,458.5250062942505,1743181997.6317854,455.9612419605255
5.217194116928504e-06,2.982781193783035e-11,9.661977738344613e-11,491,6.679196544561578e-11,67,504.2012813091278,1743182043.3080604,501.63748121261597
4.2572510275515965e-06,3.137947147051859e-11,8.796964128795447e-11,540,5.6590169817435885e-11,68,553.9530208110809,1743182093.0598,551.3892483711243
3.964535894991398e-06,2.175495934569657e-11,7.565769928904423e-11,594,5.390273994334766e-11,69,608.741605758667,1743182147.8483849,606.1778085231781
3.7391059470722587e-06,2.1098783390153884e-11,6.783819135104769e-11,653,4.673940796089381e-11,70,668.672641992569,1743182207.779421,666.1088013648987
4.183049596701537e-06,2.096888787595909e-11,6.623904688529614e-11,718,4.527015900933705e-11,71,734.6438939571381,1743182273.750673,732.0801045894623
4.360188363778301e-06,2.2618958091334237e-11,6.535982794397765e-11,790,4.274086985264341e-11,72,807.7703697681427,1743182346.8771489,805.2066166400909
3.9905635142756406e-06,1.813444762630832e-11,6.485169534902818e-11,869,4.671724772271986e-11,73,887.925229549408,1743182427.0320086,885.361442565918
3.1916314803977746e-06,1.433511973298836e-11,5.825279784629749e-11,956,4.391767811330913e-11,74,976.2935111522675,1743182515.4002903,973.7297060489655
3.403085441885894e-06,1.835185106774357e-11,6.398326590728385e-11,1052,4.5631414839540284e-11,75,1073.7304356098175,1743182612.8372147,1071.1666748523712
3.646190401380488e-06,1.9917952768353506e-11,6.515639137320668e-11,1157,4.5238438604853166e-11,76,1180.341227531433,1743182719.4480066,1177.7773299217224
3.3323252823335983e-06,1.7278289315093793e-11,5.668162517928759e-11,1272,3.94033358641938e-11,77,1297.0704853534698,1743182836.1772645,1294.5058996677399
3.0042638305879095e-06,1.6188270315361175e-11,4.438786482753495e-11,1400,2.8199594512173777e-11,78,1427.1916790008545,1743182966.298458,1424.6278235912323
2.863031985060306e-06,1.1554836549054788e-11,6.189561808642218e-11,1539,5.03407815373674e-11,79,1568.6289999485016,1743183107.735779,1566.0651445388794
3.217499546945018e-06,1.853246804227177e-11,4.965282224358644e-11,1693,3.112035420131467e-11,80,1725.267412662506,1743183264.3741918,1722.7036118507385
2.9416619642543875e-06,1.0595932333387377e-11,3.8068425562976675e-11,1863,2.7472493229589302e-11,81,1897.8381643295288,1743183436.9449434,1895.2743723392487
2.8733401892022525e-06,1.0870932825647495e-11,4.3815472524368874e-11,2049,3.294453969872138e-11,82,2086.5312225818634,1743183625.6380017,2083.9674396514893
2.5810755219736946e-06,9.151797444077308e-12,4.639445780944577e-11,2254,3.7242660365368465e-11,83,2294.473957300186,1743183833.5807364,2291.910211801529
2.332015551830385e-06,9.122500190076008e-12,3.821816030491983e-11,2479,2.9095660114843824e-11,84,2522.7496435642242,1743184061.8564227,2520.185912847519
2.6522862361791907e-06,1.0126675360261012e-11,3.15635979575918e-11,2727,2.1436922597330788e-11,85,2774.9092564582825,1743184314.0160356,2772.3453969955444
2.2016527974845077e-06,7.0456404930102646e-12,2.854717800929607e-11,3000,2.1501537516285806e-11,86,3052.4578881263733,1743184591.5646672,3049.89413356781
1.9563356896736593e-06,8.803687406480746e-12,2.879419775343634e-11,3299,1.9990510346955593e-11,87,3355.834228992462,1743184894.941008,3353.270483493805
2.0025273415324973e-06,7.0800286275092775e-12,2.225086959947282e-11,3629,1.5170840971963542e-11,88,3690.5572764873505,1743185229.6640556,3687.9934391975403
2.0482853779072864e-06,6.205522261251171e-12,2.1756065255948947e-11,3992,1.5550542994697776e-11,89,4058.8631546497345,1743185597.9699337,4056.2994890213013
1.773625109132688e-06,5.499099534071512e-12,2.8912346801959165e-11,4391,2.3413247267887653e-11,90,4463.9714550971985,1743186003.0782342,4461.407541036606
1.9518992650968477e-06,5.74382337262908e-12,2.1521509078734158e-11,4831,1.577768570610508e-11,91,4911.3458569049835,1743186450.452636,4908.782085180283
1.902921001961194e-06,4.455604987220421e-12,2.5026195940651136e-11,5314,2.0570590953430715e-11,92,5401.318197011948,1743186940.424976,5398.754473686218
1.5964219974712446e-06,5.076063990401257e-12,1.8162710189469253e-11,5845,1.3086646199067996e-11,93,5941.0575959682465,1743187480.164375,5938.493835926056
1.7959774292581191e-06,6.5884418595169016e-12,1.795543881693593e-11,6429,1.136699695741903e-11,94,6533.755589008331,1743188072.862368,6531.19184088707
1.8504638591123695e-06,4.694226038164367e-12,1.7575292595880003e-11,6892,1.2881066557715636e-11,95,7003.487402677536,1743188542.5941818,7000.923694372177
