l2_error,_step,_timestamp,loss_interior,loss,step,time,_runtime,loss_boundary
1.5767063794886063,43,1715404946.2170708,122.64977469817259,124.20202518723573,50,2.7057807445526123,6.650018930435181,1.5522504890631357
1.5756161595917797,44,1715404946.3166058,121.52137648666195,123.1688404310152,55,2.805330753326416,6.749553918838501,1.647463944353251
1.5848463463066038,45,1715404946.4427156,110.77732847018467,112.26645451845523,61,2.9313132762908936,6.875663757324219,1.4891260482705624
1.5775701801045685,46,1715404946.561965,127.20984685827344,128.73731327042003,67,3.05065655708313,6.994913101196289,1.5274664121465866
1.58600171631753,47,1715404946.6917164,120.8435117772284,122.268507482985,73,3.180419445037842,7.124664545059204,1.4249957057566045
1.5739091938474747,48,1715404946.8491254,122.0947874094006,123.49838502817305,81,3.337684154510498,7.282073497772217,1.4035976187724455
1.5786617246549997,49,1715404947.009728,120.79614645856537,122.2274601124317,89,3.4984772205352783,7.442676067352295,1.4313136538663278
1.5779709457988822,50,1715404947.194755,119.56477130182351,120.96605078596201,98,3.683217763900757,7.6277031898498535,1.4012794841385035
1.5752022178226515,51,1715404947.3743534,120.28488683920348,121.63976163908704,107,3.862989664077759,7.8073015213012695,1.3548747998835584
1.5781837223004613,52,1715404947.5896666,126.47679359489058,127.91631314227473,118,4.078237056732178,8.02261471748352,1.439519547384146
1.5793129768019942,53,1715404947.8327897,120.47618798343481,121.96212421080223,130,4.32109808921814,8.265737771987915,1.4859362273674153
1.576013551159015,54,1715404948.095838,121.24976297136729,122.79395177276588,143,4.584169864654541,8.528786182403564,1.5441888013985834
1.5749430956105657,55,1715404948.3702235,126.28584289783025,127.74135600459859,157,4.858447790145874,8.803171634674072,1.4555131067683305
1.5745074834081298,56,1715404948.663642,122.89387017086598,124.4406311422698,172,5.151945114135742,9.096590042114258,1.5467609714038095
1.5735792148017147,57,1715404949.036623,121.17630512687144,122.59252392108132,190,5.525118827819824,9.469571113586426,1.4162187942098803
1.5744823224389763,58,1715404949.3881538,124.32847507588832,125.87086098688228,208,5.876831531524658,9.821101903915405,1.5423859109939613
1.5735482870258777,59,1715404949.7962,121.28754347409348,122.73940461435056,229,6.28506326675415,10.229148149490356,1.4518611402570805
1.5776699042406421,60,1715404950.2515323,115.9534781476448,117.47645403479771,252,6.740347385406494,10.684480428695679,1.522975887152912
1.5745227978417233,61,1715404950.7365563,125.52609059522375,126.99294837694842,277,7.2252357006073,11.169504404067993,1.4668577817246689
1.57886760504226,62,1715404951.2740285,119.57168469073783,120.98743520652198,305,7.762709617614746,11.706976652145386,1.415750515784153
1.5773301402499817,63,1715404951.8552392,122.17946914859041,123.60047043183621,335,8.343985080718994,12.288187265396118,1.421001283245799
1.57543972056195,64,1715404952.528995,120.60377213238307,122.12974328276347,369,9.016668319702148,12.96194314956665,1.5259711503804039
1.5738632780687107,65,1715404953.248555,121.12066469558378,122.62885047445432,406,9.737275838851929,13.681503057479858,1.5081857788705453
1.5738907015331558,66,1715404954.0156398,117.78547001673851,119.13322162161258,446,10.504522562026978,14.448587894439697,1.347751604874056
1.579729802264356,67,1715404954.8904872,122.02247762976893,123.6647410840889,491,11.379403591156006,15.323435306549072,1.6422634543199766
1.5743042775904754,68,1715404955.8269477,120.08767196825829,121.58718373329282,540,12.315186262130737,16.25989580154419,1.4995117650345315
1.575428522914447,69,1715404956.8664997,123.56555523094579,125.02620056028154,594,13.35465383529663,17.299447774887085,1.4606453293357538
1.5736501478845444,70,1715404957.9819486,120.03556596671874,121.51395506750912,653,14.470840454101562,18.414896726608276,1.478389100790381
1.5824847278334058,71,1715404959.2343054,121.58990859960545,123.02973946040757,718,15.722812175750732,19.667253494262695,1.4398308608021184
1.6167364315308577,72,1715404960.6173568,124.24154745557529,125.875661611071,790,17.105509519577026,21.050304889678955,1.6341141554957128
1.574067939849772,73,1715404962.136319,121.77281392292996,123.18942109309434,869,18.624687671661377,22.56926703453064,1.4166071701643863
1.5778537912463657,74,1715404963.8000717,128.30956535509577,129.70686472073768,956,20.288522005081177,24.233019828796387,1.3972993656419077
1.574347084966218,75,1715404965.6560547,121.84049708294566,123.42391740353007,1052,22.144065380096436,26.08900284767151,1.5834203205844106
1.5735918302032428,76,1715404967.6686604,125.43734408652355,126.75029581237345,1157,24.15730905532837,28.101608514785767,1.3129517258499004
1.5771016129437938,77,1715404969.859441,123.17043573034066,124.65533579881803,1272,26.347934007644653,30.292389154434204,1.4849000684773745
1.576431054003356,78,1715404972.393788,121.54920026816414,123.03774422337433,1400,28.882627964019775,32.82673621177673,1.4885439552101871
1.5775669550570666,79,1715404975.0293455,121.13483425360694,122.54448805297739,1539,31.518078565597534,35.46229362487793,1.4096537993704459
1.575331421502012,80,1715404977.9732862,122.81642780141364,124.22812172800825,1693,34.46152925491333,38.40623426437378,1.4116939265946096
1.578250095336294,81,1715404981.2513645,119.39935135980066,120.93047402189515,1863,37.73897886276245,41.68431258201599,1.5311226620944896
1.5757388618586072,82,1715404984.809246,124.0762370695442,125.56828607475445,2049,41.29813313484192,45.242194175720215,1.492049005210253
1.5840276551764871,83,1715404988.8441365,121.80946090433687,123.39570712070096,2254,45.33307099342346,49.27708458900452,1.5862462163640842
1.57871253019494,84,1715404993.3776784,117.82163006329031,119.37005855088795,2479,49.86616373062134,53.81062650680542,1.5484284875976342
1.6221450679133596,85,1715404998.1493883,117.75266933764652,119.28460768704491,2727,54.637343883514404,58.58233642578125,1.5319383493983847
1.5774256548660233,86,1715405003.4932082,122.54143778032243,124.0654530074246,3000,59.98149538040161,63.92615628242493,1.5240152271021645
1.5738494744936504,87,1715405009.301847,122.15485618224778,123.77091700128048,3299,65.79091238975525,69.73479509353638,1.6160608190326908
1.5744266576423644,88,1715405015.7140846,120.86094687481403,122.35460260300555,3629,72.20281767845154,76.14703273773193,1.4936557281915066
1.5836535307747397,89,1715405022.7728415,122.26766329400601,123.76520944124897,3992,79.26116228103638,83.20578956604004,1.4975461472429625
1.573809707250763,90,1715405030.502665,120.06797913267475,121.6254225107872,4391,86.99107694625854,90.93561315536499,1.5574433781124477
1.5918453255632825,91,1715405039.1046185,118.91690583255331,120.43355684330068,4831,95.59298491477966,99.53756666183472,1.5166510107473707
1.6483270356973783,92,1715405048.4371672,119.15126249080004,120.64281712061256,5314,104.92589688301086,108.87011528015137,1.491554629812531
1.5771165112928736,93,1715405058.6839664,121.51368573978051,122.93847386685329,5845,115.17240834236145,119.11691451072693,1.4247881270727747
1.5736425524302613,94,1715405069.9971068,118.74362754883431,120.3063747272475,6429,126.48566126823425,130.4300549030304,1.562747178413193
1.5860402687623913,95,1715405082.4002924,121.20527516416463,122.71216949654075,7072,138.8886284828186,142.8332405090332,1.5068943323761181
1.573713849700891,96,1715405096.094996,127.39162527775157,128.91856051753888,7779,152.58386731147766,156.52794408798218,1.5269352397873004
1.573772549292762,97,1715405111.2313852,120.17897077561491,121.64618059841233,8557,167.7202181816101,171.66433334350586,1.4672098227974166
1.578917868200473,98,1715405127.7933438,130.13507037590864,131.70355348059567,9413,184.28190922737122,188.22629189491272,1.5684831046870331
1.648675727155245,99,1715405146.0051622,127.13116970277754,128.577893673241,10354,202.493976354599,206.4381103515625,1.4467239704634427
1.5794598838305618,100,1715405166.0763557,125.07785802974496,126.74805076253861,11389,222.56478691101074,226.50930380821228,1.6701927327936565
1.5743048959806376,101,1715405188.0204628,120.92164602797463,122.56996289357363,12528,244.50931406021118,248.45341086387634,1.648316865599
1.5800350998399568,102,1715405212.2167895,120.78710969054418,122.20698420273916,13781,268.7051467895508,272.64973759651184,1.4198745121949785
1.5746806374478266,103,1715405238.938731,121.71972648412354,123.17372199785144,15159,295.4275267124176,299.3716790676117,1.453995513727897
1.5764935226167287,104,1715405268.3012903,119.25514947227597,120.73992191278248,16675,324.78988242149353,328.7342383861542,1.484772440506503
1.5804962976410755,105,1715405300.6162052,119.7555671989087,121.26665253468025,18342,357.104918718338,361.0491533279419,1.5110853357715475
1.5822213973486603,106,1715405336.1764257,116.7682383515762,118.29736565906033,20177,392.6651875972748,396.6093738079071,1.5291273074841265
1.5737653811933543,107,1715405374.99917,119.07688999447653,120.55100173496186,22194,431.48784947395325,435.43211817741394,1.4741117404853334
1.5769555092919603,108,1715405417.740834,119.44703219240513,120.95813598523347,24414,474.22939443588257,478.17378211021423,1.5111037928283395
1.5736003201063598,109,1715405464.8943877,119.08149105246687,120.53931861722731,26855,521.3826751708984,525.3273358345032,1.4578275647604373
1.5736563183597074,110,1715405516.9741743,122.92787397143834,124.63480730469166,29540,573.4624392986298,577.4071223735809,1.7069333332533194
1.578558537448984,111,1715405573.619395,121.73074632184617,123.35873981824076,32494,630.1079704761505,634.0523431301117,1.6279934963945917
1.597414257076404,112,1715405636.4135885,122.8336870980648,124.38153197201919,35744,692.9017300605774,696.8465366363525,1.5478448739543906
1.5798950023490417,113,1715405705.5839744,117.89826597989602,119.33732372258952,39318,762.0721249580383,766.0169224739075,1.43905774269349
1.573864857863535,114,1715405781.310687,120.74598798733307,122.18237256983599,43250,837.7992429733276,841.7436351776123,1.4363845825029211
1.5846439705189903,115,1715405863.9965773,125.769174435596,127.25995222014086,47575,920.4846682548523,924.4295253753662,1.4907777845448653
1.5736548711267315,116,1715405954.5060306,121.5711017174415,123.16057137012635,52332,1010.9946737289429,1014.9389786720276,1.5894696526848562
1.5760501541320961,117,1715406054.1766543,121.82524459369729,123.32373604058913,57566,1110.665015220642,1114.6096024513245,1.4984914468918304
1.580459587927575,118,1715406163.9260652,125.23403149161932,126.74369716086655,63322,1220.4147708415985,1224.3590133190155,1.5096656692472208
1.575469401566307,119,1715406284.4847317,121.71929911277732,123.35804904965849,69654,1340.973138332367,1344.9176797866821,1.6387499368811684
1.57356133348412,120,1715406417.0868418,123.19889892781127,124.61216376063737,76620,1473.5755863189697,1477.5197899341583,1.4132648328261044
1.6027078192859667,121,1715406563.0111275,125.05425169219023,126.56056187819124,84281,1619.4996438026428,1623.4440755844116,1.5063101860009966
1.5751523544528832,122,1715406729.703853,122.97997457922189,124.37178970852025,92710,1786.1911344528198,1790.1368010044098,1.3918151292983687
1.5736375378382317,123,1715406918.0098414,122.11130321469138,123.69904726703666,101980,1974.497920036316,1978.442789554596,1.5877440523452861
1.5745980833710693,124,1715407125.3214777,121.10567516823593,122.60020409221816,112178,2181.809385538101,2185.754425764084,1.494528923982236
1.5750089331097157,125,1715407353.1873415,121.99282998414368,123.562826846628,123396,2409.6752564907074,2413.6202895641327,1.569996862484314
1.584349246880901,126,1715407603.8456826,118.88200664822983,120.44553368872384,135736,2660.332862138748,2664.27863073349,1.5635270404940083
1.573858969751429,127,1715407879.435346,124.10954408364601,125.86188055589302,149309,2935.9234433174133,2939.8682940006256,1.7523364722470078
1.5735182570430588,128,1715407943.5307732,117.0256371275488,118.6380620242877,152473,3000.018250465393,3003.9637212753296,1.6124248967388994
