loss_interior,_runtime,l2_error,loss,_step,_timestamp,loss_boundary,step,time
0.000353215493176947,94.85171914100647,0.00838193694292331,0.0004222500984092607,42,1715409822.244352,6.903460523231369e-05,46,90.85427403450012
0.00027191111993647986,104.72516655921936,0.007573301522801684,0.00031784423333089916,43,1715409832.1177995,4.59331133944193e-05,50,100.72768640518188
0.00011626683287878329,121.72045993804932,0.005540799865769265,0.00014083456133744552,44,1715409849.113093,2.4567728458662224e-05,55,117.72302412986755
6.23264374879084e-05,144.90716218948364,0.006898904394676231,9.13299899511224e-05,45,1715409872.2997952,2.900355246321401e-05,61,140.90968298912048
4.230954693823366e-05,167.8274838924408,0.005006422295825553,6.281538052581705e-05,46,1715409895.2201169,2.0505833587583387e-05,67,163.83004784584045
3.4876677321259595e-05,189.59439969062805,0.00489279702730428,5.4143909716632936e-05,47,1715409916.9870327,1.926723239537334e-05,73,185.59695100784302
1.9633216917946435e-05,221.08037209510803,0.003496164333989596,2.9622000852790056e-05,48,1715409948.473005,9.988783934843623e-06,81,217.08304715156555
1.342067529330316e-05,254.48367166519165,0.0030243713764680305,2.1167594085567113e-05,49,1715409981.8763046,7.746918792263954e-06,89,250.4862358570099
1.0677433867677013e-05,292.36192560195923,0.0025601947086361793,1.7363248462223146e-05,50,1715410019.7545586,6.6858145945461345e-06,98,288.36461544036865
4.533259090418721e-06,330.2595934867859,0.0018144684571618876,8.028523473586611e-06,51,1715410057.6522264,3.4952643831678894e-06,107,326.26207160949707
2.430563030340345e-06,376.3851807117462,0.0015941940840412683,5.537796660101645e-06,52,1715410103.7778137,3.1072336297612997e-06,118,372.38773798942566
1.6733308793946231e-06,426.79355359077454,0.0013424421114862474,4.126273689820244e-06,53,1715410154.1861866,2.452942810425621e-06,130,422.7961184978485
1.2345259075244394e-06,481.5760667324066,0.0012561922666585136,3.4947739553257503e-06,54,1715410208.9686997,2.260248047801311e-06,143,477.5786108970642
1.0348647253192184e-06,540.6457412242889,0.0011740721225864123,2.918196666134785e-06,55,1715410268.0383742,1.8833319408155664e-06,157,536.648291349411
9.466697099312778e-07,603.6310496330261,0.0010357445307380372,2.3931878917656916e-06,56,1715410331.0236826,1.4465181818344137e-06,172,599.6335742473602
7.92937924849139e-07,679.765435218811,0.0009606241080717814,2.0937948249955623e-06,57,1715410407.1580682,1.3008569001464235e-06,190,675.7680704593658
7.06474786276952e-07,755.7314221858978,0.000922264100085065,1.7875847872759244e-06,58,1715410483.1240551,1.0811100009989724e-06,208,751.7341299057007
6.052915300667347e-07,844.6705324649811,0.0008484026252496066,1.5524784332321476e-06,59,1715410572.0631654,9.471869031654129e-07,229,840.6731061935425
5.404352485394262e-07,941.2242388725281,0.0008158421514040334,1.4070028165724715e-06,60,1715410668.6168718,8.665675680330454e-07,252,937.226794719696
4.912995161459705e-07,1046.5489814281464,0.0007581218662561877,1.2994491279417548e-06,61,1715410773.9416144,8.081496117957842e-07,277,1042.551587343216
4.446136000757372e-07,1164.0266981124878,0.0007100444839414701,1.163404800478793e-06,62,1715410891.419331,7.187912004030558e-07,305,1160.029308795929
4.141202559533493e-07,1290.076063156128,0.0006407181455100306,1.014948672985745e-06,63,1715411017.468696,6.008284170323956e-07,335,1286.0787920951843
3.393658286469604e-07,1433.4593353271484,0.0006108165904573512,8.727336034857371e-07,64,1715411160.8519683,5.333677748387767e-07,369,1429.461882352829
3.276506010623303e-07,1591.2520244121552,0.0005696085352608402,7.406809445010595e-07,65,1715411318.6446574,4.130303434387292e-07,406,1587.254620552063
2.9187658457255e-07,1760.3322372436523,0.0005772077598859728,7.301405149046286e-07,66,1715411487.7248702,4.3826393033207855e-07,446,1756.3346977233887
2.455723838597189e-07,1951.7368857860565,0.0005413992941693189,6.84937757878669e-07,67,1715411679.1295187,4.393653740189502e-07,491,1947.7394721508026
2.1442576086831623e-07,2157.9144384860992,0.000493732350430352,5.603299470140739e-07,68,1715411885.3070714,3.4590418614575773e-07,540,2153.9170892238617
2.036454330130974e-07,2385.44145321846,0.00045787497395687325,4.833447077750402e-07,69,1715412112.8340862,2.796992747619428e-07,594,2381.4440746307373
1.788199339150307e-07,2636.877405166626,0.0004510147137989034,4.2022665854588367e-07,70,1715412364.2700381,2.41406724630853e-07,653,2632.8800530433655
1.7515896194875335e-07,2923.418839931488,0.0004282809063261711,4.044285824499073e-07,71,1715412650.811473,2.2926962050115394e-07,718,2919.421388864517
1.7608505321628675e-07,3006.9812104701996,0.0004159627669677535,4.3822296708174956e-07,72,1715412734.3738434,2.621379138654628e-07,737,3002.9837279319763
