time,_timestamp,loss_boundary,step,loss_interior,loss,_step,_runtime,l2_error
83.51377153396606,1715403703.2571676,0.001534994465972812,3992,0.008765025148138029,0.01030001961411084,89,90.40914750099182,0.05265888658591855
91.74228024482727,1715403711.4857247,0.0004270350409619057,4391,0.003904701108730234,0.00433173614969214,90,98.63770461082458,0.022227250409545502
100.72415447235107,1715403720.468469,0.0007844644372367883,4831,0.00510424152311584,0.005888705960352628,91,107.62044882774353,0.03279480534768462
110.58215808868408,1715403730.326351,0.0009814286951673095,5314,0.005453955428229681,0.00643538412339699,92,117.4783308506012,0.030185537563996327
121.39104437828064,1715403741.1344986,0.00044806587627061264,5845,0.0030447976668215968,0.0034928635430922094,93,128.2864785194397,0.017700526704814697
133.31135034561157,1715403753.0547767,0.0003898250276260765,6429,0.0027915247844739603,0.003181349812100037,94,140.20675659179688,0.020898226955328624
146.42196583747864,1715403766.1665418,0.0004313929431652481,7072,0.0032319962478223516,0.0036633891909876,95,153.31852173805237,0.026111585731957234
160.92429733276367,1715403780.6685762,0.0003887990101667235,7779,0.0024702744953570836,0.002859073505523807,96,167.82055616378784,0.016401460112296387
176.83573246002197,1715403796.5789747,0.0004455252028391966,8557,0.0031636947435208,0.0036092199463599968,97,183.7309546470642,0.025649885338230417
194.43274903297424,1715403814.1768823,0.00025839604989187013,9413,0.0017358404536006698,0.00199423650349254,98,201.32886219024658,0.01567506180812733
213.7759988307953,1715403833.520143,0.00033562460163976884,10354,0.0017949189586658344,0.002130543560305603,99,220.67212295532227,0.018409655469904737
234.96902632713318,1715403854.713029,0.0002283699947654146,11389,0.0015297596855326763,0.0017581296802980908,100,241.86500883102417,0.014767938842149246
258.364146232605,1715403878.1081078,0.00020832785912838425,12528,0.0013898077439070185,0.0015981356030354027,101,265.26008772850037,0.014057448665523423
284.11009097099304,1715403903.854179,0.0002809499315081869,13781,0.001594403286680959,0.001875353218189146,102,291.00615882873535,0.028959629482543985
312.2681403160095,1715403932.011967,0.0001789088447672991,15159,0.0013138363024000823,0.0014927451471673813,103,319.16394686698914,0.01792979347119292
343.228253364563,1715403962.9719477,0.00019121189856489092,16675,0.001192372973507955,0.0013835848720728458,104,350.1239275932312,0.012993506021885131
377.37205028533936,1715403997.1157088,0.00028658638313441674,18342,0.0016341397351600985,0.0019207261182945152,105,384.2676887512207,0.022031993333850333
414.83397030830383,1715404034.5774796,0.00013794768305287403,20177,0.0009610146267682543,0.0010989623098211284,106,421.72945952415466,0.011783167577902749
456.2337419986725,1715404075.978069,0.0002123457688006623,22194,0.0016067825797010005,0.0018191283485016628,107,463.13004899024963,0.020285035666959002
501.70247077941895,1715404121.4469898,0.00013334107308796971,24414,0.0008626040696764678,0.0009959451427644375,108,508.59896969795227,0.012335340482714495
551.7385547161102,1715404171.4827871,0.00013011572121676446,26855,0.0007916179801411409,0.0009217337013579053,109,558.6347670555115,0.010891900904459424
606.7192289829254,1715404226.462545,0.0001095717052681077,29540,0.0007757752527640425,0.0008853469580321502,110,613.6145248413086,0.011592158749700057
667.0647654533386,1715404286.8083024,0.0001215994535285198,32494,0.0007052422493910713,0.0008268417029195911,111,673.9602823257446,0.010498312328701263
733.5040469169617,1715404353.2480159,0.00012148253391992162,35744,0.0007479770288360161,0.0008694595627559377,112,740.399995803833,0.01062236654919068
807.8607606887817,1715404427.6059177,0.00010362086958510564,39318,0.0006491287497189895,0.0007527496193040951,113,814.7578976154327,0.009647721264454488
891.8368105888367,1715404511.58115,0.0001049065107269746,43250,0.0006361127526302573,0.0007410192633572318,114,898.7331299781799,0.0113473351776441
983.9211645126343,1715404603.6647537,0.00011216531377043232,47575,0.0007128142003115269,0.0008249795140819592,115,990.8167335987091,0.012382268811775565
1085.4449136257172,1715404705.1892254,8.091249921438614e-05,52332,0.0005402313440481298,0.0006211438432625159,116,1092.3412053585052,0.009981155459387903
1196.6830668449402,1715404816.4273777,7.793746762496179e-05,57566,0.0005576368979997452,0.000635574365624707,117,1203.579357624054,0.010139943881364945
1319.7293226718903,1715404939.4732502,0.00010383319808120027,63322,0.0007358763866378441,0.0008397095847190443,118,1326.6252300739288,0.013258788074577062
1455.4341650009155,1715405075.1779573,0.00013235703106759307,69654,0.0006477201255464504,0.0007800771566140435,119,1462.3299372196198,0.009986620746709368
1605.1698892116547,1715405224.9138224,7.0372476987303e-05,76620,0.0004228990224858946,0.0004932714994731976,120,1612.0658023357391,0.0078103170021009164
1769.8366906642914,1715405389.5803418,6.35564748357193e-05,84281,0.00035708207444712137,0.00042063854928284065,121,1776.7323217391968,0.007529909258471798
1951.1578543186188,1715405570.9013638,5.7723668808380506e-05,92710,0.0003429977713793357,0.0004007214401877162,122,1958.0533437728882,0.00749463083328665
2147.1308851242065,1715405766.8761806,5.186548641194146e-05,101980,0.0002940515851059623,0.00034591707151790374,123,2154.028160572052,0.0073294615924914
2362.128096818924,1715405981.8716357,5.341842775839237e-05,112178,0.0002650878306341313,0.00031850625839252366,124,2369.0236155986786,0.006683795024076883
2597.8857884407043,1715406217.6287637,4.115902744395607e-05,123396,0.00024129250873672754,0.0002824515361806836,125,2604.780743598938,0.006312848712909546
2857.8010818958282,1715406477.5440133,3.8048241813874214e-05,135736,0.0002147955935995089,0.0002528438354133831,126,2864.6959931850433,0.0057364876387434975
3000.0090305805206,1715406619.7522962,3.235382738800243e-05,142645,0.00022022831982776097,0.0002525821472157634,127,3006.9042761325836,0.005522481990332329
