_timestamp,loss_interior,time,loss,step,_runtime,l2_error,loss_boundary,_step
1715372561.0126827,0.0017926781237757475,29.04984188079834,0.0018515523379281403,46,33.03265166282654,0.00879580686357121,5.8874214152392914e-05,42
1715372563.4029722,0.001081957950255014,31.440017461776733,0.0011202921049257633,50,35.42294120788574,0.0070602845347384376,3.8334154670749464e-05,43
1715372567.6873858,0.00022164334602557022,35.724557876586914,0.00023114604030271193,55,39.70735478401184,0.002408222930764342,9.502694277141718e-06,44
1715372572.486037,0.0001057114337721475,40.52320075035095,0.00012340093264587252,61,44.50600600242615,0.003283683602069177,1.7689498873725017e-05,45
1715372576.8730266,5.6233429729366236e-05,44.91021943092346,6.50226249238579e-05,67,48.89299559593201,0.002086936053388807,8.789195194491667e-06,46
1715372581.1494293,2.6125300301771888e-05,49.18641257286072,3.082341478365302e-05,73,53.16939830780029,0.0014977046958431467,4.698114481881132e-06,47
1715372587.118443,1.2462436622050652e-05,55.155683755874634,1.4233303629421135e-05,81,59.13841199874878,0.0010975195730817133,1.7708670073704828e-06,48
1715372592.997866,6.079260020238108e-06,61.03502917289734,7.0578872592160945e-06,89,65.01783490180969,0.0006424465864459352,9.78627238977986e-07,49
1715372600.7589138,1.6388395809120763e-06,68.79584813117981,2.278144063308439e-06,98,72.7788827419281,0.0006769075652307313,6.39304482396363e-07,50
1715372612.1322763,4.2103827746856165e-07,80.16948556900024,8.011086507322795e-07,107,84.15224528312683,0.0004652625882809573,3.8007037326371785e-07,51
1715372621.3426845,3.4142534564558004e-07,89.37964272499084,5.559519231903347e-07,118,93.36265349388123,0.00031144678927917755,2.1452657754475468e-07,52
1715372627.8923116,2.604974737519602e-07,95.92954707145691,4.021118125124918e-07,130,99.9122805595398,0.000268271759097164,1.4161433876053156e-07,53
1715372644.5223277,8.109361258677746e-08,112.55923986434937,1.348984030823661e-07,143,116.54229664802551,0.00015155544453709455,5.3804790495588625e-08,54
1715372661.4785433,3.9223226797651005e-08,129.5157551765442,5.6393361731563305e-08,157,133.4985122680664,8.798400875187817e-05,1.7170134933912303e-08,55
1715372679.0957193,2.3338520386747555e-08,147.13260102272034,3.203847033397607e-08,172,151.1156883239746,6.113763775349851e-05,8.699949947228513e-09,56
1715372705.0732381,1.4420899740967753e-08,173.11046838760376,2.1439998146007144e-08,190,177.09320712089539,5.5162038754597104e-05,7.019098405039391e-09,57
1715372733.1442518,8.898385382442397e-09,201.18119859695435,1.0454664201532496e-08,208,205.16422080993652,2.599633214106826e-05,1.5562788190900997e-09,58
1715372766.255807,5.7097360458695255e-09,234.29277849197388,6.356069509368741e-09,229,238.27577590942383,1.6342027113264942e-05,6.463334634992156e-10,59
1715372803.038929,3.654425498816699e-09,271.07609152793884,4.318960269334105e-09,252,275.05889797210693,1.6420663215231874e-05,6.645347705174052e-10,60
1715372849.8074899,2.4390646159530544e-09,317.84451031684875,3.117571068272734e-09,277,321.82745885849,1.659101748507599e-05,6.785064523196795e-10,61
1715372891.3914332,1.7478335393463214e-09,359.4274551868439,2.4059334883469885e-09,305,363.4114022254944,1.658927910742303e-05,6.58099949000667e-10,62
1715372941.5261512,1.2602846195266486e-09,409.56311798095703,1.787019514696005e-09,335,413.54612016677856,1.4667979764122383e-05,5.267348951693564e-10,63
1715373002.157102,8.646220304778565e-10,470.1940960884094,1.3440586790482438e-09,369,474.17707109451294,1.3893655862796111e-05,4.794366485703873e-10,64
1715373066.1984365,6.197470580641168e-10,534.2354502677917,1.0609501771174027e-09,406,538.2184054851532,1.3021839454004823e-05,4.412031190532858e-10,65
1715373149.602197,4.835895450890605e-10,617.6392133235931,8.835310822893712e-10,446,621.6221659183502,1.2260201793147285e-05,3.999415372003108e-10,66
1715373242.7989788,3.759922234357004e-10,710.8359365463257,7.174737747969603e-10,491,714.8189477920532,1.128728000139421e-05,3.4148155136125993e-10,67
1715373341.4863825,3.02919231448428e-10,809.5233418941498,5.895696937144694e-10,540,813.5063514709473,1.038553004341587e-05,2.8665046226604135e-10,68
1715373466.810663,2.4372375751329434e-10,934.8476822376251,4.771250780637363e-10,594,938.8306319713593,9.432987980127274e-06,2.33401320550442e-10,69
1715373535.7482197,2.1781741862644083e-10,1003.7852010726929,4.246927264668899e-10,626,1007.7681887149811,8.903856493030873e-06,2.0687530784044905e-10,70
