_step,loss,time,loss_boundary,step,loss_interior,_runtime,l2_error,_timestamp
48,0.00017443568898772258,7.761473655700684,0.00012160947584344121,81,5.282621314428138e-05,11.805097579956055,0.00767043703776596,1715373447.9274645
49,8.654509454393081e-05,8.32713532447815,5.3552333549466426e-05,89,3.299276099446439e-05,12.370888233184814,0.0050244999574738354,1715373448.4932551
50,4.4218593581073524e-05,8.989036798477173,2.5484189108568867e-05,98,1.8734404472504657e-05,13.032666444778442,0.0035082694465916548,1715373449.1550333
51,2.7023784231935415e-05,9.625385761260986,1.58560630711813e-05,107,1.1167721160754116e-05,13.668984174728394,0.002813425169640161,1715373449.791351
52,1.6213567146544597e-05,10.399090766906738,9.537938589726408e-06,118,6.6756285568181905e-06,14.44265604019165,0.002019725058220489,1715373450.565023
53,9.110856838347662e-06,11.253384113311768,5.099636915272289e-06,130,4.011219923075372e-06,15.297051668167114,0.0014654295957329494,1715373451.4194186
54,5.429723385384363e-06,12.173523187637329,3.00876056185187e-06,143,2.420962823532493e-06,16.217143058776855,0.0010937399355629282,1715373452.33951
55,3.435768920892753e-06,13.158127546310425,1.8451593287098583e-06,157,1.5906095921828947e-06,17.20171570777893,0.0008378314507589019,1715373453.3240826
56,2.309028958924564e-06,14.226412057876587,1.2240011935863874e-06,172,1.0850277653381769e-06,18.269983530044556,0.0006883272107511277,1715373454.3923504
57,1.4677596715301317e-06,15.468773603439331,7.654379369468113e-07,190,7.023217345833205e-07,19.51236081123352,0.0005478967127572243,1715373455.6347277
58,9.03398766884795e-07,16.74221181869507,4.4117189493696414e-07,208,4.6222687194783083e-07,20.78577756881714,0.000409662719176618,1715373456.9081445
59,5.54791338986334e-07,18.219167709350586,2.3545527626915375e-07,229,3.1933606271718016e-07,22.26276731491089,0.00032267296989896716,1715373458.3851342
60,3.6271223629548353e-07,19.84593367576599,1.3793846002997462e-07,252,2.2477377626550892e-07,23.889551639556885,0.00024216447066396866,1715373460.0119185
61,2.5279963166189703e-07,21.61743140220642,8.49471132496284e-08,277,1.678525184122686e-07,25.661034107208252,0.0001759284156353374,1715373461.783401
62,1.9472268992624487e-07,23.603355884552002,6.051471304278873e-08,305,1.3420797688345616e-07,27.6469669342041,0.00014638453746024983,1715373463.7693338
63,1.572061298400045e-07,25.747863054275513,4.600714405386295e-08,335,1.1119898578614156e-07,29.79147458076477,0.00012605070917582852,1715373465.9138415
64,1.2880063720504145e-07,28.246705293655396,3.583836097817137e-08,369,9.296227622687009e-08,32.290337324142456,0.00011019196311293243,1715373468.4127042
65,1.0696117092464591e-07,30.766360759735107,2.8581528476152493e-08,406,7.837964244849341e-08,34.80996227264404,9.833988700301299e-05,1715373470.9323292
66,8.949782985442731e-08,33.56564688682556,2.311264666851929e-08,446,6.638518318590802e-08,37.60929012298584,8.906558291855577e-05,1715373473.731657
67,7.466696018303302e-08,36.70478057861328,1.8624240173202795e-08,491,5.6042720009830225e-08,40.74850845336914,8.09102327573913e-05,1715373476.8708754
68,6.271451640977815e-08,40.120904207229614,1.5041392033111012e-08,540,4.767312437666714e-08,44.16447973251343,7.387831730018762e-05,1715373480.2868466
69,5.31919371921434e-08,43.89635396003723,1.2165235994895057e-08,594,4.1026701197248345e-08,47.94019341468811,6.753970165074592e-05,1715373484.0625603
70,4.569483362054006e-08,48.17265009880066,9.875021231113433e-09,653,3.5819812389426626e-08,52.21629333496094,6.19251768107602e-05,1715373488.3386602
71,3.95872624924564e-08,52.839926958084106,8.005256230790362e-09,718,3.158200626166604e-08,56.88392639160156,5.667301624293815e-05,1715373493.0062933
72,3.443513304198694e-08,58.00006127357483,6.452164006798746e-09,790,2.7982969035188194e-08,62.04372954368591,5.1681593827873554e-05,1715373498.1660964
73,3.002370642245319e-08,63.63063430786133,5.166467109325098e-09,869,2.4857239313128095e-08,67.67452764511108,4.6945743348826956e-05,1715373503.7968946
74,2.623096714685755e-08,69.86395597457886,4.117188384601894e-09,956,2.2113778762255657e-08,73.90757203102112,4.252533599218773e-05,1715373510.029939
75,2.3016529815944547e-08,76.80450367927551,3.290681229995155e-09,1052,1.9725848585949393e-08,80.84856247901917,3.8523937493057425e-05,1715373516.9709294
76,2.0332501009339608e-08,84.47632074356079,2.6611764972698807e-09,1157,1.7671324512069726e-08,88.51994967460632,3.503704358928312e-05,1715373524.6423166
77,1.8075837240107583e-08,92.83831977844238,2.1857125091732596e-09,1272,1.5890124730934322e-08,96.8819510936737,3.202356931001302e-05,1715373533.004318
78,1.6125176267042327e-08,102.37425684928894,1.82060077396406e-09,1400,1.4304575493078268e-08,106.41818356513977,2.9389370012909556e-05,1715373542.5405505
79,1.446568690857742e-08,112.73513150215149,1.5464385208514723e-09,1539,1.2919248387725946e-08,116.77882552146912,2.714787545420674e-05,1715373552.9011924
80,1.3016049986205514e-08,124.2822253704071,1.33492543201303e-09,1693,1.1681124554192484e-08,128.32590746879578,2.5198714144892553e-05,1715373564.4482744
81,1.1747465001920325e-08,137.10353207588196,1.1703392186911895e-09,1863,1.0577125783229136e-08,141.1470241546631,2.350433415689325e-05,1715373577.269391
82,1.0638243308383254e-08,150.92555713653564,1.0407068753798443e-09,2049,9.59753643300341e-09,154.9692144393921,2.203093087831782e-05,1715373591.0915813
83,9.65054111355416e-09,166.18915152549744,9.350428146285365e-10,2254,8.715498298925622e-09,170.23306441307068,2.072363882828203e-05,1715373606.3554313
84,8.758691859901484e-09,183.02043652534485,8.461750376603448e-10,2479,7.912516822241139e-09,187.06408715248108,1.954277200288543e-05,1715373623.186454
85,7.934741766180704e-09,201.41899394989014,7.683388817892986e-10,2727,7.166402884391405e-09,205.46256613731384,1.8446019298541368e-05,1715373641.584933
86,7.163396933187998e-09,221.6637578010559,6.979987976899336e-10,3000,6.4653981354980646e-09,225.7073791027069,1.740595011413085e-05,1715373661.829746
87,6.440028492277184e-09,244.06528782844543,6.331392338266765e-10,3299,5.8068892584505075e-09,248.1091251373291,1.6408152504031904e-05,1715373684.231492
88,5.75975879383968e-09,268.5293788909912,5.721104134814316e-10,3629,5.187648380358248e-09,272.5730152130127,1.5436551004109685e-05,1715373708.695382
89,5.1320514195411484e-09,295.8984229564667,5.14985190927755e-10,3992,4.617066228613394e-09,299.9424088001251,1.4497765988966514e-05,1715373736.0647757
90,4.5607536123694615e-09,325.3439025878906,4.6210955661932346e-10,4391,4.0986440557501385e-09,329.3878712654114,1.359897115705765e-05,1715373765.5102382
91,4.041171406866426e-09,357.86527705192566,4.136760748978368e-10,4831,3.6274953319685888e-09,361.9091639518738,1.2724791761600627e-05,1715373798.0315309
92,3.585406468166717e-09,392.2322931289673,3.7000919450866297e-10,5314,3.215397273658054e-09,396.27611541748047,1.1894337260076557e-05,1715373832.3984823
93,3.184395298103067e-09,429.432026386261,3.3057902054245226e-10,5845,2.8538162775606145e-09,433.4758665561676,1.1123699877207633e-05,1715373869.5982335
94,2.8290883011831157e-09,470.19511222839355,2.9475671082190377e-10,6429,2.534331590361212e-09,474.2389214038849,1.0395446357251009e-05,1715373910.3612883
95,2.5145420951289825e-09,515.3225302696228,2.617862383444777e-10,7072,2.2527558567845047e-09,519.3664009571075,9.712145901134938e-06,1715373955.4887679
96,2.2235438925645193e-09,564.687935590744,2.3056226874059873e-10,7779,1.9929816238239208e-09,568.7318029403687,9.030596958612105e-06,1715374004.8541698
97,1.954335007575915e-09,619.0254287719727,2.0115009090845368e-10,8557,1.7531849166674613e-09,623.0692646503448,8.346953456949712e-06,1715374059.1916316
98,1.7081085570140335e-09,678.6958360671997,1.7384598536879419e-10,9413,1.5342625716452394e-09,682.7396099567413,7.67014296852924e-06,1715374118.8619769
99,1.4864408965610195e-09,744.2495183944702,1.4899806138208857e-10,10354,1.337442835178931e-09,748.2934858798981,7.01348629572731e-06,1715374184.4158528
100,1.2904283058488991e-09,816.1791231632233,1.2691549309854584e-10,11389,1.1635128127503534e-09,820.2229356765747,6.392502653246274e-06,1715374256.3453026
101,1.120620066562521e-09,895.356397151947,1.0784286762517024e-10,12528,1.0127771989373507e-09,899.4002122879028,5.8241528699697605e-06,1715374335.5225792
102,9.768232987596112e-10,982.4033329486847,9.190491891128854e-11,13781,8.849183798483226e-10,986.4471964836121,5.3247061615871775e-06,1715374422.5695634
103,9.52139024834108e-10,1000.0570302009583,8.920539464366551e-11,14035,8.629336301904424e-10,1004.1005024909973,5.237901039468593e-06,1715374440.2228694
