loss,time,_runtime,loss_boundary,step,_step,_timestamp,loss_interior,l2_error
2.7251755939821326e-06,33.6981475353241,37.457085371017456,1.1894491024822167e-06,277,61,1715367050.6692045,1.5357264914999161e-06,0.0007823868290012891
2.080994258302252e-06,36.89143109321594,40.650386810302734,9.30167420749088e-07,305,62,1715367053.862506,1.1508268375531639e-06,0.0006847675528465365
1.5660827230270816e-06,40.30534648895264,44.064297914505005,7.083153976199384e-07,335,63,1715367057.276417,8.577673254071431e-07,0.0005906263567177032
1.2353193165280878e-06,44.17862820625305,47.937668323516846,5.551493834445503e-07,369,64,1715367061.1497874,6.801699330835375e-07,0.0005199206526577742
1.0181443625641964e-06,48.40542769432068,52.164323568344116,4.376291055602792e-07,406,65,1715367065.3764427,5.805152570039172e-07,0.00045863518266414064
8.595207131126194e-07,52.95406365394592,56.71328330039978,3.512783361022096e-07,446,66,1715367069.9254024,5.082423770104098e-07,0.0004091660822420869
7.127868225178309e-07,58.06936478614807,61.828495264053345,2.7070901923512847e-07,491,67,1715367075.0406144,4.4207780328270235e-07,0.00035693501868125284
5.979089345893237e-07,63.644625425338745,67.40351605415344,2.079122937496576e-07,540,68,1715367080.6156352,3.8999664083966616e-07,0.0003117165983181071
5.005088660562704e-07,69.75961303710938,73.51852202415466,1.585959549990572e-07,594,69,1715367086.7306411,3.4191291105721315e-07,0.00027060475246139595
4.188421207558251e-07,76.47993302345276,80.23884463310242,1.2075069885879962e-07,653,70,1715367093.4509637,2.980914218970255e-07,0.00023406042158706953
3.520546300989132e-07,83.865238904953,87.62422060966492,9.13378100246807e-08,718,71,1715367100.8363397,2.607168200742325e-07,0.00020228911906105507
2.9645424869085144e-07,92.06173205375671,95.82066941261292,6.879124110425182e-08,790,72,1715367109.0327885,2.276630075865996e-07,0.00017394576001477751
2.5107722026131297e-07,101.06586194038391,104.82505679130554,5.178935652293208e-08,869,73,1715367118.037176,1.992878637383809e-07,0.00014939519603440122
2.1501300851132816e-07,110.97025609016418,114.72928714752197,3.8881554681130103e-08,956,74,1715367127.9414062,1.7613145383019807e-07,0.0001280899104323689
1.8522452776483033e-07,121.87050175666809,125.62938499450684,2.9010673920985295e-08,1052,75,1715367138.841504,1.5621385384384503e-07,0.0001094423922181046
1.607372030272639e-07,133.79242944717407,137.55196022987366,2.1621831127485512e-08,1157,76,1715367150.7640793,1.391153718997784e-07,9.346642532235725e-05
1.40841514935808e-07,146.99991941452026,150.7593400478363,1.611857532314816e-08,1272,77,1715367163.9714592,1.2472293961265985e-07,7.989015696282952e-05
1.2551422434638651e-07,161.64722275733948,165.40658020973206,1.2394798774014693e-08,1400,78,1715367178.6186993,1.1311942557237181e-07,6.944194637002134e-05
1.1174439848055923e-07,177.49228048324585,181.25158882141113,9.590347915823863e-09,1539,79,1715367194.463708,1.0215405056473537e-07,6.053069110183514e-05
9.907171565206065e-08,194.99458599090576,198.75382804870605,7.438765580409365e-09,1693,80,1715367211.9659472,9.163295007165129e-08,5.2868144266311865e-05
8.779941256290483e-08,214.29780673980713,218.0569667816162,5.922013181071242e-09,1863,81,1715367231.269086,8.187739938183359e-08,4.683263877667195e-05
7.799851913527187e-08,235.3527934551239,239.111989736557,4.863964230975467e-09,2049,82,1715367252.3241088,7.313455490429641e-08,4.214353350680255e-05
6.946540011327323e-08,258.5072774887085,262.2664771080017,4.1070954955073975e-09,2254,83,1715367275.4785962,6.535830461776582e-08,3.848416423895677e-05
6.160864836561072e-08,283.91111183166504,287.6704959869385,3.5132725281206735e-09,2479,84,1715367300.882615,5.8095375837490045e-08,3.534684035163152e-05
5.448815869376709e-08,312.0116949081421,315.77088356018066,3.0403658309617097e-09,2727,85,1715367328.9830027,5.144779286280538e-08,3.265513320336513e-05
4.780376762208725e-08,342.8411490917206,346.6002895832062,2.6413537615113814e-09,3000,86,1715367359.8124087,4.516241386057587e-08,3.0209853251873004e-05
4.1950110248673816e-08,376.5346610546112,380.29376459121704,2.3198597888990743e-09,3299,87,1715367393.5058837,3.963025045977474e-08,2.817533701425299e-05
3.654441432676881e-08,413.7387294769287,417.4979178905487,2.0424698666593318e-09,3629,88,1715367430.710037,3.4501944460109484e-08,2.633336318525211e-05
3.15405018884543e-08,454.69428181648254,458.45344376564026,1.7958011572269522e-09,3992,89,1715367471.6655629,2.9744700731227347e-08,2.4628331040988525e-05
2.7075794606690595e-08,499.7679786682129,503.52716612815857,1.5779076744095443e-09,4391,90,1715367516.7392852,2.549788693228105e-08,2.3079053489332555e-05
2.3494418218514945e-08,549.5199580192566,553.2791240215302,1.3996660034979828e-09,4831,91,1715367566.4912431,2.2094752215016962e-08,2.175790010219464e-05
2.0464481377096876e-08,604.2595603466034,608.0187253952026,1.2433452275254219e-09,5314,92,1715367621.2308445,1.9221136149571454e-08,2.0537980668099718e-05
1.7759282842543727e-08,664.3419814109802,668.1011941432953,1.0978034289148663e-09,5845,93,1715367681.3133132,1.666147941362886e-08,1.9338344503676705e-05
1.558918030108179e-08,730.3459930419922,734.10524725914,9.778035503290423e-10,6429,94,1715367747.3173664,1.461137675075275e-08,1.8265175159521255e-05
1.3712483165820241e-08,802.7623670101166,806.5217247009277,8.715766531520722e-10,7072,95,1715367819.7338438,1.2840906512668169e-08,1.723277339647936e-05
1.2027200508434342e-08,882.3667817115784,886.1259813308716,7.732324342407151e-10,7779,96,1715367899.3381004,1.1253968074193627e-08,1.6189153789310012e-05
1.066881005749136e-08,970.0345914363861,973.7936861515045,6.898049093449363e-10,8557,97,1715367987.0058053,9.979005148146424e-09,1.5231685175775202e-05
1.0231117662227448e-08,1000.0922429561615,1003.8513989448547,6.61489091885804e-10,8824,98,1715368017.063518,9.569628570341644e-09,1.4895123341530429e-05
