_step,_timestamp,loss,_runtime,loss_boundary,step,time,l2_error,loss_interior
66,1715366995.3195856,0.014835279536311233,8.52430248260498,0.006778373238315092,446,4.801629304885864,0.05911290205114164,0.00805690629799614
67,1715366995.65496,0.013128557806957559,8.859676837921143,0.006581371831642284,491,5.137008905410767,0.058535274291608014,0.006547185975315274
68,1715366996.0193548,0.011579637283624936,9.224071741104126,0.006366661880971282,540,5.501382112503052,0.05792300211087951,0.005212975402653654
69,1715366996.4177427,0.010202715954513244,9.622459650039673,0.006135718960159715,594,5.899799823760986,0.05724291527430599,0.004066996994353529
70,1715366996.8522818,0.009044241032333623,10.05699872970581,0.005898876739742394,653,6.334330081939697,0.05650244659856452,0.00314536429259123
71,1715366997.3421292,0.008120448657266589,10.546846151351929,0.00566523111610918,718,6.823867082595825,0.0557196831090636,0.0024552175411574084
72,1715366997.8710172,0.0074341836529813,11.07573413848877,0.0054459072010033345,790,7.353038311004639,0.054935197195238955,0.0019882764519779652
73,1715366998.4566457,0.006958648760148477,11.661362648010254,0.00525280855954184,869,7.938565969467163,0.05420644467244001,0.001705840200606636
74,1715366999.0942404,0.00662769432747734,12.298957347869873,0.005088215079282934,956,8.576281309127808,0.05355784913021266,0.0015394792481944065
75,1715366999.82865,0.0063793065537209835,13.033366918563843,0.004948480658566999,1052,9.310649156570435,0.05298686469011151,0.0014308258951539847
76,1715367000.5936515,0.00617392517843977,13.798368453979492,0.004827994208203457,1157,10.075723648071289,0.05247807561702989,0.0013459309702363133
77,1715367001.4385018,0.0059887651436703205,14.643218755722046,0.004719342397706513,1272,10.92052698135376,0.052003299935819654,0.0012694227459638075
78,1715367002.3840325,0.005810237403910514,15.588749408721924,0.004615008319308433,1400,11.86597228050232,0.05152946262871681,0.00119522908460208
79,1715367003.4060361,0.005637013326363446,16.610753059387207,0.004513080543572623,1539,12.888089179992676,0.051046896733880784,0.0011239327827908241
80,1715367004.5841563,0.0054620364806801614,17.788873195648193,0.004408221493395337,1693,14.066237926483154,0.05052950626397122,0.0010538149872848241
81,1715367005.8638034,0.00528361677590279,19.068520307540894,0.0042984859061824246,1863,15.345816373825073,0.04996669945823536,0.000985130869720365
82,1715367007.2467008,0.005101612484212421,20.451417684555054,0.004183156450305106,2049,16.728758573532104,0.049354413133650056,0.0009184560339073153
83,1715367008.7928617,0.004913386808960719,21.997578620910645,0.004060105072027775,2254,18.274823665618896,0.04868086386344102,0.0008532817369329446
84,1715367010.4730175,0.004718647226619152,23.677734375,0.003928766677812003,2479,19.954932689666748,0.04794180282026243,0.0007898805488071485
85,1715367012.317875,0.004515548299761989,25.522591829299927,0.0037875785795795226,2727,21.79970932006836,0.04712625832285429,0.000727969720182466
86,1715367014.344353,0.004303290213197454,27.54906988143921,0.0036356693935414635,3000,23.826321601867676,0.0462255104707769,0.0006676208196559902
87,1715367016.5711718,0.004081878801516937,29.775888681411743,0.0034727354554776073,3299,26.05321168899536,0.04523253604435894,0.0006091433460393292
88,1715367019.4037995,0.003909161376574112,32.608516454696655,0.003304388804723918,3629,28.885388374328613,0.04465324565399938,0.0006047725718501942
89,1715367022.1666005,0.0036267424497953447,35.3713173866272,0.0031230999025539876,3992,31.648285627365112,0.043019083298119265,0.0005036425472413574
90,1715367025.1297264,0.00339096097033959,38.33444333076477,0.0029312030044918048,4391,34.6115026473999,0.04172996433886178,0.0004597579658477853
91,1715367028.5244715,0.0033257153627240183,41.729188442230225,0.002731067000722065,4831,38.00609827041626,0.03941506221583855,0.0005946483620019533
92,1715367032.0947638,0.0029771885544126126,45.299480676651,0.002510654347589437,5314,41.576404094696045,0.03812960390699556,0.0004665342068231758
93,1715367035.9956195,0.0026205984817345832,49.20033645629883,0.0022704921327067825,5845,45.477543354034424,0.03697030402359146,0.0003501063490278008
94,1715367040.5189953,0.0025164095407590684,53.72371220588684,0.0020346569001329067,6429,50.00071310997009,0.035829296860961556,0.0004817526406261616
95,1715367045.2511551,0.002182343559632908,58.45587205886841,0.0018092136338225878,7072,54.732808113098145,0.033134505172478124,0.00037312992581032016
96,1715367050.529051,0.0020637141614094426,63.73376798629761,0.00160414606948015,7779,60.01076149940491,0.030737473246995717,0.0004595680919292928
97,1715367056.4881918,0.001688840770106197,69.6929087638855,0.001376767397811336,8557,65.9697253704071,0.0291216098449946,0.00031207337229486096
98,1715367062.8993595,0.0014682649421040737,76.10407638549805,0.0011733725384730153,9413,72.38103079795837,0.0267956987587933,0.00029489240363105837
99,1715367070.1062882,0.0012605273947893594,83.31100511550903,0.0009823029699970714,10354,79.58793258666992,0.024465135377043465,0.0002782244247922881
100,1715367078.122633,0.0010835141409306272,91.32734990119934,0.0008238057229031761,11389,87.60420560836792,0.022290062960117207,0.0002597084180274511
101,1715367086.6615472,0.0009279414861007976,99.86626410484314,0.0006958342084771231,12528,96.14323019981384,0.0203761821295662,0.00023210727762367446
102,1715367095.9865253,0.000728712329987192,109.19124221801758,0.0005244678743314086,13781,105.46809315681458,0.017499667149092235,0.00020424445565578341
103,1715367106.5166745,0.0005844068242778044,119.72139143943787,0.0004063158607848281,15159,115.99789261817932,0.0152102434741579,0.00017809096349297634
104,1715367118.0025697,0.000468232594928198,131.20728659629822,0.00031538790836369446,16675,127.48428678512573,0.013205960909649895,0.00015284468656450356
105,1715367130.3284216,0.000353690241119067,143.53313851356506,0.00022728184872625854,18342,139.81000351905823,0.0110409048197662,0.0001264083923928085
106,1715367144.1852803,0.0002752235035578872,157.38999724388123,0.00016945497139067862,20177,153.66695713996887,0.00935214789143626,0.00010576853216720857
107,1715367159.349539,0.0002129802968220703,172.55425596237183,0.00012787994342127428,22194,168.83095860481262,0.008014005819744475,8.510035340079602e-05
108,1715367176.0500112,0.00015601436343346797,189.25472807884216,8.821936060184437e-05,24414,185.53069972991943,0.0065540424015158374,6.77950028316236e-05
109,1715367194.0947216,0.00011838108050333078,207.2994384765625,6.365836902782075e-05,26855,203.57631540298462,0.005503235443799862,5.4722711475510047e-05
110,1715367214.0117815,9.252237284558812e-05,227.21649837493896,4.7239392108715674e-05,29540,223.49340987205505,0.004705818363762802,4.528298073687245e-05
111,1715367235.9729197,6.870735384276979e-05,249.17763662338257,3.200046940449765e-05,32494,245.4546616077423,0.0038376206587260727,3.6706884438272135e-05
112,1715367260.0853012,5.4148345960033107e-05,273.29001808166504,2.30853960418774e-05,35744,269.5670301914215,0.0032376767061728547,3.1062949918155706e-05
113,1715367286.571782,4.1572153655277535e-05,299.77649903297424,1.5876019730037782e-05,39318,296.0531098842621,0.0026722953846352268,2.5696133925239753e-05
114,1715367315.596566,3.339703704888575e-05,328.80128288269043,1.1306801653490335e-05,43250,325.07837867736816,0.0022441160630280272,2.2090235395395417e-05
115,1715367347.5770378,2.722906416490255e-05,360.78175473213196,8.042310638073485e-06,47575,357.0587785243988,0.0018896592127659025,1.9186753526829064e-05
116,1715367382.8879657,2.189956273454736e-05,396.09268260002136,5.527427638044452e-06,52332,392.36970949172974,0.0015583899290606451,1.637213509650291e-05
117,1715367421.737429,1.8245023679591364e-05,434.9421458244324,3.971445060272967e-06,57566,431.2192244529724,0.0013162463667027362,1.4273578619318398e-05
118,1715367464.6659663,1.5528880413251588e-05,477.8706831932068,2.9774510978617597e-06,63322,474.14758348464966,0.001140932627489502,1.2551429315389829e-05
119,1715367511.8501031,1.306918726315771e-05,525.05482006073,2.1560327325679783e-06,69654,521.3318071365356,0.0009675087580953112,1.0913154530589732e-05
120,1715367563.6693535,4.97610342666375e-05,576.8740704059601,1.8054254883685574e-06,76620,573.1510555744171,0.0011893359162148186,4.795560877826894e-05
121,1715367620.4553583,9.485667877895234e-06,633.6600751876831,1.1827130457684703e-06,84281,629.9371857643127,0.00071452865576671,8.302954832126764e-06
122,1715367683.1002257,8.134476753221986e-06,696.3049426078796,8.904944550966064e-07,92710,692.5819456577301,0.0006190653784443903,7.24398229812538e-06
123,1715367751.7551625,6.982515408057595e-06,764.959879398346,6.678989349898667e-07,101980,761.2369334697723,0.0005353348370366779,6.314616473067728e-06
124,1715367827.3595986,1.4906034927233947e-05,840.5643155574799,5.415300002959227e-07,112178,836.8414402008057,0.0006396364394928558,1.4364504926938024e-05
125,1715367911.064085,5.204035896156039e-06,924.2688019275665,3.894891121790383e-07,123396,920.5457589626312,0.0004075566102556004,4.814546783977001e-06
126,1715367990.5226853,4.590295939256271e-06,1003.7274022102356,3.086894613459182e-07,134051,1000.004397392273,0.00036267760567812815,4.281606477910353e-06
